Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
150.000000E+0,50.092800E+3,6.952900E+3,-58.277500E+3,9.285500E+3,100.000000E+0
200.000000E+0,15.849350E+3,4.202450E+3,-91.833600E+3,17.679400E+3,100.000000E+0
250.000000E+0,1.771310E+3,6.058400E+3,-67.269300E+3,354.800000E+0,100.000000E+0
300.000000E+0,14.219550E+3,1.439950E+3,-70.078250E+3,2.116450E+3,100.000000E+0
400.000000E+0,4.576940E+3,2.419190E+3,-40.872850E+3,1.607950E+3,100.000000E+0
500.000000E+0,-392.585000E+0,1.607295E+3,-36.161250E+3,830.350000E+0,100.000000E+0
600.000000E+0,-1.474295E+3,10.855000E+0,-32.150450E+3,1.915050E+3,100.000000E+0
750.000000E+0,-3.858925E+3,1.344685E+3,-25.181000E+3,2.100500E+3,100.000000E+0
1.000000E+3,-2.952790E+3,169.980000E+0,-17.956900E+3,191.600000E+0,100.000000E+0
1.200000E+3,-3.894080E+3,108.020000E+0,-14.710200E+3,279.100000E+0,100.000000E+0
1.500000E+3,-2.927835E+3,61.155000E+0,-10.598700E+3,73.000000E+0,100.000000E+0
2.000000E+3,-2.367850E+3,5.810000E+0,-6.779435E+3,24.615000E+0,100.000000E+0
2.500000E+3,-1.714755E+3,77.255000E+0,-5.000890E+3,39.500000E+0,100.000000E+0
3.000000E+3,-1.260480E+3,88.560000E+0,-3.994325E+3,128.295000E+0,100.000000E+0
4.000000E+3,-776.178000E+0,13.657000E+0,-2.867935E+3,8.405000E+0,100.000000E+0
5.000000E+3,-543.923000E+0,3.418000E+0,-2.170115E+3,4.295000E+0,100.000000E+0
6.000000E+3,-399.986000E+0,1.563000E+0,-1.742110E+3,9.590000E+0,100.000000E+0
7.500000E+3,-254.074500E+0,3.853500E+0,-1.382335E+3,7.705000E+0,100.000000E+0
10.000000E+3,-149.557500E+0,5.977500E+0,-1.019580E+3,9.620000E+0,100.000000E+0
12.000000E+3,-105.423000E+0,3.870000E+0,-844.880000E+0,6.741000E+0,100.000000E+0
15.000000E+3,-70.245500E+0,1.629500E+0,-673.141000E+0,4.647000E+0,100.000000E+0
20.000000E+3,-43.253650E+0,674.750000E-3,-502.614000E+0,115.000000E-3,100.000000E+0
25.000000E+3,-30.135950E+0,486.750000E-3,-400.774500E+0,834.500000E-3,100.000000E+0
30.000000E+3,-23.784500E+0,89.800000E-3,-332.063500E+0,264.500000E-3,100.000000E+0
40.000000E+3,-16.861450E+0,9.550000E-3,-249.031500E+0,103.500000E-3,100.000000E+0
50.000000E+3,-13.502550E+0,50.050000E-3,-198.376000E+0,152.000000E-3,100.000000E+0
60.000000E+3,-11.530600E+0,84.400000E-3,-165.018500E+0,171.500000E-3,100.000000E+0
75.000000E+3,-9.720120E+0,12.140000E-3,-131.597500E+0,21.500000E-3,100.000000E+0
100.000000E+3,-8.226695E+0,23.325000E-3,-98.047250E+0,29.150000E-3,100.000000E+0
120.000000E+3,-7.497865E+0,9.645000E-3,-81.431000E+0,7.000000E-3,100.000000E+0
150.000000E+3,-6.805535E+0,5.275000E-3,-64.737350E+0,12.650000E-3,100.000000E+0
200.000000E+3,-6.235695E+0,16.025000E-3,-48.175300E+0,47.200000E-3,100.000000E+0
