Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
150.000000E+0,85.851850E+3,1.408650E+3,-87.788700E+3,11.163200E+3,100.000000E+0
200.000000E+0,10.544525E+3,7.449475E+3,-127.033500E+3,988.500000E+0,100.000000E+0
250.000000E+0,-26.051550E+3,6.904250E+3,-133.467000E+3,4.034000E+3,100.000000E+0
300.000000E+0,-4.446675E+3,2.135615E+3,-95.428800E+3,5.983200E+3,100.000000E+0
400.000000E+0,-4.320890E+3,766.000000E+0,-61.899500E+3,6.998200E+3,100.000000E+0
500.000000E+0,-6.224055E+3,357.085000E+0,-48.520450E+3,569.950000E+0,100.000000E+0
600.000000E+0,-6.238320E+3,1.539090E+3,-38.997050E+3,1.247550E+3,100.000000E+0
750.000000E+0,-6.025000E+3,877.830000E+0,-30.128900E+3,939.700000E+0,100.000000E+0
1.000000E+3,-6.631005E+3,958.115000E+0,-19.434650E+3,713.350000E+0,100.000000E+0
1.200000E+3,-6.174670E+3,54.690000E+0,-14.924050E+3,230.650000E+0,100.000000E+0
1.500000E+3,-4.825365E+3,95.505000E+0,-10.723450E+3,15.650000E+0,100.000000E+0
2.000000E+3,-3.324200E+3,62.220000E+0,-7.210925E+3,166.115000E+0,100.000000E+0
2.500000E+3,-2.455820E+3,15.470000E+0,-5.201880E+3,67.980000E+0,100.000000E+0
3.000000E+3,-1.761390E+3,13.360000E+0,-4.166240E+3,20.960000E+0,100.000000E+0
4.000000E+3,-1.098815E+3,25.405000E+0,-2.801820E+3,3.870000E+0,100.000000E+0
5.000000E+3,-747.365000E+0,14.924000E+0,-2.152875E+3,11.475000E+0,100.000000E+0
6.000000E+3,-503.325000E+0,2.806000E+0,-1.744895E+3,13.555000E+0,100.000000E+0
7.500000E+3,-329.438500E+0,2.355500E+0,-1.392775E+3,10.485000E+0,100.000000E+0
10.000000E+3,-191.678000E+0,4.218000E+0,-1.019180E+3,7.530000E+0,100.000000E+0
12.000000E+3,-137.917500E+0,797.500000E-3,-844.399500E+0,2.122500E+0,100.000000E+0
15.000000E+3,-91.353750E+0,2.698250E+0,-670.008500E+0,3.823500E+0,100.000000E+0
20.000000E+3,-54.489300E+0,749.400000E-3,-500.266000E+0,701.000000E-3,100.000000E+0
25.000000E+3,-37.426300E+0,942.800000E-3,-397.515000E+0,380.000000E-3,100.000000E+0
30.000000E+3,-28.733950E+0,61.250000E-3,-331.832000E+0,312.000000E-3,100.000000E+0
40.000000E+3,-19.212150E+0,86.250000E-3,-247.262500E+0,141.500000E-3,100.000000E+0
50.000000E+3,-14.637550E+0,32.550000E-3,-198.038000E+0,78.000000E-3,100.000000E+0
60.000000E+3,-12.228150E+0,39.650000E-3,-164.108500E+0,52.500000E-3,100.000000E+0
75.000000E+3,-10.037550E+0,4.650000E-3,-131.172500E+0,85.500000E-3,100.000000E+0
100.000000E+3,-8.390290E+0,38.460000E-3,-97.856500E+0,299.996898E-6,100.000000E+0
120.000000E+3,-7.504050E+0,3.990000E-3,-81.316950E+0,37.250000E-3,100.000000E+0
150.000000E+3,-6.820575E+0,9.985000E-3,-64.663750E+0,36.350000E-3,100.000000E+0
200.000000E+3,-6.253775E+0,4.635000E-3,-48.198000E+0,2.700000E-3,100.000000E+0
