Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
150.000000E+0,-14.680560E+3,6.916140E+3,-151.517400E+3,79.485600E+3,100.000000E+0
200.000000E+0,-6.350100E+3,2.957460E+3,-72.682100E+3,475.900000E+0,100.000000E+0
250.000000E+0,-21.349850E+3,4.673850E+3,-76.385800E+3,6.073100E+3,100.000000E+0
300.000000E+0,-22.087950E+3,811.950000E+0,-49.278900E+3,6.329400E+3,100.000000E+0
400.000000E+0,-20.389450E+3,1.386550E+3,-32.722950E+3,1.054250E+3,100.000000E+0
500.000000E+0,-23.150900E+3,8.500000E+0,-25.231550E+3,1.060950E+3,100.000000E+0
600.000000E+0,-25.122250E+3,1.132650E+3,-20.116300E+3,71.400000E+0,100.000000E+0
750.000000E+0,-24.216250E+3,853.850000E+0,-11.616200E+3,1.357900E+3,100.000000E+0
1.000000E+3,-22.399550E+3,818.350000E+0,-3.875145E+3,273.375000E+0,100.000000E+0
1.200000E+3,-20.607000E+3,335.600000E+0,193.817000E+0,530.161000E+0,100.000000E+0
1.500000E+3,-17.494000E+3,51.600000E+0,4.108875E+3,350.835000E+0,100.000000E+0
2.000000E+3,-13.222600E+3,32.000000E+0,6.694815E+3,88.115000E+0,100.000000E+0
2.500000E+3,-10.275200E+3,34.300000E+0,7.454120E+3,146.400000E+0,100.000000E+0
3.000000E+3,-7.972680E+3,51.460000E+0,7.611210E+3,10.390000E+0,100.000000E+0
4.000000E+3,-5.257180E+3,14.340000E+0,6.857940E+3,1.120000E+0,100.000000E+0
5.000000E+3,-3.674125E+3,29.585000E+0,6.137905E+3,21.365000E+0,100.000000E+0
6.000000E+3,-2.641860E+3,25.920000E+0,5.462385E+3,12.455000E+0,100.000000E+0
7.500000E+3,-1.802400E+3,1.330000E+0,4.601575E+3,4.075000E+0,100.000000E+0
10.000000E+3,-1.044270E+3,29.500000E+0,3.607620E+3,320.000002E-3,100.000000E+0
12.000000E+3,-737.817500E+0,6.305500E+0,3.065325E+3,6.435000E+0,100.000000E+0
15.000000E+3,-488.517500E+0,12.859500E+0,2.485955E+3,1.965000E+0,100.000000E+0
20.000000E+3,-286.973000E+0,570.000000E-3,1.888340E+3,1.470000E+0,100.000000E+0
25.000000E+3,-188.978500E+0,1.200500E+0,1.520005E+3,975.000000E-3,100.000000E+0
30.000000E+3,-133.565000E+0,759.000000E-3,1.271425E+3,1.025000E+0,100.000000E+0
40.000000E+3,-79.445200E+0,401.900000E-3,959.077500E+0,825.500000E-3,100.000000E+0
50.000000E+3,-54.619250E+0,361.550000E-3,768.651000E+0,46.999999E-3,100.000000E+0
60.000000E+3,-41.707050E+0,178.750000E-3,641.741500E+0,37.500000E-3,100.000000E+0
75.000000E+3,-29.173950E+0,35.050000E-3,514.008000E+0,139.000000E-3,100.000000E+0
100.000000E+3,-19.968200E+0,7.000000E-3,386.018500E+0,79.500000E-3,100.000000E+0
120.000000E+3,-16.729000E+0,126.700000E-3,321.934500E+0,92.500000E-3,100.000000E+0
150.000000E+3,-13.714550E+0,64.450000E-3,257.691500E+0,26.500000E-3,100.000000E+0
200.000000E+3,-11.204000E+0,299.999953E-6,193.510000E+0,42.000000E-3,100.000000E+0
