Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
150.000000E+0,-62.214250E+3,16.946950E+3,-193.270000E+3,31.878000E+3,100.000000E+0
200.000000E+0,-15.759050E+3,5.549150E+3,-102.732500E+3,1.930500E+3,100.000000E+0
250.000000E+0,-3.929355E+3,873.385000E+0,-69.284900E+3,8.810800E+3,100.000000E+0
300.000000E+0,-20.414500E+3,1.455700E+3,-58.763350E+3,404.750000E+0,100.000000E+0
400.000000E+0,-42.225200E+3,1.566200E+3,-37.853450E+3,2.832850E+3,100.000000E+0
500.000000E+0,-37.478200E+3,914.600000E+0,-22.443600E+3,1.043000E+3,100.000000E+0
600.000000E+0,-35.500800E+3,1.466700E+3,-17.957000E+3,213.300000E+0,100.000000E+0
750.000000E+0,-33.784450E+3,549.950000E+0,-5.310905E+3,831.085000E+0,100.000000E+0
1.000000E+3,-26.146350E+3,312.350000E+0,3.796915E+3,378.575000E+0,100.000000E+0
1.200000E+3,-22.890850E+3,98.150000E+0,7.467085E+3,418.065000E+0,100.000000E+0
1.500000E+3,-18.213200E+3,119.400000E+0,8.987090E+3,532.370000E+0,100.000000E+0
2.000000E+3,-12.332300E+3,116.700000E+0,10.533550E+3,341.150000E+0,100.000000E+0
2.500000E+3,-9.197030E+3,66.680000E+0,9.963570E+3,66.230000E+0,100.000000E+0
3.000000E+3,-6.839285E+3,4.535000E+0,9.389110E+3,114.640000E+0,100.000000E+0
4.000000E+3,-4.153585E+3,44.375000E+0,7.957620E+3,78.690000E+0,100.000000E+0
5.000000E+3,-3.013085E+3,19.365000E+0,6.587480E+3,2.420000E+0,100.000000E+0
6.000000E+3,-2.224250E+3,167.970000E+0,5.680665E+3,85.195000E+0,100.000000E+0
7.500000E+3,-1.486050E+3,36.370000E+0,4.725040E+3,11.440000E+0,100.000000E+0
10.000000E+3,-940.692500E+0,17.400500E+0,3.620585E+3,7.535000E+0,100.000000E+0
12.000000E+3,-608.180000E+0,1.462000E+0,3.085060E+3,6.420000E+0,100.000000E+0
15.000000E+3,-385.993500E+0,14.108500E+0,2.496025E+3,1.015000E+0,100.000000E+0
20.000000E+3,-273.192500E+0,33.893500E+0,1.876865E+3,10.725000E+0,100.000000E+0
25.000000E+3,-146.830500E+0,359.500000E-3,1.517905E+3,1.405000E+0,100.000000E+0
30.000000E+3,-148.624000E+0,7.673000E+0,1.262905E+3,4.999972E-3,100.000000E+0
40.000000E+3,-70.499900E+0,2.848700E+0,954.881000E+0,802.000000E-3,100.000000E+0
50.000000E+3,-48.071750E+0,417.250000E-3,765.498500E+0,270.500000E-3,100.000000E+0
60.000000E+3,-37.483600E+0,1.159200E+0,639.113500E+0,241.500000E-3,100.000000E+0
75.000000E+3,-25.444350E+0,202.550000E-3,512.060500E+0,85.500000E-3,100.000000E+0
100.000000E+3,-17.665650E+0,318.750000E-3,384.628000E+0,52.000000E-3,100.000000E+0
120.000000E+3,-14.975550E+0,149.850000E-3,320.657500E+0,43.500000E-3,100.000000E+0
150.000000E+3,-12.453850E+0,193.150000E-3,256.988000E+0,46.000000E-3,100.000000E+0
200.000000E+3,-10.458250E+0,19.550000E-3,192.744000E+0,25.000000E-3,100.000000E+0
