Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
300.000000E+0,252.088000E+3,11.739000E+3,-1.206850E+6,15.430000E+3,100.000000E+0
400.000000E+0,168.662000E+3,16.653000E+3,-899.468000E+3,50.575000E+3,100.000000E+0
500.000000E+0,139.998000E+3,11.906000E+3,-783.488500E+3,45.867500E+3,100.000000E+0
600.000000E+0,75.530550E+3,12.741750E+3,-625.729000E+3,10.120000E+3,100.000000E+0
750.000000E+0,64.107550E+3,1.914150E+3,-503.878000E+3,3.114000E+3,100.000000E+0
1.000000E+3,47.041450E+3,1.445050E+3,-380.111500E+3,785.500000E+0,100.000000E+0
1.200000E+3,32.027500E+3,1.691900E+3,-328.245000E+3,2.829000E+3,100.000000E+0
1.500000E+3,28.556150E+3,2.906350E+3,-262.336500E+3,949.500000E+0,100.000000E+0
2.000000E+3,17.954850E+3,1.558050E+3,-202.784000E+3,812.000000E+0,100.000000E+0
2.500000E+3,13.035850E+3,216.750000E+0,-165.838500E+3,49.500000E+0,100.000000E+0
3.000000E+3,9.756120E+3,448.580000E+0,-138.223000E+3,378.000000E+0,100.000000E+0
4.000000E+3,6.125895E+3,249.825000E+0,-104.536000E+3,446.000000E+0,100.000000E+0
5.000000E+3,4.042155E+3,66.085000E+0,-84.217500E+3,164.400000E+0,100.000000E+0
6.000000E+3,3.184025E+3,62.155000E+0,-70.455750E+3,114.950000E+0,100.000000E+0
7.500000E+3,2.002065E+3,97.095000E+0,-56.394350E+3,60.950000E+0,100.000000E+0
10.000000E+3,1.280145E+3,25.105000E+0,-42.460150E+3,11.450000E+0,100.000000E+0
12.000000E+3,959.939500E+0,5.759500E+0,-35.464700E+3,17.400000E+0,100.000000E+0
15.000000E+3,671.515000E+0,4.925000E+0,-28.433950E+3,1.050000E+0,100.000000E+0
20.000000E+3,433.678000E+0,2.579000E+0,-21.365400E+3,2.800000E+0,100.000000E+0
25.000000E+3,312.193500E+0,2.475500E+0,-17.122250E+3,2.350000E+0,100.000000E+0
30.000000E+3,243.255000E+0,5.319000E+0,-14.293600E+3,4.000000E+0,100.000000E+0
40.000000E+3,168.036500E+0,162.500000E-3,-10.738800E+3,1.000000E+0,100.000000E+0
50.000000E+3,124.472500E+0,553.500000E-3,-8.604525E+3,3.045000E+0,100.000000E+0
60.000000E+3,101.930000E+0,1.673000E+0,-7.177310E+3,320.000019E-3,100.000000E+0
75.000000E+3,79.711800E+0,1.904400E+0,-5.750145E+3,1.175000E+0,100.000000E+0
100.000000E+3,57.487550E+0,381.150000E-3,-4.319855E+3,375.000000E-3,100.000000E+0
120.000000E+3,47.533250E+0,119.550000E-3,-3.603385E+3,95.000000E-3,100.000000E+0
150.000000E+3,37.141900E+0,921.700000E-3,-2.885790E+3,250.000002E-3,100.000000E+0
200.000000E+3,28.804750E+0,11.150000E-3,-2.166905E+3,5.000135E-3,100.000000E+0
