Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Tiempo de Pulso (s),Vcc (V),Vrange,NPLC,Ch2?
0.0983,0.02,0.001,4.5239523,226197.615,294643.3,0.2946433,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1096,0.02,0.001,4.5239523,226197.615,278970.5,0.2789705,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1209,0.02,0.001,4.5239523,226197.615,275401.50000000006,0.2754015,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1323,0.02,0.001,4.5239523,226197.615,273190.80000000005,0.2731908,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1435,0.02,0.001,4.5239523,226197.615,271304.60000000003,0.2713046,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1548,0.02,0.001,4.5239523,226197.615,270474.2,0.2704742,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1660,0.02,0.001,4.5239523,226197.615,269698.80000000005,0.2696988,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1773,0.02,0.001,4.5239523,226197.615,268785.9,0.2687859,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1886,0.02,0.001,4.5239523,226197.615,268280.00000000006,0.26828,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1998,0.02,0.001,4.5239523,226197.615,268307.5,0.2683075,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.2111,0.02,0.001,4.5239523,226197.615,267559.60000000003,0.2675596,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.2224,0.02,0.001,4.5239523,226197.615,267455.10000000003,0.2674551,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.2337,0.02,0.001,4.5239523,226197.615,267229.7,0.2672297,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.2450,0.02,0.001,4.5239523,226197.615,266767.7,0.2667677,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.2564,0.02,0.001,4.5239523,226197.615,266740.2,0.2667402,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.2677,0.02,0.001,4.5239523,226197.615,266448.8,0.2664488,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.2791,0.02,0.001,4.5239523,226197.615,265887.80000000005,0.2658878,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.2904,0.02,0.001,4.5239523,226197.615,265563.4,0.2655634,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.3016,0.02,0.001,4.5239523,226197.615,265970.3,0.2659703,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.3129,0.02,0.001,4.5239523,226197.615,266113.3,0.2661133,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.3242,0.02,0.001,4.5239523,226197.615,266041.8,0.2660418,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.3355,0.02,0.001,4.5239523,226197.615,266300.3,0.2663003,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.3467,0.02,0.001,4.5239523,226197.615,265706.4,0.2657064,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.3580,0.02,0.001,4.5239523,226197.615,265662.4,0.2656624,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.3693,0.02,0.001,4.5239523,226197.615,265134.5,0.2651345,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.3805,0.02,0.001,4.5239523,226197.615,265436.89999999997,0.2654369,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.3918,0.02,0.001,4.5239523,226197.615,265150.9,0.2651509,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.4031,0.02,0.001,4.5239523,226197.615,264771.5,0.2647715,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.4143,0.02,0.001,4.5239523,226197.615,264898.00000000006,0.264898,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.4256,0.02,0.001,4.5239523,226197.615,264969.50000000006,0.2649695,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.4368,0.02,0.001,4.5239523,226197.615,264749.50000000006,0.2647495,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.4481,0.02,0.001,4.5239523,226197.615,264694.5,0.2646945,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.4594,0.02,0.001,4.5239523,226197.615,265211.4,0.2652114,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.4707,0.02,0.001,4.5239523,226197.615,265112.5,0.2651125,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.4820,0.02,0.001,4.5239523,226197.615,265145.39999999997,0.2651454,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
