Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Tiempo de Pulso (s),Vcc (V),Vrange,NPLC,Ch2?
0.1722,0.02,0.001,4.6168347,230841.735,452674.8,0.4526748,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.1750,0.02,0.001,4.6168347,230841.735,353518.0,0.353518,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.1777,0.02,0.001,4.6168347,230841.735,317707.10000000003,0.3177071,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.1804,0.02,0.001,4.6168347,230841.735,301220.4,0.3012204,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.1831,0.02,0.001,4.6168347,230841.735,292355.60000000003,0.2923556,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.1859,0.02,0.001,4.6168347,230841.735,286564.9,0.2865649,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.1886,0.02,0.001,4.6168347,230841.735,282995.9,0.2829959,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.1914,0.02,0.001,4.6168347,230841.735,280878.7,0.2808787,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.1941,0.02,0.001,4.6168347,230841.735,278591.1,0.2785911,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.1968,0.02,0.001,4.6168347,230841.735,277392.2,0.2773922,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.1996,0.02,0.001,4.6168347,230841.735,276336.4,0.2763364,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.2023,0.02,0.001,4.6168347,230841.735,275231.0,0.275231,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.2050,0.02,0.001,4.6168347,230841.735,274048.7,0.2740487,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.2077,0.02,0.001,4.6168347,230841.735,273251.3,0.2732513,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.2105,0.02,0.001,4.6168347,230841.735,272580.4,0.2725804,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.2133,0.02,0.001,4.6168347,230841.735,272096.50000000006,0.2720965,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.2160,0.02,0.001,4.6168347,230841.735,271876.50000000006,0.2718765,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.2187,0.02,0.001,4.6168347,230841.735,271337.60000000003,0.2713376,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.2215,0.02,0.001,4.6168347,230841.735,271046.10000000003,0.2710461,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.2242,0.02,0.001,4.6168347,230841.735,270413.7,0.2704137,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.2269,0.02,0.001,4.6168347,230841.735,270061.80000000005,0.2700618,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
0.2297,0.02,0.001,4.6168347,230841.735,269995.80000000005,0.2699958,nan,nan,nan,nan,10.0,20.0,10 V,2.0,False
