Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Tiempo de Pulso (s),Vcc (V),Vrange,NPLC,Ch2?
0.0898,-0.02,0.0001,-4.80517,240258.5,-336112.99999999994,-0.0336113,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.0925,-0.02,0.0001,-4.80517,240258.5,40528.99999999999,0.0040529,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.0952,-0.02,0.0001,-4.80517,240258.5,154912.99999999997,0.0154913,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.0979,-0.02,0.0001,-4.80517,240258.5,204405.99999999997,0.0204406,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1007,-0.02,0.0001,-4.80517,240258.5,229758.0,0.0229758,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1034,-0.02,0.0001,-4.80517,240258.5,246199.99999999997,0.02462,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1062,-0.02,0.0001,-4.80517,240258.5,255824.0,0.0255824,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1089,-0.02,0.0001,-4.80517,240258.5,261158.0,0.0261158,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1116,-0.02,0.0001,-4.80517,240258.5,267261.99999999994,0.0267262,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1144,-0.02,0.0001,-4.80517,240258.5,268966.99999999994,0.0268967,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1171,-0.02,0.0001,-4.80517,240258.5,272322.0,0.0272322,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1198,-0.02,0.0001,-4.80517,240258.5,275620.99999999994,0.0275621,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1226,-0.02,0.0001,-4.80517,240258.5,277436.0,0.0277436,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1253,-0.02,0.0001,-4.80517,240258.5,278535.99999999994,0.0278536,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1281,-0.02,0.0001,-4.80517,240258.5,280186.0,0.0280186,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1308,-0.02,0.0001,-4.80517,240258.5,281121.0,0.0281121,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1335,-0.02,0.0001,-4.80517,240258.5,282055.0,0.0282055,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1362,-0.02,0.0001,-4.80517,240258.5,282770.0,0.028277,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1390,-0.02,0.0001,-4.80517,240258.5,282605.0,0.0282605,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1417,-0.02,0.0001,-4.80517,240258.5,280901.0,0.0280901,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1444,-0.02,0.0001,-4.80517,240258.5,283650.0,0.028365,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1472,-0.02,0.0001,-4.80517,240258.5,285685.0,0.0285685,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1500,-0.02,0.0001,-4.80517,240258.5,284750.0,0.028475,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
