Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Tiempo de Pulso (s),Vcc (V),Vrange,NPLC,Ch2?
0.0897,0.01,0.0001,2.2494787,224947.87,763512.9999999999,0.0763513,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.0925,0.01,0.0001,2.2494787,224947.87,391379.99999999994,0.039138,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.0952,0.01,0.0001,2.2494787,224947.87,317689.99999999994,0.031769,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.0980,0.01,0.0001,2.2494787,224947.87,291899.0,0.0291899,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1008,0.01,0.0001,2.2494787,224947.87,279855.99999999994,0.0279856,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1036,0.01,0.0001,2.2494787,224947.87,271552.0,0.0271552,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1063,0.01,0.0001,2.2494787,224947.87,268581.99999999994,0.0268582,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1091,0.01,0.0001,2.2494787,224947.87,266493.0,0.0266493,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1118,0.01,0.0001,2.2494787,224947.87,263632.99999999994,0.0263633,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1145,0.01,0.0001,2.2494787,224947.87,263083.0,0.0263083,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1173,0.01,0.0001,2.2494787,224947.87,261158.0,0.0261158,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1200,0.01,0.0001,2.2494787,224947.87,260717.99999999997,0.0260718,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1228,0.01,0.0001,2.2494787,224947.87,258793.99999999997,0.0258794,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1255,0.01,0.0001,2.2494787,224947.87,257363.99999999997,0.0257364,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1283,0.01,0.0001,2.2494787,224947.87,257034.0,0.0257034,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1310,0.01,0.0001,2.2494787,224947.87,257969.0,0.0257969,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1338,0.01,0.0001,2.2494787,224947.87,255658.99999999997,0.0255659,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1365,0.01,0.0001,2.2494787,224947.87,255989.0,0.0255989,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1393,0.01,0.0001,2.2494787,224947.87,254613.99999999997,0.0254614,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
