Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Tiempo de Pulso (s),Vcc (V),Vrange,NPLC,Ch2?
0.0900,-0.02,-0.0001,-5.0556152,252780.75999999998,846331.0,-0.0846331,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.0927,-0.02,-0.0001,-5.0556152,252780.75999999998,513627.99999999994,-0.0513628,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.0955,-0.02,-0.0001,-5.0556152,252780.75999999998,412331.99999999994,-0.0412332,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.0982,-0.02,-0.0001,-5.0556152,252780.75999999998,370537.99999999994,-0.0370538,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1010,-0.02,-0.0001,-5.0556152,252780.75999999998,345461.0,-0.0345461,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1038,-0.02,-0.0001,-5.0556152,252780.75999999998,332922.99999999994,-0.0332923,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1066,-0.02,-0.0001,-5.0556152,252780.75999999998,325114.0,-0.0325114,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1093,-0.02,-0.0001,-5.0556152,252780.75999999998,320879.99999999994,-0.032088,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1120,-0.02,-0.0001,-5.0556152,252780.75999999998,317085.0,-0.0317085,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1147,-0.02,-0.0001,-5.0556152,252780.75999999998,313731.0,-0.0313731,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1175,-0.02,-0.0001,-5.0556152,252780.75999999998,310156.0,-0.0310156,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1203,-0.02,-0.0001,-5.0556152,252780.75999999998,309497.0,-0.0309497,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1230,-0.02,-0.0001,-5.0556152,252780.75999999998,308231.99999999994,-0.0308232,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1257,-0.02,-0.0001,-5.0556152,252780.75999999998,307791.99999999994,-0.0307792,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1285,-0.02,-0.0001,-5.0556152,252780.75999999998,306361.99999999994,-0.0306362,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1312,-0.02,-0.0001,-5.0556152,252780.75999999998,304547.0,-0.0304547,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1340,-0.02,-0.0001,-5.0556152,252780.75999999998,305207.0,-0.0305207,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1367,-0.02,-0.0001,-5.0556152,252780.75999999998,305701.99999999994,-0.0305702,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1395,-0.02,-0.0001,-5.0556152,252780.75999999998,302567.0,-0.0302567,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1423,-0.02,-0.0001,-5.0556152,252780.75999999998,301027.99999999994,-0.0301028,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1450,-0.02,-0.0001,-5.0556152,252780.75999999998,302237.99999999994,-0.0302238,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1478,-0.02,-0.0001,-5.0556152,252780.75999999998,300973.0,-0.0300973,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1505,-0.02,-0.0001,-5.0556152,252780.75999999998,301083.0,-0.0301083,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1533,-0.02,-0.0001,-5.0556152,252780.75999999998,301962.99999999994,-0.0301963,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1560,-0.02,-0.0001,-5.0556152,252780.75999999998,301962.99999999994,-0.0301963,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1587,-0.02,-0.0001,-5.0556152,252780.75999999998,302128.0,-0.0302128,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1615,-0.02,-0.0001,-5.0556152,252780.75999999998,300477.99999999994,-0.0300478,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1642,-0.02,-0.0001,-5.0556152,252780.75999999998,299268.0,-0.0299268,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1670,-0.02,-0.0001,-5.0556152,252780.75999999998,301633.0,-0.0301633,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1697,-0.02,-0.0001,-5.0556152,252780.75999999998,301137.99999999994,-0.0301138,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1725,-0.02,-0.0001,-5.0556152,252780.75999999998,298772.99999999994,-0.0298773,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1752,-0.02,-0.0001,-5.0556152,252780.75999999998,298718.0,-0.0298718,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1780,-0.02,-0.0001,-5.0556152,252780.75999999998,298993.0,-0.0298993,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1807,-0.02,-0.0001,-5.0556152,252780.75999999998,298553.0,-0.0298553,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1835,-0.02,-0.0001,-5.0556152,252780.75999999998,298333.0,-0.0298333,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1862,-0.02,-0.0001,-5.0556152,252780.75999999998,297673.0,-0.0297673,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1889,-0.02,-0.0001,-5.0556152,252780.75999999998,296188.0,-0.0296188,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1917,-0.02,-0.0001,-5.0556152,252780.75999999998,299103.0,-0.0299103,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1944,-0.02,-0.0001,-5.0556152,252780.75999999998,299488.0,-0.0299488,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1972,-0.02,-0.0001,-5.0556152,252780.75999999998,297398.0,-0.0297398,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.2000,-0.02,-0.0001,-5.0556152,252780.75999999998,298112.99999999994,-0.0298113,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.2028,-0.02,-0.0001,-5.0556152,252780.75999999998,298718.0,-0.0298718,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
