Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Tiempo de Pulso (s),Vcc (V),Vrange,NPLC,Ch2?
0.0551,0.01,0.001,2.1958113,219581.12999999998,297189.4,0.2971894,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0573,0.01,0.001,2.1958113,219581.12999999998,260927.5,0.2609275,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0594,0.01,0.001,2.1958113,219581.12999999998,252634.7,0.2526347,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0616,0.01,0.001,2.1958113,219581.12999999998,249588.1,0.2495881,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0638,0.01,0.001,2.1958113,219581.12999999998,247696.40000000002,0.2476964,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0659,0.01,0.001,2.1958113,219581.12999999998,246904.5,0.2469045,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0681,0.01,0.001,2.1958113,219581.12999999998,246101.6,0.2461016,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0703,0.01,0.001,2.1958113,219581.12999999998,245947.6,0.2459476,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0725,0.01,0.001,2.1958113,219581.12999999998,245265.7,0.2452657,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0747,0.01,0.001,2.1958113,219581.12999999998,245056.8,0.2450568,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0768,0.01,0.001,2.1958113,219581.12999999998,244418.9,0.2444189,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0790,0.01,0.001,2.1958113,219581.12999999998,244572.80000000002,0.2445728,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0812,0.01,0.001,2.1958113,219581.12999999998,244033.90000000002,0.2440339,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0834,0.01,0.001,2.1958113,219581.12999999998,243835.9,0.2438359,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0856,0.01,0.001,2.1958113,219581.12999999998,243605.0,0.243605,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0877,0.01,0.001,2.1958113,219581.12999999998,243923.90000000002,0.2439239,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0899,0.01,0.001,2.1958113,219581.12999999998,243781.0,0.243781,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0920,0.01,0.001,2.1958113,219581.12999999998,243297.00000000003,0.243297,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
0.0942,0.01,0.001,2.1958113,219581.12999999998,243055.1,0.2430551,nan,nan,nan,nan,3.0,20.0,10 V,1.0,False
