Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Tiempo de Pulso (s),Vcc (V),Vrange,NPLC,Ch2?
0.0241,0.01,0.001,2.1515095,215150.94999999998,284541.2,0.2845412,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0263,0.01,0.001,2.1515095,215150.94999999998,248642.30000000002,0.2486423,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0285,0.01,0.001,2.1515095,215150.94999999998,241955.2,0.2419552,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0307,0.01,0.001,2.1515095,215150.94999999998,239612.50000000003,0.2396125,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0328,0.01,0.001,2.1515095,215150.94999999998,238655.7,0.2386557,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0350,0.01,0.001,2.1515095,215150.94999999998,237632.80000000002,0.2376328,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0372,0.01,0.001,2.1515095,215150.94999999998,237225.9,0.2372259,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0394,0.01,0.001,2.1515095,215150.94999999998,236862.9,0.2368629,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0415,0.01,0.001,2.1515095,215150.94999999998,236686.90000000002,0.2366869,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0437,0.01,0.001,2.1515095,215150.94999999998,236280.0,0.23628,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0459,0.01,0.001,2.1515095,215150.94999999998,236599.0,0.236599,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0480,0.01,0.001,2.1515095,215150.94999999998,236137.00000000003,0.236137,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0502,0.01,0.001,2.1515095,215150.94999999998,236357.00000000003,0.236357,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0524,0.01,0.001,2.1515095,215150.94999999998,236027.0,0.236027,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0546,0.01,0.001,2.1515095,215150.94999999998,235983.0,0.235983,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0567,0.01,0.001,2.1515095,215150.94999999998,236115.0,0.236115,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0589,0.01,0.001,2.1515095,215150.94999999998,235928.1,0.2359281,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0610,0.01,0.001,2.1515095,215150.94999999998,236214.00000000003,0.236214,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0632,0.01,0.001,2.1515095,215150.94999999998,236126.0,0.236126,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0653,0.01,0.001,2.1515095,215150.94999999998,236357.00000000003,0.236357,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0675,0.01,0.001,2.1515095,215150.94999999998,235730.1,0.2357301,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0697,0.01,0.001,2.1515095,215150.94999999998,235917.1,0.2359171,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0718,0.01,0.001,2.1515095,215150.94999999998,235543.1,0.2355431,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0740,0.01,0.001,2.1515095,215150.94999999998,235796.1,0.2357961,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0762,0.01,0.001,2.1515095,215150.94999999998,236060.0,0.23606,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0783,0.01,0.001,2.1515095,215150.94999999998,235763.1,0.2357631,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0805,0.01,0.001,2.1515095,215150.94999999998,235818.1,0.2358181,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
0.0827,0.01,0.001,2.1515095,215150.94999999998,235752.1,0.2357521,nan,nan,nan,nan,1.0,20.0,10 V,1.0,False
