Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Ancho pulso (s),Periodo (s),Vcc (V),Vrange,NPLC,Ch2?,N bias
0.0189,1e-05,0.001,0.0194013,1940130.0,1182126.1,1.1821261,0.019685722,1968572.2,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.0424,0.00201,0.001,1.5782803,785214.07960199,1132710.1,1.1327101,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.0658,0.00401,0.001,2.3087989,575760.3241895263,1101859.4,1.1018594,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.0893,0.00601,0.001,2.9892855,497385.27454242925,1087077.5,1.0870775,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.1128,0.00801,0.001,3.6549571,456299.2634207241,1052190.4,1.0521904,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.1364,0.01001,0.001,4.3451776,434083.6763236763,1036022.4,1.0360224,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.1600,0.01201,0.001,5.0680415,421985.13738551206,1040619.8,1.0406198,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.1834,0.01401,0.001,5.8076452,414535.70306923625,1025353.9000000001,1.0253539,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.2068,0.01601,0.001,6.6059695,412615.2092442223,1000068.5000000001,1.0000685,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.2303,0.018009999999999998,0.001,7.4440095,413326.45752359804,975377.0000000001,0.975377,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.2538,0.02001,0.001,8.3897026,419275.49225387303,988091.2,0.9880912,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.2772,0.022010000000000002,0.001,8.927429,405607.86006360746,1011429.9,1.0114299,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.3008,0.024010000000000004,0.001,8.9777689,373917.90503956674,1008273.2999999999,1.0082733,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.3244,0.026010000000000005,0.001,9.0026034,346120.85351787764,979391.4,0.9793914,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.3479,0.028010000000000007,0.001,9.0190903,321995.3695108889,997681.8,0.9976818,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.3715,0.03001000000000001,0.001,9.0319695,300965.3282239253,994107.3,0.9941073,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.3948,0.03201000000000001,0.001,9.0428579,282501.0278038112,995251.2000000001,0.9952512,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.4184,0.03401000000000001,0.001,9.0515467,266143.6842105262,947143.9,0.9471439,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.4418,0.036010000000000014,0.001,9.0598286,251592.0188836433,992545.6000000001,0.9925456,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
0.4653,0.038010000000000016,0.001,9.0668896,238539.58431991568,1012408.8,1.0124088,nan,nan,nan,nan,0.35,0.7,10.0,10 V,1.0,True,1
