Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Ancho pulso (s),Periodo (s),Vcc (V),Vrange,NPLC,Ch2?,N bias
0.0296,1e-05,0.001,0.0003959,39590.0,39764.9,0.0397649,0.0001801074,18010.739999999998,19396.502,0.019396502,0.5,1.0,20.0,10 V,2.0,True,1
0.0615,0.00101,0.001,0.0401719,39774.158415841586,39770.4,0.0397704,0.019587691,19393.753465346534,19397.831000000002,0.019397831,0.5,1.0,20.0,10 V,2.0,True,1
0.0950,0.00201,0.001,0.0799313,39766.815920398,39786.9,0.0397869,0.039002595,19404.276119402984,19396.945,0.019396945,0.5,1.0,20.0,10 V,2.0,True,1
0.1286,0.00301,0.001,0.1197072,39769.83388704319,39775.9,0.0397759,0.058393407,19399.802990033222,19397.942000000003,0.019397942,0.5,1.0,20.0,10 V,2.0,True,1
0.1621,0.00401,0.001,0.1594831,39771.34663341646,39775.9,0.0397759,0.077814905,19405.213216957607,19395.339000000004,0.019395339,0.5,1.0,20.0,10 V,2.0,True,1
0.1957,0.00501,0.001,0.1992095,39762.375249501005,39775.9,0.0397759,0.097210142,19403.221956087826,19398.108,0.019398108,0.5,1.0,20.0,10 V,2.0,True,1
0.2293,0.00601,0.001,0.2389911,39765.57404326124,39786.9,0.0397869,0.11660786,19402.30615640599,19399.548,0.019399548,0.5,1.0,20.0,10 V,2.0,True,1
0.2641,0.00701,0.001,0.2787285,39761.55492154066,39803.4,0.0398034,0.13604208,19406.85877318117,19396.557,0.019396557,0.5,1.0,20.0,10 V,2.0,True,1
0.2977,0.00801,0.001,0.3184165,39752.37203495631,39792.4,0.0397924,0.15538114,19398.394506866418,19394.176,0.019394176,0.5,1.0,20.0,10 V,2.0,True,1
0.3129,0.00801,0.001,0.3184165,39752.37203495631,39781.4,0.0397814,0.15538114,19398.394506866418,19393.567000000003,0.019393567,0.5,1.0,20.0,10 V,2.0,True,1
0.3296,0.00801,0.001,0.3184165,39752.37203495631,39786.9,0.0397869,0.15538114,19398.394506866418,19398.053,0.019398053,0.5,1.0,20.0,10 V,2.0,True,1
0.3463,0.00801,0.001,0.3184165,39752.37203495631,39786.9,0.0397869,0.15538114,19398.394506866418,19399.16,0.01939916,0.5,1.0,20.0,10 V,2.0,True,1
0.3630,0.00801,0.001,0.3184165,39752.37203495631,39786.9,0.0397869,0.15538114,19398.394506866418,19401.874,0.019401874,0.5,1.0,20.0,10 V,2.0,True,1
0.3797,0.00801,0.001,0.3184165,39752.37203495631,39764.9,0.0397649,0.15538114,19398.394506866418,19401.819000000003,0.019401819,0.5,1.0,20.0,10 V,2.0,True,1
0.3964,0.00801,0.001,0.3184165,39752.37203495631,39759.4,0.0397594,0.15538114,19398.394506866418,19400.157000000003,0.019400157,0.5,1.0,20.0,10 V,2.0,True,1
0.4316,0.00901,0.001,0.3580659,39740.943396226416,39803.4,0.0398034,0.17471853,19391.62375138735,19403.425,0.019403425,0.5,1.0,20.0,10 V,2.0,True,1
0.4651,0.010010000000000002,0.001,0.3977373,39733.996003996,39786.9,0.0397869,0.19412302,19392.90909090909,19396.834000000003,0.019396834,0.5,1.0,20.0,10 V,2.0,True,1
0.4988,0.011010000000000002,0.001,0.4374199,39729.32788374204,39797.9,0.0397979,0.21341773,19383.99000908265,19393.511,0.019393511,0.5,1.0,20.0,10 V,2.0,True,1
0.5322,0.012010000000000003,0.001,0.4770309,39719.475437135705,39808.9,0.0398089,0.23275792,19380.343047460443,19393.013000000003,0.019393013,0.5,1.0,20.0,10 V,2.0,True,1
0.5659,0.013010000000000004,0.001,0.5166253,39709.86164488853,39797.9,0.0397979,0.25211583,19378.61875480399,19393.954,0.019393954,0.5,1.0,20.0,10 V,2.0,True,1
0.5993,0.014010000000000005,0.001,0.5560548,39689.85010706636,39803.4,0.0398034,0.27135285,19368.51177730192,19399.050000000003,0.01939905,0.5,1.0,20.0,10 V,2.0,True,1
0.6327,0.015010000000000006,0.001,0.5955887,39679.46035976014,39819.9,0.0398199,0.2906143,19361.379080612915,19424.194,0.019424194,0.5,1.0,20.0,10 V,2.0,True,1
0.6661,0.016010000000000007,0.001,0.6348755,39654.93441598999,39808.9,0.0398089,0.30962123,19339.239850093683,19372.576,0.019372576,0.5,1.0,20.0,10 V,2.0,True,1
0.6997,0.017010000000000008,0.001,0.674327,39642.97472075248,39803.4,0.0398034,0.32883831,19332.058201058193,19378.225,0.019378225,0.5,1.0,20.0,10 V,2.0,True,1
0.7332,0.01801000000000001,0.001,0.7136244,39623.78678511936,39792.4,0.0397924,0.34813134,19329.89117157134,19369.086000000003,0.019369086,0.5,1.0,20.0,10 V,2.0,True,1
0.7668,0.01901000000000001,0.001,0.7530099,39611.25197264596,39792.4,0.0397924,0.36726082,19319.34876380851,19376.730000000003,0.01937673,0.5,1.0,20.0,10 V,2.0,True,1
0.8003,0.02001000000000001,0.001,0.7923404,39597.22138930533,39946.4,0.0399464,0.38652224,19316.453773113433,19500.183,0.019500183,0.5,1.0,20.0,10 V,2.0,True,1
0.8340,0.02101000000000001,0.001,0.8341235,39701.26130414087,39885.9,0.0398859,0.40779317,19409.479771537353,19456.318,0.019456318,0.5,1.0,20.0,10 V,2.0,True,1
0.8673,0.022010000000000012,0.001,0.8726678,39648.69604725123,39891.4,0.0398914,0.42662322,19383.154020899583,19455.542,0.019455542,0.5,1.0,20.0,10 V,2.0,True,1
0.9008,0.023010000000000013,0.001,0.9121193,39640.126032159904,39891.4,0.0398914,0.44584861,19376.297696653615,19444.632,0.019444632,0.5,1.0,20.0,10 V,2.0,True,1
0.9343,0.024010000000000014,0.001,0.9514553,39627.459391920005,39891.4,0.0398914,0.4650951,19370.891295293615,19443.856,0.019443856,0.5,1.0,20.0,10 V,2.0,True,1
0.9678,0.025010000000000015,0.001,0.9906538,39610.307876849234,39880.40000000001,0.0398804,0.48427059,19363.078368652525,19434.884000000002,0.019434884,0.5,1.0,20.0,10 V,2.0,True,1
1.0013,0.026010000000000016,0.001,1.0300943,39603.7793156478,39891.4,0.0398914,0.50361465,19362.347174163773,19437.819,0.019437819,0.5,1.0,20.0,10 V,2.0,True,1
1.0350,0.027010000000000017,0.001,1.0691225,39582.4694557571,39902.4,0.0399024,0.52269087,19351.75379489077,19440.478000000003,0.019440478,0.5,1.0,20.0,10 V,2.0,True,1
1.0684,0.028010000000000018,0.001,1.1086399,39580.14637629416,39896.9,0.0398969,0.54195785,19348.727240271317,19436.047000000002,0.019436047,0.5,1.0,20.0,10 V,2.0,True,1
1.1019,0.02901000000000002,0.001,1.1477779,39564.90520510166,39918.9,0.0399189,0.56113836,19342.928645294713,19434.939,0.019434939,0.5,1.0,20.0,10 V,2.0,True,1
1.1350,0.03001000000000002,0.001,1.1869214,39550.86304565142,39907.9,0.0399079,0.58017246,19332.637787404186,19437.099000000002,0.019437099,0.5,1.0,20.0,10 V,2.0,True,1
1.1687,0.03101000000000002,0.001,1.2261914,39541.805869074466,39902.4,0.0399024,0.59967123,19337.99516285068,19440.699,0.019440699,0.5,1.0,20.0,10 V,2.0,True,1
1.2021,0.03201000000000002,0.001,1.2653572,39530.059356451085,39918.9,0.0399189,0.61876963,19330.51015307715,19436.49,0.01943649,0.5,1.0,20.0,10 V,2.0,True,1
1.2356,0.03301000000000002,0.001,1.3043138,39512.68706452588,39913.4,0.0399134,0.63754754,19313.769766737343,19436.767,0.019436767,0.5,1.0,20.0,10 V,2.0,True,1
1.2508,0.03301000000000002,0.001,1.3043138,39512.68706452588,39891.4,0.0398914,0.63754754,19313.769766737343,19426.798,0.019426798,0.5,1.0,20.0,10 V,2.0,True,1
1.2676,0.03301000000000002,0.001,1.3043138,39512.68706452588,39885.9,0.0398859,0.63754754,19313.769766737343,19433.942,0.019433942,0.5,1.0,20.0,10 V,2.0,True,1
