Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Ancho pulso (s),Periodo (s),Vcc (V),Vrange,NPLC,Ch2?,N bias
0.0695,1e-05,0.0001,0.00018298,18298.0,19063.399999999998,0.00190634,0.0003874862,38748.619999999995,39208.66599999999,0.0039208666,0.3,0.6,10.0,1 V,2.0,True,1
0.1321,0.00011,0.0001,0.00210097,19099.727272727272,19124.399999999998,0.00191244,0.0043123369,39203.06272727272,39204.725999999995,0.0039204726,0.3,0.6,10.0,1 V,2.0,True,1
0.1949,0.00021,0.0001,0.00402229,19153.76190476191,19096.699999999997,0.00190967,0.0082366305,39222.049999999996,39211.401999999995,0.0039211402,0.3,0.6,10.0,1 V,2.0,True,1
0.2608,0.00031,0.0001,0.00593861,19156.806451612905,19107.8,0.00191078,0.012160113,39226.170967741935,39211.01899999999,0.0039211019,0.3,0.6,10.0,1 V,2.0,True,1
0.3265,0.00041,0.0001,0.00786215,19175.975609756097,19146.6,0.00191466,0.016087247,39237.18780487805,39208.064,0.0039208064,0.3,0.6,10.0,1 V,2.0,True,1
0.3923,0.00051,0.0001,0.00978624,19188.705882352937,19118.899999999998,0.00191189,0.020019475,39253.872549019594,39224.369999999995,0.003922437,0.3,0.6,10.0,1 V,2.0,True,1
0.4583,0.0006100000000000001,0.0001,0.011707,19191.803278688523,19135.499999999996,0.00191355,0.023940958,39247.47213114753,39240.402,0.0039240402,0.3,0.6,10.0,1 V,2.0,True,1
0.5241,0.0007100000000000001,0.0001,0.01362277,19186.999999999993,19118.899999999998,0.00191189,0.027856848,39234.99718309858,39232.304,0.0039232304,0.3,0.6,10.0,1 V,2.0,True,1
0.5900,0.0008100000000000002,0.0001,0.01554353,19189.543209876538,19141.1,0.00191411,0.031791236,39248.43950617283,39236.844999999994,0.0039236845,0.3,0.6,10.0,1 V,2.0,True,1
0.6558,0.0009100000000000002,0.0001,0.01746318,19190.307692307684,19130.0,0.001913,0.035714771,39247.001098901084,39213.098,0.0039213098,0.3,0.6,10.0,1 V,2.0,True,1
0.7216,0.001,0.0001,0.01918654,19186.54,19157.699999999997,0.00191577,0.039239532,39239.532,39221.742999999995,0.0039221743,0.3,0.6,10.0,1 V,2.0,True,1
0.7875,0.0009,0.0001,0.01726412,19182.355555555558,19124.399999999998,0.00191244,0.035318101,39242.334444444445,39239.909999999996,0.003923991,0.3,0.6,10.0,1 V,2.0,True,1
0.8534,0.0007999999999999999,0.0001,0.01534668,19183.350000000002,19041.3,0.00190413,0.031400439,39250.54875,39246.58499999999,0.0039246585,0.3,0.6,10.0,1 V,2.0,True,1
0.9192,0.0006999999999999999,0.0001,0.01343036,19186.228571428575,19118.899999999998,0.00191189,0.027473362,39247.66000000001,39237.009999999995,0.003923701,0.1,0.6,10.0,1 V,2.0,True,1
0.9849,0.0005999999999999998,0.0001,0.01150793,19179.883333333335,19118.899999999998,0.00191189,0.023550438,39250.73000000001,39242.15299999999,0.0039242153,0.1,0.6,10.0,1 V,2.0,True,1
1.0507,0.0004999999999999998,0.0001,0.00959161,19183.22000000001,19102.3,0.00191023,0.019620866,39241.73200000002,39259.061,0.0039259061,0.1,0.6,10.0,1 V,2.0,True,1
1.1165,0.0003999999999999998,0.0001,0.00767085,19177.125000000007,19091.199999999997,0.00190912,0.015696725,39241.81250000002,39261.577999999994,0.0039261578,0.1,0.6,10.0,1 V,2.0,True,1
1.1822,0.0002999999999999998,0.0001,0.00574953,19165.100000000013,19102.3,0.00191023,0.011772916,39243.05333333335,39266.229,0.0039266229,0.1,0.6,10.0,1 V,2.0,True,1
1.2449,0.00019999999999999982,0.0001,0.00383265,19163.250000000015,19130.0,0.001913,0.0078545279,39272.639500000034,39257.583,0.0039257583,0.8,0.6,10.0,1 V,2.0,True,1
1.3077,9.999999999999982e-05,0.0001,0.00190967,19096.700000000033,19107.8,0.00191078,0.003927471,39274.71000000007,39246.257,0.0039246257,0.8,1.6,10.0,1 V,2.0,True,1
1.3740,-1e-05,0.0001,-0.00019407,19407.0,19069.0,0.0019069,-0.0003782118,37821.18,39255.33999999999,0.003925534,0.8,1.6,10.0,1 V,2.0,True,1
1.4369,-0.00011,0.0001,-0.00211095,19190.454545454544,19102.3,0.00191023,-0.0042997125,39088.295454545456,39250.142,0.0039250142,0.8,1.6,10.0,1 V,2.0,True,1
1.4997,-0.00021,0.0001,-0.00403227,19201.285714285714,19085.6,0.00190856,-0.0082342317,39210.62714285714,39208.447,0.0039208447,0.8,1.6,10.0,1 V,2.0,True,1
1.5656,-0.00031,0.0001,-0.00595469,19208.67741935484,19074.5,0.00190745,-0.012153077,39203.47419354839,39225.354999999996,0.0039225355,0.8,1.6,10.0,1 V,2.0,True,1
1.6314,-0.00041,0.0001,-0.00787435,19205.731707317074,19091.199999999997,0.00190912,-0.016086908,39236.36097560976,39190.719,0.0039190719,0.8,1.6,10.0,1 V,2.0,True,1
1.6972,-0.00051,0.0001,-0.00980065,19216.96078431372,19063.399999999998,0.00190634,-0.020014978,39245.05490196078,39169.707,0.0039169707,0.8,1.6,10.0,1 V,2.0,True,1
