Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Ancho pulso (s),Periodo (s),Vcc (V),Vrange,NPLC,Ch2?,N bias
0.1150,1e-05,0.0001,0.0003887,38870.0,39296.899999999994,0.00392969,0.0001788818,17888.18,19079.285999999996,0.0019079286,3.18,3.23,1.0,1 V,2.0,True,1
0.2273,0.00011,0.0001,0.00432227,39293.36363636363,39280.2,0.00392802,0.0020989033,19080.93909090909,19098.875,0.0019098875,3.18,3.23,1.0,1 V,2.0,True,1
0.3397,0.00021,0.0001,0.00825695,39318.80952380953,39307.99999999999,0.0039308,0.0040312863,19196.601428571426,19105.933999999997,0.0019105934,3.18,3.23,1.0,1 V,2.0,True,1
0.4521,0.00031,0.0001,0.01218331,39301.0,39324.59999999999,0.00393246,0.0059510683,19196.99451612903,19101.665999999997,0.0019101666,3.18,3.23,1.0,1 V,2.0,True,1
0.5643,0.00041,0.0001,0.01611743,39310.80487804878,39302.399999999994,0.00393024,0.0078709432,19197.422439024387,19100.243,0.0019100243,3.18,3.23,1.0,1 V,2.0,True,1
0.6767,0.00051,0.0001,0.02004877,39311.31372549019,39296.899999999994,0.00392969,0.0097944344,19204.773333333327,19079.888,0.0019079888,3.18,3.23,1.0,1 V,2.0,True,1
0.7922,0.0006100000000000001,0.0001,0.02398126,39313.54098360655,39346.8,0.00393468,0.011725064,19221.41639344262,19107.247,0.0019107247,3.18,3.23,1.0,1 V,2.0,True,1
0.9077,0.0007100000000000001,0.0001,0.02790817,39307.28169014084,39363.399999999994,0.00393634,0.013642274,19214.470422535207,19085.141,0.0019085141,3.18,3.23,1.0,1 V,2.0,True,1
1.0228,0.0008100000000000002,0.0001,0.03184784,39318.32098765431,39396.7,0.00393967,0.015575654,19229.2024691358,19072.118,0.0019072118,3.18,3.23,1.0,1 V,2.0,True,1
1.1384,0.0009100000000000002,0.0001,0.03577199,39309.87912087911,39385.59999999999,0.00393856,0.017490813,19220.67362637362,19100.298,0.0019100298,3.18,3.23,1.0,1 V,2.0,True,1
1.2536,0.001,0.0001,0.03931131,39311.310000000005,39363.399999999994,0.00393634,0.01922143,19221.43,19096.85,0.001909685,3.18,3.23,1.0,1 V,2.0,True,1
1.3688,0.0009,0.0001,0.0353794,39310.444444444445,39352.299999999996,0.00393523,0.017301064,19223.404444444448,19092.2,0.00190922,3.18,3.23,1.0,1 V,2.0,True,1
1.4840,0.0007999999999999999,0.0001,0.03145471,39318.3875,39385.59999999999,0.00393856,0.015374496,19218.12,19090.338999999996,0.0019090339,3.18,3.23,1.0,1 V,2.0,True,1
1.5994,0.0006999999999999999,0.0001,0.02752779,39325.414285714294,39385.59999999999,0.00393856,0.013452247,19217.49571428572,19068.781,0.0019068781,3.18,3.23,1.0,1 V,2.0,True,1
1.7148,0.0005999999999999998,0.0001,0.02359312,39321.866666666676,39407.799999999996,0.00394078,0.011525678,19209.463333333337,19091.432999999997,0.0019091433,3.18,3.23,1.0,1 V,2.0,True,1
1.8272,0.0004999999999999998,0.0001,0.01966396,39327.92000000002,39407.799999999996,0.00394078,0.0096020808,19204.161600000007,19083.335,0.0019083335,3.18,3.23,1.0,1 V,2.0,True,1
1.9396,0.0003999999999999998,0.0001,0.01573095,39327.37500000002,39385.59999999999,0.00393856,0.0076856755,19214.18875000001,19112.882999999998,0.0019112883,3.18,3.23,1.0,1 V,2.0,True,1
2.0517,0.0002999999999999998,0.0001,0.01179793,39326.433333333356,39385.59999999999,0.00393856,0.0057571497,19190.49900000001,19097.726,0.0019097726,3.18,3.23,1.0,1 V,2.0,True,1
2.1640,0.00019999999999999982,0.0001,0.0078688,39344.00000000004,39374.5,0.00393745,0.0038378602,19189.301000000014,19111.515,0.0019111515,3.18,3.23,1.0,1 V,2.0,True,1
2.2761,9.999999999999982e-05,0.0001,0.00393523,39352.30000000007,39357.899999999994,0.00393579,0.0019094388,19094.38800000003,19075.838999999996,0.0019075839,3.18,3.23,1.0,1 V,2.0,True,1
2.3918,-1e-05,0.0001,-0.00037484,37484.0,39369.0,0.0039369,-0.0002013598,20135.98,19105.496,0.0019105496,3.18,3.23,1.0,1 V,2.0,True,1
2.5041,-0.00011,0.0001,-0.00429898,39081.63636363636,39346.8,0.00393468,-0.0021272182,19338.34727272727,19085.468999999997,0.0019085469,3.18,3.23,1.0,1 V,2.0,True,1
2.6165,-0.00021,0.0001,-0.00824308,39252.7619047619,39335.7,0.00393357,-0.0040455893,19264.710952380952,19105.332,0.0019105332,3.18,3.23,1.0,1 V,2.0,True,1
2.7287,-0.00031,0.0001,-0.01216614,39245.61290322581,39341.2,0.00393412,-0.0059763351,19278.500322580643,19081.146999999997,0.0019081147,3.18,3.23,1.0,1 V,2.0,True,1
2.8411,-0.00041,0.0001,-0.01610636,39283.80487804878,39369.0,0.0039369,-0.0079017706,19272.611219512197,19068.287999999997,0.0019068288,3.18,3.23,1.0,1 V,2.0,True,1
2.9534,-0.00051,0.0001,-0.02003605,39286.3725490196,39324.59999999999,0.00393246,-0.0098264643,19267.57705882353,19050.012,0.0019050012,3.18,3.23,1.0,1 V,2.0,True,1
3.0690,-0.0006100000000000001,0.0001,-0.02396631,39289.03278688524,39330.09999999999,0.00393301,-0.011750926,19263.813114754095,19069.82,0.001906982,3.18,3.23,1.0,1 V,2.0,True,1
3.1842,-0.0007100000000000001,0.0001,-0.02790043,39296.38028169013,39313.5,0.00393135,-0.013674283,19259.553521126756,19068.397999999997,0.0019068398,3.18,3.23,1.0,1 V,2.0,True,1
3.2994,-0.0008100000000000002,0.0001,-0.03184786,39318.34567901234,39269.09999999999,0.00392691,-0.0156091,19270.49382716049,19055.538999999997,0.0019055539,3.18,3.23,1.0,1 V,2.0,True,1
3.4147,-0.0009100000000000002,0.0001,-0.03576147,39298.31868131866,39319.1,0.00393191,-0.017534449,19268.62527472527,19053.733,0.0019053733,3.18,3.23,1.0,1 V,2.0,True,1
3.5301,-0.001,0.0001,-0.03931355,39313.55,39296.899999999994,0.00392969,-0.019272374,19272.374,19019.535,0.0019019535,3.18,3.23,1.0,1 V,2.0,True,1
3.6454,-0.0009,0.0001,-0.03538109,39312.32222222222,39252.49999999999,0.00392525,-0.017348189,19275.765555555558,19025.39,0.001902539,3.18,3.23,1.0,1 V,2.0,True,1
3.7608,-0.0007999999999999999,0.0001,-0.03145139,39314.2375,39307.99999999999,0.0039308,-0.015415474,19269.342500000002,19060.518,0.0019060518,3.18,3.23,1.0,1 V,2.0,True,1
3.8762,-0.0006999999999999999,0.0001,-0.02750841,39297.72857142858,39302.399999999994,0.00393024,-0.013488686,19269.55142857143,19031.079999999998,0.001903108,3.18,3.23,1.0,1 V,2.0,True,1
3.9915,-0.0005999999999999998,0.0001,-0.0235765,39294.16666666668,39241.399999999994,0.00392414,-0.01156439,19273.983333333337,19028.344,0.0019028344,3.18,3.23,1.0,1 V,2.0,True,1
4.1037,-0.0004999999999999998,0.0001,-0.019654,39308.00000000002,39319.1,0.00393191,-0.0096396279,19279.255800000006,19038.576999999997,0.0019038577,3.18,3.23,1.0,1 V,2.0,True,1
