Tiempo (s)	Setpoint (K)	Temperatura (K)	dT/dt (K/min)	Potencia_LS (%)	Rrem1 (Ohm)	std Rrem1 (Ohm)	Rrem2 (Ohm)		std Rrem2 (Ohm)	V4W (V)	
196.644247E+0	203.635717E+0	203.880000E+0	1.749206E+0	47.000000E+0	8.580012E+6	8.580012E+6	385.392636E+3	385.392636E+3	999.743000E-3	
202.125561E+0	203.726989E+0	204.010000E+0	1.495042E+0	47.000000E+0	8.592285E+6	8.592285E+6	437.779878E+3	437.779878E+3	1.000056E+0	
207.615875E+0	203.818344E+0	204.070000E+0	1.385702E+0	48.000000E+0	10.046941E+6	10.046941E+6	384.226519E+3	384.226519E+3	1.000173E+0	
213.129190E+0	203.909850E+0	204.190000E+0	1.421075E+0	50.000000E+0	8.254614E+6	8.254614E+6	411.554556E+3	411.554556E+3	1.000129E+0	
218.600503E+0	204.001738E+0	204.270000E+0	1.311024E+0	50.000000E+0	9.650251E+6	9.650251E+6	397.514473E+3	397.514473E+3	1.000152E+0	
224.088817E+0	204.092927E+0	204.330000E+0	1.165708E+0	51.000000E+0	13.692744E+6	13.692744E+6	520.486720E+3	520.486720E+3	1.000118E+0	
229.568130E+0	204.184399E+0	204.390000E+0	1.037871E+0	50.000000E+0	10.937762E+6	10.937762E+6	383.668526E+3	383.668526E+3	1.000149E+0	
235.040443E+0	204.275721E+0	204.460000E+0	946.205614E-3	51.000000E+0	11.579928E+6	11.579928E+6	484.477949E+3	484.477949E+3	1.000390E+0	
240.558759E+0	204.366926E+0	204.520000E+0	836.266301E-3	53.000000E+0	10.323743E+6	10.323743E+6	391.278001E+3	391.278001E+3	1.000061E+0	
246.059073E+0	204.458898E+0	204.580000E+0	708.987629E-3	52.000000E+0	9.763527E+6	9.763527E+6	386.422994E+3	386.422994E+3	1.000371E+0	
251.552388E+0	204.550570E+0	204.720000E+0	691.500994E-3	54.000000E+0	10.786981E+6	10.786981E+6	491.917269E+3	491.917269E+3	1.000061E+0	
257.026701E+0	204.642125E+0	204.720000E+0	691.065842E-3	54.000000E+0	10.605982E+6	10.605982E+6	409.750769E+3	409.750769E+3	1.000038E+0	
262.508015E+0	204.733363E+0	204.780000E+0	817.585404E-3	54.000000E+0	9.699583E+6	9.699583E+6	486.161165E+3	486.161165E+3	999.057000E-3	
268.022330E+0	204.824719E+0	204.840000E+0	835.977188E-3	57.000000E+0	11.870947E+6	11.870947E+6	464.765606E+3	464.765606E+3	1.000246E+0	
273.503644E+0	204.916624E+0	204.910000E+0	727.695324E-3	56.000000E+0	8.559704E+6	8.559704E+6	386.758942E+3	386.758942E+3	1.000287E+0	
278.914953E+0	205.007979E+0	205.040000E+0	583.167135E-3	59.000000E+0	13.621859E+6	13.621859E+6	514.548242E+3	514.548242E+3	999.572000E-3	
284.356264E+0	205.098168E+0	205.110000E+0	564.667403E-3	58.000000E+0	11.563968E+6	11.563968E+6	423.580682E+3	423.580682E+3	999.705000E-3	
289.775574E+0	205.188856E+0	205.170000E+0	820.137159E-3	59.000000E+0	9.257329E+6	9.257329E+6	484.388369E+3	484.388369E+3	999.699000E-3	
295.273889E+0	205.279178E+0	205.230000E+0	966.286404E-3	60.000000E+0	12.143641E+6	12.143641E+6	499.345318E+3	499.345318E+3	999.786000E-3	
300.760202E+0	205.370817E+0	205.370000E+0	966.178555E-3	58.000000E+0	11.817705E+6	11.817705E+6	474.355868E+3	474.355868E+3	999.896000E-3	
306.247516E+0	205.462255E+0	205.430000E+0	819.505128E-3	59.000000E+0	15.302250E+6	15.302250E+6	629.614207E+3	629.614207E+3	999.543000E-3	
311.738830E+0	205.553710E+0	205.490000E+0	818.709319E-3	60.000000E+0	8.423288E+6	8.423288E+6	393.812031E+3	393.812031E+3	999.760000E-3	
317.245145E+0	205.645232E+0	205.560000E+0	946.327684E-3	60.000000E+0	8.213171E+6	8.213171E+6	352.231483E+3	352.231483E+3	1.000200E+0	
322.739460E+0	205.737004E+0	205.620000E+0	946.904379E-3	60.000000E+0	11.910424E+6	11.910424E+6	560.215035E+3	560.215035E+3	999.761000E-3	
328.224773E+0	205.828576E+0	205.690000E+0	820.163168E-3	60.000000E+0	12.254114E+6	12.254114E+6	567.676272E+3	567.676272E+3	999.323000E-3	
333.704087E+0	205.919998E+0	205.820000E+0	692.739005E-3	59.000000E+0	9.511534E+6	9.511534E+6	467.435105E+3	467.435105E+3	1.000328E+0	
339.194401E+0	206.011320E+0	205.940000E+0	710.816726E-3	58.000000E+0	10.301411E+6	10.301411E+6	422.221936E+3	422.221936E+3	1.000267E+0	
344.675714E+0	206.102825E+0	206.020000E+0	836.831513E-3	58.000000E+0	9.437017E+6	9.437017E+6	398.344502E+3	398.344502E+3	999.852000E-3	
350.158028E+0	206.194180E+0	206.140000E+0	1.052218E+0	59.000000E+0	8.278715E+6	8.278715E+6	409.387367E+3	409.387367E+3	999.986000E-3	
355.634341E+0	206.285552E+0	206.220000E+0	1.178449E+0	60.000000E+0	10.382233E+6	10.382233E+6	500.274143E+3	500.274143E+3	999.809000E-3	
361.115654E+0	206.376824E+0	206.280000E+0	1.179573E+0	61.000000E+0	9.041750E+6	9.041750E+6	449.428623E+3	449.428623E+3	1.000108E+0	
366.626970E+0	206.468179E+0	206.410000E+0	1.091146E+0	57.000000E+0	12.693994E+6	12.693994E+6	449.886984E+3	449.886984E+3	999.652000E-3	
372.126284E+0	206.560035E+0	206.540000E+0	983.062986E-3	60.000000E+0	11.981686E+6	11.981686E+6	501.471434E+3	501.471434E+3	1.000351E+0	
377.644600E+0	206.651690E+0	206.600000E+0	965.232497E-3	60.000000E+0	12.491292E+6	12.491292E+6	466.384308E+3	466.384308E+3	999.803000E-3	
383.155915E+0	206.743662E+0	206.730000E+0	1.074924E+0	60.000000E+0	8.579238E+6	8.579238E+6	343.550725E+3	343.550725E+3	1.000425E+0	
388.666230E+0	206.835517E+0	206.800000E+0	1.166205E+0	62.000000E+0	8.225446E+6	8.225446E+6	357.648655E+3	357.648655E+3	1.000132E+0	
394.173545E+0	206.927356E+0	206.870000E+0	1.166269E+0	61.000000E+0	10.693639E+6	10.693639E+6	463.029185E+3	463.029185E+3	1.000283E+0	
399.694861E+0	207.019144E+0	206.990000E+0	1.057341E+0	60.000000E+0	7.944405E+6	7.944405E+6	410.071083E+3	410.071083E+3	1.000280E+0	
405.188175E+0	207.111166E+0	207.070000E+0	966.128464E-3	63.000000E+0	9.909275E+6	9.909275E+6	502.937971E+3	502.937971E+3	1.000044E+0	
410.673489E+0	207.202721E+0	207.190000E+0	965.466528E-3	59.000000E+0	7.478021E+6	7.478021E+6	332.852178E+3	332.852178E+3	1.000634E+0	
416.199805E+0	207.294143E+0	207.270000E+0	965.034794E-3	59.000000E+0	13.621580E+6	13.621580E+6	521.260899E+3	521.260899E+3	999.824000E-3	
421.679119E+0	207.386249E+0	207.390000E+0	1.074139E+0	60.000000E+0	12.884882E+6	12.884882E+6	491.353267E+3	491.353267E+3	999.738000E-3	
427.158432E+0	207.477570E+0	207.470000E+0	1.092502E+0	57.000000E+0	11.700983E+6	11.700983E+6	419.022235E+3	419.022235E+3	999.849000E-3	
432.635745E+0	207.568892E+0	207.590000E+0	1.092668E+0	61.000000E+0	11.590297E+6	11.590297E+6	437.370160E+3	437.370160E+3	999.779000E-3	
438.123059E+0	207.660181E+0	207.650000E+0	1.092767E+0	59.000000E+0	9.186108E+6	9.186108E+6	474.749632E+3	474.749632E+3	999.816000E-3	
443.623374E+0	207.751636E+0	207.790000E+0	1.092801E+0	59.000000E+0	8.587671E+6	8.587671E+6	388.154910E+3	388.154910E+3	999.519000E-3	
449.146689E+0	207.843308E+0	207.850000E+0	1.055614E+0	58.000000E+0	9.479913E+6	9.479913E+6	387.627737E+3	387.627737E+3	1.000036E+0	
454.623003E+0	207.935363E+0	207.990000E+0	1.055448E+0	58.000000E+0	10.757344E+6	10.757344E+6	421.856236E+3	421.856236E+3	999.680000E-3	
460.111317E+0	208.026635E+0	208.130000E+0	1.055714E+0	58.000000E+0	9.192263E+6	9.192263E+6	461.379215E+3	461.379215E+3	1.000394E+0	
465.600631E+0	208.118107E+0	208.190000E+0	1.092304E+0	59.000000E+0	10.961109E+6	10.961109E+6	425.229091E+3	425.229091E+3	999.982000E-3	
471.086945E+0	208.209596E+0	208.330000E+0	1.236639E+0	56.000000E+0	8.810624E+6	8.810624E+6	473.740751E+3	473.740751E+3	1.000182E+0	
476.575258E+0	208.301034E+0	208.450000E+0	1.235745E+0	59.000000E+0	12.215638E+6	12.215638E+6	466.477092E+3	466.477092E+3	999.850000E-3	
482.083573E+0	208.392506E+0	208.590000E+0	1.236110E+0	58.000000E+0	10.426259E+6	10.426259E+6	463.588033E+3	463.588033E+3	1.000191E+0	
487.570887E+0	208.484311E+0	208.650000E+0	1.201084E+0	60.000000E+0	8.112363E+6	8.112363E+6	356.088667E+3	356.088667E+3	1.000011E+0	
493.076202E+0	208.575767E+0	208.730000E+0	1.311387E+0	60.000000E+0	7.894269E+6	7.894269E+6	368.004183E+3	368.004183E+3	1.000125E+0	
498.614519E+0	208.667522E+0	208.790000E+0	1.311719E+0	58.000000E+0	8.019755E+6	8.019755E+6	422.427013E+3	422.427013E+3	999.903000E-3	
504.133835E+0	208.759827E+0	208.850000E+0	1.093604E+0	58.000000E+0	11.350045E+6	11.350045E+6	494.835452E+3	494.835452E+3	1.000166E+0	
509.620149E+0	208.851816E+0	208.930000E+0	874.615843E-3	60.000000E+0	9.785147E+6	9.785147E+6	458.977984E+3	458.977984E+3	1.000042E+0	
515.098462E+0	208.943254E+0	208.990000E+0	728.314581E-3	60.000000E+0	12.084468E+6	12.084468E+6	586.139248E+3	586.139248E+3	999.748000E-3	
520.586776E+0	209.034559E+0	209.130000E+0	727.965943E-3	60.000000E+0	8.880160E+6	8.880160E+6	465.959591E+3	465.959591E+3	999.906000E-3	
526.068089E+0	209.126031E+0	209.190000E+0	728.360855E-3	61.000000E+0	7.700608E+6	7.700608E+6	396.519397E+3	396.519397E+3	1.000463E+0	
531.554403E+0	209.217387E+0	209.250000E+0	874.098264E-3	62.000000E+0	8.808221E+6	8.808221E+6	441.213763E+3	441.213763E+3	999.645000E-3	
537.035717E+0	209.308825E+0	209.330000E+0	982.293790E-3	60.000000E+0	8.951218E+6	8.951218E+6	410.894968E+3	410.894968E+3	999.672000E-3	
542.523030E+0	209.400180E+0	209.450000E+0	945.414805E-3	61.000000E+0	8.428203E+6	8.428203E+6	382.515593E+3	382.515593E+3	999.922000E-3	
547.996344E+0	209.491636E+0	209.530000E+0	836.045564E-3	62.000000E+0	8.848823E+6	8.848823E+6	420.867853E+3	420.867853E+3	999.740000E-3	
553.479657E+0	209.582857E+0	209.590000E+0	836.408569E-3	62.000000E+0	11.532092E+6	11.532092E+6	536.608049E+3	536.608049E+3	1.000063E+0	
558.966971E+0	209.674246E+0	209.660000E+0	982.504423E-3	61.000000E+0	9.509056E+6	9.509056E+6	436.876427E+3	436.876427E+3	999.592000E-3	
564.448285E+0	209.765701E+0	209.800000E+0	982.019247E-3	63.000000E+0	8.584481E+6	8.584481E+6	423.566644E+3	423.566644E+3	999.577000E-3	
569.998602E+0	209.857057E+0	209.860000E+0	854.564114E-3	63.000000E+0	9.469147E+6	9.469147E+6	499.216605E+3	499.216605E+3	1.000226E+0	
575.508917E+0	209.949562E+0	209.930000E+0	872.995630E-3	62.000000E+0	9.233829E+6	9.233829E+6	395.755911E+3	395.755911E+3	999.839000E-3	
581.010232E+0	210.041400E+0	210.000000E+0	982.056983E-3	65.000000E+0	10.971125E+6	10.971125E+6	429.037301E+3	429.037301E+3	1.000018E+0	
586.515547E+0	210.133089E+0	210.140000E+0	982.056973E-3	65.000000E+0	8.375490E+6	8.375490E+6	450.744262E+3	450.744262E+3	999.866000E-3	
592.004860E+0	210.224844E+0	210.200000E+0	854.385328E-3	65.000000E+0	10.561396E+6	10.561396E+6	498.479087E+3	498.479087E+3	999.953000E-3	
597.541177E+0	210.316333E+0	210.260000E+0	873.688925E-3	64.000000E+0	11.235760E+6	11.235760E+6	501.235254E+3	501.235254E+3	1.000095E+0	
603.022491E+0	210.408605E+0	210.340000E+0	1.000254E+0	64.000000E+0	10.216856E+6	10.216856E+6	467.527837E+3	467.527837E+3	1.000128E+0	
608.507804E+0	210.499960E+0	210.460000E+0	962.804295E-3	64.000000E+0	8.453441E+6	8.453441E+6	450.477257E+3	450.477257E+3	999.873000E-3	
613.993118E+0	210.591382E+0	210.540000E+0	834.878229E-3	66.000000E+0	8.963774E+6	8.963774E+6	384.745406E+3	384.745406E+3	999.909000E-3	
619.499433E+0	210.682804E+0	210.680000E+0	835.833986E-3	65.000000E+0	11.017298E+6	11.017298E+6	489.659542E+3	489.659542E+3	999.930000E-3	
624.982747E+0	210.774576E+0	210.740000E+0	982.457805E-3	65.000000E+0	8.047153E+6	8.047153E+6	397.503620E+3	397.503620E+3	1.000422E+0	
630.468060E+0	210.865964E+0	210.810000E+0	1.128377E+0	66.000000E+0	10.479604E+6	10.479604E+6	418.566188E+3	418.566188E+3	999.859000E-3	
635.972375E+0	210.957386E+0	210.950000E+0	1.128807E+0	66.000000E+0	10.461205E+6	10.461205E+6	484.944578E+3	484.944578E+3	1.000405E+0	
641.453689E+0	211.049125E+0	211.010000E+0	990.661315E-3	66.000000E+0	7.666580E+6	7.666580E+6	375.062471E+3	375.062471E+3	1.000182E+0	
646.937003E+0	211.140480E+0	211.150000E+0	955.090153E-3	66.000000E+0	10.836122E+6	10.836122E+6	462.032622E+3	462.032622E+3	999.849000E-3	
652.420316E+0	211.231868E+0	211.210000E+0	953.638605E-3	65.000000E+0	7.884549E+6	7.884549E+6	404.856061E+3	404.856061E+3	999.682000E-3	
657.908630E+0	211.323257E+0	211.350000E+0	1.074700E+0	65.000000E+0	9.958871E+6	9.958871E+6	464.349861E+3	464.349861E+3	1.000269E+0	
663.391943E+0	211.414729E+0	211.420000E+0	1.057809E+0	65.000000E+0	7.692538E+6	7.692538E+6	416.207692E+3	416.207692E+3	1.000030E+0	
668.871257E+0	211.506117E+0	211.560000E+0	1.059227E+0	65.000000E+0	8.980839E+6	8.980839E+6	401.152084E+3	401.152084E+3	999.747000E-3	
674.352571E+0	211.597439E+0	211.620000E+0	1.094879E+0	68.000000E+0	11.361002E+6	11.361002E+6	465.686130E+3	465.686130E+3	1.000109E+0	
679.830884E+0	211.688795E+0	211.760000E+0	1.129942E+0	64.000000E+0	11.495263E+6	11.495263E+6	496.992066E+3	496.992066E+3	999.743000E-3	
685.315197E+0	211.780100E+0	211.840000E+0	1.129479E+0	65.000000E+0	7.753511E+6	7.753511E+6	423.587816E+3	423.587816E+3	1.000358E+0	
690.822513E+0	211.871505E+0	211.970000E+0	1.109654E+0	65.000000E+0	10.127687E+6	10.127687E+6	422.860399E+3	422.860399E+3	999.704000E-3	
696.308826E+0	211.963294E+0	212.040000E+0	1.127164E+0	66.000000E+0	9.488464E+6	9.488464E+6	462.981691E+3	462.981691E+3	1.000179E+0	
701.794140E+0	212.054732E+0	212.170000E+0	1.146067E+0	65.000000E+0	7.918759E+6	7.918759E+6	345.253681E+3	345.253681E+3	1.000456E+0	
707.277454E+0	212.146154E+0	212.250000E+0	1.147192E+0	67.000000E+0	10.377178E+6	10.377178E+6	418.278527E+3	418.278527E+3	1.000360E+0	
712.793769E+0	212.237543E+0	212.310000E+0	1.110943E+0	65.000000E+0	9.236898E+6	9.236898E+6	371.775162E+3	371.775162E+3	1.000356E+0	
718.311085E+0	212.329481E+0	212.450000E+0	722.298781E-3	65.000000E+0	9.097325E+6	9.097325E+6	385.224295E+3	385.224295E+3	999.796000E-3	
723.819400E+0	212.421437E+0	212.520000E+0	353.884117E-3	65.000000E+0	10.856372E+6	10.856372E+6	543.782727E+3	543.782727E+3	999.329000E-3	
729.304714E+0	212.513242E+0	212.590000E+0	359.819391E-3	66.000000E+0	9.919732E+6	9.919732E+6	541.139454E+3	541.139454E+3	999.413000E-3	
734.796028E+0	212.604664E+0	212.720000E+0	747.248993E-3	66.000000E+0	10.088193E+6	10.088193E+6	434.231507E+3	434.231507E+3	999.639000E-3	
740.311343E+0	212.696186E+0	212.800000E+0	1.006902E+0	66.000000E+0	8.773306E+6	8.773306E+6	388.498157E+3	388.498157E+3	999.806000E-3	
745.846660E+0	212.788107E+0	212.930000E+0	1.001066E+0	66.000000E+0	8.939326E+6	8.939326E+6	485.950742E+3	485.950742E+3	999.953000E-3	
751.330974E+0	212.880363E+0	213.000000E+0	1.002107E+0	65.000000E+0	7.269215E+6	7.269215E+6	373.726017E+3	373.726017E+3	1.000244E+0	
756.816287E+0	212.971768E+0	213.130000E+0	1.129360E+0	65.000000E+0	7.545836E+6	7.545836E+6	378.450136E+3	378.450136E+3	1.000276E+0	
762.295601E+0	213.063190E+0	213.210000E+0	1.129393E+0	65.000000E+0	8.618786E+6	8.618786E+6	425.153030E+3	425.153030E+3	999.693000E-3	
767.781915E+0	213.154512E+0	213.350000E+0	1.111623E+0	65.000000E+0	11.165047E+6	11.165047E+6	462.935232E+3	462.935232E+3	999.830000E-3	
773.264228E+0	213.245950E+0	213.420000E+0	1.110788E+0	65.000000E+0	10.848183E+6	10.848183E+6	487.205771E+3	487.205771E+3	1.000094E+0	
778.741541E+0	213.337322E+0	213.480000E+0	1.146431E+0	65.000000E+0	12.142762E+6	12.142762E+6	565.420209E+3	565.420209E+3	999.835000E-3	
784.248856E+0	213.428611E+0	213.560000E+0	1.165176E+0	63.000000E+0	8.117326E+6	8.117326E+6	395.835025E+3	395.835025E+3	999.811000E-3	
789.734170E+0	213.520399E+0	213.620000E+0	1.020467E+0	65.000000E+0	10.135982E+6	10.135982E+6	419.648794E+3	419.648794E+3	1.000016E+0	
795.216484E+0	213.611821E+0	213.760000E+0	875.004312E-3	65.000000E+0	8.686811E+6	8.686811E+6	458.235652E+3	458.235652E+3	1.000460E+0	
800.697797E+0	213.703193E+0	213.830000E+0	745.492180E-3	67.000000E+0	7.460082E+6	7.460082E+6	414.553525E+3	414.553525E+3	1.000024E+0	
806.183111E+0	213.794548E+0	213.910000E+0	871.256758E-3	66.000000E+0	10.246716E+6	10.246716E+6	405.785429E+3	405.785429E+3	999.977000E-3	
811.704427E+0	213.885970E+0	214.040000E+0	999.299302E-3	68.000000E+0	10.542250E+6	10.542250E+6	473.569169E+3	473.569169E+3	999.827000E-3	
817.220742E+0	213.977992E+0	214.110000E+0	1.019254E+0	66.000000E+0	10.287355E+6	10.287355E+6	414.153720E+3	414.153720E+3	999.828000E-3	
822.709056E+0	214.069931E+0	214.180000E+0	1.039628E+0	66.000000E+0	7.583685E+6	7.583685E+6	416.181956E+3	416.181956E+3	1.000288E+0	
828.238372E+0	214.161403E+0	214.260000E+0	1.021074E+0	66.000000E+0	10.374619E+6	10.374619E+6	413.076684E+3	413.076684E+3	999.802000E-3	
833.737687E+0	214.253558E+0	214.320000E+0	1.002181E+0	65.000000E+0	10.443802E+6	10.443802E+6	409.010966E+3	409.010966E+3	999.994000E-3	
839.232001E+0	214.345213E+0	214.460000E+0	892.483485E-3	68.000000E+0	12.652165E+6	12.652165E+6	576.165485E+3	576.165485E+3	999.268000E-3	
844.749317E+0	214.436785E+0	214.530000E+0	783.971153E-3	66.000000E+0	9.178006E+6	9.178006E+6	382.365522E+3	382.365522E+3	999.852000E-3	
850.229630E+0	214.528740E+0	214.590000E+0	894.207758E-3	65.000000E+0	11.963699E+6	11.963699E+6	501.288586E+3	501.288586E+3	999.926000E-3	
855.737945E+0	214.620079E+0	214.670000E+0	1.002754E+0	68.000000E+0	7.821953E+6	7.821953E+6	411.167658E+3	411.167658E+3	999.802000E-3	
861.226259E+0	214.711884E+0	214.810000E+0	982.840377E-3	66.000000E+0	13.211828E+6	13.211828E+6	544.962997E+3	544.962997E+3	999.739000E-3	
866.709573E+0	214.803356E+0	214.880000E+0	872.141055E-3	67.000000E+0	11.248824E+6	11.248824E+6	530.857802E+3	530.857802E+3	999.908000E-3	
872.189886E+0	214.894745E+0	214.940000E+0	890.230739E-3	66.000000E+0	8.858956E+6	8.858956E+6	478.470057E+3	478.470057E+3	999.999000E-3	
877.677200E+0	214.986083E+0	215.020000E+0	1.035994E+0	68.000000E+0	8.322758E+6	8.322758E+6	363.005908E+3	363.005908E+3	1.000229E+0	
883.163514E+0	215.077538E+0	215.090000E+0	1.018175E+0	70.000000E+0	9.856017E+6	9.856017E+6	487.011432E+3	487.011432E+3	1.000090E+0	
888.686830E+0	215.168977E+0	215.160000E+0	872.229987E-3	68.000000E+0	8.461378E+6	8.461378E+6	474.656004E+3	474.656004E+3	999.881000E-3	
894.187144E+0	215.261032E+0	215.290000E+0	763.392961E-3	70.000000E+0	8.590857E+6	8.590857E+6	486.471170E+3	486.471170E+3	999.718000E-3	
899.671458E+0	215.352704E+0	215.370000E+0	782.115807E-3	69.000000E+0	8.265036E+6	8.265036E+6	372.763549E+3	372.763549E+3	1.000400E+0	
905.155772E+0	215.444109E+0	215.440000E+0	892.203636E-3	69.000000E+0	10.875777E+6	10.875777E+6	462.428245E+3	462.428245E+3	1.000354E+0	
910.645086E+0	215.535515E+0	215.520000E+0	1.001110E+0	67.000000E+0	8.821660E+6	8.821660E+6	493.806688E+3	493.806688E+3	999.847000E-3	
916.129399E+0	215.627003E+0	215.650000E+0	1.018765E+0	72.000000E+0	10.446620E+6	10.446620E+6	455.058510E+3	455.058510E+3	999.846000E-3	
921.633714E+0	215.718408E+0	215.720000E+0	928.011586E-3	69.000000E+0	11.184664E+6	11.184664E+6	518.090604E+3	518.090604E+3	999.909000E-3	
927.121028E+0	215.810147E+0	215.790000E+0	928.845212E-3	69.000000E+0	7.822631E+6	7.822631E+6	414.792237E+3	414.792237E+3	999.654000E-3	
932.607342E+0	215.901602E+0	215.930000E+0	1.020254E+0	71.000000E+0	9.179077E+6	9.179077E+6	410.244104E+3	410.244104E+3	1.000244E+0	
938.093656E+0	215.993041E+0	216.000000E+0	1.001941E+0	71.000000E+0	10.161063E+6	10.161063E+6	427.859610E+3	427.859610E+3	1.000255E+0	
943.589970E+0	216.084479E+0	216.080000E+0	1.002498E+0	69.000000E+0	8.985726E+6	8.985726E+6	407.391910E+3	407.391910E+3	999.662000E-3	
