Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
20.000000E+0,940.852500E+3,543.626447E+3,-190.852750E+3,111.854466E+3,100.000000E+0
25.000000E+0,1.229578E+6,24.593380E+3,-94.225850E+3,27.587878E+3,100.000000E+0
30.000000E+0,1.275705E+6,55.639786E+3,-94.224000E+3,122.892522E+3,100.000000E+0
40.000000E+0,1.338061E+6,561.779351E+3,-146.170150E+3,437.850867E+3,100.000000E+0
50.000000E+0,886.940500E+3,73.785849E+3,-465.332500E+3,481.827167E+3,100.000000E+0
60.000000E+0,1.315358E+6,52.104376E+3,-380.072175E+3,310.141337E+3,100.000000E+0
75.000000E+0,1.146088E+6,257.613191E+3,-254.934300E+3,151.693565E+3,100.000000E+0
100.000000E+0,1.375644E+6,746.190801E+3,-662.620750E+3,346.917071E+3,100.000000E+0
120.000000E+0,949.166250E+3,129.245811E+3,-471.964000E+3,200.026833E+3,100.000000E+0
150.000000E+0,1.168975E+6,276.172007E+3,-445.511500E+3,208.182636E+3,100.000000E+0
200.000000E+0,853.688500E+3,19.922881E+3,-574.730000E+3,50.282343E+3,100.000000E+0
250.000000E+0,744.819250E+3,34.044363E+3,-665.640250E+3,91.608188E+3,100.000000E+0
300.000000E+0,726.542000E+3,25.323709E+3,-726.453000E+3,43.973048E+3,100.000000E+0
400.000000E+0,485.780750E+3,19.138042E+3,-581.906750E+3,23.238562E+3,100.000000E+0
500.000000E+0,357.083000E+3,14.010586E+3,-568.731500E+3,10.981636E+3,100.000000E+0
600.000000E+0,281.067500E+3,2.130259E+3,-526.045000E+3,13.873079E+3,100.000000E+0
750.000000E+0,205.007000E+3,17.480572E+3,-458.119000E+3,7.863868E+3,100.000000E+0
1.000000E+3,134.744500E+3,5.190424E+3,-366.883250E+3,5.582109E+3,100.000000E+0
1.200000E+3,99.209375E+3,4.075907E+3,-314.821500E+3,5.817093E+3,100.000000E+0
1.500000E+3,65.227175E+3,2.765372E+3,-262.373750E+3,3.180130E+3,100.000000E+0
2.000000E+3,39.368425E+3,1.147406E+3,-202.212000E+3,2.067947E+3,100.000000E+0
2.500000E+3,25.772075E+3,781.565114E+0,-164.983500E+3,297.039139E+0,100.000000E+0
3.000000E+3,19.114725E+3,662.075261E+0,-138.824500E+3,908.245149E+0,100.000000E+0
4.000000E+3,10.767175E+3,199.359391E+0,-105.192750E+3,185.269230E+0,100.000000E+0
5.000000E+3,7.282480E+3,300.054892E+0,-84.674450E+3,148.855778E+0,100.000000E+0
6.000000E+3,5.103463E+3,116.958263E+0,-70.541050E+3,197.017036E+0,100.000000E+0
7.500000E+3,3.418267E+3,131.438091E+0,-56.654275E+3,68.900921E+0,100.000000E+0
10.000000E+3,2.038322E+3,31.837471E+0,-42.703325E+3,63.263156E+0,100.000000E+0
12.000000E+3,1.464388E+3,44.750802E+0,-35.650550E+3,36.269719E+0,100.000000E+0
15.000000E+3,980.149500E+0,12.883218E+0,-28.538550E+3,17.320580E+0,100.000000E+0
20.000000E+3,594.876000E+0,15.884637E+0,-21.448350E+3,7.934261E+0,100.000000E+0
25.000000E+3,417.035250E+0,5.881616E+0,-17.180900E+3,4.739726E+0,100.000000E+0
30.000000E+3,315.864250E+0,4.903090E+0,-14.339425E+3,1.382706E+0,100.000000E+0
40.000000E+3,199.040500E+0,1.636073E+0,-10.771500E+3,4.328972E+0,100.000000E+0
50.000000E+3,143.798250E+0,1.748517E+0,-8.628815E+3,1.045335E+0,100.000000E+0
60.000000E+3,110.601250E+0,1.575100E+0,-7.195905E+3,1.055000E+0,100.000000E+0
75.000000E+3,81.480150E+0,1.636879E+0,-5.762815E+3,542.332915E-3,100.000000E+0
100.000000E+3,56.434000E+0,389.200816E-3,-4.326795E+3,434.827553E-3,100.000000E+0
120.000000E+3,45.986950E+0,231.520598E-3,-3.608577E+3,284.989037E-3,100.000000E+0
150.000000E+3,35.903700E+0,615.449730E-3,-2.888767E+3,576.947788E-3,100.000000E+0
200.000000E+3,27.287275E+0,150.547623E-3,-2.168180E+3,160.779354E-3,100.000000E+0
