Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
20.000000E+0,1.326990E+6,1.326990E+6,-1.594680E+6,1.594680E+6,100.000000E+0
25.000000E+0,4.703895E+6,202.175000E+3,-7.263505E+6,1.224865E+6,100.000000E+0
30.000000E+0,2.619190E+6,846.790000E+3,-3.439500E+6,175.500000E+3,100.000000E+0
40.000000E+0,1.422875E+6,154.675000E+3,80.143000E+3,1.015907E+6,100.000000E+0
50.000000E+0,409.593000E+3,673.097000E+3,-1.401090E+6,265.110000E+3,100.000000E+0
60.000000E+0,-1.212530E+6,44.890000E+3,-3.702025E+6,1.229095E+6,100.000000E+0
75.000000E+0,4.325700E+6,2.912500E+6,-4.742140E+6,3.503050E+6,100.000000E+0
100.000000E+0,-342.025000E+3,3.260175E+6,5.153685E+6,7.279715E+6,100.000000E+0
120.000000E+0,149.931600E+3,87.852400E+3,-3.021795E+6,197.575000E+3,100.000000E+0
150.000000E+0,954.316000E+3,8.652000E+3,-1.361300E+6,76.760000E+3,100.000000E+0
200.000000E+0,680.468000E+3,168.253000E+3,-1.887550E+6,129.510000E+3,100.000000E+0
250.000000E+0,60.970800E+3,130.369200E+3,-1.612610E+6,35.290000E+3,100.000000E+0
300.000000E+0,277.748500E+3,55.723500E+3,-1.425300E+6,48.380000E+3,100.000000E+0
400.000000E+0,117.070500E+3,3.610500E+3,-1.059311E+6,74.839000E+3,100.000000E+0
500.000000E+0,97.159300E+3,6.213700E+3,-789.230500E+3,20.631500E+3,100.000000E+0
600.000000E+0,48.879250E+3,11.084050E+3,-696.632500E+3,634.500000E+0,100.000000E+0
750.000000E+0,54.430250E+3,20.013450E+3,-565.754000E+3,1.691000E+3,100.000000E+0
1.000000E+3,29.638450E+3,12.657550E+3,-418.666500E+3,1.623500E+3,100.000000E+0
1.200000E+3,15.341650E+3,3.260150E+3,-353.315500E+3,2.527500E+3,100.000000E+0
1.500000E+3,12.989510E+3,5.661090E+3,-284.302000E+3,1.200000E+3,100.000000E+0
2.000000E+3,6.039880E+3,489.420000E+0,-210.897500E+3,760.500000E+0,100.000000E+0
2.500000E+3,5.469350E+3,636.720000E+0,-171.109500E+3,535.500000E+0,100.000000E+0
3.000000E+3,2.810605E+3,8.345000E+0,-142.124500E+3,151.500000E+0,100.000000E+0
4.000000E+3,2.469260E+3,249.330000E+0,-106.455000E+3,37.000000E+0,100.000000E+0
5.000000E+3,1.612850E+3,257.170000E+0,-85.694100E+3,129.400000E+0,100.000000E+0
6.000000E+3,1.084137E+3,84.633000E+0,-71.431700E+3,180.900000E+0,100.000000E+0
7.500000E+3,942.079500E+0,44.770500E+0,-57.092150E+3,123.750000E+0,100.000000E+0
10.000000E+3,568.842500E+0,66.440500E+0,-42.934300E+3,79.600000E+0,100.000000E+0
12.000000E+3,457.922000E+0,3.205000E+0,-35.830950E+3,36.450000E+0,100.000000E+0
15.000000E+3,305.170000E+0,93.000000E-3,-28.720700E+3,2.200000E+0,100.000000E+0
20.000000E+3,235.305000E+0,18.253000E+0,-21.556100E+3,15.100000E+0,100.000000E+0
25.000000E+3,182.301000E+0,17.627000E+0,-17.269850E+3,4.550000E+0,100.000000E+0
30.000000E+3,153.710500E+0,324.500000E-3,-14.399550E+3,1.450000E+0,100.000000E+0
40.000000E+3,107.691000E+0,120.000000E-3,-10.816500E+3,1.300000E+0,100.000000E+0
50.000000E+3,82.526100E+0,938.700000E-3,-8.665785E+3,564.999999E-3,100.000000E+0
60.000000E+3,70.018300E+0,938.700000E-3,-7.226265E+3,1.125000E+0,100.000000E+0
75.000000E+3,54.880000E+0,366.300000E-3,-5.791220E+3,60.000073E-3,100.000000E+0
100.000000E+3,41.528900E+0,897.100000E-3,-4.346925E+3,15.000127E-3,100.000000E+0
120.000000E+3,34.159200E+0,51.700000E-3,-3.625560E+3,159.999998E-3,100.000000E+0
150.000000E+3,27.954500E+0,363.700000E-3,-2.903270E+3,999.999999E-3,100.000000E+0
200.000000E+3,21.274500E+0,42.000000E-3,-2.179135E+3,44.999988E-3,100.000000E+0
