Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
20.000000E+0,1.499558E+6,43.063850E+3,-281.216100E+3,172.806741E+3,100.000000E+0
25.000000E+0,1.582950E+6,36.766102E+3,-187.302500E+3,32.236619E+3,100.000000E+0
30.000000E+0,1.525198E+6,148.009589E+3,-68.338275E+3,181.791880E+3,100.000000E+0
40.000000E+0,1.151994E+6,416.715185E+3,-141.867000E+3,640.126559E+3,100.000000E+0
50.000000E+0,1.240766E+6,526.102903E+3,-1.811743E+6,727.155578E+3,100.000000E+0
60.000000E+0,1.352638E+6,203.521668E+3,-508.071550E+3,559.469266E+3,100.000000E+0
75.000000E+0,1.658322E+6,294.210599E+3,-328.581525E+3,249.646392E+3,100.000000E+0
100.000000E+0,1.701048E+6,627.269525E+3,-602.324250E+3,588.297399E+3,100.000000E+0
120.000000E+0,955.186750E+3,43.173940E+3,-454.761750E+3,68.786359E+3,100.000000E+0
150.000000E+0,934.733000E+3,117.588971E+3,-386.514500E+3,52.241582E+3,100.000000E+0
200.000000E+0,872.005000E+3,21.560146E+3,-699.957500E+3,11.914455E+3,100.000000E+0
250.000000E+0,874.720250E+3,41.644052E+3,-626.918000E+3,63.558890E+3,100.000000E+0
300.000000E+0,666.378000E+3,42.677876E+3,-638.743000E+3,39.250636E+3,100.000000E+0
400.000000E+0,471.915750E+3,35.203724E+3,-604.585500E+3,13.407951E+3,100.000000E+0
500.000000E+0,340.345500E+3,11.784059E+3,-622.547500E+3,48.329074E+3,100.000000E+0
600.000000E+0,262.760500E+3,7.011328E+3,-540.728750E+3,24.962478E+3,100.000000E+0
750.000000E+0,186.711000E+3,13.346008E+3,-465.378000E+3,9.283187E+3,100.000000E+0
1.000000E+3,119.265750E+3,4.145949E+3,-375.303500E+3,6.150588E+3,100.000000E+0
1.200000E+3,90.901150E+3,3.332244E+3,-322.742750E+3,2.753204E+3,100.000000E+0
1.500000E+3,60.134475E+3,1.355735E+3,-266.839000E+3,2.152245E+3,100.000000E+0
2.000000E+3,35.637500E+3,617.199267E+0,-203.305500E+3,1.470720E+3,100.000000E+0
2.500000E+3,23.933425E+3,655.287648E+0,-166.250250E+3,473.720580E+0,100.000000E+0
3.000000E+3,17.167550E+3,466.013726E+0,-138.798500E+3,708.302372E+0,100.000000E+0
4.000000E+3,9.684930E+3,242.687041E+0,-105.163000E+3,399.128425E+0,100.000000E+0
5.000000E+3,6.526230E+3,142.119332E+0,-84.500625E+3,239.333109E+0,100.000000E+0
6.000000E+3,4.491955E+3,118.727041E+0,-70.661100E+3,119.532192E+0,100.000000E+0
7.500000E+3,3.039345E+3,39.947662E+0,-56.692675E+3,57.160274E+0,100.000000E+0
10.000000E+3,1.853380E+3,18.567395E+0,-42.664175E+3,44.133512E+0,100.000000E+0
12.000000E+3,1.337072E+3,31.006628E+0,-35.569150E+3,41.610005E+0,100.000000E+0
15.000000E+3,912.823250E+0,16.429679E+0,-28.510200E+3,10.132374E+0,100.000000E+0
20.000000E+3,557.808500E+0,9.703982E+0,-21.420500E+3,14.860855E+0,100.000000E+0
25.000000E+3,395.751500E+0,8.776194E+0,-17.164025E+3,5.937750E+0,100.000000E+0
30.000000E+3,294.377250E+0,2.082513E+0,-14.316950E+3,2.657536E+0,100.000000E+0
40.000000E+3,193.562750E+0,4.786462E+0,-10.751075E+3,1.548184E+0,100.000000E+0
50.000000E+3,146.527750E+0,3.406686E+0,-8.612202E+3,1.878821E+0,100.000000E+0
60.000000E+3,111.043000E+0,1.570724E+0,-7.187373E+3,1.661330E+0,100.000000E+0
75.000000E+3,83.471650E+0,903.522497E-3,-5.756020E+3,1.267103E+0,100.000000E+0
100.000000E+3,59.434500E+0,529.119023E-3,-4.323205E+3,669.869390E-3,100.000000E+0
120.000000E+3,48.366875E+0,323.225280E-3,-3.606005E+3,411.976942E-3,100.000000E+0
150.000000E+3,37.859275E+0,303.381735E-3,-2.887755E+3,174.714052E-3,100.000000E+0
200.000000E+3,29.002925E+0,45.873324E-3,-2.167715E+3,145.172308E-3,100.000000E+0
