Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
20.000000E+0,2.214595E+6,1.360090E+6,-683.585000E+3,2.152257E+6,100.000000E+0
25.000000E+0,4.660438E+6,386.750856E+3,-1.736272E+6,804.508550E+3,100.000000E+0
30.000000E+0,3.416888E+6,1.461364E+6,-614.643500E+3,1.223564E+6,100.000000E+0
40.000000E+0,1.094680E+6,159.058884E+3,122.221000E+3,730.855978E+3,100.000000E+0
50.000000E+0,-430.532500E+3,1.037020E+6,-467.875500E+3,854.936116E+3,100.000000E+0
60.000000E+0,3.924768E+6,4.701890E+6,-210.514275E+3,906.573503E+3,100.000000E+0
75.000000E+0,539.042500E+3,4.999740E+6,694.545250E+3,2.311630E+6,100.000000E+0
100.000000E+0,714.212750E+3,222.735470E+3,-885.394500E+3,304.193222E+3,100.000000E+0
120.000000E+0,1.863425E+6,184.671046E+3,-945.867500E+3,162.775000E+3,100.000000E+0
150.000000E+0,-264.725500E+3,1.675187E+6,-3.383108E+6,1.568413E+6,100.000000E+0
200.000000E+0,665.334250E+3,150.995485E+3,-1.603282E+6,129.952297E+3,100.000000E+0
250.000000E+0,-67.642525E+3,40.171187E+3,-1.369658E+6,146.594858E+3,100.000000E+0
300.000000E+0,348.596500E+3,38.097278E+3,-1.200658E+6,48.279655E+3,100.000000E+0
400.000000E+0,256.012250E+3,22.932634E+3,-848.579000E+3,38.159799E+3,100.000000E+0
500.000000E+0,134.164225E+3,53.011805E+3,-778.306250E+3,70.211538E+3,100.000000E+0
600.000000E+0,98.746975E+3,19.322829E+3,-633.956750E+3,28.813912E+3,100.000000E+0
750.000000E+0,72.522925E+3,13.101560E+3,-518.910250E+3,15.521219E+3,100.000000E+0
1.000000E+3,54.629600E+3,4.280297E+3,-392.628250E+3,4.968579E+3,100.000000E+0
1.200000E+3,36.098500E+3,2.147795E+3,-325.997000E+3,5.663899E+3,100.000000E+0
1.500000E+3,29.452150E+3,1.884384E+3,-269.045250E+3,1.512689E+3,100.000000E+0
2.000000E+3,18.759750E+3,969.087355E+0,-206.619000E+3,576.164473E+0,100.000000E+0
2.500000E+3,12.643425E+3,1.402575E+3,-166.279750E+3,300.680374E+0,100.000000E+0
3.000000E+3,9.878847E+3,799.658425E+0,-139.543750E+3,187.627790E+0,100.000000E+0
4.000000E+3,5.928180E+3,293.906297E+0,-105.337250E+3,201.538303E+0,100.000000E+0
5.000000E+3,3.912547E+3,159.820043E+0,-84.755550E+3,343.945930E+0,100.000000E+0
6.000000E+3,2.830252E+3,133.741432E+0,-70.701700E+3,83.543013E+0,100.000000E+0
7.500000E+3,2.068792E+3,21.670822E+0,-56.824200E+3,82.366043E+0,100.000000E+0
10.000000E+3,1.274580E+3,31.256551E+0,-42.830675E+3,64.023448E+0,100.000000E+0
12.000000E+3,972.347500E+0,36.500104E+0,-35.735350E+3,26.965673E+0,100.000000E+0
15.000000E+3,642.979500E+0,13.162483E+0,-28.645250E+3,11.372005E+0,100.000000E+0
20.000000E+3,421.728750E+0,7.489706E+0,-21.505625E+3,9.789886E+0,100.000000E+0
25.000000E+3,314.845000E+0,7.247193E+0,-17.235275E+3,4.536174E+0,100.000000E+0
30.000000E+3,252.916750E+0,5.452721E+0,-14.379700E+3,5.978712E+0,100.000000E+0
40.000000E+3,174.882000E+0,2.471083E+0,-10.810300E+3,3.380089E+0,100.000000E+0
50.000000E+3,133.412500E+0,2.162773E+0,-8.655862E+3,2.638706E+0,100.000000E+0
60.000000E+3,109.914750E+0,1.275650E+0,-7.222925E+3,1.778405E+0,100.000000E+0
75.000000E+3,86.346825E+0,796.533591E-3,-5.784722E+3,704.001953E-3,100.000000E+0
100.000000E+3,66.569875E+0,524.626212E-3,-4.345243E+3,385.835129E-3,100.000000E+0
120.000000E+3,56.677525E+0,485.181726E-3,-3.623960E+3,246.272200E-3,100.000000E+0
150.000000E+3,47.666750E+0,237.084927E-3,-2.901538E+3,207.409616E-3,100.000000E+0
200.000000E+3,39.543350E+0,145.262616E-3,-2.178087E+3,113.660687E-3,100.000000E+0
