Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
20.000000E+0,978.085000E+3,566.793396E+3,525.725000E+0,155.857833E+3,100.000000E+0
25.000000E+0,1.512610E+6,88.466307E+3,-208.363975E+3,93.807840E+3,100.000000E+0
30.000000E+0,1.512600E+6,127.555959E+3,-106.020525E+3,150.453595E+3,100.000000E+0
40.000000E+0,1.531990E+6,667.344885E+3,-432.525500E+3,768.185775E+3,100.000000E+0
50.000000E+0,1.506060E+6,1.021599E+6,-390.058500E+3,479.455286E+3,100.000000E+0
60.000000E+0,1.384315E+6,147.647786E+3,-666.907500E+3,381.306210E+3,100.000000E+0
75.000000E+0,1.508545E+6,308.962433E+3,-127.418525E+3,252.607109E+3,100.000000E+0
100.000000E+0,1.035082E+6,16.175168E+3,-385.233750E+3,57.406214E+3,100.000000E+0
120.000000E+0,1.607150E+6,98.291005E+3,-936.210750E+3,74.685536E+3,100.000000E+0
150.000000E+0,833.663000E+3,58.382890E+3,-574.133000E+3,131.969724E+3,100.000000E+0
200.000000E+0,938.099000E+3,44.598126E+3,-660.709000E+3,19.875010E+3,100.000000E+0
250.000000E+0,915.169500E+3,96.630276E+3,-976.491750E+3,104.088570E+3,100.000000E+0
300.000000E+0,695.222000E+3,46.170018E+3,-726.970750E+3,8.681885E+3,100.000000E+0
400.000000E+0,479.711500E+3,19.399244E+3,-629.681000E+3,38.504961E+3,100.000000E+0
500.000000E+0,373.013500E+3,31.687257E+3,-618.256250E+3,37.699322E+3,100.000000E+0
600.000000E+0,272.352750E+3,13.469854E+3,-519.676250E+3,6.367197E+3,100.000000E+0
750.000000E+0,188.252250E+3,3.074665E+3,-456.953750E+3,9.921793E+3,100.000000E+0
1.000000E+3,119.997750E+3,2.088446E+3,-372.917000E+3,6.554211E+3,100.000000E+0
1.200000E+3,93.612050E+3,3.303898E+3,-322.410500E+3,5.319125E+3,100.000000E+0
1.500000E+3,60.533900E+3,2.172888E+3,-262.223750E+3,1.840028E+3,100.000000E+0
2.000000E+3,36.570300E+3,1.615865E+3,-203.431500E+3,1.533280E+3,100.000000E+0
2.500000E+3,24.567675E+3,789.291592E+0,-165.601750E+3,377.097053E+0,100.000000E+0
3.000000E+3,17.008075E+3,192.682944E+0,-139.216750E+3,133.239212E+0,100.000000E+0
4.000000E+3,9.847193E+3,313.651467E+0,-104.950000E+3,274.356520E+0,100.000000E+0
5.000000E+3,6.738227E+3,168.055530E+0,-84.604550E+3,237.350906E+0,100.000000E+0
6.000000E+3,4.604513E+3,178.729376E+0,-70.470625E+3,96.329834E+0,100.000000E+0
7.500000E+3,3.104477E+3,79.378122E+0,-56.651775E+3,76.785330E+0,100.000000E+0
10.000000E+3,1.902805E+3,25.156304E+0,-42.685950E+3,24.115607E+0,100.000000E+0
12.000000E+3,1.345112E+3,35.702694E+0,-35.542000E+3,57.949806E+0,100.000000E+0
15.000000E+3,925.216750E+0,5.738072E+0,-28.499950E+3,13.838623E+0,100.000000E+0
20.000000E+3,538.765750E+0,8.251585E+0,-21.429975E+3,19.988669E+0,100.000000E+0
25.000000E+3,390.404000E+0,7.998530E+0,-17.162000E+3,10.957189E+0,100.000000E+0
30.000000E+3,294.327500E+0,1.662253E+0,-14.316725E+3,5.163998E+0,100.000000E+0
40.000000E+3,192.060750E+0,2.572861E+0,-10.751000E+3,3.115285E+0,100.000000E+0
50.000000E+3,140.648250E+0,751.028420E-3,-8.612937E+3,2.133968E+0,100.000000E+0
60.000000E+3,110.267500E+0,891.135371E-3,-7.184970E+3,1.844600E+0,100.000000E+0
75.000000E+3,83.328950E+0,1.194413E+0,-5.754965E+3,1.473610E+0,100.000000E+0
100.000000E+3,59.513725E+0,363.125945E-3,-4.322888E+3,694.347711E-3,100.000000E+0
120.000000E+3,48.337300E+0,194.203025E-3,-3.605273E+3,416.975718E-3,100.000000E+0
150.000000E+3,37.850250E+0,215.719604E-3,-2.886912E+3,324.143101E-3,100.000000E+0
200.000000E+3,28.796500E+0,145.615298E-3,-2.167202E+3,116.270162E-3,100.000000E+0
