Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
20.000000E+0,1.019035E+6,588.501040E+3,82.713030E+3,84.323870E+3,100.000000E+0
25.000000E+0,1.392612E+6,27.068018E+3,-155.953500E+3,16.204040E+3,100.000000E+0
30.000000E+0,1.426848E+6,118.551821E+3,-157.756500E+3,180.417289E+3,100.000000E+0
40.000000E+0,1.473617E+6,329.252198E+3,-341.326250E+3,942.393320E+3,100.000000E+0
50.000000E+0,2.262618E+6,870.229129E+3,760.404750E+3,554.105603E+3,100.000000E+0
60.000000E+0,1.401505E+6,235.056912E+3,-682.424000E+3,250.586802E+3,100.000000E+0
75.000000E+0,1.493163E+6,404.527913E+3,-377.517500E+3,155.061341E+3,100.000000E+0
100.000000E+0,2.479868E+6,895.363780E+3,-463.851000E+3,716.612774E+3,100.000000E+0
120.000000E+0,1.061900E+6,15.007646E+3,-350.295750E+3,42.761544E+3,100.000000E+0
150.000000E+0,1.115192E+6,150.762968E+3,-385.020750E+3,100.705866E+3,100.000000E+0
200.000000E+0,983.312750E+3,55.168674E+3,-666.863750E+3,32.693090E+3,100.000000E+0
250.000000E+0,778.578750E+3,73.251269E+3,-514.927500E+3,32.776489E+3,100.000000E+0
300.000000E+0,665.226500E+3,30.601964E+3,-666.445250E+3,7.968857E+3,100.000000E+0
400.000000E+0,455.679250E+3,13.047853E+3,-650.870500E+3,16.054180E+3,100.000000E+0
500.000000E+0,362.390750E+3,21.834318E+3,-605.879000E+3,10.002361E+3,100.000000E+0
600.000000E+0,253.412500E+3,13.365552E+3,-533.462500E+3,14.163135E+3,100.000000E+0
750.000000E+0,197.409000E+3,2.888557E+3,-457.684000E+3,10.527582E+3,100.000000E+0
1.000000E+3,119.626000E+3,4.355923E+3,-370.952500E+3,3.501660E+3,100.000000E+0
1.200000E+3,91.415625E+3,2.923483E+3,-320.154500E+3,7.241151E+3,100.000000E+0
1.500000E+3,60.643150E+3,3.496886E+3,-262.233500E+3,3.741879E+3,100.000000E+0
2.000000E+3,35.279250E+3,1.606906E+3,-204.674750E+3,1.658023E+3,100.000000E+0
2.500000E+3,23.888175E+3,1.004155E+3,-165.138500E+3,1.122050E+3,100.000000E+0
3.000000E+3,17.659325E+3,231.576061E+0,-139.045750E+3,304.972437E+0,100.000000E+0
4.000000E+3,10.178775E+3,150.151097E+0,-105.038000E+3,308.964399E+0,100.000000E+0
5.000000E+3,6.546175E+3,125.646873E+0,-84.373550E+3,331.834360E+0,100.000000E+0
6.000000E+3,4.747850E+3,98.937503E+0,-70.595050E+3,115.380425E+0,100.000000E+0
7.500000E+3,3.169553E+3,67.977804E+0,-56.710550E+3,15.156599E+0,100.000000E+0
10.000000E+3,1.831602E+3,37.905931E+0,-42.613175E+3,43.514789E+0,100.000000E+0
12.000000E+3,1.302573E+3,49.760601E+0,-35.610225E+3,73.914592E+0,100.000000E+0
15.000000E+3,868.531750E+0,15.154412E+0,-28.498350E+3,13.544833E+0,100.000000E+0
20.000000E+3,554.246500E+0,7.093337E+0,-21.415700E+3,31.730348E+0,100.000000E+0
25.000000E+3,384.560000E+0,3.404680E+0,-17.154425E+3,6.121836E+0,100.000000E+0
30.000000E+3,289.311750E+0,3.963141E+0,-14.313700E+3,3.357827E+0,100.000000E+0
40.000000E+3,192.373000E+0,2.625493E+0,-10.750225E+3,5.610426E+0,100.000000E+0
50.000000E+3,141.566500E+0,3.520153E+0,-8.611823E+3,1.966550E+0,100.000000E+0
60.000000E+3,111.886750E+0,1.322284E+0,-7.185475E+3,1.918834E+0,100.000000E+0
75.000000E+3,82.857375E+0,561.548455E-3,-5.754892E+3,1.785222E+0,100.000000E+0
100.000000E+3,59.028825E+0,927.458369E-3,-4.322318E+3,745.700176E-3,100.000000E+0
120.000000E+3,48.057600E+0,494.755581E-3,-3.605108E+3,204.374045E-3,100.000000E+0
150.000000E+3,37.686775E+0,360.222170E-3,-2.887140E+3,366.333181E-3,100.000000E+0
200.000000E+3,28.910450E+0,63.873567E-3,-2.167382E+3,181.159464E-3,100.000000E+0
