Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
20.000000E+0,1.164068E+6,689.750223E+3,-123.861250E+3,208.509967E+3,100.000000E+0
25.000000E+0,1.431070E+6,25.663498E+3,-120.616525E+3,19.519472E+3,100.000000E+0
30.000000E+0,1.286345E+6,90.063675E+3,-212.486025E+3,116.785679E+3,100.000000E+0
40.000000E+0,948.196500E+3,47.760720E+3,169.625000E+3,243.707560E+3,100.000000E+0
50.000000E+0,1.142942E+6,281.577064E+3,-1.261206E+6,471.719926E+3,100.000000E+0
60.000000E+0,1.249002E+6,181.077623E+3,-442.660575E+3,434.052012E+3,100.000000E+0
75.000000E+0,1.091033E+6,137.241785E+3,-389.653250E+3,133.310984E+3,100.000000E+0
100.000000E+0,1.000396E+6,201.547386E+3,-407.055250E+3,138.817383E+3,100.000000E+0
120.000000E+0,880.218250E+3,43.433667E+3,-407.618000E+3,118.917816E+3,100.000000E+0
150.000000E+0,977.059000E+3,132.340649E+3,-395.375500E+3,89.015197E+3,100.000000E+0
200.000000E+0,912.413250E+3,28.629073E+3,-614.286250E+3,45.207301E+3,100.000000E+0
250.000000E+0,762.798500E+3,60.957553E+3,-765.025500E+3,85.801347E+3,100.000000E+0
300.000000E+0,695.745750E+3,20.996991E+3,-708.865750E+3,23.659607E+3,100.000000E+0
400.000000E+0,502.721250E+3,24.111940E+3,-638.227000E+3,18.261256E+3,100.000000E+0
500.000000E+0,358.427750E+3,15.707875E+3,-628.391250E+3,36.816831E+3,100.000000E+0
600.000000E+0,265.944750E+3,10.681422E+3,-534.109500E+3,11.091847E+3,100.000000E+0
750.000000E+0,188.396500E+3,7.107928E+3,-476.203750E+3,9.578194E+3,100.000000E+0
1.000000E+3,123.595500E+3,4.493909E+3,-372.123750E+3,2.330296E+3,100.000000E+0
1.200000E+3,90.581525E+3,2.736985E+3,-318.759000E+3,5.313946E+3,100.000000E+0
1.500000E+3,62.585975E+3,1.477063E+3,-265.475250E+3,2.680225E+3,100.000000E+0
2.000000E+3,36.800350E+3,904.521148E+0,-203.538500E+3,1.284966E+3,100.000000E+0
2.500000E+3,23.855950E+3,884.011116E+0,-165.911250E+3,523.906182E+0,100.000000E+0
3.000000E+3,16.916525E+3,357.958073E+0,-138.275750E+3,579.342461E+0,100.000000E+0
4.000000E+3,10.214595E+3,251.876150E+0,-105.079250E+3,342.049978E+0,100.000000E+0
5.000000E+3,6.893638E+3,187.610089E+0,-84.505950E+3,134.294462E+0,100.000000E+0
6.000000E+3,4.738642E+3,245.872173E+0,-70.742125E+3,131.746772E+0,100.000000E+0
7.500000E+3,3.218615E+3,141.651072E+0,-56.685475E+3,84.655578E+0,100.000000E+0
10.000000E+3,1.914975E+3,48.451946E+0,-42.694675E+3,20.870479E+0,100.000000E+0
12.000000E+3,1.364115E+3,30.565733E+0,-35.632125E+3,14.540697E+0,100.000000E+0
15.000000E+3,934.745000E+0,14.105811E+0,-28.552275E+3,20.818546E+0,100.000000E+0
20.000000E+3,564.725500E+0,25.092242E+0,-21.456575E+3,17.126350E+0,100.000000E+0
25.000000E+3,395.307500E+0,4.016878E+0,-17.191525E+3,3.058084E+0,100.000000E+0
30.000000E+3,305.281500E+0,2.577521E+0,-14.344450E+3,9.554449E+0,100.000000E+0
40.000000E+3,198.561500E+0,3.908270E+0,-10.773850E+3,3.268409E+0,100.000000E+0
50.000000E+3,145.690500E+0,5.573076E+0,-8.632060E+3,728.045314E-3,100.000000E+0
60.000000E+3,113.264000E+0,778.275979E-3,-7.200687E+3,1.813551E+0,100.000000E+0
75.000000E+3,83.959825E+0,1.835850E+0,-5.768847E+3,632.114508E-3,100.000000E+0
100.000000E+3,59.400625E+0,393.959074E-3,-4.332743E+3,230.691891E-3,100.000000E+0
120.000000E+3,48.070825E+0,78.380941E-3,-3.613412E+3,359.678679E-3,100.000000E+0
150.000000E+3,37.561625E+0,348.805364E-3,-2.893673E+3,233.706544E-3,100.000000E+0
200.000000E+3,28.075150E+0,166.384277E-3,-2.172055E+3,221.641604E-3,100.000000E+0
