Tiempo (min),Vdc (V),Freq (Hz),R_ch1 (Ohm),X_ch1 (Ohm),|Z|_ch1 (Ohm),Theta_ch1 (Deg),Vm_ch1 (V),Im_ch1 (A),R_ch2 (Ohm),X_ch2 (Ohm),|Z|_ch2 (Ohm),Theta_ch2 (Deg),Vm_ch2 (V),Im_ch2 (A),Status
1.6413,0.1,20000.0,2355.5,42817.9,42882.64148417166,86.85121617689096,0.249967,5.8291e-06,nan,nan,nan,nan,nan,nan,0
1.6555,0.1,25000.0,1528.73,34341.0,34375.009766004434,87.45109382022711,0.249967,7.27175e-06,nan,nan,nan,nan,nan,nan,0
1.6698,0.1,30000.0,963.333,28643.6,28659.79468574206,88.07377148424823,0.249969,8.72196e-06,nan,nan,nan,nan,nan,nan,0
1.6840,0.1,40000.0,433.983,21506.6,21510.978239129174,88.84398184337051,0.249974,1.16208e-05,nan,nan,nan,nan,nan,nan,0
1.6982,0.1,50000.0,178.137,17220.4,17221.32134741028,89.40732304505977,0.249981,1.45158e-05,nan,nan,nan,nan,nan,nan,0
1.7123,0.1,60000.0,57.9804,14368.6,14368.716981233369,89.76880042705545,0.249987,1.73979e-05,nan,nan,nan,nan,nan,nan,0
1.7264,0.1,75000.0,-10.4512,11532.0,11532.004735846298,90.05192590070283,0.249993,2.16782e-05,nan,nan,nan,nan,nan,nan,0
1.7406,0.1,100000.0,-81.3859,8670.11,8670.491974324112,90.53781689358559,0.25001,2.88346e-05,nan,nan,nan,nan,nan,nan,0
1.7547,0.1,120000.0,-104.485,7234.51,7235.264477220236,90.82744143465078,0.250026,3.45566e-05,nan,nan,nan,nan,nan,nan,0
1.7689,0.1,150000.0,-125.337,5788.58,5789.936768218544,91.24040078361551,0.250056,4.31881e-05,nan,nan,nan,nan,nan,nan,0
1.7831,0.1,200000.0,-98.1356,4102.29,4103.463639425523,91.37037690931032,0.250072,6.09416e-05,nan,nan,nan,nan,nan,nan,0
1.8759,0.2,20.0,399890.0,13149.5,400106.13773129,1.8833666254922796,0.249938,6.24679e-07,nan,nan,nan,nan,nan,nan,0
1.9381,0.2,25.0,517778.0,-5700.85,517809.3828569761,-0.6308136823891766,0.249952,4.8271e-07,nan,nan,nan,nan,nan,nan,0
1.9917,0.2,30.0,539428.0,-54307.8,542154.8711621432,-5.74897548015722,0.249954,4.61039e-07,nan,nan,nan,nan,nan,nan,0
2.0342,0.2,40.0,348306.0,-93640.1,360673.7278538735,-15.047842311885526,0.249933,6.92962e-07,nan,nan,nan,nan,nan,nan,0
2.0712,0.2,50.0,391728.0,103117.0,405072.76096153393,14.747760083158912,0.24994,6.17026e-07,nan,nan,nan,nan,nan,nan,0
2.1038,0.2,60.0,475774.0,-196283.0,514672.6291197153,-22.41884636899804,0.249955,4.85659e-07,nan,nan,nan,nan,nan,nan,0
2.1316,0.2,75.0,470866.0,-108179.0,483132.9899696356,-12.938874758549499,0.24995,5.17351e-07,nan,nan,nan,nan,nan,nan,0
2.1550,0.2,100.0,503666.0,-9857.88,503762.4612395155,-1.1212645159622696,0.24995,4.96167e-07,nan,nan,nan,nan,nan,nan,0
2.1752,0.2,120.0,479324.0,5705.94,479357.960951191,0.6820247655409725,0.249948,5.21423e-07,nan,nan,nan,nan,nan,nan,0
2.1960,0.2,150.0,538047.0,61978.8,541604.9721507734,6.57106282293334,0.249954,4.61507e-07,nan,nan,nan,nan,nan,nan,0
2.2155,0.2,200.0,461373.0,46209.5,463681.3162283445,5.719470409935782,0.249946,5.39048e-07,nan,nan,nan,nan,nan,nan,0
2.2341,0.2,250.0,451853.0,35997.1,453284.59583070985,4.554877803158533,0.249945,5.51409e-07,nan,nan,nan,nan,nan,nan,0
2.2524,0.2,300.0,459961.0,82963.8,467383.2620360297,10.224583067521259,0.249947,5.34781e-07,nan,nan,nan,nan,nan,nan,0
2.2699,0.2,400.0,443065.0,114571.0,457638.62191253045,14.49837577286115,0.249947,5.46168e-07,nan,nan,nan,nan,nan,nan,0
2.2861,0.2,500.0,427857.0,143128.0,451162.0959621941,18.496272635378773,0.249947,5.54008e-07,nan,nan,nan,nan,nan,nan,0
2.3020,0.2,600.0,419728.0,167940.0,452079.0169693789,21.807151961317878,0.249949,5.52887e-07,nan,nan,nan,nan,nan,nan,0
2.3177,0.2,750.0,400873.0,179874.0,439378.9002728738,24.166045654183538,0.249948,5.68866e-07,nan,nan,nan,nan,nan,nan,0
2.3327,0.2,1000.0,335070.0,229610.0,406192.8815230518,34.42127351226974,0.249949,6.15345e-07,nan,nan,nan,nan,nan,nan,0
2.3476,0.2,1200.0,295348.0,251197.0,387724.61091991566,40.381560958634694,0.249951,6.4466e-07,nan,nan,nan,nan,nan,nan,0
2.3623,0.2,1500.0,241679.0,257366.0,353052.39978932304,46.800444918926964,0.249952,7.07973e-07,nan,nan,nan,nan,nan,nan,0
2.3771,0.2,2000.0,172301.0,250852.0,304326.0759530803,55.51626114094841,0.249953,8.21334e-07,nan,nan,nan,nan,nan,nan,0
2.3917,0.2,2500.0,129754.0,236243.0,269530.80633760587,61.222668311517936,0.249955,9.2737e-07,nan,nan,nan,nan,nan,nan,0
2.4062,0.2,3000.0,97502.6,216016.0,237001.41194254518,65.70713088097276,0.249957,1.05466e-06,nan,nan,nan,nan,nan,nan,0
2.4208,0.2,4000.0,57693.1,180051.0,189068.39077066796,72.23316773890886,0.24996,1.32206e-06,nan,nan,nan,nan,nan,nan,0
2.4353,0.2,5000.0,37977.5,152821.0,157469.1987254968,76.04415005745889,0.249962,1.58737e-06,nan,nan,nan,nan,nan,nan,0
2.4498,0.2,6000.0,25474.6,131146.0,133597.26255114662,79.00740943113053,0.249964,1.87103e-06,nan,nan,nan,nan,nan,nan,0
2.4644,0.2,7500.0,15719.0,108424.0,109557.52250302122,81.7508963244387,0.249967,2.2816e-06,nan,nan,nan,nan,nan,nan,0
2.4786,0.2,10000.0,8440.51,83214.0,83640.97085197002,84.20821897330916,0.24997,2.9886e-06,nan,nan,nan,nan,nan,nan,0
2.4928,0.2,12000.0,5323.42,69888.2,70090.65058719601,85.64416223899173,0.249973,3.56642e-06,nan,nan,nan,nan,nan,nan,0
2.5070,0.2,15000.0,3927.77,56782.5,56918.18411916266,86.04302839399226,0.249969,4.39173e-06,nan,nan,nan,nan,nan,nan,0
2.5213,0.2,20000.0,2147.42,42896.0,42949.71744559445,87.1341040023825,0.24997,5.82007e-06,nan,nan,nan,nan,nan,nan,0
2.5356,0.2,25000.0,1423.88,34419.2,34448.6394926476,87.6310947684527,0.249969,7.25628e-06,nan,nan,nan,nan,nan,nan,0
2.5498,0.2,30000.0,945.369,28693.2,28708.769544969375,88.1129303484413,0.24997,8.70709e-06,nan,nan,nan,nan,nan,nan,0
2.5639,0.2,40000.0,414.805,21508.4,21512.399534873486,88.89514655176966,0.249975,1.16201e-05,nan,nan,nan,nan,nan,nan,0
2.5781,0.2,50000.0,119.22,17242.1,17242.51216668847,89.60383630899648,0.249986,1.44982e-05,nan,nan,nan,nan,nan,nan,0
2.5923,0.2,60000.0,22.6133,14368.2,14368.217794888025,89.90982547701873,0.249991,1.73988e-05,nan,nan,nan,nan,nan,nan,0
2.6064,0.2,75000.0,-0.31398,11537.8,11537.800004272194,90.00155919922751,0.249991,2.16671e-05,nan,nan,nan,nan,nan,nan,0
2.6206,0.2,100000.0,-91.1464,8680.05,8680.528536254746,90.60162235310766,0.250014,2.88017e-05,nan,nan,nan,nan,nan,nan,0
2.6347,0.2,120000.0,-112.14,7238.17,7239.038632891801,90.88760483862833,0.25003,3.45391e-05,nan,nan,nan,nan,nan,nan,0
2.6489,0.2,150000.0,-120.456,5788.74,5789.99312914411,91.19207712556114,0.250053,4.3187e-05,nan,nan,nan,nan,nan,nan,0
2.6630,0.2,200000.0,-97.1085,4104.19,4105.338672615482,91.35541221644147,0.25007,6.09133e-05,nan,nan,nan,nan,nan,nan,0
2.7558,0.3,20.0,399243.0,-32029.1,400525.6999192561,-4.586706405213516,0.249938,6.24024e-07,nan,nan,nan,nan,nan,nan,0
2.8180,0.3,25.0,521330.0,-7316.18,521381.33394838026,-0.8040180320236581,0.249952,4.79403e-07,nan,nan,nan,nan,nan,nan,0
2.8717,0.3,30.0,558581.0,49888.6,560804.4275600541,5.103721852339397,0.249956,4.45709e-07,nan,nan,nan,nan,nan,nan,0
2.9141,0.3,40.0,363990.0,-334533.0,494369.3439008936,-42.58524433701031,0.249963,5.05619e-07,nan,nan,nan,nan,nan,nan,0
2.9512,0.3,50.0,384534.0,-173587.0,421899.09187505965,-24.295450307329293,0.249946,5.92431e-07,nan,nan,nan,nan,nan,nan,0
2.9838,0.3,60.0,440373.0,-91309.0,449739.60533846694,-11.713989028724255,0.249946,5.55756e-07,nan,nan,nan,nan,nan,nan,0
3.0118,0.3,75.0,583042.0,55324.6,585660.9813955169,5.420541397446682,0.249958,4.26795e-07,nan,nan,nan,nan,nan,nan,0
3.0353,0.3,100.0,485794.0,-10815.9,485914.3897116137,-1.2754440268686422,0.249949,5.14388e-07,nan,nan,nan,nan,nan,nan,0
3.0554,0.3,120.0,482799.0,10541.5,482914.0685704342,1.250805217603589,0.249948,5.17584e-07,nan,nan,nan,nan,nan,nan,0
3.0762,0.3,150.0,436899.0,50498.8,439807.75914306013,6.593252622836807,0.249944,5.68302e-07,nan,nan,nan,nan,nan,nan,0
3.0956,0.3,200.0,468293.0,48850.2,470834.0215925778,5.955296678046376,0.249947,5.3086e-07,nan,nan,nan,nan,nan,nan,0
3.1143,0.3,250.0,507642.0,76484.8,513371.5270591465,8.568126559019912,0.249952,4.86883e-07,nan,nan,nan,nan,nan,nan,0
3.1324,0.3,300.0,465626.0,86589.3,473608.7823831923,10.534569836006163,0.249948,5.27753e-07,nan,nan,nan,nan,nan,nan,0
3.1499,0.3,400.0,453117.0,111961.0,466744.3424509825,13.87925150340589,0.249948,5.35513e-07,nan,nan,nan,nan,nan,nan,0
3.1662,0.3,500.0,432327.0,146943.0,456616.77605843614,18.77230943743991,0.249948,5.47391e-07,nan,nan,nan,nan,nan,nan,0
3.1822,0.3,600.0,417633.0,165556.0,449250.6113796619,21.624118983231334,0.249948,5.56367e-07,nan,nan,nan,nan,nan,nan,0
3.1978,0.3,750.0,389215.0,173948.0,426317.04508382024,24.080826816838506,0.249946,5.86292e-07,nan,nan,nan,nan,nan,nan,0
3.2129,0.3,1000.0,336115.0,232552.0,408722.06440196006,34.6786717577713,0.24995,6.11539e-07,nan,nan,nan,nan,nan,nan,0
3.2278,0.3,1200.0,298081.0,244997.0,385844.2853924365,39.41727009646594,0.24995,6.47801e-07,nan,nan,nan,nan,nan,nan,0
3.2426,0.3,1500.0,241807.0,259118.0,354418.9091640004,46.979243760369265,0.249952,7.05244e-07,nan,nan,nan,nan,nan,nan,0
3.2573,0.3,2000.0,174356.0,248641.0,303681.3488131927,54.960481947408475,0.249953,8.23076e-07,nan,nan,nan,nan,nan,nan,0
3.2718,0.3,2500.0,127882.0,234830.0,267392.8473688105,61.42849655077954,0.249955,9.34788e-07,nan,nan,nan,nan,nan,nan,0
3.2865,0.3,3000.0,98418.8,215049.0,236500.1746182019,65.40844084334039,0.249956,1.05689e-06,nan,nan,nan,nan,nan,nan,0
3.3010,0.3,4000.0,56921.4,181188.0,189918.7645335763,72.55954624375158,0.249961,1.31614e-06,nan,nan,nan,nan,nan,nan,0
3.3155,0.3,5000.0,36601.9,152747.0,157071.14659481542,76.52461960756159,0.249963,1.5914e-06,nan,nan,nan,nan,nan,nan,0
3.3300,0.3,6000.0,25736.7,131382.0,133879.07846594253,78.91655636081698,0.249964,1.86709e-06,nan,nan,nan,nan,nan,nan,0
3.3445,0.3,7500.0,15374.2,108088.0,109175.92119895302,81.90467632435876,0.249968,2.28959e-06,nan,nan,nan,nan,nan,nan,0
3.3587,0.3,10000.0,8791.62,83426.0,83887.96134264082,83.98424514950538,0.249969,2.97979e-06,nan,nan,nan,nan,nan,nan,0
3.3729,0.3,12000.0,6547.54,70277.1,70581.44986086359,84.67726214419262,0.249967,3.54154e-06,nan,nan,nan,nan,nan,nan,0
3.3872,0.3,15000.0,3727.39,56585.6,56708.231885433524,86.23127390779925,0.249971,4.40801e-06,nan,nan,nan,nan,nan,nan,0
3.4014,0.3,20000.0,1929.5,42818.2,42861.65210873234,87.41984793697932,0.249973,5.83209e-06,nan,nan,nan,nan,nan,nan,0
3.4157,0.3,25000.0,1381.0,34459.2,34486.861638020935,87.70502069941071,0.24997,7.24826e-06,nan,nan,nan,nan,nan,nan,0
3.4299,0.3,30000.0,885.705,28692.6,28706.267052806168,88.2319117491735,0.249972,8.70791e-06,nan,nan,nan,nan,nan,nan,0
3.4440,0.3,40000.0,425.834,21516.7,21520.913398031134,88.86621525281863,0.249974,1.16154e-05,nan,nan,nan,nan,nan,nan,0
3.4582,0.3,50000.0,161.792,17257.3,17258.058405894448,89.46285182646469,0.249982,1.44849e-05,nan,nan,nan,nan,nan,nan,0
3.4724,0.3,60000.0,62.4641,14407.6,14407.735405808535,89.75159590233498,0.249986,1.73509e-05,nan,nan,nan,nan,nan,nan,0
3.4865,0.3,75000.0,0.848099,11558.4,11558.400031114683,89.99579591524588,0.24999,2.16284e-05,nan,nan,nan,nan,nan,nan,0
3.5008,0.3,100000.0,-77.3759,8690.08,8690.424468131623,90.51014436620414,0.250009,2.87683e-05,nan,nan,nan,nan,nan,nan,0
3.5149,0.3,120000.0,-103.61,7243.92,7244.660930540504,90.81944733620635,0.250026,3.45117e-05,nan,nan,nan,nan,nan,nan,0
3.5291,0.3,150000.0,-125.125,5795.36,5796.710601300102,91.23685513148308,0.250056,4.31375e-05,nan,nan,nan,nan,nan,nan,0
3.5432,0.3,200000.0,-97.492,4109.66,4110.816221343884,91.3589524793299,0.25007,6.08323e-05,nan,nan,nan,nan,nan,nan,0
3.6361,0.4,20.0,392544.0,-43012.8,394893.52096462663,-6.253207679411124,0.249937,6.32923e-07,nan,nan,nan,nan,nan,nan,0
3.6983,0.4,25.0,516024.0,-9743.21,516115.9740960399,-1.081690943197459,0.249952,4.84294e-07,nan,nan,nan,nan,nan,nan,0
3.7519,0.4,30.0,557190.0,11469.3,557308.030574197,1.1792201856950038,0.249955,4.48504e-07,nan,nan,nan,nan,nan,nan,0
3.7943,0.4,40.0,340842.0,-97847.4,354608.7740746977,-16.01747753318319,0.249932,7.0481e-07,nan,nan,nan,nan,nan,nan,0
3.8313,0.4,50.0,366449.0,100980.0,380107.65580424713,15.406267622439795,0.249937,6.57541e-07,nan,nan,nan,nan,nan,nan,0
3.8639,0.4,60.0,462842.0,-189284.0,500051.14700398396,-22.242612511869716,0.249954,4.99856e-07,nan,nan,nan,nan,nan,nan,0
3.8919,0.4,75.0,653928.0,67290.8,657381.0774190569,5.8751975799945155,0.249962,3.80239e-07,nan,nan,nan,nan,nan,nan,0
3.9153,0.4,100.0,495957.0,10206.3,496062.00661680393,1.178923546150235,0.24995,5.03867e-07,nan,nan,nan,nan,nan,nan,0
3.9354,0.4,120.0,486964.0,11889.3,487109.1179094167,1.3986072975906376,0.249949,5.13127e-07,nan,nan,nan,nan,nan,nan,0
3.9561,0.4,150.0,516372.0,75163.7,521813.7830507067,8.281873943891112,0.249953,4.79007e-07,nan,nan,nan,nan,nan,nan,0
3.9755,0.4,200.0,476326.0,41788.2,478155.53111434355,5.013736564316017,0.249948,5.22733e-07,nan,nan,nan,nan,nan,nan,0
3.9942,0.4,250.0,457476.0,85378.3,465374.84320372326,10.571439333980058,0.249947,5.37088e-07,nan,nan,nan,nan,nan,nan,0
4.0123,0.4,300.0,459030.0,94188.9,468593.7363892202,11.595636987079304,0.249948,5.334e-07,nan,nan,nan,nan,nan,nan,0
4.0298,0.4,400.0,451662.0,117139.0,466604.8730617802,14.539381298813538,0.249948,5.35674e-07,nan,nan,nan,nan,nan,nan,0
4.0460,0.4,500.0,434153.0,150223.0,459408.0725651216,19.08633455248385,0.249949,5.44067e-07,nan,nan,nan,nan,nan,nan,0
4.0619,0.4,600.0,422010.0,167694.0,454107.60589974705,21.671375099738242,0.249949,5.50417e-07,nan,nan,nan,nan,nan,nan,0
4.0776,0.4,750.0,390605.0,194959.0,436556.15641747625,26.524728042429317,0.249949,5.72547e-07,nan,nan,nan,nan,nan,nan,0
4.0926,0.4,1000.0,335157.0,236090.0,409961.83084404335,35.16148432063485,0.24995,6.09692e-07,nan,nan,nan,nan,nan,nan,0
4.1074,0.4,1200.0,298244.0,246191.0,386729.2231225874,39.538596554995785,0.24995,6.46318e-07,nan,nan,nan,nan,nan,nan,0
4.1221,0.4,1500.0,244606.0,256314.0,354300.6658644604,46.33893011086379,0.249951,7.05478e-07,nan,nan,nan,nan,nan,nan,0
4.1368,0.4,2000.0,174492.0,251626.0,306207.61247885396,55.26032643554774,0.249953,8.16288e-07,nan,nan,nan,nan,nan,nan,0
4.1514,0.4,2500.0,127132.0,231979.0,264531.2871193122,61.275832623470166,0.249955,9.44894e-07,nan,nan,nan,nan,nan,nan,0
4.1660,0.4,3000.0,93637.4,215142.0,234635.9794293279,66.47962262459565,0.249957,1.0653e-06,nan,nan,nan,nan,nan,nan,0
