Tiempo (s)	Setpoint (K)	Temperatura (K)	dT/dt (K/min)	Potencia_LS (%)	Rrem1 (Ohm)	std Rrem1 (Ohm)	Rrem2 (Ohm)		std Rrem2 (Ohm)	V4W (V)	
320.982359E+0	291.856049E+0	298.470000E+0	0.000000E+0	1.000000E+0	688.482151E+3	688.482151E+3	129.415979E+3	129.415979E+3	999.442000E-3	
326.402669E+0	291.674705E+0	298.470000E+0	0.000000E+0	1.000000E+0	1.911366E+6	1.911366E+6	351.946034E+3	351.946034E+3	1.015088E+0	
331.840981E+0	291.494028E+0	298.470000E+0	-202.977866E-3	1.000000E+0	1.432244E+6	1.432244E+6	275.909602E+3	275.909602E+3	1.005765E+0	
337.257290E+0	291.312751E+0	298.470000E+0	-404.819703E-3	1.000000E+0	1.041662E+6	1.041662E+6	192.583336E+3	192.583336E+3	1.006527E+0	
342.765605E+0	291.132207E+0	298.470000E+0	-404.819703E-3	1.000000E+0	1.428852E+6	1.428852E+6	265.113984E+3	265.113984E+3	999.082000E-3	
348.192915E+0	290.948597E+0	298.470000E+0	-201.841836E-3	1.000000E+0	621.540568E+3	621.540568E+3	114.522300E+3	114.522300E+3	994.179000E-3	
353.619226E+0	290.767687E+0	298.470000E+0	0.000000E+0	1.000000E+0	2.150182E+6	2.150182E+6	413.177784E+3	413.177784E+3	995.728000E-3	
359.029535E+0	290.586809E+0	298.470000E+0	0.000000E+0	1.000000E+0	-456.185845E+6	-456.185845E+6	-83.241781E+6	-83.241781E+6	999.047000E-3	
364.484848E+0	290.406466E+0	298.470000E+0	0.000000E+0	1.000000E+0	597.745674E+3	597.745674E+3	113.747192E+3	113.747192E+3	968.611000E-3	
369.931159E+0	290.224622E+0	298.350000E+0	0.000000E+0	1.000000E+0	6.252239E+6	6.252239E+6	1.219416E+6	1.219416E+6	1.004047E+0	
375.349469E+0	290.043078E+0	298.350000E+0	0.000000E+0	1.000000E+0	865.385349E+3	865.385349E+3	159.420114E+3	159.420114E+3	998.672000E-3	
380.765779E+0	289.862468E+0	298.350000E+0	-221.757774E-3	1.000000E+0	838.727172E+3	838.727172E+3	156.515067E+3	156.515067E+3	997.515000E-3	
386.211090E+0	289.681924E+0	298.350000E+0	-443.167748E-3	1.000000E+0	4.554746E+6	4.554746E+6	826.727651E+3	826.727651E+3	1.005779E+0	
391.625400E+0	289.500414E+0	298.350000E+0	-443.167748E-3	1.000000E+0	2.534022E+6	2.534022E+6	465.728766E+3	465.728766E+3	1.014977E+0	
397.039710E+0	289.319937E+0	298.350000E+0	-221.409973E-3	1.000000E+0	1.229826E+6	1.229826E+6	239.084307E+3	239.084307E+3	995.741000E-3	
402.471020E+0	289.139460E+0	298.350000E+0	0.000000E+0	1.000000E+0	775.449295E+3	775.449295E+3	143.505953E+3	143.505953E+3	986.798000E-3	
407.885330E+0	288.958416E+0	298.350000E+0	0.000000E+0	1.000000E+0	777.915437E+3	777.915437E+3	148.742720E+3	148.742720E+3	996.463000E-3	
413.298639E+0	288.777939E+0	298.350000E+0	0.000000E+0	1.000000E+0	633.559173E+3	633.559173E+3	117.101829E+3	117.101829E+3	978.133000E-3	
418.706949E+0	288.597496E+0	298.240000E+0	0.000000E+0	1.000000E+0	826.171569E+3	826.171569E+3	157.919091E+3	157.919091E+3	981.087000E-3	
424.117258E+0	288.417219E+0	298.240000E+0	0.000000E+0	1.000000E+0	846.439899E+3	846.439899E+3	162.933988E+3	162.933988E+3	998.105000E-3	
429.529568E+0	288.236875E+0	298.240000E+0	-201.177335E-3	1.000000E+0	643.458859E+3	643.458859E+3	121.511969E+3	121.511969E+3	966.102000E-3	
434.955878E+0	288.056465E+0	298.240000E+0	-403.874665E-3	1.000000E+0	6.090463E+6	6.090463E+6	1.178117E+6	1.178117E+6	993.050000E-3	
440.366188E+0	287.875588E+0	298.240000E+0	-403.874665E-3	1.000000E+0	1.079789E+6	1.079789E+6	194.153999E+3	194.153999E+3	999.442000E-3	
445.775497E+0	287.695244E+0	298.240000E+0	-202.697330E-3	1.000000E+0	923.808413E+3	923.808413E+3	169.243074E+3	169.243074E+3	990.415000E-3	
451.239810E+0	287.514934E+0	298.240000E+0	0.000000E+0	1.000000E+0	2.176993E+6	2.176993E+6	395.742384E+3	395.742384E+3	1.008318E+0	
456.676120E+0	287.332790E+0	298.240000E+0	0.000000E+0	1.000000E+0	1.181027E+6	1.181027E+6	220.628701E+3	220.628701E+3	999.184000E-3	
462.132432E+0	287.151580E+0	298.240000E+0	0.000000E+0	1.000000E+0	866.281384E+3	866.281384E+3	167.789201E+3	167.789201E+3	996.804000E-3	
467.544742E+0	286.969703E+0	298.100000E+0	0.000000E+0	1.000000E+0	829.041822E+3	829.041822E+3	153.982859E+3	153.982859E+3	998.299000E-3	
472.963052E+0	286.789292E+0	298.100000E+0	0.000000E+0	1.000000E+0	5.042758E+6	5.042758E+6	937.634409E+3	937.634409E+3	998.920000E-3	
478.372362E+0	286.608682E+0	298.100000E+0	-258.574050E-3	1.000000E+0	692.194469E+3	692.194469E+3	133.116802E+3	133.116802E+3	997.916000E-3	
483.811673E+0	286.428372E+0	298.100000E+0	-516.742771E-3	1.000000E+0	7.650787E+6	7.650787E+6	1.425213E+6	1.425213E+6	996.668000E-3	
489.219982E+0	286.247061E+0	298.100000E+0	-516.742771E-3	1.000000E+0	857.828309E+3	857.828309E+3	156.049186E+3	156.049186E+3	1.003865E+0	
494.648293E+0	286.066784E+0	298.100000E+0	-258.168720E-3	1.000000E+0	1.107632E+6	1.107632E+6	214.295342E+3	214.295342E+3	994.288000E-3	
500.057602E+0	285.885841E+0	298.100000E+0	0.000000E+0	1.000000E+0	683.153162E+3	683.153162E+3	127.271686E+3	127.271686E+3	984.574000E-3	
505.471911E+0	285.705530E+0	298.100000E+0	0.000000E+0	1.000000E+0	1.101752E+6	1.101752E+6	198.094005E+3	198.094005E+3	995.973000E-3	
510.883221E+0	285.525053E+0	298.100000E+0	0.000000E+0	1.000000E+0	1.770108E+6	1.770108E+6	331.978962E+3	331.978962E+3	997.863000E-3	
516.296531E+0	285.344676E+0	297.990000E+0	0.000000E+0	1.000000E+0	2.135286E+6	2.135286E+6	416.883426E+3	416.883426E+3	986.737000E-3	
521.713840E+0	285.164233E+0	297.990000E+0	0.000000E+0	1.000000E+0	1.185017E+6	1.185017E+6	225.897179E+3	225.897179E+3	1.006139E+0	
527.151152E+0	284.983656E+0	297.990000E+0	-203.334337E-3	1.000000E+0	825.180023E+3	825.180023E+3	155.816530E+3	155.816530E+3	998.113000E-3	
532.574461E+0	284.802412E+0	297.990000E+0	-405.658826E-3	1.000000E+0	678.297610E+3	678.297610E+3	128.868190E+3	128.868190E+3	1.000957E+0	
538.002772E+0	284.621635E+0	297.990000E+0	-405.658826E-3	1.000000E+0	1.029194E+6	1.029194E+6	195.277101E+3	195.277101E+3	997.618000E-3	
543.414082E+0	284.440691E+0	297.990000E+0	-202.324489E-3	1.000000E+0	793.778598E+3	793.778598E+3	144.130333E+3	144.130333E+3	997.486000E-3	
548.824391E+0	284.260314E+0	297.990000E+0	0.000000E+0	1.000000E+0	3.505205E+6	3.505205E+6	680.837128E+3	680.837128E+3	1.000736E+0	
554.246701E+0	284.079971E+0	297.990000E+0	0.000000E+0	1.000000E+0	777.284170E+3	777.284170E+3	150.695987E+3	150.695987E+3	997.310000E-3	
559.654010E+0	283.899227E+0	297.990000E+0	0.000000E+0	1.000000E+0	2.537941E+6	2.537941E+6	455.278174E+3	455.278174E+3	1.014085E+0	
565.092321E+0	283.718983E+0	297.870000E+0	0.000000E+0	1.000000E+0	2.744205E+6	2.744205E+6	502.108284E+3	502.108284E+3	994.445000E-3	
570.565635E+0	283.537706E+0	297.870000E+0	0.000000E+0	1.000000E+0	1.833147E+6	1.833147E+6	351.605235E+3	351.605235E+3	998.662000E-3	
576.002945E+0	283.355263E+0	297.870000E+0	-221.471274E-3	1.000000E+0	1.660371E+6	1.660371E+6	297.948580E+3	297.948580E+3	1.017791E+0	
581.413255E+0	283.174019E+0	297.870000E+0	-442.922103E-3	1.000000E+0	1.771070E+6	1.771070E+6	339.084741E+3	339.084741E+3	1.012804E+0	
586.822565E+0	282.993675E+0	297.870000E+0	-442.922103E-3	1.000000E+0	2.216252E+6	2.216252E+6	401.146024E+3	401.146024E+3	1.003674E+0	
592.268876E+0	282.813365E+0	297.870000E+0	-221.450830E-3	1.000000E+0	2.263098E+6	2.263098E+6	407.855250E+3	407.855250E+3	1.007486E+0	
597.738189E+0	282.631821E+0	297.760000E+0	0.000000E+0	1.000000E+0	984.086499E+3	984.086499E+3	190.053812E+3	190.053812E+3	983.870000E-3	
603.242504E+0	282.449511E+0	297.760000E+0	0.000000E+0	1.000000E+0	3.290888E+6	3.290888E+6	605.565420E+3	605.565420E+3	1.000792E+0	
608.716817E+0	282.266034E+0	297.760000E+0	-202.678658E-3	1.000000E+0	2.338887E+6	2.338887E+6	451.587840E+3	451.587840E+3	999.430000E-3	
614.218132E+0	282.083556E+0	297.760000E+0	-405.245344E-3	1.000000E+0	731.071060E+3	731.071060E+3	139.638279E+3	139.638279E+3	984.877000E-3	
619.708446E+0	281.900179E+0	297.760000E+0	-405.245344E-3	1.000000E+0	3.040192E+6	3.040192E+6	557.418634E+3	557.418634E+3	992.957000E-3	
625.216761E+0	281.717169E+0	297.760000E+0	-202.566686E-3	1.000000E+0	1.835323E+6	1.835323E+6	357.739450E+3	357.739450E+3	1.000251E+0	
630.698074E+0	281.533558E+0	297.760000E+0	0.000000E+0	1.000000E+0	797.823467E+3	797.823467E+3	152.670184E+3	152.670184E+3	999.601000E-3	
636.182388E+0	281.350848E+0	297.760000E+0	0.000000E+0	1.000000E+0	818.991225E+3	818.991225E+3	157.898166E+3	157.898166E+3	993.076000E-3	
641.665701E+0	281.168037E+0	297.760000E+0	0.000000E+0	1.000000E+0	1.075129E+6	1.075129E+6	195.438036E+3	195.438036E+3	1.003493E+0	
647.178017E+0	280.985260E+0	297.640000E+0	0.000000E+0	1.000000E+0	2.364081E+6	2.364081E+6	449.293315E+3	449.293315E+3	1.015302E+0	
652.666330E+0	280.801516E+0	297.640000E+0	0.000000E+0	1.000000E+0	1.363297E+6	1.363297E+6	249.063825E+3	249.063825E+3	1.009903E+0	
658.185646E+0	280.618573E+0	297.640000E+0	-219.969086E-3	1.000000E+0	804.576096E+3	804.576096E+3	150.547519E+3	150.547519E+3	997.787000E-3	
663.658959E+0	280.434595E+0	297.640000E+0	-441.215765E-3	1.000000E+0	1.050439E+6	1.050439E+6	199.367685E+3	199.367685E+3	1.003400E+0	
669.143273E+0	280.252152E+0	297.640000E+0	-441.215765E-3	1.000000E+0	1.406459E+6	1.406459E+6	267.935989E+3	267.935989E+3	1.001483E+0	
674.617586E+0	280.069341E+0	297.640000E+0	-221.246678E-3	1.000000E+0	686.700727E+3	686.700727E+3	127.649306E+3	127.649306E+3	995.977000E-3	
680.101900E+0	279.886864E+0	297.640000E+0	0.000000E+0	1.000000E+0	1.247409E+6	1.247409E+6	235.900029E+3	235.900029E+3	999.212000E-3	
685.587214E+0	279.704054E+0	297.640000E+0	0.000000E+0	1.000000E+0	3.078974E+6	3.078974E+6	579.054075E+3	579.054075E+3	1.003838E+0	
691.075527E+0	279.521210E+0	297.530000E+0	0.000000E+0	1.000000E+0	1.180108E+6	1.180108E+6	211.000153E+3	211.000153E+3	1.000932E+0	
696.551841E+0	279.338266E+0	297.530000E+0	0.000000E+0	1.000000E+0	3.384410E+6	3.384410E+6	621.415351E+3	621.415351E+3	1.005745E+0	
702.036154E+0	279.155722E+0	297.530000E+0	-200.152322E-3	1.000000E+0	965.160948E+3	965.160948E+3	176.975049E+3	176.975049E+3	999.955000E-3	
707.531468E+0	278.972912E+0	297.530000E+0	-400.177251E-3	1.000000E+0	731.059989E+3	731.059989E+3	145.046522E+3	145.046522E+3	969.561000E-3	
713.028783E+0	278.789735E+0	297.530000E+0	-400.177251E-3	1.000000E+0	1.584695E+6	1.584695E+6	304.340164E+3	304.340164E+3	993.683000E-3	
718.514097E+0	278.606491E+0	297.410000E+0	-200.024929E-3	1.000000E+0	978.980992E+3	978.980992E+3	185.267234E+3	185.267234E+3	996.074000E-3	
724.002411E+0	278.423647E+0	297.410000E+0	0.000000E+0	1.000000E+0	2.232216E+6	2.232216E+6	408.771483E+3	408.771483E+3	1.007890E+0	
729.512726E+0	278.240703E+0	297.410000E+0	-218.268553E-3	1.000000E+0	1.007724E+6	1.007724E+6	185.595188E+3	185.595188E+3	1.011130E+0	
734.998040E+0	278.057026E+0	297.410000E+0	-436.437897E-3	1.000000E+0	948.730663E+3	948.730663E+3	172.209328E+3	172.209328E+3	989.213000E-3	
740.476353E+0	277.874182E+0	297.410000E+0	-436.437897E-3	1.000000E+0	717.947135E+3	717.947135E+3	131.032679E+3	131.032679E+3	988.405000E-3	
745.992669E+0	277.691572E+0	297.410000E+0	-218.169344E-3	1.000000E+0	1.393537E+6	1.393537E+6	257.740768E+3	257.740768E+3	989.871000E-3	
751.506984E+0	277.507695E+0	297.300000E+0	0.000000E+0	1.000000E+0	1.263306E+6	1.263306E+6	241.776988E+3	241.776988E+3	995.296000E-3	
757.007298E+0	277.323884E+0	297.300000E+0	0.000000E+0	1.000000E+0	1.953287E+6	1.953287E+6	369.227641E+3	369.227641E+3	1.008814E+0	
762.481612E+0	277.140540E+0	297.300000E+0	-200.755081E-3	1.000000E+0	1.214791E+6	1.214791E+6	226.035492E+3	226.035492E+3	1.000113E+0	
767.982926E+0	276.958063E+0	297.300000E+0	-401.308839E-3	1.000000E+0	1.234859E+6	1.234859E+6	237.336512E+3	237.336512E+3	999.853000E-3	
773.483241E+0	276.774686E+0	297.300000E+0	-401.308839E-3	1.000000E+0	1.210515E+6	1.210515E+6	233.173414E+3	233.173414E+3	1.000442E+0	
778.965554E+0	276.591342E+0	297.300000E+0	-200.553758E-3	1.000000E+0	1.194407E+6	1.194407E+6	218.717692E+3	218.717692E+3	1.000471E+0	
784.448868E+0	276.408599E+0	297.300000E+0	0.000000E+0	1.000000E+0	1.199607E+6	1.199607E+6	215.621026E+3	215.621026E+3	1.000016E+0	
789.919181E+0	276.225821E+0	297.180000E+0	0.000000E+0	1.000000E+0	1.226164E+6	1.226164E+6	235.699133E+3	235.699133E+3	999.949000E-3	
795.398494E+0	276.043478E+0	297.180000E+0	0.000000E+0	1.000000E+0	1.205498E+6	1.205498E+6	230.669270E+3	230.669270E+3	1.000033E+0	
800.900809E+0	275.860834E+0	297.180000E+0	-218.526925E-3	1.000000E+0	1.197540E+6	1.197540E+6	221.437469E+3	221.437469E+3	999.874000E-3	
806.409124E+0	275.677423E+0	297.180000E+0	-437.233080E-3	1.000000E+0	1.210566E+6	1.210566E+6	216.549253E+3	216.549253E+3	1.000097E+0	
811.914439E+0	275.493813E+0	297.180000E+0	-437.233080E-3	1.000000E+0	1.239545E+6	1.239545E+6	224.025362E+3	224.025362E+3	999.953000E-3	
817.430755E+0	275.310302E+0	297.180000E+0	-218.706155E-3	1.000000E+0	1.199729E+6	1.199729E+6	216.667467E+3	216.667467E+3	999.914000E-3	
822.939070E+0	275.126425E+0	297.180000E+0	0.000000E+0	1.000000E+0	1.216079E+6	1.216079E+6	217.231882E+3	217.231882E+3	1.000103E+0	
828.418383E+0	274.942815E+0	297.180000E+0	0.000000E+0	1.000000E+0	1.194380E+6	1.194380E+6	216.080066E+3	216.080066E+3	1.000066E+0	
833.905697E+0	274.760171E+0	297.070000E+0	0.000000E+0	1.000000E+0	1.229771E+6	1.229771E+6	231.843840E+3	231.843840E+3	999.976000E-3	
839.394011E+0	274.577260E+0	297.070000E+0	0.000000E+0	1.000000E+0	1.196390E+6	1.196390E+6	222.487557E+3	222.487557E+3	999.991000E-3	
844.943328E+0	274.394317E+0	296.950000E+0	-200.462376E-3	1.000000E+0	1.213799E+6	1.213799E+6	219.228016E+3	219.228016E+3	1.000304E+0	
850.423642E+0	274.209339E+0	296.950000E+0	-400.906489E-3	1.000000E+0	1.251158E+6	1.251158E+6	239.037487E+3	239.037487E+3	999.613000E-3	
855.893954E+0	274.026662E+0	296.950000E+0	-619.056004E-3	1.000000E+0	1.206231E+6	1.206231E+6	220.257165E+3	220.257165E+3	1.000014E+0	
861.375268E+0	273.844319E+0	296.950000E+0	-637.120562E-3	1.000000E+0	1.218872E+6	1.218872E+6	219.990978E+3	219.990978E+3	999.743000E-3	
866.857582E+0	273.661608E+0	296.950000E+0	-436.676449E-3	1.000000E+0	1.233879E+6	1.233879E+6	226.046641E+3	226.046641E+3	999.997000E-3	
872.327894E+0	273.478864E+0	296.840000E+0	-218.526934E-3	1.000000E+0	1.217753E+6	1.217753E+6	224.534336E+3	224.534336E+3	999.617000E-3	
877.820209E+0	273.296521E+0	296.840000E+0	0.000000E+0	1.000000E+0	1.235103E+6	1.235103E+6	223.967948E+3	223.967948E+3	999.581000E-3	
883.301522E+0	273.113443E+0	296.840000E+0	-200.334596E-3	1.000000E+0	1.237080E+6	1.237080E+6	225.293725E+3	225.293725E+3	1.000278E+0	
888.780836E+0	272.930733E+0	296.720000E+0	-400.141516E-3	1.000000E+0	1.219802E+6	1.219802E+6	218.537900E+3	218.537900E+3	999.969000E-3	
894.292150E+0	272.748089E+0	296.720000E+0	-400.141516E-3	1.000000E+0	1.217286E+6	1.217286E+6	231.614434E+3	231.614434E+3	1.000183E+0	
899.788465E+0	272.564379E+0	296.720000E+0	-417.560540E-3	1.000000E+0	1.227137E+6	1.227137E+6	235.448100E+3	235.448100E+3	1.000387E+0	
905.272779E+0	272.381168E+0	296.720000E+0	-435.447990E-3	1.000000E+0	1.237400E+6	1.237400E+6	236.740755E+3	236.740755E+3	999.869000E-3	
910.752092E+0	272.198358E+0	296.590000E+0	-435.447990E-3	1.000000E+0	1.237366E+6	1.237366E+6	235.613709E+3	235.613709E+3	1.000039E+0	
916.231406E+0	272.015714E+0	296.590000E+0	-217.694370E-3	1.000000E+0	1.211743E+6	1.211743E+6	231.947086E+3	231.947086E+3	1.000282E+0	
921.687718E+0	271.833070E+0	296.590000E+0	-236.888508E-3	1.000000E+0	1.236466E+6	1.236466E+6	235.873691E+3	235.873691E+3	1.000066E+0	
927.171031E+0	271.651193E+0	296.480000E+0	-472.446300E-3	1.000000E+0	1.206016E+6	1.206016E+6	222.173913E+3	222.173913E+3	999.968000E-3	
932.645344E+0	271.468416E+0	296.480000E+0	-472.446300E-3	1.000000E+0	1.234745E+6	1.234745E+6	233.901822E+3	233.901822E+3	999.835000E-3	
938.120657E+0	271.285939E+0	296.480000E+0	-436.459542E-3	1.000000E+0	1.250131E+6	1.250131E+6	236.179350E+3	236.179350E+3	999.967000E-3	
943.618972E+0	271.103428E+0	296.480000E+0	-401.785156E-3	1.000000E+0	1.243692E+6	1.243692E+6	236.644066E+3	236.644066E+3	999.680000E-3	
949.155289E+0	270.920151E+0	296.360000E+0	-401.785156E-3	1.000000E+0	1.220539E+6	1.220539E+6	217.515345E+3	217.515345E+3	1.000244E+0	
954.637602E+0	270.735607E+0	296.360000E+0	-200.883407E-3	1.000000E+0	1.214394E+6	1.214394E+6	216.693586E+3	216.693586E+3	1.000005E+0	
960.116916E+0	270.552864E+0	296.360000E+0	-218.925629E-3	1.000000E+0	1.212863E+6	1.212863E+6	221.875227E+3	221.875227E+3	1.000054E+0	
965.616230E+0	270.370220E+0	296.250000E+0	-437.631785E-3	1.000000E+0	1.212098E+6	1.212098E+6	216.886667E+3	216.886667E+3	999.981000E-3	
