Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rinst 2 (Ohm)	Rrem 1 (Ohm)	Rrem 2 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	Vp 4W (V)	Vb 4W (V)	N
1.921776E-2	2.606400E+2	1.000000E+2	9.982400E-2	3.536000E-5	2.823077E+6	1.350113E+6	1.892736E+6	2.729034E+5	5.284800E-4	1.000273E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	4.774000E-2	1.442240E-1	1.000000E+0
5.800331E-2	2.606400E+2	1.001000E+2	1.000353E-1	3.559000E-5	2.810770E+6	1.548058E+6	1.898647E+6	2.737150E+5	5.268400E-4	1.000283E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	5.509540E-2	1.442040E-1	2.000000E+0
9.645552E-2	2.606400E+2	1.002000E+2	1.000533E-1	3.695000E-5	2.707802E+6	1.049410E+6	1.935718E+6	2.601777E+5	5.167200E-4	1.000224E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.877570E-2	1.344390E-1	3.000000E+0
1.349411E-1	2.606400E+2	1.003000E+2	1.004292E-1	4.057000E-5	2.475455E+6	1.371210E+6	2.024636E+6	3.072476E+5	4.935400E-4	9.992390E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	5.563000E-2	1.516390E-1	4.000000E+0
Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rinst 2 (Ohm)	Rrem 1 (Ohm)	Rrem 2 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	Vp 4W (V)	Vb 4W (V)	N
1.916777E-2	2.606400E+2	1.000000E+2	9.955380E-2	3.926000E-5	2.535756E+6	1.030074E+6	2.045247E+6	2.967920E+5	4.887800E-4	9.996760E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	4.044070E-2	1.450660E-1	1.000000E+0
5.867002E-2	2.606400E+2	1.001000E+2	1.001709E-1	3.286000E-5	3.048414E+6	1.595167E+6	1.959336E+6	2.755740E+5	5.104800E-4	1.000202E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	5.241720E-2	1.406750E-1	2.000000E+0
9.738890E-2	2.606400E+2	1.002000E+2	1.000544E-1	3.453000E-5	2.897608E+6	1.596154E+6	1.955775E+6	2.662253E+5	5.112700E-4	9.999290E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	5.511520E-2	1.361130E-1	3.000000E+0
1.360078E-1	2.606400E+2	1.003000E+2	9.998250E-2	3.994000E-5	2.503317E+6	1.372819E+6	1.932094E+6	2.799378E+5	5.176900E-4	1.000226E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	5.483040E-2	1.449210E-1	4.000000E+0
