Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Tiempo de Pulso (s),Vcc (V),Vrange,NPLC,Ch2?
0.0900,0.02,0.001,nan,nan,432938.91000000003,0.43293891,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.0928,0.02,0.001,nan,nan,346987.43,0.34698743,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.0955,0.02,0.001,nan,nan,318854.08999999997,0.31885409,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.0982,0.02,0.001,nan,nan,307424.88,0.30742488,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1010,0.02,0.001,nan,nan,300549.17,0.30054917,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1037,0.02,0.001,nan,nan,297620.89,0.29762089,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1064,0.02,0.001,nan,nan,295278.16000000003,0.29527816,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1092,0.02,0.001,nan,nan,293785.47000000003,0.29378547,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1119,0.02,0.001,nan,nan,292432.48,0.29243248,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1146,0.02,0.001,nan,nan,291912.36,0.29191236,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1173,0.02,0.001,nan,nan,291200.4,0.2912004,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1201,0.02,0.001,nan,nan,290389.17,0.29038917,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1228,0.02,0.001,nan,nan,289955.56,0.28995556,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1256,0.02,0.001,nan,nan,289366.13,0.28936613,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1284,0.02,0.001,nan,nan,289175.94000000006,0.28917594,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1311,0.02,0.001,nan,nan,289019.58,0.28901958,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1339,0.02,0.001,nan,nan,288526.63,0.28852663,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1366,0.02,0.001,nan,nan,287068.32,0.28706832,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1393,0.02,0.001,nan,nan,287891.74000000005,0.28789174,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1421,0.02,0.001,nan,nan,287966.04,0.28796604,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1448,0.02,0.001,nan,nan,287627.25,0.28762725,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1475,0.02,0.001,nan,nan,287413.20999999996,0.28741321,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1503,0.02,0.001,nan,nan,287336.69,0.28733669,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1530,0.02,0.001,nan,nan,287452.03,0.28745203,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1558,0.02,0.001,nan,nan,287350.56,0.28735056,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1585,0.02,0.001,nan,nan,286735.62000000005,0.28673562,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1612,0.02,0.001,nan,nan,286862.05,0.28686205,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1640,0.02,0.001,nan,nan,286507.73000000004,0.28650773,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1667,0.02,0.001,nan,nan,286406.81,0.28640681,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1695,0.02,0.001,nan,nan,286055.82,0.28605582,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1723,0.02,0.001,nan,nan,285751.95,0.28575195,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1750,0.02,0.001,nan,nan,285944.36000000004,0.28594436,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1777,0.02,0.001,nan,nan,285790.77,0.28579077,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1804,0.02,0.001,nan,nan,286031.42,0.28603142,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1832,0.02,0.001,nan,nan,284745.55000000005,0.28474555,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1859,0.02,0.001,nan,nan,285041.09,0.28504109,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1887,0.02,0.001,nan,nan,284549.26000000007,0.28454926,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1914,0.02,0.001,nan,nan,284444.46,0.28444446,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1942,0.02,0.001,nan,nan,285003.39,0.28500339,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1970,0.02,0.001,nan,nan,284803.77,0.28480377,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.1997,0.02,0.001,nan,nan,284340.22,0.28434022,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2024,0.02,0.001,nan,nan,284417.29,0.28441729,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2051,0.02,0.001,nan,nan,284498.8,0.2844988,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2078,0.02,0.001,nan,nan,284654.06,0.28465406,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2106,0.02,0.001,nan,nan,284144.48,0.28414448,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2133,0.02,0.001,nan,nan,284523.2,0.2845232,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2161,0.02,0.001,nan,nan,284222.11,0.28422211,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2188,0.02,0.001,nan,nan,283953.18000000005,0.28395318,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2216,0.02,0.001,nan,nan,283969.82,0.28396982,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2243,0.02,0.001,nan,nan,283717.52,0.28371752,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2270,0.02,0.001,nan,nan,283505.71,0.28350571,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2298,0.02,0.001,nan,nan,283904.94,0.28390494,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2325,0.02,0.001,nan,nan,284317.48000000004,0.28431748,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2352,0.02,0.001,nan,nan,284199.93,0.28419993,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2380,0.02,0.001,nan,nan,284032.47,0.28403247,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2408,0.02,0.001,nan,nan,284084.04,0.28408404,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2436,0.02,0.001,nan,nan,283993.10000000003,0.2839931,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2463,0.02,0.001,nan,nan,283599.41000000003,0.28359941,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
0.2490,0.02,0.001,nan,nan,283577.23000000004,0.28357723,nan,nan,nan,nan,5.0,20.0,1 V,2.0,False
