Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Tiempo de Pulso (s),Vcc (V),Vrange,NPLC,Ch2?
0.0085,0.03,nan,7.4614885,248716.28333333333,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0157,0.03,nan,7.8633243,262110.81,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0228,0.03,nan,8.200442,273348.0666666667,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0299,0.03,nan,8.4568229,281894.0966666667,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0371,0.03,nan,8.6946671,289822.2366666667,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0442,0.03,nan,8.9180638,297268.79333333333,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0513,0.03,nan,9.2355291,307850.97000000003,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0585,0.03,nan,9.48651,316217.0,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0656,0.03,nan,9.6770739,322569.13,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0727,0.03,nan,9.8403352,328011.17333333334,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0799,0.03,nan,9.9626724,332089.08,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0870,0.03,nan,10.056812,335227.0666666667,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0942,0.03,nan,10.175362,339178.73333333334,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1013,0.03,nan,10.274455,342481.8333333333,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1085,0.03,nan,10.403154,346771.8,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1156,0.03,nan,10.510727,350357.56666666665,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1227,0.03,nan,10.598559,353285.3,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1299,0.03,nan,10.711267,357042.2333333333,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1370,0.03,nan,10.823636,360787.8666666667,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
