Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Tiempo de Pulso (s),Vcc (V),Vrange,NPLC,Ch2?
0.0899,0.02,0.0001,4.2898277,214491.38499999998,1595380.9999999998,0.1595381,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.0927,0.02,0.0001,4.2898277,214491.38499999998,652978.0,0.0652978,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.0955,0.02,0.0001,4.2898277,214491.38499999998,427895.0,0.0427895,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.0982,0.02,0.0001,4.2898277,214491.38499999998,350851.0,0.0350851,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1009,0.02,0.0001,4.2898277,214491.38499999998,317030.0,0.031703,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1037,0.02,0.0001,4.2898277,214491.38499999998,302237.99999999994,0.0302238,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1064,0.02,0.0001,4.2898277,214491.38499999998,291183.99999999994,0.0291184,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1091,0.02,0.0001,4.2898277,214491.38499999998,284914.99999999994,0.0284915,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1119,0.02,0.0001,4.2898277,214491.38499999998,280626.0,0.0280626,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1146,0.02,0.0001,4.2898277,214491.38499999998,278096.0,0.0278096,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1174,0.02,0.0001,4.2898277,214491.38499999998,275620.99999999994,0.0275621,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1201,0.02,0.0001,4.2898277,214491.38499999998,273201.99999999994,0.0273202,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1228,0.02,0.0001,4.2898277,214491.38499999998,269572.0,0.0269572,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1256,0.02,0.0001,4.2898277,214491.38499999998,268856.99999999994,0.0268857,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1284,0.02,0.0001,4.2898277,214491.38499999998,268856.99999999994,0.0268857,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1311,0.02,0.0001,4.2898277,214491.38499999998,266658.0,0.0266658,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1338,0.02,0.0001,4.2898277,214491.38499999998,265502.99999999994,0.0265503,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1366,0.02,0.0001,4.2898277,214491.38499999998,264623.0,0.0264623,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
0.1393,0.02,0.0001,4.2898277,214491.38499999998,265392.99999999994,0.0265393,nan,nan,nan,nan,5.0,20.0,10 V,2.0,False
