Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Tiempo de Pulso (s),Vcc (V),Vrange,NPLC,Ch2?
0.0086,-0.01,nan,-2.2881476,228814.75999999995,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0157,-0.01,nan,-2.3119724,231197.24,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0228,-0.01,nan,-2.3248395,232483.94999999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0300,-0.01,nan,-2.3300769,233007.68999999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0371,-0.01,nan,-2.3330762,233307.61999999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0442,-0.01,nan,-2.3338648,233386.48,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0514,-0.01,nan,-2.3353133,233531.33,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0585,-0.01,nan,-2.3358302,233583.02,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0656,-0.01,nan,-2.3355894,233558.93999999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0728,-0.01,nan,-2.3364956,233649.56,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0799,-0.01,nan,-2.33694,233693.99999999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0871,-0.01,nan,-2.3372523,233725.22999999995,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0942,-0.01,nan,-2.3374943,233749.42999999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1013,-0.01,nan,-2.3381938,233819.37999999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1085,-0.01,nan,-2.3384567,233845.66999999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1157,-0.01,nan,-2.3394399,233943.98999999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
