Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Tiempo de Pulso (s),Vcc (V),Vrange,NPLC,Ch2?
0.0085,0.02,nan,4.4883039,224415.19499999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0156,0.02,nan,4.5332559,226662.795,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0228,0.02,nan,4.557987,227899.34999999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0299,0.02,nan,4.5768582,228842.91,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0370,0.02,nan,4.5905722,229528.61000000002,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0441,0.02,nan,4.6017235,230086.175,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0513,0.02,nan,4.6104552,230522.75999999995,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0584,0.02,nan,4.6195249,230976.245,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0655,0.02,nan,4.629429,231471.44999999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0727,0.02,nan,4.6408817,232044.085,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0798,0.02,nan,4.6474918,232374.59,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0869,0.02,nan,4.6547771,232738.85499999995,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0941,0.02,nan,4.6613938,233069.68999999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1012,0.02,nan,4.6679445,233397.22499999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1084,0.02,nan,4.6734217,233671.08499999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1155,0.02,nan,4.6776484,233882.41999999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1227,0.02,nan,4.6825801,234129.00499999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1299,0.02,nan,4.6900492,234502.45999999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1370,0.02,nan,4.6920245,234601.22499999995,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1441,0.02,nan,4.6952855,234764.27499999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
