Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Tiempo de Pulso (s),Vcc (V),Vrange,NPLC,Ch2?
0.1809,0.02,0.001,4.5740954,228704.77,331949.0,0.331949,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.1890,0.02,0.001,4.5740954,228704.77,286844.3,0.2868443,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.1971,0.02,0.001,4.5740954,228704.77,277292.1,0.2772921,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2052,0.02,0.001,4.5740954,228704.77,272690.4,0.2726904,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2133,0.02,0.001,4.5740954,228704.77,270601.8,0.2706018,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2214,0.02,0.001,4.5740954,228704.77,268855.2,0.2688552,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2294,0.02,0.001,4.5740954,228704.77,267311.00000000006,0.267311,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2375,0.02,0.001,4.5740954,228704.77,266229.9,0.2662299,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2456,0.02,0.001,4.5740954,228704.77,265706.4,0.2657064,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2537,0.02,0.001,4.5740954,228704.77,264749.50000000006,0.2647495,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2618,0.02,0.001,4.5740954,228704.77,264361.30000000005,0.2643613,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2699,0.02,0.001,4.5740954,228704.77,263613.4,0.2636134,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2780,0.02,0.001,4.5740954,228704.77,263139.30000000005,0.2631393,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2860,0.02,0.001,4.5740954,228704.77,262498.10000000003,0.2624981,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2941,0.02,0.001,4.5740954,228704.77,262128.6,0.2621286,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3022,0.02,0.001,4.5740954,228704.77,262001.0,0.262001,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3102,0.02,0.001,4.5740954,228704.77,261572.09999999998,0.2615721,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3183,0.02,0.001,4.5740954,228704.77,261011.1,0.2610111,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3264,0.02,0.001,4.5740954,228704.77,261007.80000000002,0.2610078,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3345,0.02,0.001,4.5740954,228704.77,260506.30000000005,0.2605063,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3426,0.02,0.001,4.5740954,228704.77,260782.40000000002,0.2607824,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3507,0.02,0.001,4.5740954,228704.77,260347.90000000002,0.2603479,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3588,0.02,0.001,4.5740954,228704.77,259472.4,0.2594724,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3668,0.02,0.001,4.5740954,228704.77,259832.10000000003,0.2598321,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3749,0.02,0.001,4.5740954,228704.77,259487.8,0.2594878,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3830,0.02,0.001,4.5740954,228704.77,259162.30000000002,0.2591623,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3910,0.02,0.001,4.5740954,228704.77,258967.60000000003,0.2589676,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3991,0.02,0.001,4.5740954,228704.77,258873.00000000003,0.258873,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4072,0.02,0.001,4.5740954,228704.77,258714.70000000004,0.2587147,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4153,0.02,0.001,4.5740954,228704.77,258638.80000000002,0.2586388,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4234,0.02,0.001,4.5740954,228704.77,258415.50000000003,0.2584155,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4315,0.02,0.001,4.5740954,228704.77,258377.00000000003,0.258377,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4395,0.02,0.001,4.5740954,228704.77,258267.00000000003,0.258267,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4476,0.02,0.001,4.5740954,228704.77,258050.30000000002,0.2580503,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4557,0.02,0.001,4.5740954,228704.77,258063.5,0.2580635,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4638,0.02,0.001,4.5740954,228704.77,257925.00000000003,0.257925,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4719,0.02,0.001,4.5740954,228704.77,257763.3,0.2577633,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4799,0.02,0.001,4.5740954,228704.77,257677.50000000003,0.2576775,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4880,0.02,0.001,4.5740954,228704.77,257619.2,0.2576192,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4961,0.02,0.001,4.5740954,228704.77,257541.10000000003,0.2575411,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5042,0.02,0.001,4.5740954,228704.77,257382.70000000004,0.2573827,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5123,0.02,0.001,4.5740954,228704.77,257398.10000000003,0.2573981,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5203,0.02,0.001,4.5740954,228704.77,257329.90000000002,0.2573299,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5284,0.02,0.001,4.5740954,228704.77,257318.90000000002,0.2573189,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5365,0.02,0.001,4.5740954,228704.77,257135.30000000002,0.2571353,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5446,0.02,0.001,4.5740954,228704.77,256924.1,0.2569241,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5526,0.02,0.001,4.5740954,228704.77,256847.1,0.2568471,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5607,0.02,0.001,4.5740954,228704.77,256729.4,0.2567294,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5688,0.02,0.001,4.5740954,228704.77,256684.3,0.2566843,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5769,0.02,0.001,4.5740954,228704.77,256629.30000000002,0.2566293,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5850,0.02,0.001,4.5740954,228704.77,256653.5,0.2566535,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5931,0.02,0.001,4.5740954,228704.77,256760.2,0.2567602,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.6012,0.02,0.001,4.5740954,228704.77,256706.30000000002,0.2567063,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.6093,0.02,0.001,4.5740954,228704.77,256506.20000000004,0.2565062,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.6173,0.02,0.001,4.5740954,228704.77,256641.40000000002,0.2566414,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
