Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Tiempo de Pulso (s),Vcc (V),Vrange,NPLC,Ch2?
0.0086,-0.02,nan,-4.453167,222658.34999999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0157,-0.02,nan,-4.5239484,226197.41999999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0228,-0.02,nan,-4.5642831,228214.15499999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0300,-0.02,nan,-4.589805,229490.25,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0372,-0.02,nan,-4.6106987,230534.935,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0443,-0.02,nan,-4.630375,231518.74999999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0514,-0.02,nan,-4.6476403,232382.01499999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0586,-0.02,nan,-4.6650234,233251.16999999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0657,-0.02,nan,-4.6811757,234058.78499999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0729,-0.02,nan,-4.6965549,234827.74499999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0801,-0.02,nan,-4.7111707,235558.535,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0872,-0.02,nan,-4.7256138,236280.68999999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0943,-0.02,nan,-4.7404914,237024.56999999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1015,-0.02,nan,-4.753397,237669.84999999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1086,-0.02,nan,-4.7674035,238370.175,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1157,-0.02,nan,-4.7801551,239007.75499999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1229,-0.02,nan,-4.7933115,239665.57499999995,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1300,-0.02,nan,-4.8056605,240283.025,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1371,-0.02,nan,-4.8184108,240920.53999999995,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1443,-0.02,nan,-4.8303816,241519.08,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1515,-0.02,nan,-4.8425261,242126.30499999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1586,-0.02,nan,-4.8550753,242753.76499999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1657,-0.02,nan,-4.8658571,243292.855,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
