Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Tiempo de Pulso (s),Vcc (V),Vrange,NPLC,Ch2?
0.0086,-0.02,nan,-4.1936532,209682.65999999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0157,-0.02,nan,-4.2425128,212125.63999999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0228,-0.02,nan,-4.2677003,213385.01499999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0299,-0.02,nan,-4.2861942,214309.70999999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0371,-0.02,nan,-4.3014489,215072.44499999995,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0442,-0.02,nan,-4.3148219,215741.095,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0513,-0.02,nan,-4.3263747,216318.73499999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0585,-0.02,nan,-4.3387589,216937.94499999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0656,-0.02,nan,-4.3491448,217457.24,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0727,-0.02,nan,-4.3596109,217980.54499999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0799,-0.02,nan,-4.3696591,218482.95499999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0870,-0.02,nan,-4.3797986,218989.93,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.0941,-0.02,nan,-4.3894728,219473.63999999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1013,-0.02,nan,-4.4002149,220010.74499999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1084,-0.02,nan,-4.4093073,220465.365,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1155,-0.02,nan,-4.4203135,221015.67499999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1227,-0.02,nan,-4.4298337,221491.68499999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1298,-0.02,nan,-4.4393177,221965.88499999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1370,-0.02,nan,-4.4480208,222401.03999999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1441,-0.02,nan,-4.4563015,222815.075,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1512,-0.02,nan,-4.4652873,223264.365,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1584,-0.02,nan,-4.473843,223692.14999999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1655,-0.02,nan,-4.4823602,224118.00999999995,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1726,-0.02,nan,-4.4912293,224561.46499999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1798,-0.02,nan,-4.4991636,224958.18,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1869,-0.02,nan,-4.5065335,225326.67499999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.1941,-0.02,nan,-4.5155313,225776.565,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.2012,-0.02,nan,-4.5235965,226179.82499999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.2083,-0.02,nan,-4.532988,226649.39999999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.2155,-0.02,nan,-4.5408222,227041.11,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.2226,-0.02,nan,-4.549213,227460.64999999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.2297,-0.02,nan,-4.5574486,227872.42999999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.2369,-0.02,nan,-4.565362,228268.1,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.2440,-0.02,nan,-4.5744357,228721.785,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.2512,-0.02,nan,-4.5817321,229086.60499999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.2583,-0.02,nan,-4.590246,229512.29999999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.2655,-0.02,nan,-4.5986015,229930.07499999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.2726,-0.02,nan,-4.606384,230319.19999999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.2797,-0.02,nan,-4.6142534,230712.66999999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.2869,-0.02,nan,-4.6220172,231100.86,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.2940,-0.02,nan,-4.6304256,231521.27999999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.3011,-0.02,nan,-4.6383312,231916.55999999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.3083,-0.02,nan,-4.6458201,232291.00499999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.3154,-0.02,nan,-4.6542548,232712.74,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.3225,-0.02,nan,-4.662519,233125.94999999995,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.3297,-0.02,nan,-4.6717017,233585.08499999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.3369,-0.02,nan,-4.6798966,233994.83,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.3441,-0.02,nan,-4.6879772,234398.85999999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.3513,-0.02,nan,-4.6966099,234830.495,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.3585,-0.02,nan,-4.706063,235303.15,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.3657,-0.02,nan,-4.7141941,235709.705,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.3728,-0.02,nan,-4.7239255,236196.275,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.3800,-0.02,nan,-4.7330344,236651.72,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.3871,-0.02,nan,-4.7418618,237093.08999999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.3943,-0.02,nan,-4.751458,237572.9,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.4014,-0.02,nan,-4.7608363,238041.815,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.4085,-0.02,nan,-4.7697935,238489.67499999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.4157,-0.02,nan,-4.7791752,238958.75999999998,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.4229,-0.02,nan,-4.7885854,239429.26999999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.4300,-0.02,nan,-4.7968849,239844.245,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.4371,-0.02,nan,-4.8066262,240331.31,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.4442,-0.02,nan,-4.8159936,240799.67999999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.4514,-0.02,nan,-4.824328,241216.4,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.4585,-0.02,nan,-4.8346303,241731.51499999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.4657,-0.02,nan,-4.8442011,242210.055,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.4728,-0.02,nan,-4.853882,242694.09999999995,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.4800,-0.02,nan,-4.8639796,243198.98,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.4871,-0.02,nan,-4.8738266,243691.33,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.4942,-0.02,nan,-4.8829498,244147.48999999996,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.5014,-0.02,nan,-4.8918937,244594.68499999997,nan,nan,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.5161,-0.02,0.001,-4.8918937,244594.68499999997,262153.9,0.2621539,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.5389,-0.02,0.001,-4.8918937,244594.68499999997,268432.89999999997,0.2684329,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
0.5618,-0.02,0.001,-4.8918937,244594.68499999997,270409.30000000005,0.2704093,nan,nan,nan,nan,30.0,20.0,10 V,10.0,False
