Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Tiempo de Pulso (s),Vcc (V),Vrange,NPLC,Ch2?
0.0085,0.02,nan,4.4700938,223504.68999999997,nan,nan,nan,nan,nan,nan,5.0,20.0,10 V,10.0,False
0.0156,0.02,nan,4.5030518,225152.58999999997,nan,nan,nan,nan,nan,nan,5.0,20.0,10 V,10.0,False
0.0228,0.02,nan,4.5257495,226287.47499999998,nan,nan,nan,nan,nan,nan,5.0,20.0,10 V,10.0,False
0.0299,0.02,nan,4.5428862,227144.30999999997,nan,nan,nan,nan,nan,nan,5.0,20.0,10 V,10.0,False
0.0371,0.02,nan,4.5560546,227802.73,nan,nan,nan,nan,nan,nan,5.0,20.0,10 V,10.0,False
0.0442,0.02,nan,4.5665251,228326.25499999998,nan,nan,nan,nan,nan,nan,5.0,20.0,10 V,10.0,False
0.0513,0.02,nan,4.5758914,228794.56999999998,nan,nan,nan,nan,nan,nan,5.0,20.0,10 V,10.0,False
0.0584,0.02,nan,4.5839467,229197.335,nan,nan,nan,nan,nan,nan,5.0,20.0,10 V,10.0,False
0.0655,0.02,nan,4.5919943,229599.71499999997,nan,nan,nan,nan,nan,nan,5.0,20.0,10 V,10.0,False
0.0726,0.02,nan,4.5983118,229915.59,nan,nan,nan,nan,nan,nan,5.0,20.0,10 V,10.0,False
0.0798,0.02,nan,4.6026958,230134.78999999998,nan,nan,nan,nan,nan,nan,5.0,20.0,10 V,10.0,False
0.0869,0.02,nan,4.6093069,230465.34499999997,nan,nan,nan,nan,nan,nan,5.0,20.0,10 V,10.0,False
0.1014,0.02,0.001,4.6093069,230465.34499999997,301706.5,0.3017065,nan,nan,nan,nan,5.0,20.0,10 V,10.0,False
0.1243,0.02,0.001,4.6093069,230465.34499999997,281043.7,0.2810437,nan,nan,nan,nan,5.0,20.0,10 V,10.0,False
0.1471,0.02,0.001,4.6093069,230465.34499999997,277276.7,0.2772767,nan,nan,nan,nan,5.0,20.0,10 V,10.0,False
