Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Tiempo de Pulso (s),Vcc (V),Vrange,NPLC,Ch2?
0.1809,0.02,-0.001,4.5284067,226420.33499999996,224518.50000000003,-0.2245185,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.1890,0.02,-0.001,4.5284067,226420.33499999996,262409.2,-0.2624092,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.1970,0.02,-0.001,4.5284067,226420.33499999996,263876.4,-0.2638764,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2051,0.02,-0.001,4.5284067,226420.33499999996,262697.4,-0.2626974,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2132,0.02,-0.001,4.5284067,226420.33499999996,261749.30000000002,-0.2617493,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2212,0.02,-0.001,4.5284067,226420.33499999996,260400.9,-0.2604009,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2293,0.02,-0.001,4.5284067,226420.33499999996,259328.60000000003,-0.2593286,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2374,0.02,-0.001,4.5284067,226420.33499999996,257763.5,-0.2577635,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2455,0.02,-0.001,4.5284067,226420.33499999996,257147.59999999998,-0.2571476,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2535,0.02,-0.001,4.5284067,226420.33499999996,256883.6,-0.2568836,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2615,0.02,-0.001,4.5284067,226420.33499999996,256388.70000000004,-0.2563887,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2696,0.02,-0.001,4.5284067,226420.33499999996,256819.8,-0.2568198,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2776,0.02,-0.001,4.5284067,226420.33499999996,256594.40000000002,-0.2565944,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2858,0.02,-0.001,4.5284067,226420.33499999996,256225.90000000002,-0.2562259,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.2938,0.02,-0.001,4.5284067,226420.33499999996,255993.80000000002,-0.2559938,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3019,0.02,-0.001,4.5284067,226420.33499999996,255798.09999999998,-0.2557981,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3099,0.02,-0.001,4.5284067,226420.33499999996,255540.7,-0.2555407,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3180,0.02,-0.001,4.5284067,226420.33499999996,255252.5,-0.2552525,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3261,0.02,-0.001,4.5284067,226420.33499999996,255136.0,-0.255136,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3342,0.02,-0.001,4.5284067,226420.33499999996,254637.70000000004,-0.2546377,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3422,0.02,-0.001,4.5284067,226420.33499999996,254198.90000000002,-0.2541989,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3503,0.02,-0.001,4.5284067,226420.33499999996,254236.30000000005,-0.2542363,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3584,0.02,-0.001,4.5284067,226420.33499999996,254082.3,-0.2540823,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3665,0.02,-0.001,4.5284067,226420.33499999996,253804.0,-0.253804,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3745,0.02,-0.001,4.5284067,226420.33499999996,253723.80000000002,-0.2537238,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3826,0.02,-0.001,4.5284067,226420.33499999996,253361.9,-0.2533619,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3907,0.02,-0.001,4.5284067,226420.33499999996,253102.30000000002,-0.2531023,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.3988,0.02,-0.001,4.5284067,226420.33499999996,253460.9,-0.2534609,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4068,0.02,-0.001,4.5284067,226420.33499999996,253064.9,-0.2530649,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4149,0.02,-0.001,4.5284067,226420.33499999996,252945.09999999998,-0.2529451,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4230,0.02,-0.001,4.5284067,226420.33499999996,252812.0,-0.252812,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4311,0.02,-0.001,4.5284067,226420.33499999996,252664.60000000003,-0.2526646,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4392,0.02,-0.001,4.5284067,226420.33499999996,252573.30000000002,-0.2525733,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4473,0.02,-0.001,4.5284067,226420.33499999996,252521.60000000003,-0.2525216,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4554,0.02,-0.001,4.5284067,226420.33499999996,252241.2,-0.2522412,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4635,0.02,-0.001,4.5284067,226420.33499999996,252057.5,-0.2520575,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4716,0.02,-0.001,4.5284067,226420.33499999996,252154.30000000002,-0.2521543,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4797,0.02,-0.001,4.5284067,226420.33499999996,251785.80000000002,-0.2517858,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4878,0.02,-0.001,4.5284067,226420.33499999996,251396.50000000003,-0.2513965,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.4959,0.02,-0.001,4.5284067,226420.33499999996,251386.60000000003,-0.2513866,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5040,0.02,-0.001,4.5284067,226420.33499999996,250976.3,-0.2509763,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5121,0.02,-0.001,4.5284067,226420.33499999996,251306.3,-0.2513063,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5201,0.02,-0.001,4.5284067,226420.33499999996,251338.2,-0.2513382,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5282,0.02,-0.001,4.5284067,226420.33499999996,251185.30000000002,-0.2511853,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5363,0.02,-0.001,4.5284067,226420.33499999996,251045.59999999998,-0.2510456,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5443,0.02,-0.001,4.5284067,226420.33499999996,250881.8,-0.2508818,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5524,0.02,-0.001,4.5284067,226420.33499999996,251400.9,-0.2514009,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5605,0.02,-0.001,4.5284067,226420.33499999996,250840.00000000003,-0.25084,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5686,0.02,-0.001,4.5284067,226420.33499999996,250736.59999999998,-0.2507366,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5767,0.02,-0.001,4.5284067,226420.33499999996,250506.70000000004,-0.2505067,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5848,0.02,-0.001,4.5284067,226420.33499999996,250403.30000000002,-0.2504033,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.5929,0.02,-0.001,4.5284067,226420.33499999996,250334.0,-0.250334,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.6010,0.02,-0.001,4.5284067,226420.33499999996,250352.69999999998,-0.2503527,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
0.6091,0.02,-0.001,4.5284067,226420.33499999996,250352.69999999998,-0.2503527,nan,nan,nan,nan,10.0,20.0,10 V,10.0,False
