Tiempo (s)	Setpoint (K)	Temperatura (K)	dT/dt (K/min)	Potencia_LS (%)	Rrem1 (Ohm)	std Rrem1 (Ohm)	Rrem2 (Ohm)		std Rrem2 (Ohm)	V4W (V)	
136.299796E+0	262.384521E+0	262.060000E+0	1.186375E+0	54.000000E+0	2.112468E+6	2.112468E+6	574.811895E+3	574.811895E+3	999.493000E-3	
141.771109E+0	262.475710E+0	262.260000E+0	1.369302E+0	54.000000E+0	2.326604E+6	2.326604E+6	632.703627E+3	632.703627E+3	1.000044E+0	
147.234422E+0	262.566898E+0	262.350000E+0	1.552851E+0	53.000000E+0	2.086941E+6	2.086941E+6	570.364342E+3	570.364342E+3	1.000104E+0	
152.701734E+0	262.657953E+0	262.530000E+0	1.736781E+0	51.000000E+0	2.319173E+6	2.319173E+6	619.238800E+3	619.238800E+3	999.633000E-3	
158.158046E+0	262.749075E+0	262.630000E+0	1.736684E+0	50.000000E+0	2.152984E+6	2.152984E+6	542.026178E+3	542.026178E+3	1.000104E+0	
163.618359E+0	262.840014E+0	262.830000E+0	1.717854E+0	50.000000E+0	2.206385E+6	2.206385E+6	564.044981E+3	564.044981E+3	999.669000E-3	
169.092672E+0	262.931019E+0	263.030000E+0	1.534204E+0	45.000000E+0	2.130502E+6	2.130502E+6	567.661034E+3	567.661034E+3	999.866000E-3	
174.551984E+0	263.022258E+0	263.210000E+0	1.551971E+0	45.000000E+0	2.099658E+6	2.099658E+6	545.936837E+3	545.936837E+3	999.920000E-3	
180.015296E+0	263.113246E+0	263.310000E+0	1.788932E+0	44.000000E+0	2.208862E+6	2.208862E+6	582.130702E+3	582.130702E+3	999.466000E-3	
185.481609E+0	263.204301E+0	263.500000E+0	1.971440E+0	43.000000E+0	2.204073E+6	2.204073E+6	573.863311E+3	573.863311E+3	1.000054E+0	
190.945922E+0	263.295406E+0	263.580000E+0	1.935359E+0	39.000000E+0	2.343834E+6	2.343834E+6	632.581621E+3	632.581621E+3	999.317000E-3	
196.405234E+0	263.386478E+0	263.780000E+0	1.734356E+0	40.000000E+0	2.292715E+6	2.292715E+6	614.731570E+3	614.731570E+3	1.000174E+0	
201.868546E+0	263.477467E+0	263.880000E+0	1.533635E+0	41.000000E+0	2.201204E+6	2.201204E+6	626.117497E+3	626.117497E+3	999.655000E-3	
207.333859E+0	263.568522E+0	263.980000E+0	1.532750E+0	44.000000E+0	2.121866E+6	2.121866E+6	587.713249E+3	587.713249E+3	999.993000E-3	
212.818173E+0	263.659611E+0	264.080000E+0	1.549752E+0	43.000000E+0	2.212951E+6	2.212951E+6	562.285126E+3	562.285126E+3	1.000276E+0	
218.278485E+0	263.751016E+0	264.160000E+0	1.421142E+0	42.000000E+0	2.283764E+6	2.283764E+6	633.443383E+3	633.443383E+3	999.558000E-3	
223.746798E+0	263.842021E+0	264.260000E+0	1.275238E+0	45.000000E+0	2.089026E+6	2.089026E+6	555.480568E+3	555.480568E+3	999.808000E-3	
229.205110E+0	263.933160E+0	264.360000E+0	1.058944E+0	44.000000E+0	2.160315E+6	2.160315E+6	552.937555E+3	552.937555E+3	1.000161E+0	
234.675423E+0	264.024131E+0	264.460000E+0	1.026345E+0	41.000000E+0	2.208868E+6	2.208868E+6	609.713232E+3	609.713232E+3	999.800000E-3	
240.159737E+0	264.115303E+0	264.460000E+0	1.030752E+0	48.000000E+0	2.099019E+6	2.099019E+6	541.456527E+3	541.456527E+3	999.700000E-3	
245.623049E+0	264.206709E+0	264.560000E+0	1.067814E+0	47.000000E+0	2.306437E+6	2.306437E+6	623.072309E+3	623.072309E+3	999.656000E-3	
251.083361E+0	264.297764E+0	264.560000E+0	919.410626E-3	51.000000E+0	2.293593E+6	2.293593E+6	624.712011E+3	624.712011E+3	999.502000E-3	
256.542674E+0	264.388769E+0	264.560000E+0	734.834236E-3	47.000000E+0	2.170116E+6	2.170116E+6	606.112907E+3	606.112907E+3	1.000228E+0	
262.000986E+0	264.479758E+0	264.640000E+0	552.561895E-3	54.000000E+0	2.090420E+6	2.090420E+6	556.110310E+3	556.110310E+3	999.827000E-3	
267.465298E+0	264.570729E+0	264.640000E+0	369.187092E-3	55.000000E+0	2.324948E+6	2.324948E+6	606.223540E+3	606.223540E+3	999.495000E-3	
273.463642E+0	264.661801E+0	264.640000E+0	332.237805E-3	59.000000E+0	2.261078E+6	2.261078E+6	590.518353E+3	590.518353E+3	999.781000E-3	
278.921954E+0	264.761774E+0	264.740000E+0	295.363512E-3	61.000000E+0	2.225647E+6	2.225647E+6	596.094723E+3	596.094723E+3	1.000473E+0	
284.389266E+0	264.852746E+0	264.740000E+0	295.363512E-3	57.000000E+0	2.205506E+6	2.205506E+6	621.481808E+3	621.481808E+3	1.000197E+0	
290.359608E+0	264.943867E+0	264.840000E+0	332.636668E-3	55.000000E+0	2.275269E+6	2.275269E+6	597.356141E+3	597.356141E+3	999.571000E-3	
295.846921E+0	265.000000E+0	264.940000E+0	369.306456E-3	55.000000E+0	2.052715E+6	2.052715E+6	543.424427E+3	543.424427E+3	1.000514E+0	
301.350236E+0	265.000000E+0	264.940000E+0	553.119471E-3	54.000000E+0	2.175185E+6	2.175185E+6	568.481593E+3	568.481593E+3	1.000346E+0	
306.856552E+0	265.000000E+0	265.040000E+0	735.441216E-3	50.000000E+0	2.294372E+6	2.294372E+6	589.853393E+3	589.853393E+3	1.000025E+0	
312.333865E+0	265.000000E+0	265.140000E+0	734.729029E-3	52.000000E+0	2.238535E+6	2.238535E+6	573.770528E+3	573.770528E+3	1.000491E+0	
317.844180E+0	265.000000E+0	265.220000E+0	735.067539E-3	50.000000E+0	2.058761E+6	2.058761E+6	556.241377E+3	556.241377E+3	999.796000E-3	
323.356495E+0	265.000000E+0	265.420000E+0	736.318545E-3	45.000000E+0	2.162695E+6	2.162695E+6	600.373941E+3	600.373941E+3	1.000549E+0	
328.843809E+0	265.000000E+0	265.520000E+0	884.178421E-3	42.000000E+0	2.176257E+6	2.176257E+6	567.913990E+3	567.913990E+3	999.446000E-3	
334.340123E+0	265.000000E+0	265.620000E+0	1.212630E+0	42.000000E+0	2.119515E+6	2.119515E+6	599.862274E+3	599.862274E+3	1.000305E+0	
339.826437E+0	265.000000E+0	265.800000E+0	1.392925E+0	37.000000E+0	2.218566E+6	2.218566E+6	581.308214E+3	581.308214E+3	1.000396E+0	
345.315751E+0	265.000000E+0	265.900000E+0	1.429809E+0	36.000000E+0	2.070334E+6	2.070334E+6	564.528853E+3	564.528853E+3	999.909000E-3	
350.813066E+0	265.000000E+0	266.100000E+0	1.433972E+0	33.000000E+0	2.045804E+6	2.045804E+6	545.416982E+3	545.416982E+3	1.000132E+0	
356.277378E+0	265.000000E+0	266.100000E+0	1.400694E+0	31.000000E+0	2.243833E+6	2.243833E+6	606.494133E+3	606.494133E+3	1.000099E+0	
361.745691E+0	265.000000E+0	266.200000E+0	1.582530E+0	32.000000E+0	2.097016E+6	2.097016E+6	540.896793E+3	540.896793E+3	999.878000E-3	
367.246006E+0	265.000000E+0	266.200000E+0	1.433931E+0	27.000000E+0	2.174710E+6	2.174710E+6	566.683343E+3	566.683343E+3	999.801000E-3	
372.725319E+0	265.000000E+0	266.300000E+0	1.103138E+0	28.000000E+0	2.275713E+6	2.275713E+6	584.161187E+3	584.161187E+3	1.000153E+0	
378.221633E+0	265.000000E+0	266.300000E+0	736.895502E-3	28.000000E+0	2.233535E+6	2.233535E+6	585.155692E+3	585.155692E+3	999.909000E-3	
383.720948E+0	265.000000E+0	266.300000E+0	552.896529E-3	26.000000E+0	2.230019E+6	2.230019E+6	594.329885E+3	594.329885E+3	1.000342E+0	
389.218262E+0	265.000000E+0	266.380000E+0	552.998811E-3	25.000000E+0	2.233562E+6	2.233562E+6	619.845223E+3	619.845223E+3	1.000055E+0	
394.726577E+0	265.000000E+0	266.380000E+0	368.864239E-3	27.000000E+0	2.071990E+6	2.071990E+6	557.519015E+3	557.519015E+3	999.756000E-3	
400.209891E+0	265.000000E+0	266.300000E+0	332.220740E-3	28.000000E+0	2.179679E+6	2.179679E+6	555.969743E+3	555.969743E+3	999.884000E-3	
405.711205E+0	265.000000E+0	266.300000E+0	295.295242E-3	26.000000E+0	2.233687E+6	2.233687E+6	607.075872E+3	607.075872E+3	1.000379E+0	
411.207520E+0	265.000000E+0	266.300000E+0	147.443058E-3	28.000000E+0	2.291916E+6	2.291916E+6	614.494349E+3	614.494349E+3	999.665000E-3	
416.713835E+0	265.000000E+0	266.300000E+0	-147.975117E-3	26.000000E+0	2.103706E+6	2.103706E+6	577.754746E+3	577.754746E+3	999.639000E-3	
422.212149E+0	265.000000E+0	266.200000E+0	-295.745369E-3	28.000000E+0	2.193134E+6	2.193134E+6	616.750000E+3	616.750000E+3	1.000069E+0	
427.713464E+0	265.000000E+0	266.200000E+0	-147.893186E-3	31.000000E+0	2.113851E+6	2.113851E+6	582.722757E+3	582.722757E+3	999.957000E-3	
433.209778E+0	265.000000E+0	266.100000E+0	-184.559395E-3	28.000000E+0	2.083431E+6	2.083431E+6	564.042965E+3	564.042965E+3	999.880000E-3	
438.676091E+0	265.000000E+0	266.000000E+0	-369.408792E-3	31.000000E+0	2.208205E+6	2.208205E+6	560.843680E+3	560.843680E+3	999.566000E-3	
444.140404E+0	265.000000E+0	266.000000E+0	-553.340146E-3	29.000000E+0	2.088892E+6	2.088892E+6	571.105354E+3	571.105354E+3	999.890000E-3	
449.609716E+0	265.000000E+0	265.900000E+0	-735.732244E-3	31.000000E+0	2.219758E+6	2.219758E+6	598.671918E+3	598.671918E+3	1.000334E+0	
455.073029E+0	265.000000E+0	265.900000E+0	-734.493351E-3	33.000000E+0	2.123213E+6	2.123213E+6	587.173770E+3	587.173770E+3	999.842000E-3	
460.544342E+0	265.000000E+0	265.800000E+0	-734.577969E-3	34.000000E+0	2.155208E+6	2.155208E+6	601.118390E+3	601.118390E+3	1.000146E+0	
466.010654E+0	265.000000E+0	265.800000E+0	-552.288115E-3	34.000000E+0	2.188822E+6	2.188822E+6	551.084696E+3	551.084696E+3	999.876000E-3	
471.476967E+0	265.000000E+0	265.720000E+0	-553.390417E-3	35.000000E+0	2.110540E+6	2.110540E+6	594.592569E+3	594.592569E+3	999.763000E-3	
476.958281E+0	265.000000E+0	265.720000E+0	-553.729684E-3	35.000000E+0	2.118904E+6	2.118904E+6	586.850859E+3	586.850859E+3	1.000059E+0	
482.455595E+0	265.000000E+0	265.720000E+0	-516.565837E-3	35.000000E+0	2.128165E+6	2.128165E+6	603.072210E+3	603.072210E+3	1.000280E+0	
487.956910E+0	265.000000E+0	265.620000E+0	-479.500546E-3	35.000000E+0	2.129390E+6	2.129390E+6	547.618794E+3	547.618794E+3	1.000217E+0	
493.456224E+0	265.000000E+0	265.620000E+0	-295.145308E-3	36.000000E+0	2.234967E+6	2.234967E+6	584.182898E+3	584.182898E+3	1.000550E+0	
499.443567E+0	265.000000E+0	265.520000E+0	-332.428597E-3	37.000000E+0	2.164939E+6	2.164939E+6	620.108625E+3	620.108625E+3	1.000505E+0	
504.909879E+0	265.000000E+0	265.520000E+0	-369.528019E-3	37.000000E+0	2.112689E+6	2.112689E+6	532.693404E+3	532.693404E+3	1.000337E+0	
510.374192E+0	265.000000E+0	265.520000E+0	-554.292023E-3	37.000000E+0	2.286195E+6	2.286195E+6	626.284748E+3	626.284748E+3	1.000073E+0	
515.831504E+0	265.000000E+0	265.520000E+0	-554.172588E-3	36.000000E+0	2.174815E+6	2.174815E+6	616.833772E+3	616.833772E+3	999.958000E-3	
521.293817E+0	265.000000E+0	265.520000E+0	-369.425650E-3	36.000000E+0	2.127818E+6	2.127818E+6	589.411289E+3	589.411289E+3	999.734000E-3	
527.261158E+0	265.000000E+0	265.520000E+0	-184.661647E-3	37.000000E+0	2.372676E+6	2.372676E+6	647.361174E+3	647.361174E+3	999.395000E-3	
532.736471E+0	265.000000E+0	265.520000E+0	0.000000E+0	37.000000E+0	2.290770E+6	2.290770E+6	629.790426E+3	629.790426E+3	1.000150E+0	
538.205784E+0	265.000000E+0	265.520000E+0	0.000000E+0	37.000000E+0	2.107892E+6	2.107892E+6	544.145786E+3	544.145786E+3	1.000258E+0	
543.676097E+0	265.000000E+0	265.520000E+0	0.000000E+0	36.000000E+0	2.057590E+6	2.057590E+6	554.130064E+3	554.130064E+3	1.000133E+0	
549.136409E+0	265.000000E+0	265.520000E+0	0.000000E+0	37.000000E+0	2.161515E+6	2.161515E+6	567.328777E+3	567.328777E+3	999.506000E-3	
554.589721E+0	265.000000E+0	265.520000E+0	0.000000E+0	36.000000E+0	2.114317E+6	2.114317E+6	552.953051E+3	552.953051E+3	1.000220E+0	
560.060034E+0	265.000000E+0	265.520000E+0	0.000000E+0	36.000000E+0	2.192814E+6	2.192814E+6	618.947138E+3	618.947138E+3	999.704000E-3	
565.538347E+0	265.000000E+0	265.520000E+0	0.000000E+0	36.000000E+0	2.068735E+6	2.068735E+6	543.736296E+3	543.736296E+3	1.000068E+0	
571.007660E+0	265.000000E+0	265.520000E+0	0.000000E+0	36.000000E+0	2.098736E+6	2.098736E+6	557.636032E+3	557.636032E+3	999.754000E-3	
576.469973E+0	265.000000E+0	265.520000E+0	0.000000E+0	36.000000E+0	2.225467E+6	2.225467E+6	566.775766E+3	566.775766E+3	999.524000E-3	
581.929285E+0	265.000000E+0	265.620000E+0	0.000000E+0	35.000000E+0	2.292190E+6	2.292190E+6	635.938288E+3	635.938288E+3	999.899000E-3	
1.146752E+3	265.510989E+0	265.420000E+0	0.000000E+0	36.000000E+0	1.000000E+0	1.000000E+0	0.000000E+0	0.000000E+0	99.100000E+36	
1.152005E+3	265.510989E+0	265.520000E+0	0.000000E+0	50.000000E+0	2.134971E+6	2.134971E+6	294.623759E+3	294.623759E+3	1.000127E+0	
1.157483E+3	265.598544E+0	265.520000E+0	0.000000E+0	45.000000E+0	2.263145E+6	2.263145E+6	112.051793E+42	112.051793E+42	999.767000E-3	
1.163001E+3	265.689849E+0	265.520000E+0	0.000000E+0	48.000000E+0	2.128849E+6	2.128849E+6	598.631507E+3	598.631507E+3	1.000261E+0	
1.168486E+3	265.781804E+0	265.520000E+0	0.000000E+0	50.000000E+0	2.119727E+6	2.119727E+6	569.910989E+3	569.910989E+3	1.000193E+0	
1.173981E+3	265.873226E+0	265.520000E+0	0.000000E+0	54.000000E+0	2.286562E+6	2.286562E+6	626.279867E+3	626.279867E+3	1.000028E+0	
1.179440E+3	265.964814E+0	265.620000E+0	0.000000E+0	58.000000E+0	2.317998E+6	2.317998E+6	614.627136E+3	614.627136E+3	999.961000E-3	
1.184908E+3	266.055803E+0	265.620000E+0	0.000000E+0	56.000000E+0	2.231472E+6	2.231472E+6	638.611000E+3	638.611000E+3	999.744000E-3	
1.190374E+3	266.146925E+0	265.620000E+0	182.188725E-3	59.000000E+0	2.247764E+6	2.247764E+6	624.834794E+3	624.834794E+3	1.000030E+0	
1.195878E+3	266.238030E+0	265.720000E+0	363.946939E-3	60.000000E+0	2.205555E+6	2.205555E+6	615.329949E+3	615.329949E+3	999.337000E-3	
1.201341E+3	266.329769E+0	265.800000E+0	363.946939E-3	58.000000E+0	2.258040E+6	2.258040E+6	624.381210E+3	624.381210E+3	999.860000E-3	
1.206803E+3	266.420807E+0	265.900000E+0	364.096434E-3	58.000000E+0	2.325058E+6	2.325058E+6	644.364478E+3	644.364478E+3	999.868000E-3	
1.212266E+3	266.511846E+0	266.000000E+0	510.756619E-3	63.000000E+0	2.195357E+6	2.195357E+6	623.379233E+3	623.379233E+3	999.634000E-3	
1.217760E+3	266.602901E+0	266.200000E+0	839.715232E-3	62.000000E+0	2.282617E+6	2.282617E+6	633.140822E+3	633.140822E+3	999.946000E-3	
1.223226E+3	266.694456E+0	266.300000E+0	1.023154E+0	65.000000E+0	2.080684E+6	2.080684E+6	562.924095E+3	562.924095E+3	1.000247E+0	
1.228687E+3	266.785561E+0	266.380000E+0	596.048903E-3	64.000000E+0	2.159565E+6	2.159565E+6	553.167851E+3	553.167851E+3	1.000073E+0	
1.234150E+3	266.876583E+0	266.480000E+0	168.719134E-3	62.000000E+0	2.343605E+6	2.343605E+6	622.770525E+3	622.770525E+3	999.946000E-3	
1.239613E+3	266.967622E+0	266.680000E+0	137.744442E-3	60.000000E+0	2.267914E+6	2.267914E+6	612.697261E+3	612.697261E+3	1.000241E+0	
1.245082E+3	267.058677E+0	266.780000E+0	565.089395E-3	59.000000E+0	2.182227E+6	2.182227E+6	609.917725E+3	609.917725E+3	999.940000E-3	
1.250540E+3	267.149832E+0	266.970000E+0	1.211024E+0	58.000000E+0	2.290207E+6	2.290207E+6	618.082694E+3	618.082694E+3	999.790000E-3	
1.256006E+3	267.240787E+0	267.170000E+0	1.423636E+0	55.000000E+0	2.270731E+6	2.270731E+6	634.496969E+3	634.496969E+3	1.000098E+0	
1.261536E+3	267.331893E+0	267.270000E+0	1.624821E+0	51.000000E+0	2.122456E+6	2.122456E+6	565.048080E+3	565.048080E+3	999.868000E-3	
1.267002E+3	267.424065E+0	267.370000E+0	1.790523E+0	55.000000E+0	2.333576E+6	2.333576E+6	628.958669E+3	628.958669E+3	999.914000E-3	
1.272474E+3	267.515170E+0	267.570000E+0	1.791674E+0	54.000000E+0	2.093978E+6	2.093978E+6	570.453546E+3	570.453546E+3	1.000021E+0	
1.277936E+3	267.606358E+0	267.650000E+0	1.627173E+0	54.000000E+0	2.114889E+6	2.114889E+6	552.054157E+3	552.054157E+3	999.708000E-3	
1.283437E+3	267.697397E+0	267.850000E+0	1.461972E+0	51.000000E+0	2.078216E+6	2.078216E+6	559.457269E+3	559.457269E+3	1.000183E+0	
1.288916E+3	267.789085E+0	268.060000E+0	1.424606E+0	53.000000E+0	2.208158E+6	2.208158E+6	611.183005E+3	611.183005E+3	999.920000E-3	
1.294376E+3	267.880391E+0	268.060000E+0	1.570276E+0	54.000000E+0	2.126570E+6	2.126570E+6	599.655510E+3	599.655510E+3	1.000041E+0	
1.299844E+3	267.971396E+0	268.160000E+0	1.770686E+0	50.000000E+0	2.127838E+6	2.127838E+6	567.045092E+3	567.045092E+3	999.935000E-3	
1.305315E+3	268.062534E+0	268.340000E+0	1.642851E+0	51.000000E+0	2.247478E+6	2.247478E+6	576.133963E+3	576.133963E+3	999.903000E-3	
1.310786E+3	268.153706E+0	268.340000E+0	1.314493E+0	49.000000E+0	2.288524E+6	2.288524E+6	629.662026E+3	629.662026E+3	999.444000E-3	
1.316241E+3	268.244895E+0	268.540000E+0	1.076986E+0	53.000000E+0	2.272263E+6	2.272263E+6	597.307684E+3	597.307684E+3	999.273000E-3	
1.321744E+3	268.335817E+0	268.640000E+0	1.022279E+0	48.000000E+0	2.207714E+6	2.207714E+6	582.504139E+3	582.504139E+3	1.000205E+0	
1.327190E+3	268.427522E+0	268.750000E+0	1.204301E+0	54.000000E+0	2.236206E+6	2.236206E+6	590.129681E+3	590.129681E+3	1.000143E+0	
1.332644E+3	268.518294E+0	268.850000E+0	1.239553E+0	51.000000E+0	2.060510E+6	2.060510E+6	559.747229E+3	559.747229E+3	1.000213E+0	
1.338111E+3	268.609199E+0	268.950000E+0	1.293491E+0	53.000000E+0	2.178924E+6	2.178924E+6	564.039350E+3	564.039350E+3	1.000039E+0	
1.343576E+3	268.700304E+0	269.030000E+0	1.311690E+0	53.000000E+0	2.207929E+6	2.207929E+6	579.053413E+3	579.053413E+3	999.949000E-3	
1.349028E+3	268.791393E+0	269.030000E+0	1.132053E+0	49.000000E+0	2.082218E+6	2.082218E+6	583.859587E+3	583.859587E+3	1.000381E+0	
1.354451E+3	268.882265E+0	269.130000E+0	1.081235E+0	51.000000E+0	2.148814E+6	2.148814E+6	594.260095E+3	594.260095E+3	1.000488E+0	
1.359866E+3	268.972653E+0	269.130000E+0	845.980068E-3	53.000000E+0	2.259314E+6	2.259314E+6	607.557102E+3	607.557102E+3	1.000040E+0	
1.365295E+3	269.062892E+0	269.230000E+0	662.891098E-3	55.000000E+0	2.197633E+6	2.197633E+6	616.708794E+3	616.708794E+3	999.857000E-3	
1.370760E+3	269.153380E+0	269.340000E+0	514.487648E-3	54.000000E+0	2.151803E+6	2.151803E+6	547.855790E+3	547.855790E+3	1.000029E+0	
1.376280E+3	269.244469E+0	269.340000E+0	551.341658E-3	57.000000E+0	2.081315E+6	2.081315E+6	535.652183E+3	535.652183E+3	1.000634E+0	
1.381741E+3	269.336457E+0	269.440000E+0	755.745991E-3	57.000000E+0	2.232537E+6	2.232537E+6	578.658292E+3	578.658292E+3	1.000534E+0	
1.387206E+3	269.427479E+0	269.540000E+0	775.105882E-3	56.000000E+0	2.223833E+6	2.223833E+6	620.378646E+3	620.378646E+3	1.000191E+0	
1.392668E+3	269.518568E+0	269.540000E+0	775.037843E-3	59.000000E+0	2.141562E+6	2.141562E+6	600.313725E+3	600.313725E+3	1.000045E+0	
1.398138E+3	269.609590E+0	269.640000E+0	756.737238E-3	61.000000E+0	2.174316E+6	2.174316E+6	557.477713E+3	557.477713E+3	999.968000E-3	
1.403605E+3	269.700762E+0	269.720000E+0	738.800697E-3	63.000000E+0	2.291472E+6	2.291472E+6	627.696118E+3	627.696118E+3	999.288000E-3	
1.409045E+3	269.791883E+0	269.830000E+0	739.192606E-3	57.000000E+0	2.130588E+6	2.130588E+6	564.011843E+3	564.011843E+3	1.000226E+0	
1.414499E+3	269.882539E+0	269.830000E+0	701.711259E-3	63.000000E+0	2.218810E+6	2.218810E+6	617.249223E+3	617.249223E+3	999.796000E-3	
1.419960E+3	269.973444E+0	269.930000E+0	866.157833E-3	64.000000E+0	2.208591E+6	2.208591E+6	614.154651E+3	614.154651E+3	1.000249E+0	
1.425423E+3	270.064466E+0	270.030000E+0	883.275627E-3	61.000000E+0	2.243976E+6	2.243976E+6	613.630755E+3	613.630755E+3	1.000185E+0	
1.430877E+3	270.155504E+0	270.130000E+0	734.956791E-3	65.000000E+0	2.164674E+6	2.164674E+6	573.857044E+3	573.857044E+3	999.993000E-3	
1.436336E+3	270.246409E+0	270.230000E+0	754.015113E-3	61.000000E+0	2.065699E+6	2.065699E+6	556.507953E+3	556.507953E+3	1.000005E+0	
1.441823E+3	270.337398E+0	270.330000E+0	920.470070E-3	65.000000E+0	2.246866E+6	2.246866E+6	602.877722E+3	602.877722E+3	999.788000E-3	
1.447286E+3	270.428853E+0	270.440000E+0	1.105181E+0	64.000000E+0	2.331584E+6	2.331584E+6	620.871907E+3	620.871907E+3	999.853000E-3	
1.452757E+3	270.519892E+0	270.520000E+0	1.103023E+0	61.000000E+0	2.077840E+6	2.077840E+6	574.808803E+3	574.808803E+3	999.815000E-3	
1.458262E+3	270.611080E+0	270.620000E+0	1.118718E+0	60.000000E+0	2.068729E+6	2.068729E+6	563.811652E+3	563.811652E+3	999.941000E-3	
1.463728E+3	270.702835E+0	270.720000E+0	1.100325E+0	61.000000E+0	2.131249E+6	2.131249E+6	559.696466E+3	559.696466E+3	999.854000E-3	
1.469191E+3	270.793924E+0	270.830000E+0	1.066386E+0	61.000000E+0	2.179607E+6	2.179607E+6	565.737208E+3	565.737208E+3	999.764000E-3	
1.474652E+3	270.884979E+0	271.030000E+0	1.050454E+0	60.000000E+0	2.248079E+6	2.248079E+6	614.176504E+3	614.176504E+3	999.833000E-3	
1.480115E+3	270.976001E+0	271.130000E+0	1.085604E+0	61.000000E+0	2.232009E+6	2.232009E+6	600.963898E+3	600.963898E+3	1.000342E+0	
1.485572E+3	271.067040E+0	271.230000E+0	1.324057E+0	60.000000E+0	2.255106E+6	2.255106E+6	604.179071E+3	604.179071E+3	999.914000E-3	
1.491052E+3	271.157995E+0	271.320000E+0	1.509704E+0	61.000000E+0	2.237229E+6	2.237229E+6	586.322338E+3	586.322338E+3	999.728000E-3	
1.496522E+3	271.249333E+0	271.320000E+0	1.492709E+0	61.000000E+0	2.169378E+6	2.169378E+6	615.978129E+3	615.978129E+3	999.823000E-3	
1.502018E+3	271.340489E+0	271.420000E+0	1.271970E+0	61.000000E+0	2.257072E+6	2.257072E+6	598.726776E+3	598.726776E+3	999.815000E-3	
1.507504E+3	271.432094E+0	271.520000E+0	884.415448E-3	62.000000E+0	2.072571E+6	2.072571E+6	545.724202E+3	545.724202E+3	1.000223E+0	
