Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rinst 2 (Ohm)	Rrem 1 (Ohm)	Rrem 2 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	Vp 4W (V)	Vb 4W (V)	N
3.172948E+0	2.656200E+2	-9.750000E+2	-9.749560E-1	-4.729200E-4	2.061566E+6	4.977184E+5	2.131178E+6	5.575590E+5	4.693100E-4	1.000183E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-2.353810E-1	2.616680E-1	8.300000E+1
3.211334E+0	2.656200E+2	-9.500000E+2	-9.499170E-1	-4.558300E-4	2.083928E+6	5.019086E+5	2.273743E+6	6.626987E+5	4.397700E-4	9.999240E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-2.287850E-1	2.914350E-1	8.400000E+1
3.249819E+0	2.656200E+2	-9.250000E+2	-9.246400E-1	-4.086100E-4	2.262891E+6	6.253812E+5	2.091282E+6	5.603404E+5	4.783200E-4	1.000302E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-2.555370E-1	2.680220E-1	8.500000E+1
3.288988E+0	2.656200E+2	-9.000000E+2	-9.002340E-1	-4.160500E-4	2.163764E+6	5.667227E+5	2.281972E+6	6.978571E+5	4.382000E-4	9.999600E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-2.357850E-1	3.058010E-1	8.600000E+1
3.327357E+0	2.656200E+2	-8.750000E+2	-8.747580E-1	-4.030700E-4	2.170238E+6	5.601260E+5	2.169900E+6	6.171636E+5	4.608600E-4	1.000020E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-2.257700E-1	2.844260E-1	8.700000E+1
3.366593E+0	2.656200E+2	-8.500000E+2	-8.501360E-1	-4.092800E-4	2.077150E+6	4.916145E+5	2.314495E+6	7.000972E+5	4.320000E-4	9.998620E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-2.012080E-1	3.024420E-1	8.800000E+1
3.405011E+0	2.656200E+2	-8.250000E+2	-8.249500E-1	-3.581600E-4	2.303300E+6	6.897811E+5	2.163832E+6	6.214049E+5	4.620900E-4	9.998850E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-2.470520E-1	2.871450E-1	8.900000E+1
3.443480E+0	2.656200E+2	-8.000000E+2	-8.002500E-1	-3.841200E-4	2.083333E+6	4.883240E+5	2.217075E+6	6.054058E+5	4.510000E-4	9.999010E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-1.875750E-1	2.730380E-1	9.000000E+1
3.481499E+0	2.656200E+2	-7.750000E+2	-7.751430E-1	-3.595900E-4	2.155630E+6	5.304486E+5	2.259492E+6	6.699422E+5	4.426800E-4	1.000232E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-1.907440E-1	2.965700E-1	9.100000E+1
3.520035E+0	2.655200E+2	-7.500000E+2	-7.500370E-1	-3.545700E-4	2.115343E+6	4.891249E+5	2.126726E+6	5.370179E+5	4.700700E-4	9.997100E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-1.734290E-1	2.524360E-1	9.200000E+1
3.558570E+0	2.655200E+2	-7.250000E+2	-7.252630E-1	-3.189400E-4	2.273979E+6	6.368627E+5	2.197858E+6	6.363017E+5	4.548000E-4	9.995860E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-2.031210E-1	2.893900E-1	9.300000E+1
3.596956E+0	2.655200E+2	-7.000000E+2	-7.003320E-1	-3.265000E-4	2.144968E+6	5.976968E+5	2.103109E+6	5.355479E+5	4.753300E-4	9.996710E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-1.951480E-1	2.545620E-1	9.400000E+1
3.635675E+0	2.655200E+2	-6.750000E+2	-6.749710E-1	-3.359000E-4	2.009440E+6	4.731974E+5	2.154862E+6	5.604802E+5	4.640200E-4	9.998990E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-1.589470E-1	2.600740E-1	9.500000E+1
3.674327E+0	2.655200E+2	-6.500000E+2	-6.503610E-1	-2.981800E-4	2.181102E+6	6.456704E+5	2.144394E+6	5.544220E+5	4.663000E-4	9.999310E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-1.925260E-1	2.585270E-1	9.600000E+1
3.712829E+0	2.655200E+2	-6.250000E+2	-6.247280E-1	-2.933200E-4	2.129851E+6	4.724465E+5	2.170662E+6	6.110621E+5	4.606700E-4	9.999590E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-1.385780E-1	2.814980E-1	9.700000E+1
3.751248E+0	2.655200E+2	-6.000000E+2	-5.996970E-1	-2.755800E-4	2.176127E+6	5.952790E+5	2.255471E+6	6.059937E+5	4.431300E-4	9.994670E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-1.640470E-1	2.685340E-1	9.800000E+1
3.789717E+0	2.655200E+2	-5.750000E+2	-5.745870E-1	-2.466100E-4	2.329942E+6	6.418556E+5	2.212031E+6	6.619953E+5	4.522600E-4	1.000413E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-1.582880E-1	2.993940E-1	9.900000E+1
3.828102E+0	2.655200E+2	-5.500000E+2	-5.504990E-1	-2.555400E-4	2.154258E+6	6.403459E+5	2.094895E+6	5.404946E+5	4.772000E-4	9.996840E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-1.636340E-1	2.579240E-1	1.000000E+2
3.866554E+0	2.655200E+2	-5.250000E+2	-5.246020E-1	-2.448200E-4	2.142807E+6	4.566743E+5	2.330311E+6	6.778096E+5	4.291500E-4	1.000053E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-1.118030E-1	2.908820E-1	1.010000E+2
3.905373E+0	2.655200E+2	-5.000000E+2	-4.997340E-1	-2.088300E-4	2.393018E+6	7.610161E+5	2.115931E+6	5.807174E+5	4.725500E-4	9.998830E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-1.589230E-1	2.744180E-1	1.020000E+2
3.943759E+0	2.655200E+2	-4.750000E+2	-4.750850E-1	-2.101600E-4	2.260587E+6	7.225685E+5	2.142180E+6	5.418184E+5	4.669000E-4	1.000184E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-1.518550E-1	2.529750E-1	1.030000E+2
3.982278E+0	2.655200E+2	-4.500000E+2	-4.499560E-1	-2.183900E-4	2.060332E+6	4.196667E+5	2.175260E+6	6.207312E+5	4.597900E-4	1.000163E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-9.165100E-2	2.854060E-1	1.040000E+2
4.020763E+0	2.655200E+2	-4.250000E+2	-4.247390E-1	-2.048600E-4	2.073313E+6	4.141316E+5	2.175605E+6	5.724643E+5	4.597300E-4	1.000191E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-8.483900E-2	2.631790E-1	1.050000E+2
4.059066E+0	2.655200E+2	-4.000000E+2	-4.001390E-1	-2.102800E-4	1.902887E+6	3.768832E+5	2.167826E+6	5.501789E+5	4.612100E-4	9.998230E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-7.925100E-2	2.537480E-1	1.060000E+2
4.097351E+0	2.655200E+2	-3.750000E+2	-3.752550E-1	-1.670500E-4	2.246363E+6	6.910566E+5	2.138317E+6	5.385884E+5	4.675500E-4	9.997700E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-1.154410E-1	2.518170E-1	1.070000E+2
4.135870E+0	2.655200E+2	-3.500000E+2	-3.498980E-1	-1.735700E-4	2.015890E+6	3.662615E+5	2.228573E+6	6.684791E+5	4.487500E-4	1.000072E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-6.357200E-2	2.999800E-1	1.080000E+2
4.174489E+0	2.655200E+2	-3.250000E+2	-3.250170E-1	-1.244900E-4	2.610788E+6	8.186200E+5	2.206982E+6	6.596836E+5	4.531900E-4	1.000182E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-1.019100E-1	2.989620E-1	1.090000E+2
4.212958E+0	2.655200E+2	-3.000000E+2	-2.995690E-1	-1.227000E-4	2.441475E+6	8.406683E+5	2.069132E+6	5.323846E+5	4.834400E-4	1.000301E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-1.031500E-1	2.573760E-1	1.100000E+2
4.251527E+0	2.655200E+2	-2.750000E+2	-2.750490E-1	-1.180700E-4	2.329542E+6	7.768104E+5	2.175477E+6	6.323318E+5	4.596100E-4	9.998710E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-9.171800E-2	2.906260E-1	1.110000E+2
4.290145E+0	2.655200E+2	-2.500000E+2	-2.500450E-1	-9.257000E-5	2.701145E+6	8.821108E+5	2.228608E+6	6.514912E+5	4.486200E-4	9.997980E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-8.165700E-2	2.922720E-1	1.120000E+2
4.328548E+0	2.655200E+2	-2.250000E+2	-2.249530E-1	-9.742000E-5	2.309105E+6	8.152227E+5	2.173421E+6	5.610755E+5	4.600700E-4	9.999260E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-7.941900E-2	2.581340E-1	1.130000E+2
4.367033E+0	2.655200E+2	-2.000000E+2	-2.000000E-1	-7.507000E-5	2.664180E+6	7.130678E+5	2.306327E+6	7.062853E+5	4.335500E-4	9.999080E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-5.353000E-2	3.062100E-1	1.140000E+2
4.405469E+0	2.655200E+2	-1.750000E+2	-1.755210E-1	-7.259000E-5	2.417978E+6	9.490977E+5	2.137087E+6	6.006967E+5	4.679300E-4	1.000007E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-6.889500E-2	2.810840E-1	1.150000E+2
4.444004E+0	2.655200E+2	-1.500000E+2	-1.499603E-1	-9.065000E-5	1.654278E+6	1.010954E+5	2.213849E+6	6.110235E+5	4.516700E-4	9.999290E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-9.164300E-3	2.759810E-1	1.160000E+2
4.482373E+0	2.655200E+2	-1.250000E+2	-1.244958E-1	-3.107000E-5	4.006946E+6	1.093444E+6	2.312223E+6	6.866113E+5	4.323800E-4	9.997590E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-3.397330E-2	2.968770E-1	1.170000E+2
4.520959E+0	2.655200E+2	-1.000000E+2	-9.997540E-2	-4.619000E-5	2.164438E+6	2.240225E+5	2.291256E+6	6.575678E+5	4.363200E-4	9.997210E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	-1.034760E-2	2.869100E-1	1.180000E+2
4.559294E+0	2.656200E+2	-7.500000E+1	-7.525810E-2	-5.866000E-5	1.282954E+6	-2.062768E+5	2.197249E+6	5.947683E+5	4.551100E-4	9.999900E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.210020E-2	2.706850E-1	1.190000E+2
4.598130E+0	2.656200E+2	-5.000000E+1	-4.985200E-2	-1.931000E-5	2.581668E+6	-2.348317E+5	2.084970E+6	5.473661E+5	4.795200E-4	9.997850E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	4.534600E-3	2.624730E-1	1.200000E+2
4.636515E+0	2.656200E+2	-2.500000E+1	-2.573000E-2	-4.586000E-5	5.610554E+5	-5.204754E+5	2.082156E+6	5.374128E+5	4.804500E-4	1.000372E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.386900E-2	2.582000E-1	1.210000E+2
4.674967E+0	2.656200E+2	2.500000E+1	2.510300E-2	1.022000E-5	2.456262E+6	1.746546E+6	2.265575E+6	6.913961E+5	4.413100E-4	9.998210E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.784970E-2	3.051200E-1	1.220000E+2
4.714203E+0	2.656200E+2	5.000000E+1	5.038450E-2	9.530000E-6	5.286936E+6	4.927366E+6	2.187248E+6	5.975528E+5	4.572500E-4	1.000119E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	4.695780E-2	2.732310E-1	1.230000E+2
4.752722E+0	2.656200E+2	7.500000E+1	7.525660E-2	4.107000E-5	1.832398E+6	8.061578E+5	2.102274E+6	5.484004E+5	4.757400E-4	1.000136E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.310890E-2	2.608960E-1	1.240000E+2
4.791407E+0	2.656200E+2	1.000000E+2	9.964630E-2	1.846000E-5	5.397958E+6	2.449870E+6	2.122110E+6	5.388567E+5	4.710900E-4	9.997050E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	4.522460E-2	2.538500E-1	1.250000E+2
4.829643E+0	2.656200E+2	1.250000E+2	1.250900E-1	6.577000E-5	1.901931E+6	1.902889E+5	2.200378E+6	6.259097E+5	4.545400E-4	1.000160E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.251530E-2	2.845010E-1	1.260000E+2
4.867928E+0	2.656200E+2	1.500000E+2	1.500227E-1	6.521000E-5	2.300609E+6	1.016412E+6	2.268324E+6	6.796048E+5	4.408400E-4	9.999680E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	6.628020E-2	2.995970E-1	1.270000E+2
4.906181E+0	2.656200E+2	1.750000E+2	1.748742E-1	6.850000E-5	2.552908E+6	9.305182E+5	2.248858E+6	6.603368E+5	4.447200E-4	1.000112E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	6.374050E-2	2.936650E-1	1.280000E+2
4.944433E+0	2.656200E+2	2.000000E+2	1.994920E-1	6.070000E-5	3.286524E+6	1.452199E+6	2.167412E+6	5.639215E+5	4.613000E-4	9.998270E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	8.814850E-2	2.601370E-1	1.290000E+2
4.982818E+0	2.656200E+2	2.250000E+2	2.245450E-1	7.910000E-5	2.838748E+6	1.181618E+6	2.303982E+6	7.017469E+5	4.339200E-4	9.997440E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	9.346600E-2	3.045020E-1	1.300000E+2
5.021121E+0	2.656200E+2	2.500000E+2	2.496600E-1	1.081500E-4	2.308460E+6	5.887471E+5	2.158630E+6	5.674020E+5	4.632800E-4	1.000050E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	6.367300E-2	2.628660E-1	1.310000E+2
5.059723E+0	2.656200E+2	2.750000E+2	2.750250E-1	1.497800E-4	1.836193E+6	3.721058E+5	2.154838E+6	5.583942E+5	4.639500E-4	9.997370E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	5.573400E-2	2.590670E-1	1.320000E+2
5.098192E+0	2.656200E+2	3.000000E+2	3.001520E-1	1.416600E-4	2.118820E+6	6.840887E+5	2.274353E+6	6.750097E+5	4.398100E-4	1.000283E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	9.690800E-2	2.968760E-1	1.330000E+2
5.136777E+0	2.657200E+2	3.250000E+2	3.250640E-1	1.619400E-4	2.007311E+6	4.216191E+5	2.116838E+6	5.340246E+5	4.725700E-4	1.000354E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	6.827700E-2	2.523640E-1	1.340000E+2
5.175946E+0	2.657200E+2	3.500000E+2	3.498940E-1	1.641700E-4	2.131291E+6	5.590364E+5	2.263994E+6	6.777332E+5	4.415100E-4	9.995760E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	9.177700E-2	2.992260E-1	1.350000E+2
5.214532E+0	2.656200E+2	3.750000E+2	3.750180E-1	1.599800E-4	2.344156E+6	8.000625E+5	2.210491E+6	6.493628E+5	4.527900E-4	1.000888E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.279940E-1	2.940250E-1	1.360000E+2
5.254517E+0	2.656200E+2	4.000000E+2	4.001370E-1	1.644500E-4	2.433183E+6	8.585284E+5	2.304967E+6	6.503148E+5	4.336500E-4	9.995490E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.411850E-1	2.820090E-1	1.370000E+2
5.293153E+0	2.656200E+2	4.250000E+2	4.249330E-1	1.785400E-4	2.380044E+6	7.352638E+5	2.271169E+6	6.372053E+5	4.402600E-4	9.999050E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.312740E-1	2.805360E-1	1.380000E+2
5.331938E+0	2.656200E+2	4.500000E+2	4.500970E-1	1.947600E-4	2.311034E+6	7.988396E+5	2.317985E+6	6.953680E+5	4.313500E-4	9.998630E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.555820E-1	2.999470E-1	1.390000E+2
5.370524E+0	2.656200E+2	4.750000E+2	4.751420E-1	2.352200E-4	2.019990E+6	5.736204E+5	2.312616E+6	7.055725E+5	4.324800E-4	1.000160E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.349270E-1	3.051460E-1	1.400000E+2
5.409209E+0	2.656200E+2	5.000000E+2	4.998220E-1	2.065300E-4	2.420094E+6	8.110589E+5	2.275674E+6	6.955175E+5	4.394900E-4	1.000136E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.675080E-1	3.056730E-1	1.410000E+2
5.447728E+0	2.656200E+2	5.250000E+2	5.247660E-1	2.252600E-4	2.329601E+6	7.075069E+5	2.155160E+6	5.576927E+5	4.640100E-4	1.000016E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.593730E-1	2.587750E-1	1.420000E+2
5.486364E+0	2.656200E+2	5.500000E+2	5.497730E-1	2.638900E-4	2.083342E+6	4.936451E+5	2.120010E+6	5.328960E+5	4.718200E-4	1.000263E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.302680E-1	2.514310E-1	1.430000E+2
5.524883E+0	2.657200E+2	5.750000E+2	5.750690E-1	2.801800E-4	2.052498E+6	5.429331E+5	2.147637E+6	6.141480E+5	4.656500E-4	1.000047E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.521190E-1	2.859780E-1	1.440000E+2
5.563468E+0	2.657200E+2	6.000000E+2	5.996200E-1	2.566100E-4	2.336698E+6	7.377850E+5	2.278025E+6	6.930677E+5	4.389600E-4	9.999620E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.893230E-1	3.042290E-1	1.450000E+2
5.601937E+0	2.657200E+2	6.250000E+2	6.250640E-1	2.980600E-4	2.097108E+6	5.071496E+5	2.065977E+6	5.287780E+5	4.841200E-4	1.000181E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.511610E-1	2.559920E-1	1.460000E+2
5.640539E+0	2.657200E+2	6.500000E+2	6.500730E-1	2.904700E-4	2.238004E+6	6.969635E+5	2.208137E+6	6.284518E+5	4.527300E-4	9.996900E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.024470E-1	2.845190E-1	1.470000E+2
5.679725E+0	2.657200E+2	6.750000E+2	6.753750E-1	3.141200E-4	2.150054E+6	5.890997E+5	2.299289E+6	6.697321E+5	4.348500E-4	9.998460E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.850480E-1	2.912330E-1	1.480000E+2
5.718277E+0	2.656200E+2	7.000000E+2	6.997830E-1	3.392700E-4	2.062614E+6	5.046600E+5	2.084858E+6	5.284472E+5	4.796600E-4	1.000023E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.712160E-1	2.534750E-1	1.490000E+2
5.756763E+0	2.656200E+2	7.250000E+2	7.247340E-1	3.093300E-4	2.342915E+6	7.450910E+5	2.296779E+6	6.992786E+5	4.352600E-4	9.996960E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.304790E-1	3.043680E-1	1.500000E+2
5.795181E+0	2.656200E+2	7.500000E+2	7.502440E-1	3.636500E-4	2.063094E+6	5.037289E+5	2.161391E+6	5.853291E+5	4.624800E-4	9.996000E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.831810E-1	2.707030E-1	1.510000E+2
5.833734E+0	2.656200E+2	7.750000E+2	7.749610E-1	3.326900E-4	2.329379E+6	7.190628E+5	2.257444E+6	6.898982E+5	4.430900E-4	1.000251E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.392250E-1	3.056870E-1	1.520000E+2
5.872153E+0	2.656200E+2	8.000000E+2	8.000220E-1	3.906600E-4	2.047873E+6	5.074003E+5	2.227085E+6	6.496659E+5	4.489200E-4	9.997830E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	1.982210E-1	2.916480E-1	1.530000E+2
5.910621E+0	2.656200E+2	8.250000E+2	8.251740E-1	3.946200E-4	2.091060E+6	5.193376E+5	2.107936E+6	5.327612E+5	4.742800E-4	9.997520E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.049410E-1	2.526780E-1	1.540000E+2
5.948990E+0	2.657200E+2	8.500000E+2	8.498620E-1	3.682300E-4	2.307965E+6	7.151916E+5	2.194791E+6	5.971652E+5	4.557700E-4	1.000320E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.633550E-1	2.721700E-1	1.550000E+2
5.987426E+0	2.657200E+2	8.750000E+2	8.751250E-1	4.204200E-4	2.081549E+6	5.352600E+5	2.266912E+6	6.922862E+5	4.411600E-4	1.000071E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.250340E-1	3.054090E-1	1.560000E+2
6.025761E+0	2.657200E+2	9.000000E+2	8.999910E-1	4.193300E-4	2.146260E+6	5.777192E+5	2.246566E+6	6.874514E+5	4.451500E-4	1.000059E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.422550E-1	3.060190E-1	1.570000E+2
6.064197E+0	2.656200E+2	9.250000E+2	9.248580E-1	4.233900E-4	2.184412E+6	5.865301E+5	2.116129E+6	5.457693E+5	4.725000E-4	9.998710E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.483310E-1	2.578760E-1	1.580000E+2
6.102432E+0	2.656200E+2	9.500000E+2	9.502900E-1	4.242300E-4	2.240035E+6	6.905287E+5	2.270062E+6	6.942326E+5	4.404100E-4	9.997580E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.929430E-1	3.057470E-1	1.590000E+2
6.140685E+0	2.656200E+2	9.750000E+2	9.748680E-1	4.311400E-4	2.261140E+6	6.938210E+5	2.250679E+6	6.468250E+5	4.442500E-4	9.998640E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.991340E-1	2.873520E-1	1.600000E+2
6.179020E+0	2.656200E+2	1.000000E+3	1.000291E+0	4.561900E-4	2.192707E+6	6.474254E+5	2.224872E+6	5.850496E+5	4.494200E-4	9.999020E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.953490E-1	2.629330E-1	1.610000E+2
6.217639E+0	2.656200E+2	1.025000E+3	1.025138E+0	4.520900E-4	2.267553E+6	6.843549E+5	2.142703E+6	5.405495E+5	4.666400E-4	9.998710E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.093900E-1	2.522420E-1	1.620000E+2
6.256291E+0	2.656200E+2	1.050000E+3	1.049986E+0	4.992800E-4	2.103000E+6	5.405384E+5	2.078271E+6	5.338223E+5	4.812500E-4	1.000168E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	2.698800E-1	2.569020E-1	1.630000E+2
6.294877E+0	2.656200E+2	1.075000E+3	1.075094E+0	4.761200E-4	2.258032E+6	6.861527E+5	2.280519E+6	6.986062E+5	4.383800E-4	9.997340E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.266910E-1	3.062550E-1	1.640000E+2
6.333396E+0	2.656200E+2	1.100000E+3	1.100054E+0	4.891700E-4	2.248817E+6	6.311998E+5	2.116321E+6	5.335598E+5	4.724700E-4	9.998980E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.087640E-1	2.520910E-1	1.650000E+2
6.371764E+0	2.656200E+2	1.125000E+3	1.125022E+0	4.975800E-4	2.260987E+6	6.819788E+5	2.187469E+6	6.007371E+5	4.571700E-4	1.000045E+0	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.393390E-1	2.746390E-1	1.660000E+2
6.410117E+0	2.656200E+2	1.150000E+3	1.149803E+0	5.043000E-4	2.279998E+6	6.893912E+5	2.179337E+6	5.772641E+5	4.587900E-4	9.998580E-1	1.000000E-2	0.000000E+0	2.000000E-3	2.000000E+0	2.000000E-3	2.000000E+0	3.476600E-1	2.648430E-1	1.670000E+2
