Tiempo (min),Vdc (V),Freq (Hz),R_ch1 (Ohm),X_ch1 (Ohm),|Z|_ch1 (Ohm),Theta_ch1 (Deg),Vm_ch1 (V),Im_ch1 (A),R_ch2 (Ohm),X_ch2 (Ohm),|Z|_ch2 (Ohm),Theta_ch2 (Deg),Vm_ch2 (V),Im_ch2 (A),Status
1.2762,0.0,10000.0,393.08,-8132.98,8142.473553337461,-87.23295606624345,0.0999332,1.22731e-05,467.163,-8117.66,8131.091264041315,-86.70631959517084,0.0999219,1.22889e-05,0
1.3224,0.0,15000.0,192.065,-5447.63,5451.01472949074,-87.98078106505356,0.0999186,1.83303e-05,225.884,-5439.47,5444.158104092497,-87.62205361316778,0.099907,1.83512e-05,0
1.3688,0.0,20000.0,117.769,-4093.56,4095.2537175321627,-88.3520930541614,0.0999001,2.43941e-05,135.662,-4086.98,4089.230942199768,-88.09883895763818,0.0998892,2.44274e-05,0
1.4153,0.0,30000.0,59.3923,-2735.49,2736.13467968945,-88.75620325324779,0.0998542,3.64946e-05,68.462,-2732.03,2732.8876607617813,-88.56452421894707,0.0998418,3.65334e-05,0
1.4614,0.0,50000.0,27.1136,-1646.0,1646.2232981296797,-89.0562853210454,0.0997167,6.05732e-05,30.9155,-1644.2,1644.4906226975727,-88.92280807171663,0.0997021,6.0628e-05,0
1.5075,0.0,75000.0,16.1252,-1100.3,1100.4181532831235,-89.1603746544455,0.0994584,9.03819e-05,17.9832,-1099.84,1099.9870095061303,-89.06325496835993,0.0994428,9.04033e-05,0
1.5537,0.0,100000.0,11.5003,-825.585,825.6650950143709,-89.20192828249668,0.0991099,0.000120036,12.8818,-825.015,825.1155622070402,-89.1054552933196,0.099089,0.000120091,0
1.5998,0.0,125000.0,9.2244,-654.611,654.6759892315893,-89.19267441221861,0.0986462,0.000150679,10.1989,-654.234,654.3134908567988,-89.10688439276403,0.0986229,0.000150727,0
1.6459,0.0,150000.0,7.95261,-552.245,552.3022578541681,-89.1749685443927,0.0981526,0.000177715,8.73538,-552.017,552.0861120810272,-89.09339995820129,0.0981269,0.000177738,0
1.6920,0.0,200000.0,6.56464,-415.389,415.44086922127633,-89.09459601059935,0.0968754,0.000233187,7.08853,-415.239,415.2994996127023,-89.02200080814055,0.0968458,0.000233195,0
1.9152,0.25,20.0,370068.0,148034.0,398577.9594759349,21.802317075451032,0.0999767,2.50833e-07,389169.0,-22508.5,389819.37244479015,-3.3101478117108902,0.0999744,2.56463e-07,0
2.0590,0.25,30.0,524227.0,-263346.0,586655.8303170608,-26.672715402011082,0.0999848,1.70432e-07,289235.0,-107298.0,308495.9416734684,-20.35342855570592,0.0999696,3.24055e-07,0
2.1570,0.25,50.0,483062.0,-11631.0,483202.00331227935,-1.379281493421104,0.0999793,2.0691e-07,388161.0,-1830.55,388165.3163721644,-0.27020234299353363,0.0999742,2.57556e-07,0
2.2290,0.25,75.0,264850.0,-280108.0,385494.50601013756,-46.60377620532909,0.0999822,2.59361e-07,225449.0,-101004.0,247040.60317486274,-24.13298239882254,0.0999631,4.04643e-07,0
2.3003,0.25,100.0,212872.0,-285963.0,356495.89864821726,-53.33585567379402,0.0999832,2.80461e-07,186636.0,-127463.0,226008.43538461125,-34.33111076342697,0.0999635,4.42299e-07,0
2.3644,0.25,150.0,153138.0,-233798.0,279486.5861682811,-56.77514803652698,0.0999804,3.57728e-07,175655.0,-129951.0,218499.2938798659,-36.49433760821832,0.0999632,4.57498e-07,0
2.4248,0.25,200.0,122426.0,-204703.0,238519.27319401255,-59.11777125180924,0.0999785,4.19164e-07,133406.0,-116077.0,176836.16927823334,-41.026637452624904,0.0999573,5.65255e-07,0
2.4766,0.25,500.0,47275.0,-117261.0,126432.0677122699,-68.0426559647238,0.0999704,7.90707e-07,67873.1,-93349.2,115415.90377521636,-53.97954301847551,0.099949,8.6599e-07,0
2.5268,0.25,750.0,40585.5,-80760.4,90384.87162357426,-63.31854663901461,0.0999503,1.10583e-06,44341.9,-66984.7,80331.5263747677,-56.496613277166404,0.0999313,1.24399e-06,0
2.5753,0.25,1000.0,19584.6,-70202.7,72883.30154740522,-74.41237674682145,0.0999631,1.37155e-06,27079.5,-66559.6,71857.35642514273,-67.86125208554579,0.0999475,1.39091e-06,0
2.6234,0.25,1250.0,14224.7,-57930.8,59651.65277450408,-76.20416882037273,0.0999599,1.67573e-06,18047.5,-56727.9,59529.54640059002,-72.35197276080045,0.099949,1.67898e-06,0
2.6711,0.25,1500.0,10190.6,-49933.0,50962.268565675135,-78.46516802426983,0.0999606,1.96146e-06,13779.2,-48815.0,50722.48591739171,-74.23701234974823,0.0999463,1.97045e-06,0
2.7187,0.25,2000.0,6039.16,-38469.3,38940.44807132553,-81.07815393323332,0.0999599,2.56699e-06,8181.57,-38063.7,38933.06236805551,-77.86917793603466,0.0999457,2.56712e-06,0
2.7662,0.25,2500.0,4075.31,-31404.3,31667.620846632923,-82.606093944158,0.0999589,3.1565e-06,5421.08,-31015.8,31485.99622064387,-80.0857372370881,0.0999449,3.17426e-06,0
2.8135,0.25,4000.0,1783.33,-19987.1,20066.500250389952,-84.90133995492067,0.0999545,4.98117e-06,2301.47,-19887.5,20020.22528371996,-83.39884082263569,0.0999414,4.99202e-06,0
2.8606,0.25,5000.0,1216.31,-16081.4,16127.331954669377,-85.6746927743586,0.0999513,6.19762e-06,1539.17,-16017.4,16091.182276293435,-84.51109437467682,0.0999387,6.21079e-06,0
2.9077,0.25,7500.0,588.18,-10801.8,10817.801946439951,-86.88320618887956,0.0999455,9.23898e-06,729.496,-10767.9,10792.582398296341,-86.12428864787849,0.0999331,9.2594e-06,0
2.9540,0.25,10000.0,344.633,-8130.69,8137.99064762236,-87.57287466667682,0.0999405,1.22807e-05,440.539,-8120.83,8132.770407396301,-86.89486064006296,0.0999259,1.22868e-05,0
3.0003,0.25,15000.0,172.569,-5445.28,5448.013797537686,-88.1848192919798,0.0999251,1.83416e-05,210.576,-5434.84,5438.917914197272,-87.7811519683613,0.099912,1.83698e-05,0
3.0466,0.25,20000.0,107.718,-4094.22,4095.636772948011,-88.49290870465674,0.0999061,2.43933e-05,128.919,-4088.37,4090.4021031508623,-88.19388464568945,0.0998932,2.44213e-05,0
3.0929,0.25,30000.0,55.2377,-2736.38,2736.937468759798,-88.84356072728087,0.0998598,3.64859e-05,66.1112,-2733.21,2734.0094357674484,-88.61439323115687,0.099845,3.65197e-05,0
3.1390,0.25,50000.0,25.7951,-1645.57,1645.7721628718873,-89.10193469397277,0.0997213,6.05925e-05,30.3741,-1643.8,1644.0806020237603,-88.94141032402683,0.099704,6.06444e-05,0
3.1851,0.25,75000.0,15.6681,-1099.26,1099.3716555185558,-89.18340045306466,0.099461,9.04712e-05,17.8305,-1098.38,1098.5247157575702,-89.06997335106126,0.0994426,9.05237e-05,0
3.2312,0.25,100000.0,11.6012,-825.656,825.7374995586914,-89.19499639179207,0.0991086,0.000120024,13.0083,-825.21,825.3125226051584,-89.09688568670497,0.0990876,0.000120061,0
3.2773,0.25,125000.0,9.36993,-654.745,654.8120422023445,-89.180107066864,0.0986435,0.000150644,10.3126,-654.374,654.4552556093961,-89.09712252202985,0.0986209,0.000150691,0
3.3233,0.25,150000.0,8.04944,-552.186,552.2446668645281,-89.16483526342849,0.0981492,0.000177728,8.77112,-551.912,551.981691988108,-89.08951815581544,0.0981252,0.000177769,0
3.3694,0.25,200000.0,6.52777,-415.451,415.50228059804067,-89.09981466872395,0.0968782,0.000233159,6.99637,-415.256,415.3149343921753,-89.03475314279999,0.0968508,0.000233199,0
3.5925,0.5,20.0,494001.0,-115680.0,507364.6128781549,-13.17945263186444,0.0999808,1.97059e-07,376586.0,-10806.4,376741.0167170015,-1.643691607253251,0.0999735,2.65364e-07,0
3.7363,0.5,30.0,652330.0,-168089.0,673638.1378908115,-14.449357055850538,0.0999856,1.48426e-07,336415.0,-94997.3,349570.50681127264,-15.768686604439434,0.0999725,2.85986e-07,0
3.8344,0.5,50.0,416447.0,24363.8,417159.08063883736,3.348213669345311,0.0999761,2.39659e-07,367119.0,17063.7,367515.3466437694,2.661193912540304,0.0999728,2.72023e-07,0
3.9061,0.5,75.0,429726.0,-315229.0,532948.1752637868,-36.26221241299013,0.0999849,1.87607e-07,288211.0,-136706.0,318989.20194420376,-25.3762063245172,0.0999717,3.13402e-07,0
3.9773,0.5,100.0,298893.0,-382625.0,485529.52132079465,-52.00431595889126,0.0999873,2.05935e-07,224823.0,-165028.0,278889.9820950907,-36.27998040749155,0.0999711,3.58461e-07,0
4.0412,0.5,150.0,224159.0,-360644.0,424630.84204635915,-58.13689956374284,0.0999876,2.35469e-07,183675.0,-159335.0,243154.5760416612,-40.94109326431531,0.0999689,4.11133e-07,0
4.1018,0.5,200.0,155124.0,-270568.0,311882.1860895553,-60.17317884345121,0.099984,3.20583e-07,148671.0,-151137.0,212003.44103339454,-45.47126229471395,0.0999669,4.71535e-07,0
4.1537,0.5,500.0,35524.5,-134196.0,138818.43003092206,-75.17271030054863,0.0999815,7.20231e-07,62885.4,-105215.0,122575.56754165978,-59.133883240601875,0.0999581,8.1548e-07,0
4.2040,0.5,750.0,31626.9,-102207.0,106988.46504464862,-72.8058584234681,0.0999723,9.34418e-07,23732.9,-81367.3,84757.82000323039,-73.73929505611287,0.0999669,1.17944e-06,0
4.2525,0.5,1000.0,13881.0,-73460.4,74760.36736908132,-79.29961343476191,0.0999751,1.33727e-06,24109.7,-68779.2,72882.48065708246,-70.68251446773229,0.0999545,1.37145e-06,0
4.3007,0.5,1250.0,9092.6,-60304.9,60986.52587883655,-81.42569265378675,0.0999754,1.6393e-06,17712.9,-57815.7,60468.18992577833,-72.96659391651124,0.0999515,1.65296e-06,0
4.3484,0.5,1500.0,7538.12,-51159.6,51711.97081232159,-81.61805534908785,0.0999716,1.93324e-06,12203.6,-49460.9,50944.170243218214,-76.14010548833777,0.0999528,1.96201e-06,0
4.3959,0.5,2000.0,4505.27,-39108.7,39367.345268164834,-83.4285698009575,0.0999706,2.53943e-06,7251.02,-38378.9,39057.870605684584,-79.30107882895437,0.0999522,2.55908e-06,0
4.4433,0.5,2500.0,3014.71,-31535.0,31678.773672351963,-84.53918425971624,0.0999695,3.15572e-06,4828.01,-31112.4,31484.775913449026,-81.17921800708493,0.0999508,3.17458e-06,0
4.4904,0.5,4000.0,1334.24,-20015.0,20059.42225931744,-86.1861911634994,0.0999656,4.98348e-06,2069.12,-19911.7,20018.917414895343,-84.06741422879024,0.0999472,4.99262e-06,0
4.5376,0.5,5000.0,908.44,-16094.2,16119.818140214858,-86.7693575637449,0.0999631,6.20126e-06,1377.05,-16029.3,16088.341281577164,-85.08987229514888,0.0999449,6.21225e-06,0
4.5848,0.5,7500.0,447.809,-10788.6,10797.889741078161,-87.62315351779354,0.0999573,9.2571e-06,655.445,-10762.6,10782.539909873973,-86.51497707821815,0.0999394,9.26859e-06,0
4.6312,0.5,10000.0,279.911,-8126.78,8131.5990639185475,-88.02733905945632,0.0999501,1.22916e-05,401.88,-8113.37,8123.317074403781,-87.16428267033521,0.0999316,1.23018e-05,0
4.6776,0.5,15000.0,145.292,-5440.28,5442.219790091539,-88.4701816690388,0.0999341,1.83628e-05,196.524,-5432.74,5436.293368663615,-87.92828514361554,0.0999167,1.83796e-05,0
4.7240,0.5,20000.0,89.1515,-4091.41,4092.3811867972718,-88.75172703554375,0.099917,2.44154e-05,120.463,-4085.93,4087.70538312988,-88.31127240128168,0.0998981,2.44387e-05,0
4.7703,0.5,30000.0,48.1152,-2734.89,2735.313215076299,-88.99209345979827,0.0998691,3.65111e-05,61.7202,-2730.87,2731.5673778964415,-88.7052825518586,0.0998506,3.65543e-05,0
4.8163,0.5,50000.0,23.7599,-1643.57,1643.7417308531196,-89.17177414366623,0.0997281,6.06712e-05,29.2244,-1643.48,1643.7398139472562,-88.9812724665644,0.0997081,6.06591e-05,0
4.8623,0.5,75000.0,14.7043,-1098.69,1098.7883929758677,-89.23322863206799,0.0994683,9.05256e-05,17.3943,-1098.28,1098.4177347769335,-89.09263879781342,0.0994461,9.05359e-05,0
4.9084,0.5,100000.0,11.2416,-825.505,825.5815396407311,-89.21980312119479,0.0991134,0.000120053,12.8,-825.036,825.1352866627386,-89.11115739855427,0.0990902,0.00012009,0
4.9545,0.5,125000.0,9.15451,-654.62,654.68400732975,-89.19880144475424,0.0986478,0.00015068,10.2462,-654.366,654.4462136573486,-89.10292398380903,0.0986224,0.000150696,0
5.0006,0.5,150000.0,7.98605,-552.157,552.2147495708555,-89.17136782112725,0.098151,0.000177741,8.7233,-551.846,551.91494243125,-89.09437297812434,0.0981262,0.000177792,0
5.0465,0.5,200000.0,6.53079,-415.432,415.4833304021043,-89.09935709388905,0.0968778,0.000233169,6.95535,-415.253,415.3112458176668,-89.0404044315357,0.096853,0.000233206,0
