Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Ancho pulso (s),Periodo (s),Vcc (V),Vrange,NPLC,Ch2?,N bias
0.0408,0.0,1e-05,0.0775331,nan,86909220.0,0.8690922,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.0822,1e-05,1e-05,1.1167958,111679580.0,118281630.0,1.1828163,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.1234,0.0,1e-05,0.4658916,nan,98754130.0,0.9875413,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.1648,-1e-05,1e-05,-0.4046468,40464680.0,66806719.99999999,0.6680672,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.2061,0.0,1e-05,0.315233,nan,94951460.0,0.9495146,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.2474,1e-05,1e-05,1.125511,112551099.99999999,118726840.0,1.1872684,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.2888,0.0,1e-05,0.4503228,nan,97240629.99999999,0.9724063,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.3301,-1e-05,1e-05,-0.4198589,41985890.0,65037290.0,0.6503729,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.3712,0.0,1e-05,0.3262397,nan,92315290.0,0.9231529,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.4126,1e-05,1e-05,1.1243474,112434740.0,118452380.0,1.1845238,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.4538,0.0,1e-05,0.4713782,nan,96587270.0,0.9658727,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.4953,-1e-05,1e-05,-0.3809275,38092750.0,68277650.0,0.6827765,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.5364,0.0,1e-05,0.3440671,nan,93957470.0,0.9395747,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.5777,1e-05,1e-05,1.1281644,112816440.0,116663750.0,1.1666375,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.6189,0.0,1e-05,0.4526501,nan,98388810.0,0.9838881,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.6603,-1e-05,1e-05,-0.3764005,37640050.0,67824740.0,0.6782474,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.7015,0.0,1e-05,0.3023296,nan,92705190.0,0.9270519,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.7429,1e-05,1e-05,1.1588385,115883850.00000001,118392659.99999999,1.1839266,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.7842,2e-05,1e-05,1.883898,94194900.0,136256930.0,1.3625693,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.8256,3.0000000000000004e-05,1e-05,2.5575903,85253010.0,147330090.0,1.4733009,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.8670,4e-05,1e-05,3.1436627,78591567.5,154790730.0,1.5479073,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.9084,5e-05,1e-05,3.7167229,74334458.0,162757200.0,1.627572,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.9496,6e-05,1e-05,4.2364478,70607463.33333331,167070630.0,1.6707063,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
0.9909,7.000000000000001e-05,1e-05,4.7234224,67477462.85714285,170856640.0,1.7085664,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
1.0323,8e-05,1e-05,5.2119009,65148761.25,177946460.0,1.7794646,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
1.0736,9e-05,1e-05,5.6616601,62907334.44444443,183377530.0,1.8337753,nan,nan,nan,nan,0.5,0.2,20.0,10 V,20.0,False,1
1.1148,0.0001,1e-05,6.1229996,61229995.99999999,187033750.0,1.8703375,nan,nan,nan,nan,0.8,0.2,20.0,10 V,20.0,False,1
1.1661,9e-05,1e-05,5.984409,66493433.33333333,163354530.0,1.6335453,nan,nan,nan,nan,0.8,0.2,20.0,10 V,20.0,False,1
