Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Ancho pulso (s),Periodo (s),Vcc (V),Vrange,NPLC,Ch2?,N bias
0.0708,1e-05,1e-05,0.1854218,18542180.0,41506920.0,0.4150692,1.2523672,125236719.99999999,131117240.0,1.3111724,1.001,0.2,30.0,10 V,20.0,True,1
0.1590,0.0,1e-05,0.1839899,nan,34900700.0,0.349007,0.44934291,nan,136956890.0,1.3695689,1.001,0.2,30.0,10 V,20.0,True,1
0.2486,-1e-05,1e-05,-0.0676383,6763830.0,25884000.0,0.25884,-0.51500755,51500755.0,135892820.0,1.3589282,1.001,0.2,30.0,10 V,20.0,True,1
0.3217,-2e-05,1e-05,-0.3500207,17501035.0,15725480.0,0.1572548,-1.4298219,71491095.0,116288930.0,1.1628893,1.001,0.2,30.0,10 V,20.0,True,1
0.4137,-3.0000000000000004e-05,1e-05,-0.6262681,20875603.333333332,4519650.0,0.0451965,-2.4074169,80247229.99999999,127379800.0,1.273798,1.001,0.2,30.0,10 V,20.0,True,1
0.4942,-4e-05,1e-05,-0.8492268,21230670.0,-7232089.999999999,-0.0723209,-3.3645996,84114990.0,95116149.0,0.95116149,1.001,0.2,30.0,10 V,20.0,True,1
0.5820,-5e-05,1e-05,-1.0677942,21355884.0,-19444900.0,-0.194449,-4.7860156,95720311.99999999,80079360.0,0.8007936,1.001,0.2,30.0,10 V,20.0,True,1
0.7146,-4e-05,1e-05,-0.8724687,21811717.5,-12482440.0,-0.1248244,-3.8079976,95199940.0,80181958.0,0.80181958,1.001,0.2,30.0,10 V,20.0,True,1
0.8023,-3.0000000000000004e-05,1e-05,-0.6637921,22126403.333333332,-5543110.0,-0.0554311,-2.9417153,98057176.66666664,84563774.0,0.84563774,1.001,0.2,30.0,10 V,20.0,True,1
0.8901,-2.0000000000000005e-05,1e-05,-0.4325368,21626839.999999993,3666110.0,0.0366611,-1.9724863,98624314.99999996,87187192.0,0.87187192,1.001,0.2,30.0,10 V,20.0,True,1
0.9632,-1.0000000000000004e-05,1e-05,-0.1813559,18135589.99999999,15409329.999999998,0.1540933,-0.85084734,85084733.99999996,83019844.0,0.83019844,1.001,0.2,30.0,10 V,20.0,True,1
1.0362,-3.3881317890172014e-21,1e-05,0.3065761,nan,32993509.999999996,0.3299351,0.97046461,nan,104017790.0,1.0401779,1.001,0.2,30.0,10 V,20.0,True,1
1.1091,9.999999999999997e-06,1e-05,0.34649,nan,35056330.0,0.3505633,1.0771608,nan,109842650.0,1.0984265,1.001,0.2,30.0,10 V,20.0,True,1
1.1895,1.9999999999999998e-05,1e-05,0.5701839,28509195.000000004,43743530.0,0.4374353,2.1121153,105605765.00000001,119138459.99999999,1.1913846,1.001,0.2,30.0,10 V,20.0,True,1
1.2625,2.9999999999999997e-05,1e-05,0.7989571,26631903.333333336,51134110.0,0.5113411,2.8230819,94102730.00000001,128563120.0,1.2856312,1.001,0.2,30.0,10 V,20.0,True,1
1.3353,3.9999999999999996e-05,1e-05,1.0029528,25073820.000000007,55201060.0,0.5520106,3.6100521,90251302.50000001,137994100.0,1.379941,1.001,0.2,30.0,10 V,20.0,True,1
1.4082,4.9999999999999996e-05,1e-05,1.2148289,24296578.000000004,56788419.99999999,0.5678842,4.384468,87689360.0,144405260.0,1.4440526,1.001,0.2,30.0,10 V,20.0,True,1
1.4812,5e-05,1e-05,1.1614336,23228672.0,58356800.0,0.583568,4.3313471,86626942.0,142429880.0,1.4242988,1.001,0.2,30.0,10 V,20.0,True,1
1.5540,4e-05,1e-05,1.0194417,25486042.5,56966039.99999999,0.5696604,3.7032553,92581382.5,142352680.0,1.4235268,1.001,0.2,30.0,10 V,20.0,True,1
1.6269,3.0000000000000004e-05,1e-05,0.8335741,27785803.33333333,52605809.99999999,0.5260581,2.938361,97945366.66666666,140104920.0,1.4010492,1.001,0.2,30.0,10 V,20.0,True,1
