Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Ancho pulso (s),Periodo (s),Vcc (V),Vrange,NPLC,Ch2?,N bias
0.0309,1e-05,1e-05,0.1089727,10897270.0,71246410.0,0.7124641,0.63448065,63448065.0,89747133.0,0.89747133,0.5,0.2,30.0,10 V,2.0,True,1
0.0630,1e-05,1e-05,0.7830687,78306870.0,81419980.0,0.8141998,0.95026853,95026853.0,97334542.0,0.97334542,0.5,0.2,30.0,10 V,2.0,True,1
0.0952,1e-05,1e-05,0.8289377,82893770.0,84306550.0,0.8430655,1.0109278,101092779.99999999,102682900.0,1.026829,0.5,0.2,30.0,10 V,2.0,True,1
0.1274,1e-05,1e-05,0.8586063,85860630.0,86097090.0,0.8609709,1.0242301,102423010.0,105081249.99999999,1.0508125,0.5,0.2,30.0,10 V,2.0,True,1
0.1597,1e-05,1e-05,0.8772047,87720470.0,87865100.0,0.878651,1.0452848,104528479.99999999,104962810.0,1.0496281,0.5,0.2,30.0,10 V,2.0,True,1
0.1919,1e-05,1e-05,0.8741526,87415260.0,89312490.0,0.8931249,1.0626066,106260660.0,105853660.0,1.0585366,0.5,0.2,30.0,10 V,2.0,True,1
0.2240,1e-05,1e-05,0.896221,89622100.0,90459630.0,0.9045963,1.0877218,108772180.0,107611240.0,1.0761124,0.5,0.2,30.0,10 V,2.0,True,1
0.2561,1e-05,1e-05,0.917217,91721700.0,91831690.0,0.9183169,1.0836346,108363459.99999999,109892030.0,1.0989203,0.5,0.2,30.0,10 V,2.0,True,1
0.2883,1e-05,1e-05,0.9164196,91641960.0,92671420.0,0.9267142,1.1017854,110178540.0,109545699.99999999,1.095457,0.5,0.2,30.0,10 V,2.0,True,1
0.3205,1e-05,1e-05,0.9261588,92615880.0,92867190.0,0.9286719,1.1120468,111204679.99999999,112181749.99999999,1.1218175,0.5,0.2,30.0,10 V,2.0,True,1
0.3527,1e-05,1e-05,0.9412817,94128170.0,94266200.0,0.942662,1.1109817,111098170.0,112767130.0,1.1276713,0.5,0.2,30.0,10 V,2.0,True,1
0.3850,1e-05,1e-05,0.9458406,94584060.0,95158730.0,0.9515873,1.1211383,112113829.99999999,112863340.0,1.1286334,0.5,0.2,30.0,10 V,2.0,True,1
0.4171,1e-05,1e-05,0.953875,95387500.0,95417740.0,0.9541774,1.126279,112627900.0,113783740.0,1.1378374,0.5,0.2,30.0,10 V,2.0,True,1
0.4491,1e-05,1e-05,0.9617169,96171690.0,96508240.0,0.9650824,1.139502,113950200.0,114348380.0,1.1434838,0.5,0.2,30.0,10 V,2.0,True,1
0.4812,1e-05,1e-05,0.9626518,96265180.0,96493390.0,0.9649339,1.1601679,116016790.0,116159630.0,1.1615963,0.5,0.2,30.0,10 V,2.0,True,1
0.5134,1e-05,1e-05,0.9772137,97721370.0,97575640.0,0.9757564,1.1496498,114964979.99999999,115102770.0,1.1510277,0.5,0.2,30.0,10 V,2.0,True,1
0.5456,1e-05,1e-05,0.9743156,97431560.0,98033730.0,0.9803373,1.1725991,117259910.0,116857020.0,1.1685702,0.5,0.2,30.0,10 V,2.0,True,1
0.5779,1e-05,1e-05,0.9835983,98359830.0,98632040.0,0.9863204,1.1786409,117864090.0,115741820.0,1.1574182,0.5,0.2,30.0,10 V,2.0,True,1
0.6101,1e-05,1e-05,0.9839393,98393930.0,98778320.0,0.9877832,1.1818314,118183140.0,116290770.00000001,1.1629077,0.5,0.2,30.0,10 V,2.0,True,1
0.6422,1e-05,1e-05,0.9959056,99590560.0,99255110.0,0.9925511,1.1725132,117251320.0,119253199.99999999,1.192532,0.5,0.2,30.0,10 V,2.0,True,1
0.6744,1e-05,1e-05,0.9961091,99610910.0,100159730.0,1.0015973,1.1785006,117850060.0,118985720.0,1.1898572,0.5,0.2,30.0,10 V,2.0,True,1
0.7066,1e-05,1e-05,0.9986772,99867720.0,100463839.99999999,1.0046384,1.1742959,117429589.99999999,118303470.00000001,1.1830347,0.5,0.2,30.0,10 V,2.0,True,1
0.7406,1e-05,1e-05,1.0021637,100216370.00000001,102897240.0,1.0289724,1.2954105,129541050.0,121491250.0,1.2149125,0.5,0.2,30.0,10 V,2.0,True,1
0.7727,1e-05,1e-05,1.0106545,101065450.0,101261770.0,1.0126177,1.2133397,121333969.99999999,120079600.0,1.200796,0.5,0.2,30.0,10 V,2.0,True,1
0.8049,1e-05,1e-05,1.0147679,101476790.0,101228230.0,1.0122823,1.1987173,119871730.0,121641930.0,1.2164193,0.5,0.2,30.0,10 V,2.0,True,1
0.8372,1e-05,1e-05,1.0225163,102251629.99999999,101490540.0,1.0149054,1.2158309,121583090.0,121493999.99999999,1.21494,0.5,0.2,30.0,10 V,2.0,True,1
0.8694,1e-05,1e-05,1.0207566,102075659.99999999,101626920.0,1.0162692,1.2125423,121254230.0,121883900.0,1.218839,0.5,0.2,30.0,10 V,2.0,True,1
0.9018,1e-05,1e-05,1.0207126,102071260.0,101604380.0,1.0160438,1.2053494,120534940.0,120964429.99999999,1.2096443,0.5,0.2,30.0,10 V,2.0,True,1
0.9341,1e-05,1e-05,1.0218564,102185640.00000001,103114460.0,1.0311446,1.2252346,122523460.0,121146449.99999999,1.2114645,0.5,0.2,30.0,10 V,2.0,True,1
0.9664,1e-05,1e-05,1.0289779,102897789.99999999,103602789.99999999,1.0360279,1.2346657,123466570.0,121822300.0,1.218223,0.5,0.2,30.0,10 V,2.0,True,1
0.9985,1e-05,1e-05,1.0346311,103463109.99999999,103594550.0,1.0359455,1.2307503,123075030.0,124450390.0,1.2445039,0.5,0.2,30.0,10 V,2.0,True,1
1.0307,1e-05,1e-05,1.0386456,103864559.99999999,103126560.0,1.0312656,1.221825,122182499.99999999,123556210.00000001,1.2355621,0.5,0.2,30.0,10 V,2.0,True,1
1.0628,1e-05,1e-05,1.0351426,103514259.99999999,103756220.0,1.0375622,1.2298979,122989790.0,121902040.0,1.2190204,0.5,0.2,30.0,10 V,2.0,True,1
1.0950,1e-05,1e-05,1.0361874,103618740.0,103127110.00000001,1.0312711,1.2356171,123561710.0,122994739.99999999,1.2299474,0.5,0.2,30.0,10 V,2.0,True,1
1.1272,1e-05,1e-05,1.03952,103952000.0,103677580.0,1.0367758,1.229205,122920500.00000001,124221620.00000001,1.2422162,0.5,0.2,30.0,10 V,2.0,True,1
1.1594,1e-05,1e-05,1.039113,103911300.0,104032280.0,1.0403228,1.2262299,122622990.0,122796219.99999999,1.2279622,0.5,0.2,30.0,10 V,2.0,True,1
1.1916,1e-05,1e-05,1.0328769,103287690.0,103688030.0,1.0368803,1.2409953,124099530.0,122243550.0,1.2224355,0.5,0.2,30.0,10 V,2.0,True,1
1.2237,1e-05,1e-05,1.0413952,104139520.0,104182409.99999999,1.0418241,1.2393786,123937860.0,125044850.0,1.2504485,0.5,0.2,30.0,10 V,2.0,True,1
1.2558,1e-05,1e-05,1.0453711,104537110.00000001,104777980.0,1.0477798,1.2371569,123715690.0,123197110.0,1.2319711,0.5,0.2,30.0,10 V,2.0,True,1
1.2878,1e-05,1e-05,1.0441998,104419979.99999999,104605850.0,1.0460585,1.2416553,124165529.99999999,125186179.99999999,1.2518618,0.5,0.2,30.0,10 V,2.0,True,1
1.3200,1e-05,1e-05,1.0454811,104548109.99999999,105118950.0,1.0511895,1.2492167,124921670.0,123910360.0,1.2391036,0.5,0.2,30.0,10 V,2.0,True,1
1.3521,2e-05,1e-05,1.4918102,74590510.0,119586320.0,1.1958632,1.8826079,94130395.0,136198420.0,1.3619842,0.5,0.2,30.0,10 V,2.0,True,1
1.3842,3.0000000000000004e-05,1e-05,1.9526021,65086736.66666666,135998240.0,1.3599824,2.516648,83888266.66666666,149383940.0,1.4938394,0.5,0.2,30.0,10 V,2.0,True,1
1.4166,4e-05,1e-05,2.4201474,60503684.99999999,154651100.0,1.546511,3.2092438,80231095.0,167129420.0,1.6712942,0.5,0.2,30.0,10 V,2.0,True,1
1.4489,5e-05,1e-05,2.8997358,57994716.0,172838730.0,1.7283873,3.8824222,77648444.0,183761320.0,1.8376132,0.5,0.2,30.0,10 V,2.0,True,1
1.4810,4e-05,1e-05,2.5892543,64731357.49999999,166989190.0,1.6698919,3.39222,84805500.0,180101040.0,1.8010104,0.5,0.2,30.0,10 V,2.0,True,1
1.5131,3.0000000000000004e-05,1e-05,2.1907245,73024149.99999999,156067150.0,1.5606715,2.8262219,94207396.66666666,171711390.0,1.7171139,0.5,0.2,30.0,10 V,2.0,True,1
1.5451,2.0000000000000005e-05,1e-05,1.7501862,87509309.99999997,142105710.0,1.4210571,2.1701574,108507869.99999996,159982620.0,1.5998262,0.5,0.2,30.0,10 V,2.0,True,1
1.5773,1.0000000000000004e-05,1e-05,1.2627616,126276159.99999993,121921290.0,1.2192129,1.4842158,148421579.99999994,145686250.0,1.4568625,0.5,0.2,30.0,10 V,2.0,True,1
1.6096,3.3881317890172014e-21,1e-05,1.207659,nan,120316620.0,1.2031662,1.4447147,nan,142516500.0,1.425165,0.5,0.2,30.0,10 V,2.0,True,1
1.6456,-9.999999999999997e-06,1e-05,0.2184515,nan,67452490.0,0.6745249,-0.26408046,nan,96303129.0,0.96303129,0.5,0.2,30.0,10 V,2.0,True,1
1.6779,-1.9999999999999998e-05,1e-05,-0.4969713,24848565.000000004,43423590.0,0.4342359,-0.95551908,47775954.00000001,74263737.0,0.74263737,0.5,0.2,30.0,10 V,2.0,True,1
1.7130,-2.9999999999999997e-05,1e-05,-1.0761778,35872593.333333336,11566520.0,0.1156652,-2.0048549,66828496.66666668,60276142.0,0.60276142,0.5,0.2,30.0,10 V,2.0,True,1
1.7481,-3.9999999999999996e-05,1e-05,-1.6093063,40232657.50000001,-12773630.0,-0.1277363,-2.776435,69410875.00000001,35845824.0,0.35845824,0.5,0.2,30.0,10 V,2.0,True,1
1.7833,-4.9999999999999996e-05,1e-05,-2.1158457,42316914.0,-35727970.0,-0.3572797,-3.5434118,70868236.0,17523310.0,0.1752331,0.5,0.2,30.0,10 V,2.0,True,1
1.8208,-5e-05,1e-05,-2.1966955,43933910.0,-40865900.0,-0.408659,-3.6461484,72922968.0,4360865.0,0.04360865,0.5,0.2,30.0,10 V,2.0,True,1
1.8559,-4e-05,1e-05,-1.8135641,45339102.5,-27165669.999999996,-0.2716567,-2.9783171,74457927.5,19974394.0,0.19974394,0.5,0.2,30.0,10 V,2.0,True,1
1.8911,-3.0000000000000004e-05,1e-05,-1.3595588,45318626.666666664,-11216240.0,-0.1121624,-2.2945047,76483489.99999999,32230524.999999996,0.32230525,0.5,0.2,30.0,10 V,2.0,True,1
1.9264,-2.0000000000000005e-05,1e-05,-0.8699732,43498659.999999985,9031930.0,0.0903193,-1.5401368,77006839.99999997,47383835.0,0.47383835,0.5,0.2,30.0,10 V,2.0,True,1
1.9587,-1.0000000000000004e-05,1e-05,-0.3364156,33641559.99999998,35164280.0,0.3516428,-0.61644887,61644886.99999997,60084176.0,0.60084176,0.5,0.2,30.0,10 V,2.0,True,1
1.9910,-3.3881317890172014e-21,1e-05,0.6975667,nan,81279750.0,0.8127975,0.89263172,nan,99241944.0,0.99241944,0.5,0.2,30.0,10 V,2.0,True,1
2.0231,9.999999999999997e-06,1e-05,0.8737181,nan,91319710.0,0.9131971,1.0489173,nan,111586060.0,1.1158606,0.5,0.2,30.0,10 V,2.0,True,1
2.0568,1.9999999999999998e-05,1e-05,1.4199572,70997860.00000001,115148440.0,1.1514844,1.7236414,86182070.00000001,133863439.99999999,1.3386344,0.5,0.2,30.0,10 V,2.0,True,1
2.0890,2.9999999999999997e-05,1e-05,1.9442103,64807010.00000001,136730210.0,1.3673021,2.5187157,83957190.00000001,152258940.0,1.5225894,0.5,0.2,30.0,10 V,2.0,True,1
2.1213,3.9999999999999996e-05,1e-05,2.465868,61646700.00000001,158515430.0,1.5851543,3.250587,81264675.00000001,172262960.0,1.7226296,0.5,0.2,30.0,10 V,2.0,True,1
2.1535,4.9999999999999996e-05,1e-05,2.9518028,59036056.0,177506470.0,1.7750647,3.9434032,78868064.0,188758470.0,1.8875847,0.5,0.2,30.0,10 V,2.0,True,1
2.1858,5e-05,1e-05,3.0223854,60447708.0,183528160.0,1.8352816,4.0258698,80517395.99999999,194060280.0,1.9406028,0.5,0.2,30.0,10 V,2.0,True,1
2.2179,4e-05,1e-05,2.6677889,66694722.5,174902040.0,1.7490204,3.4961996,87404990.0,187529940.0,1.8752994,0.5,0.2,30.0,10 V,2.0,True,1
2.2502,3.0000000000000004e-05,1e-05,2.2543125,75143750.0,162587060.0,1.6258706,2.887588,96252933.33333333,179222260.0,1.7922226,0.5,0.2,30.0,10 V,2.0,True,1
2.2825,2.0000000000000005e-05,1e-05,1.8137741,90688704.99999997,147775970.0,1.4777597,2.2470425,112352124.99999997,167017240.0,1.6701724,0.5,0.2,30.0,10 V,2.0,True,1
2.3147,1.0000000000000004e-05,1e-05,1.3121337,131213369.99999993,128711219.99999999,1.2871122,1.5568606,155686059.9999999,151139300.0,1.511393,0.5,0.2,30.0,10 V,2.0,True,1
2.3471,3.3881317890172014e-21,1e-05,1.267227,nan,126113930.0,1.2611393,1.4912328,nan,151314720.0,1.5131472,0.5,0.2,30.0,10 V,2.0,True,1
2.3836,-9.999999999999997e-06,1e-05,0.2917232,nan,79280230.0,0.7928023,-0.075864258,nan,107725240.00000001,1.0772524,0.5,0.2,30.0,10 V,2.0,True,1
2.4158,-1.9999999999999998e-05,1e-05,-0.3909185,19545925.000000004,53856720.0,0.5385672,-0.79386924,39693462.00000001,84811532.0,0.84811532,0.5,0.2,30.0,10 V,2.0,True,1
