Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Ancho pulso (s),Periodo (s),Vcc (V),Vrange,NPLC,Ch2?,N bias
0.0356,0.0,5e-05,-0.0015783,nan,17978862.0,0.8989431,0.00154153,nan,9217940.0,0.460897,0.5,0.2,12.0,10 V,2.0,True,1
0.0678,-2e-05,5e-05,-0.3552725,17763625.0,18043093.999999996,0.9021547,-0.22850868,11425434.0,10831937.599999998,0.54159688,0.5,0.2,12.0,10 V,2.0,True,1
0.1001,-4e-05,5e-05,-0.7104294,17760735.0,17884826.0,0.8942413,-0.43909201,10977300.25,10722081.6,0.53610408,0.5,0.2,12.0,10 V,2.0,True,1
0.1324,-6.000000000000001e-05,5e-05,-1.030479,17174649.999999996,17674863.999999996,0.8837432,-0.63791708,10631951.333333332,10552561.799999999,0.52762809,0.5,0.2,12.0,10 V,2.0,True,1
0.1646,-8e-05,5e-05,-1.3344711,16680888.75,17805966.0,0.8902983,-0.82065998,10258249.75,10547804.2,0.52739021,0.5,0.2,12.0,10 V,2.0,True,1
0.1968,-0.0001,5e-05,-1.6476084,16476083.999999998,17853810.0,0.8926905,-1.0147701,10147701.0,10580363.999999998,0.5290182,0.5,0.2,12.0,10 V,2.0,True,1
0.2319,-0.00012,5e-05,-1.9610369,16341974.166666666,17687842.0,0.8843921,-1.1332158,9443465.0,9477831.6,0.47389158,0.5,0.2,12.0,10 V,2.0,True,1
0.2640,-0.0001,5e-05,-1.6639411,16639410.999999998,17748664.0,0.8874332,-1.0510775,10510775.0,10567599.599999998,0.52837998,0.5,0.2,12.0,10 V,2.0,True,1
0.2963,-8e-05,5e-05,-1.3735708,17169635.0,17852820.0,0.892641,-0.84675705,10584463.125,10894340.199999997,0.54471701,0.5,0.2,12.0,10 V,2.0,True,1
0.3285,-6.000000000000001e-05,5e-05,-1.0531305,17552174.999999996,17836541.999999996,0.8918271,-0.66568543,11094757.166666666,10851522.199999997,0.54257611,0.5,0.2,12.0,10 V,2.0,True,1
0.3608,-4.000000000000001e-05,5e-05,-0.7177874,17944684.999999993,18093796.0,0.9046898,-0.45952613,11488153.249999996,11157957.999999998,0.5578979,0.5,0.2,12.0,10 V,2.0,True,1
0.3930,-2.000000000000001e-05,5e-05,-0.3571917,17859584.999999993,18232375.999999996,0.9116188,-0.246874,12343699.999999994,11108774.2,0.55543871,0.5,0.2,12.0,10 V,2.0,True,1
0.4254,-6.776263578034403e-21,5e-05,0.9167056,nan,18238866.0,0.9119433,0.55386284,nan,10942825.799999999,0.54714129,0.5,0.2,12.0,10 V,2.0,True,1
0.4577,1.9999999999999995e-05,5e-05,0.4027966,20139830.000000007,18119532.0,0.9059766,0.22330603,11165301.500000004,10852542.399999999,0.54262712,0.5,0.2,12.0,10 V,2.0,True,1
0.4898,3.9999999999999996e-05,5e-05,0.7464768,18661920.000000004,18327624.0,0.9163812,0.44261537,11065384.250000002,10696264.399999999,0.53481322,0.5,0.2,12.0,10 V,2.0,True,1
0.5221,5.9999999999999995e-05,5e-05,1.0665544,17775906.666666668,18368758.0,0.9184379,0.64284906,10714151.0,11015231.4,0.55076157,0.5,0.2,12.0,10 V,2.0,True,1
0.5543,7.999999999999999e-05,5e-05,1.3907838,17384797.5,18409561.999999996,0.9204781,0.81605064,10200633.000000002,11043532.599999998,0.55217663,0.5,0.2,12.0,10 V,2.0,True,1
0.5865,9.999999999999999e-05,5e-05,1.7139023,17139023.0,18524056.0,0.9262028,1.004219,10042190.0,11023393.399999999,0.55116967,0.5,0.2,12.0,10 V,2.0,True,1
0.6217,0.00011999999999999999,5e-05,2.0162119,16801765.833333336,18686502.0,0.9343251,1.0671538,8892948.333333334,9884785.399999999,0.49423927,0.5,0.2,12.0,10 V,2.0,True,1
0.6568,0.00014,5e-05,2.2918392,16370280.000000002,18973234.0,0.9486617,1.2117505,8655360.714285715,10050523.200000001,0.50252616,0.5,0.2,12.0,10 V,2.0,True,1
0.6920,0.00015999999999999999,5e-05,2.5902497,16189060.625000004,18760082.0,0.9380041,1.3650199,8531374.375000002,9733674.799999999,0.48668374,0.5,0.2,12.0,10 V,2.0,True,1
0.7273,0.00017999999999999998,5e-05,2.8401792,15778773.333333334,18935729.999999996,0.9467865,1.5068231,8371239.444444445,9991669.399999999,0.49958347,0.5,0.2,12.0,10 V,2.0,True,1
0.7623,0.00019999999999999998,5e-05,3.1297084,15648542.000000002,19101036.0,0.9550518,1.6715582,8357791.0,9932128.0,0.4966064,0.5,0.2,12.0,10 V,2.0,True,1
0.7974,0.00021999999999999998,5e-05,3.3897014,15407733.636363637,19306048.0,0.9653024,1.8131197,8241453.181818182,9982575.6,0.49912878,0.5,0.2,12.0,10 V,2.0,True,1
0.8324,0.00023999999999999998,5e-05,3.64469,15186208.333333336,19567040.0,0.978352,1.9682034,8200847.500000001,10509899.0,0.52549495,0.5,0.2,12.0,10 V,2.0,True,1
0.8676,0.00026,5e-05,3.9248158,15095445.384615386,19755114.0,0.9877557,2.1344069,8209257.307692308,10510852.799999999,0.52554264,0.5,0.2,12.0,10 V,2.0,True,1
0.9027,0.00028,5e-05,4.1654348,14876552.857142858,19463216.0,0.9731608,2.2726909,8116753.2142857155,10737385.6,0.53686928,0.5,0.2,12.0,10 V,2.0,True,1
0.9378,0.0003,5e-05,4.4344467,14781489.0,19905463.999999996,0.9952732,2.4500247,8166749.000000001,11044442.0,0.5522221,0.5,0.2,12.0,10 V,2.0,True,1
0.9729,0.00028,5e-05,4.1918806,14971002.142857146,19680656.0,0.9840328,2.3147931,8267118.2142857155,10877960.399999999,0.54389802,0.5,0.2,12.0,10 V,2.0,True,1
1.0079,0.00026,5e-05,4.0032845,15397248.076923078,19521838.0,0.9760919,2.2624348,8701672.307692308,10653579.2,0.53267896,0.5,0.2,12.0,10 V,2.0,True,1
1.0430,0.00023999999999999998,5e-05,3.7221193,15508830.416666668,20113553.999999996,1.0056777,2.0904295,8710122.916666668,11287842.4,0.56439212,0.5,0.2,12.0,10 V,2.0,True,1
1.0781,0.00021999999999999998,5e-05,3.4815222,15825100.90909091,20019187.999999996,1.0009594,1.9481642,8855291.818181818,11496442.799999999,0.57482214,0.5,0.2,12.0,10 V,2.0,True,1
1.1133,0.00019999999999999998,5e-05,3.2197748,16098874.000000002,20072969.999999996,1.0036485,1.7975019,8987509.5,11373811.199999997,0.56869056,0.5,0.2,12.0,10 V,2.0,True,1
1.1483,0.00017999999999999998,5e-05,2.9287167,16270648.333333332,19562641.999999996,0.9781321,1.6526133,9181185.0,11154764.2,0.55773821,0.5,0.2,12.0,10 V,2.0,True,1
1.1835,0.00015999999999999999,5e-05,2.666953,16668456.250000002,19754343.999999996,0.9877172,1.4684165,9177603.125000002,11143829.599999998,0.55719148,0.5,0.2,12.0,10 V,2.0,True,1
1.2187,0.00014,5e-05,2.3770058,16978612.85714286,19486642.0,0.9743321,1.3103519,9359656.42857143,10930183.399999999,0.54650917,0.5,0.2,12.0,10 V,2.0,True,1
1.2538,0.00011999999999999999,5e-05,2.0741738,17284781.666666668,19728718.0,0.9864359,1.1704513,9753760.833333336,11091906.6,0.55459533,0.5,0.2,12.0,10 V,2.0,True,1
1.2860,9.999999999999999e-05,5e-05,1.769472,17694720.0,19358619.999999996,0.967931,1.0917385,10917385.0,11764374.399999999,0.58821872,0.5,0.2,12.0,10 V,2.0,True,1
1.3182,7.999999999999999e-05,5e-05,1.4507804,18134755.000000004,19360930.0,0.9680465,0.87922848,10990356.000000002,12180388.799999999,0.60901944,0.5,0.2,12.0,10 V,2.0,True,1
1.3504,5.9999999999999995e-05,5e-05,1.1299495,18832491.666666668,19078049.999999996,0.9539025,0.66797594,11132932.333333336,11938795.6,0.59693978,0.5,0.2,12.0,10 V,2.0,True,1
1.3826,3.9999999999999996e-05,5e-05,0.7763266,19408165.000000004,18977523.999999996,0.9488762,0.47871733,11967933.250000002,11699198.799999999,0.58495994,0.5,0.2,12.0,10 V,2.0,True,1
1.4148,1.9999999999999995e-05,5e-05,0.4231659,21158295.000000007,19171426.0,0.9585713,0.27041797,13520898.500000004,11699054.6,0.58495273,0.5,0.2,12.0,10 V,2.0,True,1
1.4473,-6.776263578034403e-21,5e-05,0.9619369,nan,18890966.0,0.9445483,0.58923234,nan,11760847.999999998,0.5880424,0.5,0.2,12.0,10 V,2.0,True,1
1.4796,-2.000000000000001e-05,5e-05,-0.3256701,16283504.999999993,18650427.999999996,0.9325214,-0.23469126,11734562.999999994,11686223.799999999,0.58431119,0.5,0.2,12.0,10 V,2.0,True,1
1.5119,-4.000000000000001e-05,5e-05,-0.691974,17299349.999999993,18579707.999999996,0.9289854,-0.46071163,11517790.749999996,11540392.2,0.57701961,0.5,0.2,12.0,10 V,2.0,True,1
1.5442,-6.000000000000001e-05,5e-05,-1.0207179,17011964.999999996,18299578.0,0.9149789,-0.64640356,10773392.666666664,11214915.599999998,0.56074578,0.5,0.2,12.0,10 V,2.0,True,1
1.5764,-8e-05,5e-05,-1.3469654,16837067.5,18526256.0,0.9263128,-0.82947303,10368412.875,11320690.399999999,0.56603452,0.5,0.2,12.0,10 V,2.0,True,1
1.6086,-0.0001,5e-05,-1.6717224,16717223.999999998,18357867.999999996,0.9178934,-1.0188472,10188471.999999998,11142110.599999998,0.55710553,0.5,0.2,12.0,10 V,2.0,True,1
1.6438,-0.00012,5e-05,-1.9883353,16569460.83333333,18223908.0,0.9111954,-1.1062256,9218546.666666664,9870102.4,0.49350512,0.5,0.2,12.0,10 V,2.0,True,1
1.6790,-0.00014000000000000001,5e-05,-2.2701542,16215387.142857142,17940697.999999996,0.8970349,-1.2967299,9262356.42857143,10319197.6,0.51595988,0.5,0.2,12.0,10 V,2.0,True,1
1.7143,-0.00016,5e-05,-2.5651767,16032354.374999998,18065970.0,0.9032985,-1.467855,9174093.75,10328424.399999999,0.51642122,0.5,0.2,12.0,10 V,2.0,True,1
1.7493,-0.00018,5e-05,-2.8274622,15708123.33333333,17939377.999999996,0.8969689,-1.6019813,8899896.11111111,9916968.2,0.49584841,0.5,0.2,12.0,10 V,2.0,True,1
1.7844,-0.0002,5e-05,-3.0896653,15448326.499999998,18070260.0,0.903513,-1.7740191,8870095.5,9848964.799999999,0.49244824,0.5,0.2,12.0,10 V,2.0,True,1
1.8196,-0.00022,5e-05,-3.3218427,15099284.999999998,17890433.999999996,0.8945217,-1.8565076,8438670.909090908,9629995.399999999,0.48149977,0.5,0.2,12.0,10 V,2.0,True,1
1.8548,-0.00024,5e-05,-3.563792,14849133.33333333,17747344.0,0.8873672,-2.0571141,8571308.75,10237609.2,0.51188046,0.5,0.2,12.0,10 V,2.0,True,1
1.8899,-0.00026000000000000003,5e-05,-3.8652099,14866191.92307692,18031214.0,0.9015607,-2.3168095,8910805.769230768,10212391.0,0.51061955,0.5,0.2,12.0,10 V,2.0,True,1
1.9252,-0.00028000000000000003,5e-05,-4.1073406,14669073.571428569,17815316.0,0.8907658,-2.4885833,8887797.5,10442172.999999998,0.52210865,0.5,0.2,12.0,10 V,2.0,True,1
1.9603,-0.0003,5e-05,-4.3183458,14394486.000000002,17349749.999999996,0.8674875,-2.6025275,8675091.666666666,9702645.399999999,0.48513227,0.5,0.2,12.0,10 V,2.0,True,1
1.9956,-0.00028,5e-05,-4.0477566,14456273.57142857,17601726.0,0.8800863,-2.4079481,8599814.642857144,9715731.399999999,0.48578657,0.5,0.2,12.0,10 V,2.0,True,1
2.0308,-0.00026,5e-05,-3.8550143,14826978.076923078,17693011.999999996,0.8846506,-2.3286658,8956406.923076924,10227672.799999999,0.51138364,0.5,0.2,12.0,10 V,2.0,True,1
2.0660,-0.00023999999999999998,5e-05,-3.6268297,15111790.416666668,17592156.0,0.8796078,-2.1870167,9112569.583333334,10122274.799999999,0.50611374,0.5,0.2,12.0,10 V,2.0,True,1
