Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Ancho pulso (s),Periodo (s),Vcc (V),Vrange,NPLC,Ch2?,N bias
0.0267,0.0,0.0001,0.0020732,nan,3322030.0,0.332203,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.0561,0.0001,0.0001,0.3337208,3337207.9999999995,3351176.0,0.3351176,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.0853,0.0002,0.0001,0.6609473,3304736.5,3361129.9999999995,0.336113,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.1145,0.00030000000000000003,0.0001,0.9829274,3276424.666666666,3379606.9999999995,0.3379607,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.1438,0.0004,0.0001,1.3006568,3251642.0,3410237.9999999995,0.3410238,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.1730,0.0005,0.0001,1.6137723,3227544.6,3439328.9999999995,0.3439329,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.2023,0.0006000000000000001,0.0001,1.9255514,3209252.333333333,3451591.9999999995,0.3451592,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.2315,0.0007000000000000001,0.0001,2.2361925,3194560.714285714,3497455.9999999995,0.3497456,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.2609,0.0008000000000000001,0.0001,2.5499678,3187459.7499999995,3510709.0,0.3510709,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.2903,0.0009000000000000002,0.0001,2.8472017,3163557.4444444436,3545903.9999999995,0.3545904,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.3197,0.0010000000000000002,0.0001,3.1405199,3140519.8999999994,3611124.9999999995,0.3611125,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.3490,0.0011000000000000003,0.0001,3.4233621,3112147.363636363,3602930.9999999995,0.3602931,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.3785,0.0012000000000000003,0.0001,3.7042798,3086899.8333333326,3667546.9999999995,0.3667547,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.4079,0.0013000000000000004,0.0001,3.9742044,3057080.3076923066,3715995.0,0.3715995,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.4372,0.0014000000000000004,0.0001,4.2371121,3026508.6428571423,3766973.0,0.3766973,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.4666,0.0015000000000000005,0.0001,4.4937614,2995840.9333333327,3800572.9999999995,0.3800573,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.4958,0.0016000000000000005,0.0001,4.7453792,2965861.999999999,3848195.9999999995,0.3848196,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.5252,0.0017000000000000006,0.0001,4.9911126,2935948.588235293,3876297.0,0.3876297,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.5546,0.0018000000000000006,0.0001,5.236461,2909144.999999999,3916662.0,0.3916662,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.5838,0.0019000000000000006,0.0001,5.4773445,2882812.8947368413,3961700.0,0.39617,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.6132,0.002,0.0001,5.7193879,2859693.95,3970168.9999999995,0.3970169,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.6425,0.0019,0.0001,5.4860882,2887414.8421052634,3970829.0,0.3970829,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.6717,0.0018,0.0001,5.2474597,2915255.388888889,3912041.9999999995,0.3912042,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.7011,0.0017,0.0001,5.0040853,2943579.588235294,3906927.9999999995,0.3906928,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.7305,0.0015999999999999999,0.0001,4.7544804,2971550.2500000005,3869753.0,0.3869753,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.7599,0.0014999999999999998,0.0001,4.5006024,3000401.6000000006,3855344.9999999995,0.3855345,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.7892,0.0013999999999999998,0.0001,4.2368866,3026347.5714285723,3815695.9999999995,0.3815696,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.8185,0.0012999999999999997,0.0001,3.9758761,3058366.230769231,3779070.9999999995,0.3779071,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.8478,0.0011999999999999997,0.0001,3.7065565,3088797.083333334,3742005.9999999995,0.3742006,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.8772,0.0010999999999999996,0.0001,3.4303957,3118541.5454545463,3697956.9999999995,0.3697957,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.9066,0.001,0.0001,3.1531682,3153168.2,3688333.9999999995,0.3688334,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.9359,0.0011,0.0001,3.4298402,3118036.5454545454,3689104.0,0.3689104,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.9653,0.0012000000000000001,0.0001,3.7059735,3088311.2499999995,3711485.9999999995,0.3711486,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.9945,0.0013000000000000002,0.0001,3.9733135,3056394.9999999995,3736012.0,0.3736012,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
1.0238,0.0014000000000000002,0.0001,4.2387014,3027643.857142857,3789135.0,0.3789135,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
1.0531,0.0015000000000000002,0.0001,4.4959171,2997278.066666666,3823724.9999999995,0.3823725,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
1.0824,0.0016000000000000003,0.0001,4.7505705,2969106.5624999995,3847041.9999999995,0.3847042,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
1.1117,0.0017000000000000003,0.0001,4.9993064,2940768.4705882347,3888945.9999999995,0.3888946,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
1.1410,0.0018000000000000004,0.0001,5.2433023,2912945.7222222215,3918421.0,0.3918421,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
1.1557,0.0018000000000000004,0.0001,5.2433023,2912945.7222222215,3653743.9999999995,0.3653744,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
1.1705,0.0018000000000000004,0.0001,5.2433023,2912945.7222222215,3597651.9999999995,0.3597652,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
1.1852,0.0018000000000000004,0.0001,5.2433023,2912945.7222222215,3538645.0,0.3538645,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
1.1999,0.0018000000000000004,0.0001,5.2433023,2912945.7222222215,3514227.9999999995,0.3514228,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
1.2146,0.0018000000000000004,0.0001,5.2433023,2912945.7222222215,3496025.9999999995,0.3496026,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
