Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Ancho pulso (s),Periodo (s),Vcc (V),Vrange,NPLC,Ch2?,N bias
0.0269,0.0,0.0001,0.0007039,nan,3143194.9999999995,0.3143195,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.0561,0.0001,0.0001,0.3159308,3159308.0,3169042.0,0.3169042,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.0854,0.0002,0.0001,0.6267473,3133736.4999999995,3180589.9999999995,0.318059,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.1146,0.00030000000000000003,0.0001,0.9365743,3121914.333333333,3206217.0,0.3206217,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.1439,0.0004,0.0001,1.2468025,3117006.25,3238771.9999999995,0.3238772,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.1732,0.0005,0.0001,1.5545399,3109079.8000000003,3263189.0,0.3263189,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.2024,0.0006000000000000001,0.0001,1.8585818,3097636.333333333,3296513.9999999995,0.3296514,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.2317,0.0007000000000000001,0.0001,2.1629644,3089949.1428571423,3329893.9999999995,0.3329894,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.2610,0.0008000000000000001,0.0001,2.4577786,3072223.2499999995,3379441.9999999995,0.3379442,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.2902,0.0009000000000000002,0.0001,2.7405275,3045030.5555555546,3415736.9999999995,0.3415737,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
0.3194,0.0010000000000000002,0.0001,3.0188329,3018832.8999999994,3447962.9999999995,0.3447963,nan,nan,nan,nan,0.5,0.2,10.0,10 V,2.0,False,1
