Tiempo (min),I pulso (mA),I bias (mA),Vinst 1 (V),Rinst 1 (Ohm),Rrem 1 (Ohm),Vbias 1 (V),Vinst 2 (V),Rinst 2 (Ohm),Rrem 2 (Ohm),Vbias 2 (V),Ancho pulso (s),Periodo (s),Vcc (V),Vrange,NPLC,Ch2?,N bias
0.0356,0.0,1e-05,0.0096346,nan,27251989.999999996,0.2725199,-0.002367213,nan,12765760.0,0.1276576,0.5,0.2,12.0,10 V,2.0,True,1
0.0677,1e-05,1e-05,0.2745326,27453260.0,27413670.0,0.2741367,0.16335697,16335696.999999998,15724257.0,0.15724257,0.5,0.2,12.0,10 V,2.0,True,1
0.0998,2e-05,1e-05,0.5112801,25564005.0,28553659.999999996,0.2855366,0.30403304,15201651.999999998,16835850.0,0.1683585,0.5,0.2,12.0,10 V,2.0,True,1
0.1320,3.0000000000000004e-05,1e-05,0.7433698,24778993.33333333,29497879.999999996,0.2949788,0.42399604,14133201.333333332,16897122.0,0.16897122,0.5,0.2,12.0,10 V,2.0,True,1
0.1643,4e-05,1e-05,0.9733917,24334792.5,31574380.0,0.3157438,0.54173107,13543276.75,17250722.0,0.17250722,0.5,0.2,12.0,10 V,2.0,True,1
0.1966,5e-05,1e-05,1.1671572,23343143.999999996,31324170.0,0.3132417,0.65281332,13056266.4,17380639.0,0.17380639,0.5,0.2,12.0,10 V,2.0,True,1
0.2288,6e-05,1e-05,1.3684129,22806881.666666664,32119910.0,0.3211991,0.75479354,12579892.333333332,17735792.0,0.17735792,0.5,0.2,12.0,10 V,2.0,True,1
0.2610,7.000000000000001e-05,1e-05,1.571439,22449128.57142857,33660790.0,0.3366079,0.8442921,12061315.714285713,17731855.0,0.17731855,0.5,0.2,12.0,10 V,2.0,True,1
0.2931,8e-05,1e-05,1.7614596,22018245.0,33701490.0,0.3370149,0.93626645,11703330.625,18915033.0,0.18915033,0.5,0.2,12.0,10 V,2.0,True,1
0.3253,9e-05,1e-05,1.9615383,21794869.999999996,34437830.0,0.3443783,1.0256136,11395706.666666666,18596699.0,0.18596699,0.5,0.2,12.0,10 V,2.0,True,1
0.3575,0.0001,1e-05,2.1567833,21567832.999999996,35102140.0,0.3510214,1.1293021,11293021.0,19010961.0,0.19010961,0.5,0.2,12.0,10 V,2.0,True,1
0.3897,9e-05,1e-05,1.9677799,21864221.11111111,35669660.0,0.3566966,0.98693551,10965950.11111111,19111490.0,0.1911149,0.5,0.2,12.0,10 V,2.0,True,1
0.4219,8e-05,1e-05,1.7942078,22427597.5,34461480.0,0.3446148,0.96492934,12061616.75,19211465.0,0.19211465,0.5,0.2,12.0,10 V,2.0,True,1
0.4542,7.000000000000001e-05,1e-05,1.5972196,22817422.85714286,33568950.0,0.3356895,0.87043091,12434727.285714284,18898232.0,0.18898232,0.5,0.2,12.0,10 V,2.0,True,1
0.4865,6.000000000000001e-05,1e-05,1.3995826,23326376.666666664,33579400.0,0.335794,0.78192158,13032026.333333332,18398524.0,0.18398524,0.5,0.2,12.0,10 V,2.0,True,1
0.5186,5.000000000000001e-05,1e-05,1.1890771,23781541.999999996,32256839.999999996,0.3225684,0.69112105,13822420.999999998,18272543.0,0.18272543,0.5,0.2,12.0,10 V,2.0,True,1
