Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
20.000000E+0,4.727400E+0,0.000000E+0,21.137200E+0,0.000000E+0,150.000000E+0
25.000000E+0,4.795320E+0,0.000000E+0,16.366100E+0,0.000000E+0,150.000000E+0
30.000000E+0,4.532620E+0,0.000000E+0,13.146100E+0,0.000000E+0,150.000000E+0
40.000000E+0,3.392920E+0,0.000000E+0,11.343700E+0,0.000000E+0,150.000000E+0
50.000000E+0,6.899880E+0,0.000000E+0,8.332500E+0,0.000000E+0,150.000000E+0
60.000000E+0,4.683590E+0,0.000000E+0,6.201880E+0,0.000000E+0,150.000000E+0
75.000000E+0,4.681820E+0,0.000000E+0,4.683090E+0,0.000000E+0,150.000000E+0
100.000000E+0,5.107440E+0,0.000000E+0,4.526640E+0,0.000000E+0,150.000000E+0
120.000000E+0,5.279600E+0,0.000000E+0,3.002350E+0,0.000000E+0,150.000000E+0
150.000000E+0,5.243060E+0,0.000000E+0,2.280880E+0,0.000000E+0,150.000000E+0
200.000000E+0,4.874780E+0,0.000000E+0,1.243550E+0,0.000000E+0,150.000000E+0
250.000000E+0,4.866110E+0,0.000000E+0,639.455000E-3,0.000000E+0,150.000000E+0
300.000000E+0,4.621980E+0,0.000000E+0,146.884000E-3,0.000000E+0,150.000000E+0
400.000000E+0,4.257180E+0,0.000000E+0,-665.247000E-3,0.000000E+0,150.000000E+0
500.000000E+0,4.632560E+0,0.000000E+0,-1.293490E+0,0.000000E+0,150.000000E+0
600.000000E+0,4.768960E+0,0.000000E+0,-1.619830E+0,0.000000E+0,150.000000E+0
750.000000E+0,4.670420E+0,0.000000E+0,-2.526360E+0,0.000000E+0,150.000000E+0
1.000000E+3,4.535620E+0,0.000000E+0,-3.752780E+0,0.000000E+0,150.000000E+0
1.200000E+3,4.442250E+0,0.000000E+0,-4.417440E+0,0.000000E+0,150.000000E+0
1.500000E+3,4.442060E+0,0.000000E+0,-5.648170E+0,0.000000E+0,150.000000E+0
2.000000E+3,4.137120E+0,0.000000E+0,-7.588820E+0,0.000000E+0,150.000000E+0
2.500000E+3,3.775480E+0,0.000000E+0,-9.662440E+0,0.000000E+0,150.000000E+0
3.000000E+3,3.462230E+0,0.000000E+0,-11.502000E+0,0.000000E+0,150.000000E+0
4.000000E+3,2.211290E+0,0.000000E+0,-15.451800E+0,0.000000E+0,150.000000E+0
5.000000E+3,1.045930E+0,0.000000E+0,-19.137800E+0,0.000000E+0,150.000000E+0
6.000000E+3,-551.419000E-3,0.000000E+0,-22.684700E+0,0.000000E+0,150.000000E+0
7.500000E+3,-3.251780E+0,0.000000E+0,-28.349800E+0,0.000000E+0,150.000000E+0
10.000000E+3,-8.491180E+0,0.000000E+0,-34.944800E+0,0.000000E+0,150.000000E+0
12.000000E+3,-13.585900E+0,0.000000E+0,-41.161100E+0,0.000000E+0,150.000000E+0
15.000000E+3,-22.019800E+0,0.000000E+0,-48.219800E+0,0.000000E+0,150.000000E+0
20.000000E+3,-37.698400E+0,0.000000E+0,-56.422400E+0,0.000000E+0,150.000000E+0
25.000000E+3,-57.139000E+0,0.000000E+0,-62.372500E+0,0.000000E+0,150.000000E+0
30.000000E+3,-75.819400E+0,0.000000E+0,-61.337600E+0,0.000000E+0,150.000000E+0
40.000000E+3,-113.504000E+0,0.000000E+0,-49.748100E+0,0.000000E+0,150.000000E+0
50.000000E+3,-139.977000E+0,0.000000E+0,-21.584800E+0,0.000000E+0,150.000000E+0
60.000000E+3,-165.706000E+0,0.000000E+0,10.343100E+0,0.000000E+0,150.000000E+0
75.000000E+3,-177.939000E+0,0.000000E+0,68.945000E+0,0.000000E+0,150.000000E+0
100.000000E+3,-158.614000E+0,0.000000E+0,159.249000E+0,0.000000E+0,150.000000E+0
120.000000E+3,-114.857000E+0,0.000000E+0,212.732000E+0,0.000000E+0,150.000000E+0
150.000000E+3,-37.380100E+0,0.000000E+0,258.847000E+0,0.000000E+0,150.000000E+0
200.000000E+3,83.515800E+0,0.000000E+0,263.583000E+0,0.000000E+0,150.000000E+0
