Tiempo (min),I pulso(mA),Vinst 1 (V),Iinst 1 (mA),Rinst 1(Ohm),Rrem 1 (Ohm),Ibias 1 (mA),Vbias 1 (V),Vinst 2 (V),Iinst 2 (mA),Rinst 2(Ohm),Rrem 2 (Ohm),Ibias 2 (mA),Vbias 2 (V),Ancho pulso (s),Periodo (s),Icc 1 (mA),Vcc 1 (V),Icc 2 (mA),Vcc 2 (V),2W 1?,N
1.706764E-1,0.000000E+0,-5.000000E-4,-1.730000E-4,2.890173E+3,7.998386E+4,1.239000E-3,9.910000E-2,-9.500000E-3,-1.730000E-4,5.491329E+4,1.882163E+4,1.239000E-3,2.332000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,1.000000E+0
1.985114E-1,4.000000E+2,4.007000E-1,4.915000E-3,8.152594E+4,7.993605E+4,1.251000E-3,1.000000E-1,1.528300E-1,4.915000E-3,3.109461E+4,2.204636E+4,1.251000E-3,2.758000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,2.000000E+0
2.263796E-1,8.000000E+2,8.000000E-1,8.090000E-3,9.888752E+4,8.560411E+4,1.167000E-3,9.990000E-2,3.284900E-1,8.090000E-3,4.060445E+4,2.748072E+4,1.167000E-3,3.207000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0
2.542312E-1,1.200000E+3,1.199600E+0,1.298400E-2,9.239063E+4,6.964657E+4,1.443000E-3,1.005000E-1,5.084900E-1,1.298400E-2,3.916282E+4,1.618157E+4,1.443000E-3,2.335000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,4.000000E+0
2.821995E-1,1.600000E+3,1.599500E+0,1.758700E-2,9.094786E+4,9.372071E+4,1.067000E-3,1.000000E-1,6.904700E-1,1.758700E-2,3.926025E+4,3.017807E+4,1.067000E-3,3.220000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,5.000000E+0
3.100177E-1,2.000000E+3,2.000500E+0,2.392900E-2,8.360149E+4,1.203860E+5,8.290000E-4,9.980000E-2,8.732800E-1,2.392900E-2,3.649463E+4,3.915561E+4,8.290000E-4,3.246000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,6.000000E+0
3.381027E-1,2.400000E+3,2.399600E+0,2.858300E-2,8.395200E+4,-2.043121E+5,-4.870000E-4,9.950000E-2,1.050980E+0,2.858300E-2,3.676941E+4,-7.383984E+4,-4.870000E-4,3.596000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,7.000000E+0
3.660543E-1,2.800000E+3,2.799200E+0,3.368200E-2,8.310670E+4,1.048218E+5,9.540000E-4,1.000000E-1,1.235120E+0,3.368200E-2,3.667003E+4,3.055556E+4,9.540000E-4,2.915000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,8.000000E+0
3.938892E-1,3.200000E+3,3.200800E+0,4.014700E-2,7.972700E+4,8.045052E+4,1.243000E-3,1.000000E-1,1.420400E+0,4.014700E-2,3.537998E+4,2.543846E+4,1.243000E-3,3.162000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,9.000000E+0
4.220241E-1,3.600000E+3,3.599300E+0,4.561900E-2,7.889914E+4,6.573333E+4,1.500000E-3,9.860000E-2,1.602740E+0,4.561900E-2,3.513317E+4,1.954000E+4,1.500000E-3,2.931000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,1.000000E+1
4.500591E-1,4.000000E+3,3.999500E+0,5.084600E-2,7.865909E+4,7.288012E+4,1.368000E-3,9.970000E-2,1.796950E+0,5.084600E-2,3.534103E+4,2.576754E+4,1.368000E-3,3.525000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,1.100000E+1
4.779940E-1,4.400000E+3,4.398800E+0,5.680700E-2,7.743412E+4,2.341176E+5,4.250000E-4,9.950000E-2,1.984180E+0,5.680700E-2,3.492844E+4,8.101176E+4,4.250000E-4,3.443000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,1.200000E+1
5.058456E-1,4.800000E+3,4.800200E+0,6.282900E-2,7.640103E+4,1.876866E+5,5.360000E-4,1.006000E-1,2.172000E+0,6.282900E-2,3.457002E+4,6.679104E+4,5.360000E-4,3.580000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,1.300000E+1
5.336639E-1,5.000000E+3,4.999400E+0,6.572000E-2,7.607121E+4,7.197999E+4,1.399000E-3,1.007000E-1,2.255900E+0,6.572000E-2,3.432593E+4,1.747677E+4,1.399000E-3,2.445000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,1.400000E+1
5.615488E-1,4.600000E+3,4.600400E+0,5.878900E-2,7.825273E+4,-3.419795E+5,-2.930000E-4,1.002000E-1,2.068840E+0,5.878900E-2,3.519094E+4,-1.189420E+5,-2.930000E-4,3.485000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,1.500000E+1
5.895170E-1,4.200000E+3,4.200100E+0,5.462100E-2,7.689533E+4,-2.498759E+5,-4.030000E-4,1.007000E-1,1.877330E+0,5.462100E-2,3.437011E+4,-7.064516E+4,-4.030000E-4,2.847000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,1.600000E+1
6.173853E-1,3.800000E+3,3.800300E+0,4.795900E-2,7.924060E+4,1.214200E+5,8.310000E-4,1.009000E-1,1.683220E+0,4.795900E-2,3.509706E+4,3.842359E+4,8.310000E-4,3.193000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,1.700000E+1
6.452702E-1,3.400000E+3,3.400400E+0,4.114800E-2,8.263828E+4,6.363636E+4,1.562000E-3,9.940000E-2,1.499800E+0,4.114800E-2,3.644892E+4,2.009603E+4,1.562000E-3,3.139000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,1.800000E+1
6.733218E-1,3.000000E+3,2.999600E+0,3.606900E-2,8.316283E+4,7.575301E+4,1.328000E-3,1.006000E-1,1.313450E+0,3.606900E-2,3.641493E+4,2.088855E+4,1.328000E-3,2.774000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,1.900000E+1
7.013234E-1,2.600000E+3,2.599100E+0,3.166900E-2,8.207079E+4,5.946903E+4,1.695000E-3,1.008000E-1,1.135390E+0,3.166900E-2,3.585178E+4,1.776991E+4,1.695000E-3,3.012000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,2.000000E+1
7.293917E-1,2.200000E+3,2.200100E+0,2.461900E-2,8.936594E+4,1.106593E+5,9.100000E-4,1.007000E-1,9.375500E-1,2.461900E-2,3.808238E+4,2.759341E+4,9.100000E-4,2.511000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,2.100000E+1
7.573266E-1,1.800000E+3,1.799700E+0,2.100200E-2,8.569184E+4,1.213768E+5,8.280000E-4,1.005000E-1,7.677600E-1,2.100200E-2,3.655652E+4,3.411836E+4,8.280000E-4,2.825000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,2.200000E+1
7.851449E-1,1.400000E+3,1.401000E+0,1.462300E-2,9.580797E+4,1.010101E+5,9.900000E-4,1.000000E-1,5.927900E-1,1.462300E-2,4.053819E+4,3.238384E+4,9.900000E-4,3.206000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,2.300000E+1
8.130632E-1,1.000000E+3,1.001000E+0,9.907000E-3,1.010397E+5,6.441996E+4,1.543000E-3,9.940000E-2,4.070100E-1,9.907000E-3,4.108307E+4,1.940376E+4,1.543000E-3,2.994000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,2.400000E+1
8.409481E-1,6.000000E+2,5.998000E-1,7.009000E-3,8.557569E+4,4.693878E+4,2.107000E-3,9.890000E-2,2.439100E-1,7.009000E-3,3.479954E+4,1.476981E+4,2.107000E-3,3.112000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,2.500000E+1
8.687997E-1,2.000000E+2,1.995000E-1,2.337000E-3,8.536585E+4,2.835227E+5,3.520000E-4,9.980000E-2,6.646000E-2,2.337000E-3,2.843817E+4,8.948864E+4,3.520000E-4,3.150000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,2.600000E+1
8.968680E-1,-2.000000E+2,-1.996000E-1,-2.683000E-3,7.439433E+4,5.855225E+4,1.713000E-3,1.003000E-1,-9.235000E-2,-2.683000E-3,3.442042E+4,2.094571E+4,1.713000E-3,3.588000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,2.700000E+1
9.248196E-1,-6.000000E+2,-6.001000E-1,-7.105000E-3,8.446165E+4,4.288165E+4,2.332000E-3,1.000000E-1,-2.614600E-1,-7.105000E-3,3.679944E+4,1.346484E+4,2.332000E-3,3.140000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,2.800000E+1
9.528378E-1,-1.000000E+3,-9.998000E-1,-1.076400E-2,9.288369E+4,-5.610169E+5,-1.770000E-4,9.930000E-2,-4.374800E-1,-1.076400E-2,4.064288E+4,-1.958192E+5,-1.770000E-4,3.466000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,2.900000E+1
9.807561E-1,-1.400000E+3,-1.400000E+0,-1.735700E-2,8.065910E+4,-1.833024E+5,-5.390000E-4,9.880000E-2,-6.256500E-1,-1.735700E-2,3.604598E+4,-5.712430E+4,-5.390000E-4,3.079000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+1
1.008641E+0,-1.800000E+3,-1.800500E+0,-2.175300E-2,8.277019E+4,1.185053E+5,8.430000E-4,9.990000E-2,-8.034900E-1,-2.175300E-2,3.693697E+4,3.933571E+4,8.430000E-4,3.316000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.100000E+1
1.036559E+0,-2.200000E+3,-2.199400E+0,-2.702400E-2,8.138692E+4,3.272131E+5,3.050000E-4,9.980000E-2,-9.965300E-1,-2.702400E-2,3.687574E+4,1.124590E+5,3.050000E-4,3.430000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.200000E+1
1.064578E+0,-2.600000E+3,-2.599500E+0,-3.291100E-2,7.898575E+4,1.361264E+5,7.280000E-4,9.910000E-2,-1.178180E+0,-3.291100E-2,3.579897E+4,5.653846E+4,7.280000E-4,4.116000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.300000E+1
1.092412E+0,-3.000000E+3,-2.999700E+0,-4.059500E-2,7.389334E+4,2.807365E+5,3.530000E-4,9.910000E-2,-1.367880E+0,-4.059500E-2,3.369578E+4,1.214448E+5,3.530000E-4,4.287000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.400000E+1
1.120364E+0,-3.400000E+3,-3.401000E+0,-4.663300E-2,7.293119E+4,8.542024E+4,1.166000E-3,9.960000E-2,-1.555010E+0,-4.663300E-2,3.334570E+4,3.310463E+4,1.166000E-3,3.860000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.500000E+1
1.149232E+0,-3.800000E+3,-3.799700E+0,-5.347200E-2,7.105962E+4,9.584541E+4,1.035000E-3,9.920000E-2,-1.743350E+0,-5.347200E-2,3.260304E+4,3.281159E+4,1.035000E-3,3.396000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.600000E+1
1.177201E+0,-4.200000E+3,-4.199700E+0,-5.961100E-2,7.045176E+4,5.073418E+4,1.975000E-3,1.002000E-1,-1.925580E+0,-5.961100E-2,3.230243E+4,2.142785E+4,1.975000E-3,4.232000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.700000E+1
1.205652E+0,-4.600000E+3,-4.598800E+0,-6.475200E-2,7.102174E+4,9.175162E+4,1.079000E-3,9.900000E-2,-2.114000E+0,-6.475200E-2,3.264764E+4,3.866543E+4,1.079000E-3,4.172000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.800000E+1
1.234087E+0,-5.000000E+3,-5.001200E+0,-7.313800E-2,6.838032E+4,7.219020E+4,1.388000E-3,1.002000E-1,-2.302870E+0,-7.313800E-2,3.148664E+4,3.177233E+4,1.388000E-3,4.410000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.900000E+1
1.262172E+0,-5.000000E+3,-4.999600E+0,-7.305700E-2,6.843424E+4,7.496252E+4,1.334000E-3,1.000000E-1,-2.305550E+0,-7.305700E-2,3.155824E+4,2.905547E+4,1.334000E-3,3.876000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,4.000000E+1
1.290374E+0,-4.600000E+3,-4.600100E+0,-6.638200E-2,6.929740E+4,5.838150E+4,1.730000E-3,1.010000E-1,-2.105080E+0,-6.638200E-2,3.171161E+4,2.386127E+4,1.730000E-3,4.128000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,4.100000E+1
1.318442E+0,-4.200000E+3,-4.200000E+0,-5.758700E-2,7.293313E+4,7.217015E+4,1.387000E-3,1.001000E-1,-1.926960E+0,-5.758700E-2,3.346172E+4,2.681327E+4,1.387000E-3,3.719000E-2,1.000000E-1,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,4.200000E+1
