Tiempo (min),I pulso(mA),Vinst 1 (V),Iinst 1 (mA),Rinst 1(Ohm),Rrem 1 (Ohm),Ibias 1 (mA),Vbias 1 (V),Vinst 2 (V),Iinst 2 (mA),Rinst 2(Ohm),Rrem 2 (Ohm),Ibias 2 (mA),Vbias 2 (V),Ancho pulso (s),Periodo (s),Icc 1 (mA),Vcc 1 (V),Icc 2 (mA),Vcc 2 (V),2W 1?,N
1.550922E-1,0.000000E+0,8.000000E-4,-2.448000E-3,-3.267974E+2,3.675172E+3,8.152000E-2,2.996000E-1,9.910000E+37,-2.448000E-3,-4.048203E+43,1.215653E+42,8.152000E-2,9.910000E+37,1.000000E-1,0.000000E+0,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+0
1.767101E-1,3.000000E+2,3.012000E-1,8.173800E-2,3.684945E+3,3.692001E+3,8.133800E-2,3.003000E-1,9.910000E+37,8.173800E-2,1.212410E+42,1.218373E+42,8.133800E-2,9.910000E+37,1.000000E-1,0.000000E+0,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1,1.000000E+0,2.000000E+0
1.981780E-1,6.000000E+2,5.992000E-1,1.660890E-1,3.607704E+3,3.688373E+3,8.117400E-2,2.994000E-1,9.910000E+37,1.660890E-1,5.966681E+41,1.220834E+42,8.117400E-2,9.910000E+37,1.000000E-1,0.000000E+0,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1,1.000000E+0,3.000000E+0
2.198126E-1,9.000000E+2,8.995000E-1,2.513870E-1,3.578148E+3,3.678790E+3,8.146700E-2,2.997000E-1,9.910000E+37,2.513870E-1,3.942129E+41,1.216443E+42,8.146700E-2,9.910000E+37,1.000000E-1,0.000000E+0,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1,1.000000E+0,4.000000E+0
2.415138E-1,1.200000E+3,1.200000E+0,3.372560E-1,3.558128E+3,3.686767E+3,8.112800E-2,2.991000E-1,9.910000E+37,3.372560E-1,2.938421E+41,1.221526E+42,8.112800E-2,9.910000E+37,1.000000E-1,0.000000E+0,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1,1.000000E+0,5.000000E+0
2.629817E-1,1.500000E+3,1.500700E+0,4.233290E-1,3.544997E+3,3.681804E+3,8.134600E-2,2.995000E-1,9.910000E+37,4.233290E-1,2.340969E+41,1.218253E+42,8.134600E-2,9.910000E+37,1.000000E-1,0.000000E+0,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1,1.000000E+0,6.000000E+0
2.845163E-1,1.800000E+3,1.799600E+0,5.097520E-1,3.530344E+3,3.676868E+3,8.142800E-2,2.994000E-1,9.910000E+37,5.097520E-1,1.944083E+41,1.217026E+42,8.142800E-2,9.910000E+37,1.000000E-1,0.000000E+0,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1,1.000000E+0,7.000000E+0
3.060008E-1,2.100000E+3,2.099500E+0,5.961480E-1,3.521776E+3,3.686155E+3,8.146700E-2,3.003000E-1,9.910000E+37,5.961480E-1,1.662339E+41,1.216443E+42,8.146700E-2,9.910000E+37,1.000000E-1,0.000000E+0,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1,1.000000E+0,8.000000E+0
3.274521E-1,2.400000E+3,2.400400E+0,6.834640E-1,3.512109E+3,3.665913E+3,8.134400E-2,2.982000E-1,9.910000E+37,6.834640E-1,1.449967E+41,1.218283E+42,8.134400E-2,9.910000E+37,1.000000E-1,0.000000E+0,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1,1.000000E+0,9.000000E+0
3.490200E-1,2.700000E+3,2.699200E+0,7.699120E-1,3.505855E+3,3.684411E+3,8.158700E-2,3.006000E-1,9.910000E+37,7.699120E-1,1.287160E+41,1.214654E+42,8.158700E-2,9.910000E+37,1.000000E-1,0.000000E+0,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1
3.703879E-1,3.000000E+3,2.998800E+0,8.556350E-1,3.504765E+3,3.685084E+3,8.135500E-2,2.998000E-1,9.910000E+37,8.556350E-1,1.158204E+41,1.218118E+42,8.135500E-2,9.910000E+37,1.000000E-1,0.000000E+0,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1,1.000000E+0,1.100000E+1
3.921391E-1,3.300000E+3,3.299700E+0,9.413500E-1,3.505285E+3,3.681976E+3,8.147800E-2,3.000000E-1,9.910000E+37,9.413500E-1,1.052743E+41,1.216279E+42,8.147800E-2,9.910000E+37,1.000000E-1,0.000000E+0,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1,1.000000E+0,1.200000E+1
4.137737E-1,3.600000E+3,3.509900E+0,1.000054E+0,3.509710E+3,3.678040E+3,8.153800E-2,2.999000E-1,9.910000E+37,1.000054E+0,9.909465E+40,1.215384E+42,8.153800E-2,9.910000E+37,1.000000E-1,0.000000E+0,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1,1.000000E+0,1.300000E+1
4.353082E-1,3.900000E+3,3.510000E+0,9.997760E-1,3.510786E+3,3.685763E+3,8.134000E-2,2.998000E-1,9.910000E+37,9.997760E-1,9.912220E+40,1.218343E+42,8.134000E-2,9.910000E+37,1.000000E-1,0.000000E+0,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1,1.000000E+0,1.400000E+1
4.568095E-1,4.200000E+3,3.513200E+0,1.000176E+0,3.512582E+3,3.674464E+3,8.169900E-2,3.002000E-1,9.910000E+37,1.000176E+0,9.908256E+40,1.212989E+42,8.169900E-2,9.910000E+37,1.000000E-1,0.000000E+0,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1,1.000000E+0,1.500000E+1
4.783274E-1,4.500000E+3,3.516400E+0,1.000155E+0,3.515855E+3,3.700417E+3,8.112600E-2,3.002000E-1,9.910000E+37,1.000155E+0,9.908464E+40,1.221557E+42,8.112600E-2,9.910000E+37,1.000000E-1,0.000000E+0,1.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1,1.000000E+0,1.600000E+1
