Tiempo (min),I pulso(mA),Vinst 1 (V),Iinst 1 (mA),Rinst 1(Ohm),Rrem 1 (Ohm),Ibias 1 (mA),Vbias 1 (V),Vinst 2 (V),Iinst 2 (mA),Rinst 2(Ohm),Rrem 2 (Ohm),Ibias 2 (mA),Vbias 2 (V),Ancho pulso (s),Periodo (s),Icc 1 (mA),Vcc 1 (V),Icc 2 (mA),Vcc 2 (V),2W 1?,N
4.547760E-1,-9.990000E+2,-9.987000E-1,-1.959200E-2,5.097489E+4,5.772101E+4,3.484000E-3,2.011000E-1,6.250000E-3,-1.959200E-2,-3.190078E+2,5.559701E+3,3.484000E-3,1.937000E-2,1.000000E-3,0.000000E+0,1.000000E+0,7.000000E+0,3.000000E+0,7.000000E+0,1.000000E+0,1.100000E+1
4.760939E-1,-1.000000E+3,-1.000500E+0,-2.075000E-2,4.821687E+4,6.615641E+4,3.005000E-3,1.988000E-1,5.440000E-3,-2.075000E-2,-2.621687E+2,6.775374E+3,3.005000E-3,2.036000E-2,1.000000E-3,0.000000E+0,1.000000E+0,7.000000E+0,3.000000E+0,7.000000E+0,1.000000E+0,1.200000E+1
4.975285E-1,-9.000000E+2,-9.000000E-1,-1.635400E-2,5.503241E+4,5.896450E+4,3.380000E-3,1.993000E-1,9.540000E-3,-1.635400E-2,-5.833435E+2,5.813609E+3,3.380000E-3,1.965000E-2,1.000000E-3,0.000000E+0,1.000000E+0,7.000000E+0,3.000000E+0,7.000000E+0,1.000000E+0,1.300000E+1
5.190964E-1,-8.000000E+2,-8.003000E-1,-1.541700E-2,5.191023E+4,5.726106E+4,3.505000E-3,2.007000E-1,8.670000E-3,-1.541700E-2,-5.623662E+2,5.095578E+3,3.505000E-3,1.786000E-2,1.000000E-3,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,1.400000E+1
5.404142E-1,-7.000000E+2,-6.997000E-1,-1.294600E-2,5.404758E+4,6.079976E+4,3.301000E-3,2.007000E-1,1.184000E-2,-1.294600E-2,-9.145682E+2,5.855801E+3,3.301000E-3,1.933000E-2,1.000000E-3,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,1.500000E+1
5.617155E-1,-6.000000E+2,-5.997000E-1,-1.165700E-2,5.144548E+4,8.649115E+4,2.317000E-3,2.004000E-1,1.071000E-2,-1.165700E-2,-9.187613E+2,8.139836E+3,2.317000E-3,1.886000E-2,1.000000E-3,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,1.600000E+1
5.832000E-1,-5.000000E+2,-5.016000E-1,-8.902000E-3,5.634689E+4,6.340614E+4,3.159000E-3,2.003000E-1,1.367000E-2,-8.902000E-3,-1.535610E+3,5.175689E+3,3.159000E-3,1.635000E-2,1.000000E-3,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,1.700000E+1
6.047013E-1,-4.000000E+2,-3.995000E-1,-6.909000E-3,5.782313E+4,7.189637E+4,2.779000E-3,1.998000E-1,1.530000E-2,-6.909000E-3,-2.214503E+3,7.812163E+3,2.779000E-3,2.171000E-2,1.000000E-3,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,1.800000E+1
6.261692E-1,-3.000000E+2,-3.015000E-1,-4.801000E-3,6.279942E+4,6.619158E+4,3.017000E-3,1.997000E-1,1.543000E-2,-4.801000E-3,-3.213914E+3,5.518727E+3,3.017000E-3,1.665000E-2,1.000000E-3,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,1.900000E+1
6.477204E-1,-2.000000E+2,-2.003000E-1,-4.267000E-3,4.694165E+4,4.700189E+4,4.236000E-3,1.991000E-1,1.876000E-2,-4.267000E-3,-4.396532E+3,8.595373E+3,4.236000E-3,3.641000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,2.000000E+1
6.702550E-1,-1.000000E+2,-9.880000E-2,-1.728000E-3,5.717593E+4,6.372019E+4,3.145000E-3,2.004000E-1,1.186000E-2,-1.728000E-3,-6.863426E+3,9.742448E+3,3.145000E-3,3.064000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,2.100000E+1
6.912729E-1,0.000000E+0,2.000000E-4,-8.100000E-5,-2.469136E+3,9.290682E+4,2.157000E-3,2.004000E-1,1.985000E-2,-8.100000E-5,-2.450617E+5,1.599907E+4,2.157000E-3,3.451000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,2.200000E+1
7.132908E-1,1.000000E+2,1.004000E-1,1.252000E-3,8.019169E+4,6.723906E+4,2.970000E-3,1.997000E-1,3.135000E-2,1.252000E-3,2.503994E+4,1.193603E+4,2.970000E-3,3.545000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,2.300000E+1
7.342920E-1,2.000000E+2,1.995000E-1,1.524000E-3,1.309055E+5,1.064103E+5,1.872000E-3,1.992000E-1,3.726000E-2,1.524000E-3,2.444882E+4,1.884615E+4,1.872000E-3,3.528000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,2.400000E+1
7.562433E-1,3.000000E+2,2.994000E-1,4.763000E-3,6.285954E+4,8.960396E+4,2.222000E-3,1.991000E-1,4.932000E-2,4.763000E-3,1.035482E+4,1.789379E+4,2.222000E-3,3.976000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,2.500000E+1
7.771778E-1,4.000000E+2,4.003000E-1,5.273000E-3,7.591504E+4,6.909279E+4,2.899000E-3,2.003000E-1,6.017000E-2,5.273000E-3,1.141096E+4,1.384615E+4,2.899000E-3,4.014000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,2.600000E+1
7.991957E-1,5.000000E+2,4.999000E-1,7.129000E-3,7.012204E+4,7.124555E+4,2.810000E-3,2.002000E-1,6.650000E-2,7.129000E-3,9.328097E+3,1.385053E+4,2.810000E-3,3.892000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,2.700000E+1
8.202302E-1,6.000000E+2,6.003000E-1,9.573000E-3,6.270762E+4,6.429259E+4,3.117000E-3,2.004000E-1,7.641000E-2,9.573000E-3,7.981824E+3,1.299005E+4,3.117000E-3,4.049000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,2.800000E+1
8.423482E-1,7.000000E+2,7.000000E-1,1.152300E-2,6.074807E+4,7.342889E+4,2.721000E-3,1.998000E-1,8.941000E-2,1.152300E-2,7.759264E+3,1.434032E+4,2.721000E-3,3.902000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,2.900000E+1
8.634327E-1,8.000000E+2,8.002000E-1,1.184400E-2,6.756163E+4,6.834705E+4,2.916000E-3,1.993000E-1,1.014800E-1,1.184400E-2,8.568051E+3,1.254801E+4,2.916000E-3,3.659000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,3.000000E+1
8.848839E-1,9.000000E+2,8.989000E-1,1.513400E-2,5.939606E+4,8.149510E+4,2.448000E-3,1.995000E-1,1.115000E-1,1.513400E-2,7.367517E+3,1.925245E+4,2.448000E-3,4.713000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,3.100000E+1
9.062018E-1,1.000000E+3,1.000200E+0,1.607800E-2,6.220923E+4,6.208927E+4,3.226000E-3,2.003000E-1,1.213300E-1,1.607800E-2,7.546337E+3,1.202418E+4,3.226000E-3,3.879000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,3.200000E+1
9.276864E-1,1.000000E+3,1.000600E+0,1.639500E-2,6.103080E+4,1.189237E+5,1.691000E-3,2.011000E-1,1.219600E-1,1.639500E-2,7.438853E+3,2.104080E+4,1.691000E-3,3.558000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,3.300000E+1
9.491376E-1,9.000000E+2,9.006000E-1,1.333400E-2,6.754162E+4,1.075976E+5,1.869000E-3,2.011000E-1,1.088300E-1,1.333400E-2,8.161842E+3,2.062065E+4,1.869000E-3,3.854000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,3.400000E+1
9.705055E-1,8.000000E+2,8.008000E-1,1.312600E-2,6.100869E+4,5.822378E+4,3.423000E-3,1.993000E-1,1.027900E-1,1.312600E-2,7.831022E+3,1.017821E+4,3.423000E-3,3.484000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,3.500000E+1
9.916901E-1,7.000000E+2,7.004000E-1,1.030000E-2,6.800000E+4,1.005528E+5,1.990000E-3,2.001000E-1,9.015000E-2,1.030000E-2,8.752427E+3,1.911055E+4,1.990000E-3,3.803000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,3.600000E+1
1.013075E+0,6.000000E+2,5.997000E-1,9.148000E-3,6.555531E+4,7.395176E+4,2.695000E-3,1.993000E-1,7.713000E-2,9.148000E-3,8.431351E+3,1.387755E+4,2.695000E-3,3.740000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,3.700000E+1
1.034509E+0,5.000000E+2,5.000000E-1,8.000000E-3,6.250000E+4,6.699160E+4,2.975000E-3,1.993000E-1,6.393000E-2,8.000000E-3,7.991250E+3,1.243697E+4,2.975000E-3,3.700000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,3.800000E+1
1.055810E+0,4.000000E+2,3.988000E-1,6.272000E-3,6.358418E+4,5.339209E+4,3.744000E-3,1.999000E-1,5.444000E-2,6.272000E-3,8.679847E+3,9.505876E+3,3.744000E-3,3.559000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,3.900000E+1
1.077145E+0,3.000000E+2,2.997000E-1,4.402000E-3,6.808269E+4,6.623506E+4,3.012000E-3,1.995000E-1,4.716000E-2,4.402000E-3,1.071331E+4,1.297477E+4,3.012000E-3,3.908000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,4.000000E+1
1.098513E+0,2.000000E+2,1.998000E-1,2.654000E-3,7.528259E+4,8.672145E+4,2.312000E-3,2.005000E-1,3.871000E-2,2.654000E-3,1.458553E+4,1.789360E+4,2.312000E-3,4.137000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,4.100000E+1
1.119881E+0,1.000000E+2,1.016000E-1,1.232000E-3,8.246753E+4,5.485290E+4,3.637000E-3,1.995000E-1,3.467000E-2,1.232000E-3,2.814123E+4,9.989002E+3,3.637000E-3,3.633000E-2,1.000000E-2,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,4.200000E+1
1.141265E+0,0.000000E+0,6.000000E-4,-1.687000E-3,-3.556609E+2,1.041146E+5,1.920000E-3,1.999000E-1,1.954000E-2,-1.687000E-3,-1.158269E+4,6.526563E+4,1.920000E-3,1.253100E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,4.300000E+1
1.169017E+0,-1.000000E+2,-9.930000E-2,-2.189000E-3,4.536318E+4,1.184615E+5,1.690000E-3,2.002000E-1,1.240000E-3,-2.189000E-3,-5.664687E+2,7.618343E+4,1.690000E-3,1.287500E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,4.400000E+1
1.196118E+0,-2.000000E+2,-2.005000E-1,-2.695000E-3,7.439703E+4,9.515122E+4,2.083000E-3,1.982000E-1,-5.425000E-2,-2.695000E-3,2.012987E+4,5.528084E+4,2.083000E-3,1.151500E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,4.500000E+1
1.223937E+0,-3.000000E+2,-3.004000E-1,-4.136000E-3,7.263056E+4,1.280769E+5,1.560000E-3,1.998000E-1,-9.567000E-2,-4.136000E-3,2.313104E+4,8.290385E+4,1.560000E-3,1.293300E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,4.600000E+1
1.251005E+0,-4.000000E+2,-3.993000E-1,-5.192000E-3,7.690678E+4,1.765750E+5,1.127000E-3,1.990000E-1,-1.300800E-1,-5.192000E-3,2.505393E+4,1.152440E+5,1.127000E-3,1.298800E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,4.700000E+1
1.278890E+0,-5.000000E+2,-5.003000E-1,-5.750000E-3,8.700870E+4,9.342105E+4,2.128000E-3,1.988000E-1,-1.738400E-1,-5.750000E-3,3.023304E+4,5.857613E+4,2.128000E-3,1.246500E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,4.800000E+1
1.306008E+0,-6.000000E+2,-5.988000E-1,-7.648000E-3,7.829498E+4,8.756545E+4,2.292000E-3,2.007000E-1,-2.209900E-1,-7.648000E-3,2.889514E+4,5.469459E+4,2.292000E-3,1.253600E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,4.900000E+1
1.333826E+0,-7.000000E+2,-6.996000E-1,-8.668000E-3,8.071066E+4,1.028249E+5,1.947000E-3,2.002000E-1,-2.622900E-1,-8.668000E-3,3.025958E+4,6.261428E+4,1.947000E-3,1.219100E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,5.000000E+1
1.360811E+0,-8.000000E+2,-7.990000E-1,-1.094500E-2,7.300137E+4,1.007053E+5,1.985000E-3,1.999000E-1,-3.209500E-1,-1.094500E-2,2.932389E+4,6.229723E+4,1.985000E-3,1.236600E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,5.100000E+1
1.388613E+0,-9.000000E+2,-9.005000E-1,-1.224800E-2,7.352221E+4,1.894986E+5,1.057000E-3,2.003000E-1,-3.614200E-1,-1.224800E-2,2.950849E+4,1.112204E+5,1.057000E-3,1.175600E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,5.200000E+1
1.415781E+0,-1.000000E+3,-9.988000E-1,-1.303300E-2,7.663623E+4,3.780075E+5,5.320000E-4,2.011000E-1,-4.096900E-1,-1.303300E-2,3.143482E+4,2.219549E+5,5.320000E-4,1.180800E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,5.300000E+1
1.443583E+0,-1.000000E+3,-1.000400E+0,-1.287900E-2,7.767684E+4,9.378505E+4,2.140000E-3,2.007000E-1,-4.113600E-1,-1.287900E-2,3.194037E+4,5.422897E+4,2.140000E-3,1.160500E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,5.400000E+1
1.470651E+0,-9.000000E+2,-9.004000E-1,-1.129200E-2,7.973787E+4,2.410412E+5,8.260000E-4,1.991000E-1,-3.659600E-1,-1.129200E-2,3.240878E+4,1.476513E+5,8.260000E-4,1.219600E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,5.500000E+1
1.498419E+0,-8.000000E+2,-8.009000E-1,-1.028700E-2,7.785555E+4,9.171625E+4,2.185000E-3,2.004000E-1,-3.185500E-1,-1.028700E-2,3.096627E+4,5.337300E+4,2.185000E-3,1.166200E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,5.600000E+1
1.525454E+0,-7.000000E+2,-6.994000E-1,-8.860000E-3,7.893905E+4,1.506425E+5,1.323000E-3,1.993000E-1,-2.607000E-1,-8.860000E-3,2.942438E+4,9.393046E+4,1.323000E-3,1.242700E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,5.700000E+1
1.553139E+0,-6.000000E+2,-6.011000E-1,-7.431000E-3,8.089086E+4,1.007568E+5,1.982000E-3,1.997000E-1,-2.192900E-1,-7.431000E-3,2.951016E+4,6.371342E+4,1.982000E-3,1.262800E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,5.800000E+1
1.580274E+0,-5.000000E+2,-5.001000E-1,-7.098000E-3,7.045647E+4,1.054140E+5,1.884000E-3,1.986000E-1,-1.740500E-1,-7.098000E-3,2.452099E+4,6.697983E+4,1.884000E-3,1.261900E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,5.900000E+1
1.608075E+0,-4.000000E+2,-4.006000E-1,-4.409000E-3,9.085961E+4,1.170435E+5,1.725000E-3,2.019000E-1,-1.281700E-1,-4.409000E-3,2.907008E+4,6.862609E+4,1.725000E-3,1.183800E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,6.000000E+1
1.635194E+0,-3.000000E+2,-3.003000E-1,-4.402000E-3,6.821899E+4,9.548944E+4,2.084000E-3,1.990000E-1,-8.840000E-2,-4.402000E-3,2.008178E+4,5.983685E+4,2.084000E-3,1.247000E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,6.100000E+1
1.662812E+0,-2.000000E+2,-2.006000E-1,-1.326000E-3,1.512821E+5,9.160617E+4,2.204000E-3,2.019000E-1,-4.863000E-2,-1.326000E-3,3.667421E+4,5.592559E+4,2.204000E-3,1.232600E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,6.200000E+1
1.689980E+0,-1.000000E+2,-9.910000E-2,-2.078000E-3,4.769009E+4,1.326288E+5,1.514000E-3,2.008000E-1,-4.430000E-3,-2.078000E-3,2.131858E+3,8.214663E+4,1.514000E-3,1.243700E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,6.300000E+1
1.717882E+0,0.000000E+0,1.200000E-3,-1.641000E-3,-7.312614E+2,1.169195E+5,1.714000E-3,2.004000E-1,3.292000E-2,-1.641000E-3,-2.006094E+4,7.319137E+4,1.714000E-3,1.254500E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,6.400000E+1
1.744950E+0,1.000000E+2,1.010000E-1,-1.400000E-5,-7.214286E+6,9.723301E+4,2.060000E-3,2.003000E-1,8.466000E-2,-1.400000E-5,-6.047143E+6,5.670388E+4,2.060000E-3,1.168100E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,6.500000E+1
1.772785E+0,2.000000E+2,2.013000E-1,2.256000E-3,8.922872E+4,4.216102E+5,4.720000E-4,1.990000E-1,1.169300E-1,2.256000E-3,5.183067E+4,2.549788E+5,4.720000E-4,1.203500E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,6.600000E+1
1.800003E+0,3.000000E+2,2.993000E-1,2.986000E-3,1.002344E+5,1.433381E+5,1.396000E-3,2.001000E-1,1.567800E-1,2.986000E-3,5.250502E+4,8.771490E+4,1.396000E-3,1.224500E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,6.700000E+1
1.827888E+0,4.000000E+2,3.985000E-1,3.979000E-3,1.001508E+5,1.019457E+5,1.953000E-3,1.991000E-1,2.116000E-1,3.979000E-3,5.317919E+4,6.329749E+4,1.953000E-3,1.236200E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,6.800000E+1
1.854923E+0,5.000000E+2,4.997000E-1,5.244000E-3,9.528986E+4,9.454118E+4,2.125000E-3,2.009000E-1,2.522700E-1,5.244000E-3,4.810641E+4,6.071059E+4,2.125000E-3,1.290100E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,6.900000E+1
1.882758E+0,6.000000E+2,6.003000E-1,4.647000E-3,1.291801E+5,3.537234E+5,5.640000E-4,1.995000E-1,2.919000E-1,4.647000E-3,6.281472E+4,2.209397E+5,5.640000E-4,1.246100E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,7.000000E+1
1.909926E+0,7.000000E+2,7.002000E-1,8.161000E-3,8.579831E+4,4.403974E+5,4.530000E-4,1.995000E-1,3.336200E-1,8.161000E-3,4.087979E+4,2.745033E+5,4.530000E-4,1.243500E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,7.100000E+1
1.937828E+0,8.000000E+2,7.997000E-1,8.427000E-3,9.489735E+4,9.681467E+4,2.072000E-3,2.006000E-1,3.773600E-1,8.427000E-3,4.477987E+4,5.947876E+4,2.072000E-3,1.232400E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,7.200000E+1
1.964879E+0,9.000000E+2,8.996000E-1,9.882000E-3,9.103420E+4,4.077236E+5,4.920000E-4,2.006000E-1,4.251200E-1,9.882000E-3,4.301963E+4,2.558130E+5,4.920000E-4,1.258600E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,7.300000E+1
1.992731E+0,1.000000E+3,9.995000E-1,1.040400E-2,9.606882E+4,7.889328E+5,2.530000E-4,1.996000E-1,4.666900E-1,1.040400E-2,4.485679E+4,5.166798E+5,2.530000E-4,1.307200E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,7.400000E+1
2.020066E+0,1.000000E+3,1.000100E+0,1.138700E-2,8.782823E+4,2.419394E+5,8.250000E-4,1.996000E-1,4.657700E-1,1.138700E-2,4.090366E+4,1.545091E+5,8.250000E-4,1.274700E-1,1.000000E-1,0.000000E+0,1.000000E+0,7.000000E+0,3.100000E+1,7.000000E+0,1.000000E+0,7.500000E+1
