Tiempo (min),I pulso(mA),Vinst 1 (V),Iinst 1 (mA),Rinst 1(Ohm),Rrem 1 (Ohm),Ibias 1 (mA),Vbias 1 (V),Vinst 2 (V),Iinst 2 (mA),Rinst 2(Ohm),Rrem 2 (Ohm),Ibias 2 (mA),Vbias 2 (V),Ancho pulso (s),Periodo (s),Icc 1 (mA),Vcc 1 (V),Icc 2 (mA),Vcc 2 (V),2W 1?,N
2.174124E-1,0.000000E+0,3.000000E-4,-3.950000E-3,-7.594937E+1,3.095507E+3,9.727000E-2,3.011000E-1,9.910000E+37,-3.950000E-3,-2.508861E+43,1.018814E+42,9.727000E-2,9.910000E+37,1.000000E-1,0.000000E+0,5.000000E+0,1.000000E+1,5.000000E+0,1.000000E+1,1.000000E+0,1.000000E+0
2.391804E-1,3.000000E+2,3.002000E-1,9.692000E-2,3.097400E+3,3.081282E+3,9.707000E-2,2.991000E-1,9.910000E+37,9.692000E-2,1.022493E+42,1.020913E+42,9.707000E-2,9.910000E+37,1.000000E-1,0.000000E+0,5.000000E+0,1.000000E+1,5.000000E+0,1.000000E+1,1.000000E+0,2.000000E+0
2.606649E-1,6.000000E+2,6.009000E-1,1.983000E-1,3.030257E+3,3.091603E+3,9.694000E-2,2.997000E-1,9.910000E+37,1.983000E-1,4.997479E+41,1.022282E+42,9.694000E-2,9.910000E+37,1.000000E-1,0.000000E+0,5.000000E+0,1.000000E+1,5.000000E+0,1.000000E+1,1.000000E+0,3.000000E+0
2.823162E-1,9.000000E+2,8.994000E-1,2.989900E-1,3.008127E+3,3.089297E+3,9.698000E-2,2.996000E-1,9.910000E+37,2.989900E-1,3.314492E+41,1.021860E+42,9.698000E-2,9.910000E+37,1.000000E-1,0.000000E+0,5.000000E+0,1.000000E+1,5.000000E+0,1.000000E+1,1.000000E+0,4.000000E+0
3.039674E-1,1.200000E+3,1.200000E+0,3.998100E-1,3.001426E+3,3.095854E+3,9.671000E-2,2.994000E-1,9.910000E+37,3.998100E-1,2.478677E+41,1.024713E+42,9.671000E-2,9.910000E+37,1.000000E-1,0.000000E+0,5.000000E+0,1.000000E+1,5.000000E+0,1.000000E+1,1.000000E+0,5.000000E+0
3.254853E-1,1.500000E+3,1.499600E+0,5.004400E-1,2.996563E+3,3.092548E+3,9.649000E-2,2.984000E-1,9.910000E+37,5.004400E-1,1.980257E+41,1.027049E+42,9.649000E-2,9.910000E+37,1.000000E-1,0.000000E+0,5.000000E+0,1.000000E+1,5.000000E+0,1.000000E+1,1.000000E+0,6.000000E+0
3.469365E-1,1.800000E+3,1.799400E+0,5.983400E-1,3.007320E+3,3.091021E+3,9.712000E-2,3.002000E-1,9.910000E+37,5.983400E-1,1.656249E+41,1.020387E+42,9.712000E-2,9.910000E+37,1.000000E-1,0.000000E+0,5.000000E+0,1.000000E+1,5.000000E+0,1.000000E+1,1.000000E+0,7.000000E+0
3.684044E-1,2.100000E+3,2.100000E+0,6.974600E-1,3.010925E+3,3.090965E+3,9.696000E-2,2.997000E-1,9.910000E+37,6.974600E-1,1.420870E+41,1.022071E+42,9.696000E-2,9.910000E+37,1.000000E-1,0.000000E+0,5.000000E+0,1.000000E+1,5.000000E+0,1.000000E+1,1.000000E+0,8.000000E+0
3.900390E-1,2.400000E+3,2.400000E+0,7.955900E-1,3.016629E+3,3.102522E+3,9.676000E-2,3.002000E-1,9.910000E+37,7.955900E-1,1.245616E+41,1.024184E+42,9.676000E-2,9.910000E+37,1.000000E-1,0.000000E+0,5.000000E+0,1.000000E+1,5.000000E+0,1.000000E+1,1.000000E+0,9.000000E+0
4.116902E-1,2.700000E+3,2.699200E+0,8.930100E-1,3.022587E+3,3.104985E+3,9.649000E-2,2.996000E-1,9.910000E+37,8.930100E-1,1.109730E+41,1.027049E+42,9.649000E-2,9.910000E+37,1.000000E-1,0.000000E+0,5.000000E+0,1.000000E+1,5.000000E+0,1.000000E+1,1.000000E+0,1.000000E+1
4.333748E-1,3.000000E+3,3.000600E+0,9.898900E-1,3.031246E+3,3.090142E+3,9.718000E-2,3.003000E-1,9.910000E+37,9.898900E-1,1.001121E+41,1.019757E+42,9.718000E-2,9.910000E+37,1.000000E-1,0.000000E+0,5.000000E+0,1.000000E+1,5.000000E+0,1.000000E+1,1.000000E+0,1.100000E+1
4.558427E-1,3.300000E+3,3.300200E+0,1.084950E+0,3.041799E+3,3.092954E+3,9.693000E-2,2.998000E-1,9.910000E+37,1.084950E+0,9.134061E+40,1.022387E+42,9.693000E-2,9.910000E+37,1.000000E-1,0.000000E+0,5.000000E+0,1.000000E+1,5.000000E+0,1.000000E+1,1.000000E+0,1.200000E+1
4.774607E-1,3.600000E+3,3.599900E+0,1.179310E+0,3.052548E+3,3.096342E+3,9.705000E-2,3.005000E-1,9.910000E+37,1.179310E+0,8.403219E+40,1.021123E+42,9.705000E-2,9.910000E+37,1.000000E-1,0.000000E+0,5.000000E+0,1.000000E+1,5.000000E+0,1.000000E+1,1.000000E+0,1.300000E+1
4.990619E-1,3.900000E+3,3.899900E+0,1.270730E+0,3.069023E+3,3.081755E+3,9.712000E-2,2.993000E-1,9.910000E+37,1.270730E+0,7.798667E+40,1.020387E+42,9.712000E-2,9.910000E+37,1.000000E-1,0.000000E+0,5.000000E+0,1.000000E+1,5.000000E+0,1.000000E+1,1.000000E+0,1.400000E+1
5.207465E-1,4.200000E+3,4.200000E+0,1.362230E+0,3.083180E+3,3.095238E+3,9.702000E-2,3.003000E-1,9.910000E+37,1.362230E+0,7.274836E+40,1.021439E+42,9.702000E-2,9.910000E+37,1.000000E-1,0.000000E+0,5.000000E+0,1.000000E+1,5.000000E+0,1.000000E+1,1.000000E+0,1.500000E+1
