Tiempo (min),I pulso(mA),Vinst 1 (V),Iinst 1 (mA),Rinst 1(Ohm),Rrem 1 (Ohm),Ibias 1 (mA),Vbias 1 (V),Vinst 2 (V),Iinst 2 (mA),Rinst 2(Ohm),Rrem 2 (Ohm),Ibias 2 (mA),Vbias 2 (V),Ancho pulso (s),Periodo (s),Icc 1 (mA),Vcc 1 (V),Icc 2 (mA),Vcc 2 (V),2W 1?,N
2.629150E-1,0.000000E+0,0.000000E+0,-6.540000E-4,0.000000E+0,1.788151E+5,5.570000E-4,9.960000E-2,-2.260000E-3,-6.540000E-4,3.455657E+3,1.136086E+5,5.570000E-4,6.328000E-2,1.000000E+0,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,1.000000E+0
3.505701E-1,-6.000000E+2,-6.000000E-1,-6.726000E-3,8.920607E+4,6.402049E+4,1.562000E-3,1.000000E-1,-3.003500E-1,-6.726000E-3,4.465507E+4,3.960307E+4,1.562000E-3,6.186000E-2,1.000000E+0,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,2.000000E+0
4.377750E-1,-1.200000E+3,-1.200500E+0,-1.251500E-2,9.592489E+4,3.395270E+5,2.960000E-4,1.005000E-1,-5.958000E-1,-1.251500E-2,4.760687E+4,1.844595E+5,2.960000E-4,5.460000E-2,1.000000E+0,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0
5.251967E-1,-1.800000E+3,-1.799800E+0,-1.875000E-2,9.598933E+4,2.718919E+6,3.700000E-5,1.006000E-1,-8.761500E-1,-1.875000E-2,4.672800E+4,1.522432E+6,3.700000E-5,5.633000E-2,1.000000E+0,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,4.000000E+0
6.128517E-1,-2.400000E+3,-2.400000E+0,-2.786300E-2,8.613574E+4,1.369565E+5,7.360000E-4,1.008000E-1,-1.153450E+0,-2.786300E-2,4.139719E+4,8.985054E+4,7.360000E-4,6.613000E-2,1.000000E+0,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,5.000000E+0
7.001567E-1,-3.000000E+3,-3.001000E+0,-3.703600E-2,8.102927E+4,1.003024E+5,9.920000E-4,9.950000E-2,-1.431920E+0,-3.703600E-2,3.866292E+4,7.066532E+4,9.920000E-4,7.010000E-2,1.000000E+0,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,6.000000E+0
7.874117E-1,-3.600000E+3,-3.600000E+0,-4.622600E-2,7.787825E+4,3.537367E+5,2.810000E-4,9.940000E-2,-1.707760E+0,-4.622600E-2,3.694371E+4,2.266192E+5,2.810000E-4,6.368000E-2,1.000000E+0,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,7.000000E+0
8.746334E-1,-4.200000E+3,-4.199800E+0,-5.442500E-2,7.716674E+4,-1.692967E+5,-5.830000E-4,9.870000E-2,-1.987550E+0,-5.442500E-2,3.651906E+4,-1.073242E+5,-5.830000E-4,6.257000E-2,1.000000E+0,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,8.000000E+0
9.618550E-1,-4.800000E+3,-4.799100E+0,-6.718800E-2,7.142793E+4,5.738930E+4,1.739000E-3,9.980000E-2,-2.263670E+0,-6.718800E-2,3.369158E+4,3.694077E+4,1.739000E-3,6.424000E-2,1.000000E+0,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,9.000000E+0
1.049343E+0,-5.000000E+3,-5.000700E+0,-6.770900E-2,7.385577E+4,1.015182E+5,9.880000E-4,1.003000E-1,-2.356750E+0,-6.770900E-2,3.480704E+4,7.019231E+4,9.880000E-4,6.935000E-2,1.000000E+0,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,1.000000E+1
1.137048E+0,-4.400000E+3,-4.399300E+0,-5.769600E-2,7.624965E+4,-3.235294E+5,-3.060000E-4,9.900000E-2,-2.080890E+0,-5.769600E-2,3.606645E+4,-2.365033E+5,-3.060000E-4,7.237000E-2,1.000000E+0,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,1.100000E+1
1.224387E+0,-3.800000E+3,-3.801100E+0,-4.772500E-2,7.964589E+4,-7.615385E+5,-1.300000E-4,9.900000E-2,-1.800660E+0,-4.772500E-2,3.772991E+4,-4.180000E+5,-1.300000E-4,5.434000E-2,1.000000E+0,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,1.200000E+1
1.311592E+0,-3.200000E+3,-3.199000E+0,-3.935300E-2,8.128986E+4,7.441509E+4,1.325000E-3,9.860000E-2,-1.531960E+0,-3.935300E-2,3.892867E+4,4.875472E+4,1.325000E-3,6.460000E-2,1.000000E+0,0.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,3.000000E+0,1.000000E+0,1.300000E+1
