# --- BURST CONFIGURATION LOG ---
# Waveform Shape: RAMP
# Frequency (Hz): 6000
# Amplitude Applied (V): 0.3
# Burst Cycles: 2
# Limiting Resistor (Ohm): 1000.0
# Hard Max Voltage Limit (V): 0.4
# Sense Channels AC Coupled: True
# V_Sample Calculation: CH4 - CH3
# Savitzky-Golay Filter: Window=101, Poly=3
# -------------------------------
Time_s,CH1_V_Supply_Raw,CH2_V_Resistor_Raw,CH3_V_SenseP_Raw,CH4_V_SenseN_Raw,I_Sample_A_Raw,V_Sample_V_Raw,I_Sample_A_Filt,V_Sample_V_Filt
0.0,0.0,-0.00274,0.0,0.0,2.74e-06,0.0,-3.7457836518616244e-07,9.547640930239924e-05
4e-08,0.0,0.0,-0.00208,-0.00216,0.0,-8.000000000000021e-05,-2.6203431049953613e-07,9.19143564138963e-05
8e-08,0.0,0.0,0.0,0.0,0.0,0.0,-1.5223790208392885e-07,8.778582146753156e-05
1.2000000000000002e-07,0.0,-0.00274,0.0,0.0,2.74e-06,0.0,-4.5168674172817413e-08,8.3115225554726e-05
1.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,5.9193839000321335e-08,7.792698976690064e-05
2e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.6087010320201057e-07,7.224553519547645e-05
2.4000000000000003e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.5988058419877346e-07,6.609528293187445e-05
2.8e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.562457477571333e-07,5.9500654067515626e-05
3.2e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.499860596436132e-07,5.248606969382097e-05
3.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,5.411219856247363e-07,4.507595090221148e-05
4e-07,0.0,0.0,0.0,0.0,0.0,0.0,6.296739914670258e-07,3.729471878410813e-05
4.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,7.156625429370049e-07,2.9166794430931966e-05
4.800000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,7.991081058011969e-07,2.0716598934103928e-05
5.2e-07,0.0,0.0,0.0,0.0,0.0,0.0,8.800311458261245e-07,1.1968553385045054e-05
5.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.584521287783117e-07,2.9470788751763123e-06
6e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0343915204242809e-06,-6.32340350408129e-06
6.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.107869786530556e-06,-1.581847266130677e-05
6.800000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.1789073928636593e-06,-2.5513707505079125e-05
7.2e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.2475248051901149e-06,-3.538468694397737e-05
7.6e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.313742489276445e-06,-4.5406989886580466e-05
8e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.3775809108891738e-06,-5.555619524146744e-05
8.4e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.439060535794824e-06,-6.580788191721736e-05
8.8e-07,0.0,-0.00274,-0.00208,0.0,2.74e-06,0.00208,1.4982018297599182e-06,-7.613762882240916e-05
9.2e-07,0.0,0.0,-0.00208,-0.00216,0.0,-8.000000000000021e-05,1.5550252585509808e-06,-8.652101486562184e-05
9.600000000000001e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.6095512879345342e-06,-9.693361895543445e-05
1e-06,0.0,-0.00274,0.0,-0.00216,2.74e-06,-0.00216,1.6618003836771022e-06,-0.00010735102000042594
1.04e-06,0.0,-0.00274,0.0,0.0,2.74e-06,0.0,1.7117930115452068e-06,-0.00011774879690917539
1.08e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.7595496373053721e-06,-0.00012810252859026173
1.12e-06,0.0,-0.00274,0.0,0.0,2.74e-06,0.0,1.8050907267241212e-06,-0.00013838779395226403
1.1600000000000001e-06,0.0,-0.00274,-0.00208,0.0,2.74e-06,0.00208,1.8484367455679773e-06,-0.00014858017190376124
1.2e-06,0.0,-0.00274,0.0,-0.00216,2.74e-06,-0.00216,1.8896081596034628e-06,-0.0001586552413533324
1.24e-06,0.0,-0.00274,0.0,0.0,2.74e-06,0.0,1.928625434597102e-06,-0.00016858858120955645
1.28e-06,0.0,-0.00274,0.0,0.0,2.74e-06,0.0,1.965509036315418e-06,-0.0001783557703810125
1.32e-06,0.0,-0.00274,-0.00208,0.0,2.74e-06,0.00208,2.0002794305249333e-06,-0.00018793238777627954
1.3600000000000001e-06,0.0,-0.00274,-0.00208,0.0,2.74e-06,0.00208,2.0329570829921714e-06,-0.0001972940123039365
1.4e-06,0.0,-0.00274,0.0,-0.00216,2.74e-06,-0.00216,2.0635624594836553e-06,-0.00020641622287256238
1.44e-06,0.0,-0.00274,0.0,-0.00216,2.74e-06,-0.00216,2.092116025765908e-06,-0.00021527459839073627
1.48e-06,0.0,-0.00274,-0.00208,-0.00216,2.74e-06,-8.000000000000021e-05,2.1186382476054535e-06,-0.0002238447177670371
1.52e-06,0.0,-0.00274,0.0,-0.00216,2.74e-06,-0.00216,2.1431495907688145e-06,-0.0002321021599100439
1.56e-06,0.0,-0.00274,0.0,0.0,2.74e-06,0.0,2.1656705210225145e-06,-0.00024002250372833568
1.6e-06,0.0,-0.00274,0.0,0.0,2.74e-06,0.0,2.1862215041330757e-06,-0.00024758132813049145
1.64e-06,0.0,-0.00274,-0.00208,-0.00216,2.74e-06,-8.000000000000021e-05,2.204823005867022e-06,-0.00025475421202509024
1.68e-06,0.0,-0.00274,-0.00208,-0.00216,2.74e-06,-8.000000000000021e-05,2.2214954919908766e-06,-0.000261516734320711
1.72e-06,0.0,-0.00274,-0.00208,-0.00216,2.74e-06,-8.000000000000021e-05,2.2362594282711635e-06,-0.0002678444739259328
1.76e-06,0.0,-0.00274,-0.00208,0.0,2.74e-06,0.00208,2.249135280474404e-06,-0.00027371300974933456
1.8000000000000001e-06,0.0,-0.00274,0.0,-0.00216,2.74e-06,-0.00216,2.2601435143671226e-06,-0.00027909792069949534
1.84e-06,0.0,-0.00274,-0.00208,0.0,2.74e-06,0.00208,2.2693045957158422e-06,-0.0002839747856849941
1.88e-06,0.0,-0.00274,-0.00208,0.0,2.74e-06,0.00208,2.276638990287086e-06,-0.00028831918361440996
