Tiempo (s)	Setpoint (K)	Temperatura (K)	dT/dt (K/min)	Potencia_LS (%)	Rrem1 (Ohm)	std Rrem1 (Ohm)	Rrem2 (Ohm)		std Rrem2 (Ohm)	V4W (V)	
3.112046E+3	290.000000E+0	290.800000E+0	0.000000E+0	100.000000E+0	8.013507E+6	8.013507E+6	254.909820E+3	254.909820E+3	799.748000E-3	
3.117542E+3	290.000000E+0	290.800000E+0	0.000000E+0	98.000000E+0	10.148426E+6	10.148426E+6	346.416244E+3	346.416244E+3	799.696000E-3	
3.123042E+3	290.000000E+0	290.800000E+0	0.000000E+0	100.000000E+0	9.032505E+6	9.032505E+6	307.791013E+3	307.791013E+3	800.009000E-3	
3.282663E+3	290.496690E+0	290.680000E+0	0.000000E+0	100.000000E+0	1.000000E+0	1.000000E+0	0.000000E+0	0.000000E+0	99.100000E+36	
3.287931E+3	290.496690E+0	290.680000E+0	0.000000E+0	100.000000E+0	14.157168E+6	14.157168E+6	-876.106195E+42	-876.106195E+42	799.880000E-3	
3.293907E+3	290.321079E+0	290.680000E+0	0.000000E+0	100.000000E+0	8.607313E+6	8.607313E+6	304.526780E+3	304.526780E+3	800.308000E-3	
3.299392E+3	290.121868E+0	290.680000E+0	0.000000E+0	100.000000E+0	7.820471E+6	7.820471E+6	334.941860E+3	334.941860E+3	800.347000E-3	
3.304899E+3	290.000000E+0	290.800000E+0	0.000000E+0	100.000000E+0	7.382895E+6	7.382895E+6	285.794815E+3	285.794815E+3	800.232000E-3	
3.310404E+3	290.000000E+0	290.800000E+0	0.000000E+0	98.000000E+0	9.007871E+6	9.007871E+6	317.722103E+3	317.722103E+3	799.989000E-3	
3.315922E+3	290.000000E+0	290.800000E+0	217.457662E-3	100.000000E+0	7.545912E+6	7.545912E+6	276.805752E+3	276.805752E+3	800.244000E-3	
3.321426E+3	290.000000E+0	290.800000E+0	434.620161E-3	96.000000E+0	7.222055E+6	7.222055E+6	249.575246E+3	249.575246E+3	799.987000E-3	
3.326922E+3	290.000000E+0	290.800000E+0	434.620161E-3	100.000000E+0	7.753101E+6	7.753101E+6	327.304748E+3	327.304748E+3	800.120000E-3	
3.332913E+3	290.000000E+0	290.800000E+0	217.162498E-3	97.000000E+0	7.554403E+6	7.554403E+6	248.458707E+3	248.458707E+3	800.389000E-3	
