# --- BURST CONFIG LOG ---
# Shape: PULS
# Freq: 1000.0
# Amp: 0.15
# R_lim: 1000.0
# Filter: Savitzky-Golay
# -------------------
Time_s,CH1_V_Supply,CH2_V_Resistor,CH3_V_SenseP,CH4_V_SenseN,I_Sample_Raw,V_Sample_Raw,I_Sample_Filt,V_Sample_Filt
0.0,-0.0004,-0.0008,-0.0008,-0.0004,4.0000000000000003e-07,0.0004,4.7633109662501665e-07,0.000401444327536914
1e-06,-0.0004,-0.0012000000000000001,-0.0008,-0.0004,8.000000000000002e-07,0.0004,4.61950699045655e-07,0.0003972381444092659
2e-06,-0.0008,-0.0012000000000000001,-0.0008,-0.0004,4.000000000000001e-07,0.0004,4.4815969783948506e-07,0.0003932013156506092
3e-06,-0.0012000000000000001,-0.0004,-0.0008,-0.0004,-8.000000000000002e-07,0.0004,4.3494699524238543e-07,0.0003893314097791314
4e-06,-0.0008,-0.0012000000000000001,-0.0008,-0.0004,4.000000000000001e-07,0.0004,4.223014934902346e-07,0.00038562599531302005
4.9999999999999996e-06,0.0,-0.0012000000000000001,-0.0008,-0.0004,1.2000000000000002e-06,0.0004,4.102120948189111e-07,0.0003820826407704628
6e-06,0.0,-0.0008,-0.0008,-0.0004,8.000000000000001e-07,0.0004,3.9866770146429326e-07,0.0003786989146696472
7e-06,-0.0008,-0.0012000000000000001,-0.0008,-0.0004,4.000000000000001e-07,0.0004,3.876572156622598e-07,0.0003754723855287608
8e-06,-0.0008,-0.0008,-0.0008,-0.0004,0.0,0.0004,3.7716953964868907e-07,0.00037240062186599115
9e-06,-0.0008,-0.0012000000000000001,-0.0008,-0.0004,4.000000000000001e-07,0.0004,3.671935756594597e-07,0.00036948119219952583
9.999999999999999e-06,-0.0004,-0.002,-0.0008,-0.0004,1.6000000000000001e-06,0.0004,3.577182259304501e-07,0.00036671166504755244
1.1e-05,0.0,0.0,-0.0004,-0.0004,0.0,0.0,3.4873239269753885e-07,0.00036408960892825857
1.2e-05,-0.0008,-0.0016,-0.0008,-0.0004,8.000000000000001e-07,0.0004,3.4022497819660436e-07,0.0003616125923598317
1.3e-05,-0.0016,-0.0004,-0.0008,-0.0004,-1.2000000000000002e-06,0.0004,3.321848846635252e-07,0.0003592781838604595
1.4e-05,-0.0012000000000000001,-0.0012000000000000001,-0.0008,-0.0004,0.0,0.0004,3.2460101433417986e-07,0.00035708395194832947
1.4999999999999999e-05,0.0004,-0.0008,-0.0008,-0.0004,1.2000000000000002e-06,0.0004,3.174622694444469e-07,0.0003550274651416292
1.6e-05,-0.0004,-0.0012000000000000001,-0.0008,-0.0004,8.000000000000002e-07,0.0004,3.107575522302047e-07,0.00035310629195854626
1.7e-05,-0.0016,-0.0004,-0.0008,-0.0004,-1.2000000000000002e-06,0.0004,3.0447576492733185e-07,0.00035131800091726825
1.8e-05,-0.0012000000000000001,-0.0016,-0.0008,-0.0004,4e-07,0.0004,2.986058097717068e-07,0.00034966016053598274
1.8999999999999998e-05,0.0,-0.0004,-0.0008,-0.0004,4.0000000000000003e-07,0.0004,2.931365889992082e-07,0.0003481303393328772
1.9999999999999998e-05,-0.0008,-0.0012000000000000001,-0.0008,-0.0004,4.000000000000001e-07,0.0004,2.880570048457143e-07,0.00034672610582613936
2.1e-05,-0.0008,-0.0008,-0.0008,-0.0004,0.0,0.0004,2.8335595954710384e-07,0.00034544502853395666
2.2e-05,-0.0004,-0.0016,-0.0008,-0.0004,1.2000000000000002e-06,0.0004,2.790223553392552e-07,0.00034428467597451674
2.3e-05,0.0,-0.0008,-0.0004,-0.0004,8.000000000000001e-07,0.0,2.750450944580469e-07,0.0003432426166660071
2.4e-05,-0.0004,-0.0012000000000000001,-0.0008,-0.0004,8.000000000000002e-07,0.0004,2.7141307913935753e-07,0.0003423164191266154
2.4999999999999998e-05,-0.0008,-0.0008,-0.0008,-0.0004,0.0,0.0004,2.681152116190655e-07,0.0003415036518745292
