Current_A,Voltage_V
1e-08,0.025328
1.6428571428571427e-08,0.038223746
2.2857142857142858e-08,0.051337391
2.9285714285714285e-08,0.064119493
3.571428571428572e-08,0.089901939
4.214285714285714e-08,0.10317607
4.8571428571428566e-08,0.11624567
5.5e-08,0.14201353
6.142857142857143e-08,0.15509502
6.785714285714286e-08,0.1678426
7.428571428571429e-08,0.18080778
8.071428571428571e-08,0.20706923
8.714285714285713e-08,0.21977221
9.357142857142857e-08,0.23272898
1e-07,0.25850103
