# --- BURST CONFIG LOG ---
# Shape: PULS
# Freq: 1000.0
# Amp: 0.15
# R_lim: 1000.0
# Filter: Savitzky-Golay
# -------------------
Time_s,CH1_V_Supply,CH2_V_Resistor,CH3_V_SenseP,CH4_V_SenseN,I_Sample_Raw,V_Sample_Raw,I_Sample_Filt,V_Sample_Filt
0.0,-0.0004,-0.0016,-0.0008,-0.0004,1.2000000000000002e-06,0.0004,7.604830315654682e-07,0.00027113802449084726
4e-07,-0.0008,-0.0012000000000000001,-0.0008,-0.0008,4.000000000000001e-07,0.0,7.496431372259046e-07,0.0002718842589350534
8e-07,-0.0008,-0.0016,-0.0008,-0.0004,8.000000000000001e-07,0.0004,7.392906034881483e-07,0.0002726493769615949
1.2e-06,-0.0012000000000000001,-0.002,-0.0008,-0.0004,8e-07,0.0004,7.294179636551463e-07,0.0002734330110953373
1.6e-06,-0.0008,-0.002,-0.0012000000000000001,-0.0008,1.2000000000000002e-06,0.0004000000000000001,7.20017751029846e-07,0.00027423479386114624
2e-06,-0.0008,-0.0008,-0.0008,-0.0004,0.0,0.0004,7.110824989151942e-07,0.0002750543577838874
2.4e-06,-0.0008,-0.0008,-0.0008,-0.0004,0.0,0.0004,7.026047406141384e-07,0.0002758913353884264
2.8e-06,-0.0008,-0.0016,-0.0008,-0.0008,8.000000000000001e-07,0.0,6.945770094296255e-07,0.0002767453591996288
3.2e-06,-0.0004,-0.002,-0.0008,-0.0004,1.6000000000000001e-06,0.0004,6.869918386646027e-07,0.00027761606174236036
3.6e-06,-0.0004,-0.0016,-0.0008,-0.0004,1.2000000000000002e-06,0.0004,6.798417616220173e-07,0.00027850307554148657
4e-06,-0.0004,-0.0012000000000000001,-0.0008,-0.0004,8.000000000000002e-07,0.0004,6.731193116048163e-07,0.0002794060331218732
4.4e-06,-0.0004,-0.0012000000000000001,-0.0008,-0.0004,8.000000000000002e-07,0.0004,6.668170219159469e-07,0.00028032456700838575
4.8e-06,-0.0004,-0.0016,-0.0008,-0.0008,1.2000000000000002e-06,0.0,6.609274258583564e-07,0.0002812583097258899
5.199999999999999e-06,-0.0008,-0.0016,-0.0008,-0.0004,8.000000000000001e-07,0.0004,6.554430567349917e-07,0.0002822068937992513
5.6e-06,-0.0008,-0.0012000000000000001,-0.0008,-0.0004,4.000000000000001e-07,0.0004,6.503564478488001e-07,0.0002831699517533356
6e-06,-0.0012000000000000001,-0.0012000000000000001,-0.0008,-0.0008,0.0,0.0,6.456601325027287e-07,0.0002841471161130084
6.4e-06,-0.0012000000000000001,-0.0012000000000000001,-0.0008,-0.0004,0.0,0.0004,6.413466439997248e-07,0.00028513801940313534
6.799999999999999e-06,-0.0012000000000000001,-0.0016,-0.0008,-0.0008,4e-07,0.0,6.374085156427354e-07,0.000286142294148582
7.2e-06,-0.0012000000000000001,-0.0012000000000000001,-0.0008,-0.0008,0.0,0.0,6.338382807347076e-07,0.0002871595728742141
7.6e-06,-0.0012000000000000001,-0.0012000000000000001,-0.0008,-0.0004,0.0,0.0004,6.306284725785887e-07,0.00028818948810489716
8e-06,-0.0012000000000000001,-0.0012000000000000001,-0.0008,-0.0008,0.0,0.0,6.277716244773259e-07,0.0002892316723654969
8.4e-06,-0.0008,-0.0012000000000000001,-0.0008,-0.0008,4.000000000000001e-07,0.0,6.252602697338661e-07,0.00029028575818087896
8.8e-06,-0.0008,-0.0016,-0.0008,-0.0004,8.000000000000001e-07,0.0004,6.230869416511567e-07,0.00029135137807590893
9.2e-06,-0.0004,-0.0016,-0.0008,-0.0008,1.2000000000000002e-06,0.0,6.212441735321447e-07,0.00029242816457545245
9.6e-06,-0.0004,-0.0016,-0.0008,-0.0004,1.2000000000000002e-06,0.0004,6.197244986797773e-07,0.00029351575020437513
9.999999999999999e-06,-0.0004,-0.002,-0.0008,-0.0004,1.6000000000000001e-06,0.0004,6.185204503970017e-07,0.0002946137674875426
1.0399999999999999e-05,-0.0004,-0.0004,-0.0008,-0.0008,0.0,0.0,6.176245619867651e-07,0.00029572184894982053
1.08e-05,-0.0012000000000000001,-0.0008,-0.0008,-0.0004,-4.000000000000001e-07,0.0004,6.170293667520145e-07,0.00029683962711607453
1.12e-05,-0.0012000000000000001,-0.002,-0.0012000000000000001,-0.0008,8e-07,0.0004000000000000001,6.167273979956972e-07,0.00029796673451117024
1.1599999999999999e-05,-0.0016,-0.0016,-0.0012000000000000001,-0.0008,0.0,0.0004000000000000001,6.167111890207602e-07,0.00029910280365997324
1.2e-05,-0.002,-0.0016,-0.0008,-0.0004,-4e-07,0.0004,6.169732731301508e-07,0.0003002474670873492
1.24e-05,-0.0012000000000000001,-0.0012000000000000001,-0.0008,-0.0008,0.0,0.0,6.175061836268161e-07,0.00030140035731816383
