Current_A,Voltage_V
-1.2173913043478262e-06,-3.1166709
-1.3043478260869566e-06,-3.3219417
-1.391304347826087e-06,-3.5355996
-1.4782608695652174e-06,-3.7365897
-1.5652173913043478e-06,-3.9453656
-1.6521739130434784e-06,-4.1389205
-1.7391304347826088e-06,-4.329639
-1.8260869565217391e-06,-4.5333587
-1.9130434782608697e-06,-4.7223219
-2e-06,-4.9208527
-2.0869565217391305e-06,-5.1048751
-2.173913043478261e-06,-5.2891197
-2.2608695652173913e-06,-5.479076
-2.347826086956522e-06,-5.6619755
-2.4347826086956525e-06,-5.8407717
-2.5217391304347826e-06,-6.0379383
-2.6086956521739132e-06,-6.2311553
-2.6956521739130434e-06,-6.4562205
-2.782608695652174e-06,-6.7405925
-2.8695652173913046e-06,-7.0385671
-2.9565217391304348e-06,-7.3531648
-3.0434782608695654e-06,-7.6417581
-3.1304347826086955e-06,-7.8879101
-3.217391304347826e-06,-8.1211777
-3.3043478260869567e-06,-8.3410998
-3.391304347826087e-06,-8.5550112
-3.4782608695652175e-06,-8.7651082
-3.565217391304348e-06,-8.9834628
-3.6521739130434783e-06,-9.2032658
-3.739130434782609e-06,-9.3952306
-3.8260869565217395e-06,-9.6151405
-3.91304347826087e-06,-9.8233181
-4e-06,-10.07127
-4.08695652173913e-06,-10.295068
-4.173913043478261e-06,-10.497699
-4.260869565217392e-06,-10.71378
-4.347826086956522e-06,-10.883104
-4.434782608695652e-06,-10.953615
-4.5217391304347826e-06,-10.988166
-4.608695652173913e-06,-11.007471
-4.695652173913044e-06,-11.021664
-4.782608695652174e-06,-11.032967
-4.869565217391305e-06,-11.041987
-4.956521739130435e-06,-11.050143
-5.043478260869565e-06,-11.055697
-5.130434782608696e-06,-11.060739
-5.2173913043478265e-06,-11.065511
-5.304347826086957e-06,-11.069287
-5.391304347826087e-06,-11.074057
-5.478260869565217e-06,-11.077338
-5.565217391304348e-06,-11.081133
-5.652173913043479e-06,-11.083755
-5.739130434782609e-06,-11.087041
-5.826086956521739e-06,-11.089792
-5.9130434782608696e-06,-11.092493
-6e-06,-11.09475
-5.9130434782608696e-06,-11.092811
-5.826086956521739e-06,-11.09072
-5.739130434782609e-06,-11.088352
-5.652173913043479e-06,-11.08589
-5.565217391304348e-06,-11.083522
-5.478260869565217e-06,-11.080911
-5.391304347826087e-06,-11.078278
-5.304347826086957e-06,-11.074909
-5.2173913043478265e-06,-11.072028
-5.130434782608696e-06,-11.06839
-5.043478260869565e-06,-11.065332
-4.956521739130435e-06,-11.06185
-4.869565217391305e-06,-11.05693
-4.7826086956521735e-06,-11.052155
-4.695652173913044e-06,-11.047586
-4.608695652173913e-06,-11.041795
-4.5217391304347826e-06,-11.035113
-4.434782608695653e-06,-11.028386
-4.347826086956521e-06,-11.020747
-4.260869565217392e-06,-11.010196
-4.173913043478261e-06,-10.997017
-4.08695652173913e-06,-10.980376
-4.000000000000001e-06,-10.954679
-3.913043478260869e-06,-10.91025
-3.8260869565217395e-06,-10.811118
-3.739130434782609e-06,-10.61242
-3.6521739130434783e-06,-10.41512
-3.5652173913043477e-06,-10.201675
-3.4782608695652175e-06,-9.9662824
-3.391304347826087e-06,-9.7632544
-3.3043478260869567e-06,-9.5475924
-3.217391304347826e-06,-9.3245167
-3.1304347826086955e-06,-9.0963437
-3.0434782608695654e-06,-8.8608625
-2.9565217391304348e-06,-8.645727
-2.8695652173913046e-06,-8.4020186
-2.782608695652174e-06,-8.174245
-2.6956521739130434e-06,-7.9332094
-2.6086956521739132e-06,-7.6910573
-2.5217391304347826e-06,-7.4510882
-2.434782608695652e-06,-7.2059282
-2.347826086956522e-06,-6.9746444
-2.2608695652173913e-06,-6.7402625
-2.1739130434782607e-06,-6.4936681
-2.08695652173913e-06,-6.2571985
-2.0000000000000003e-06,-6.0284532
-1.9130434782608697e-06,-5.7785744
-1.8260869565217391e-06,-5.5411249
-1.7391304347826085e-06,-5.2797072
-1.652173913043478e-06,-5.0380276
-1.5652173913043482e-06,-4.79725
-1.4782608695652176e-06,-4.530806
-1.391304347826087e-06,-4.2836866
-1.3043478260869564e-06,-4.0159766
-1.2173913043478258e-06,-3.763944
-1.1304347826086952e-06,-3.5085687
-1.0434782608695655e-06,-3.239616
-9.565217391304349e-07,-2.9837316
-8.695652173913043e-07,-2.7095478
-7.826086956521737e-07,-2.4494552
-6.956521739130431e-07,-2.1879252
-6.086956521739133e-07,-1.9097401
-5.217391304347827e-07,-1.6492571
-4.3478260869565214e-07,-1.3676954
-3.4782608695652154e-07,-1.1023277
-2.6086956521739094e-07,-0.83548251
-1.739130434782612e-07,-0.55071326
-8.69565217391306e-08,-0.2814699
0.0,-0.009863006
