Current_A,Voltage_V
0.0,-0.00049646
8.695652173913044e-08,0.21415576
1.7391304347826088e-07,0.42718714
2.608695652173913e-07,0.647926
3.4782608695652175e-07,0.85121541
4.347826086956522e-07,1.0484898
5.217391304347826e-07,1.249286
6.086956521739131e-07,1.4300626
6.956521739130435e-07,1.6142936
7.826086956521739e-07,1.7823831
8.695652173913044e-07,1.9452903
9.565217391304349e-07,2.1136363
1.0434782608695653e-06,2.2687612
1.1304347826086956e-06,2.432514
1.2173913043478262e-06,2.5831777
1.3043478260869566e-06,2.7319366
1.391304347826087e-06,2.8865597
1.4782608695652174e-06,3.0346871
1.5652173913043478e-06,3.1870984
1.6521739130434784e-06,3.3304284
1.7391304347826088e-06,3.4680436
1.8260869565217391e-06,3.6160237
1.9130434782608697e-06,3.7541622
2e-06,3.899549
2.0869565217391305e-06,4.0336974
2.173913043478261e-06,4.1675894
2.2608695652173913e-06,4.3108614
2.347826086956522e-06,4.4443497
2.4347826086956525e-06,4.5767031
2.5217391304347826e-06,4.7138432
2.6086956521739132e-06,4.8472713
2.6956521739130434e-06,4.9838789
2.782608695652174e-06,5.1148256
2.8695652173913046e-06,5.2462718
2.9565217391304348e-06,5.3842971
3.0434782608695654e-06,5.5146578
3.1304347826086955e-06,5.656162
3.217391304347826e-06,5.7902698
3.3043478260869567e-06,5.9273603
3.391304347826087e-06,6.074466
3.4782608695652175e-06,6.2202914
3.565217391304348e-06,6.3777027
3.6521739130434783e-06,6.5343333
3.739130434782609e-06,6.6993136
3.8260869565217395e-06,6.8756677
3.91304347826087e-06,7.0498133
4e-06,7.2352035
4.08695652173913e-06,7.4119996
4.173913043478261e-06,7.5912901
4.260869565217392e-06,7.7773042
4.347826086956522e-06,7.9613844
4.434782608695652e-06,8.1498906
4.5217391304347826e-06,8.3497593
4.608695652173913e-06,8.5484634
4.695652173913044e-06,8.7679025
4.782608695652174e-06,8.9832868
4.869565217391305e-06,9.2056561
4.956521739130435e-06,9.436614
5.043478260869565e-06,9.6677615
5.130434782608696e-06,9.9202281
5.2173913043478265e-06,10.167619
5.304347826086957e-06,10.428956
5.391304347826087e-06,10.652562
5.478260869565217e-06,10.724703
5.565217391304348e-06,10.756878
5.652173913043479e-06,10.775866
5.739130434782609e-06,10.788174
5.826086956521739e-06,10.799033
5.9130434782608696e-06,10.806255
6e-06,10.814348
5.9130434782608696e-06,10.811813
5.826086956521739e-06,10.809986
5.739130434782609e-06,10.807258
5.652173913043479e-06,10.80493
5.565217391304348e-06,10.802645
5.478260869565217e-06,10.79916
5.391304347826087e-06,10.795524
5.304347826086957e-06,10.792272
5.2173913043478265e-06,10.787966
5.130434782608696e-06,10.783498
5.043478260869565e-06,10.776555
4.956521739130435e-06,10.770192
4.869565217391305e-06,10.762947
4.7826086956521735e-06,10.754083
4.695652173913044e-06,10.744232
4.608695652173913e-06,10.728817
4.5217391304347826e-06,10.710011
4.434782608695653e-06,10.675904
4.347826086956521e-06,10.617174
4.260869565217392e-06,10.493675
4.173913043478261e-06,10.313066
4.08695652173913e-06,10.129946
4.000000000000001e-06,9.9451011
3.913043478260869e-06,9.7446836
3.8260869565217395e-06,9.5453156
3.739130434782609e-06,9.3432404
3.6521739130434783e-06,9.1474468
3.5652173913043477e-06,8.9463232
3.4782608695652175e-06,8.7322312
3.391304347826087e-06,8.5296505
3.3043478260869567e-06,8.3146709
3.217391304347826e-06,8.1107504
3.1304347826086955e-06,7.9083355
3.0434782608695654e-06,7.6957251
2.9565217391304348e-06,7.4899679
2.8695652173913046e-06,7.2764158
2.782608695652174e-06,7.0761073
2.6956521739130434e-06,6.8729676
2.6086956521739132e-06,6.6578571
2.5217391304347826e-06,6.4529939
2.434782608695652e-06,6.240511
2.347826086956522e-06,6.0372879
2.2608695652173913e-06,5.8336125
2.1739130434782607e-06,5.617135
2.08695652173913e-06,5.4143977
2.0000000000000003e-06,5.2107059
1.9130434782608697e-06,4.9962874
1.8260869565217391e-06,4.7914407
1.7391304347826085e-06,4.5692769
1.652173913043478e-06,4.3635121
1.5652173913043482e-06,4.1557858
1.4782608695652176e-06,3.9329239
1.391304347826087e-06,3.7221655
1.3043478260869564e-06,3.4974985
1.2173913043478258e-06,3.2818482
1.1304347826086952e-06,3.0662352
1.0434782608695655e-06,2.8375582
9.565217391304349e-07,2.6126359
8.695652173913043e-07,2.3764647
7.826086956521737e-07,2.1528227
6.956521739130431e-07,1.924556
6.086956521739133e-07,1.6835576
5.217391304347827e-07,1.4524917
4.3478260869565214e-07,1.2051382
3.4782608695652154e-07,0.97022286
2.6086956521739094e-07,0.733311
1.739130434782612e-07,0.48292627
8.69565217391306e-08,0.24506223
0.0,0.008261859
-8.695652173913044e-08,-0.22543701
-1.7391304347826088e-07,-0.45749602
-2.608695652173913e-07,-0.69922957
-3.4782608695652175e-07,-0.92324356
-4.347826086956522e-07,-1.1462295
-5.217391304347826e-07,-1.3845385
-6.086956521739131e-07,-1.6061497
-6.956521739130435e-07,-1.8344667
-7.826086956521739e-07,-2.0494097
-8.695652173913044e-07,-2.2633461
-9.565217391304349e-07,-2.4838099
-1.0434782608695653e-06,-2.6816854
-1.1304347826086956e-06,-2.9073274
