Current_A,Voltage_V
0.0,0.001482
1.0169491525423729e-07,0.215258
2.0338983050847458e-07,0.429721
3.0508474576271186e-07,0.654226
4.0677966101694916e-07,0.868256
5.084745762711865e-07,1.081048
6.101694915254237e-07,1.302468
7.118644067796611e-07,1.513247
8.135593220338983e-07,1.724092
9.152542372881356e-07,1.944505
1.016949152542373e-06,2.156004
1.1186440677966102e-06,2.364394
1.2203389830508474e-06,2.584011
1.3220338983050847e-06,2.788961
1.4237288135593222e-06,2.998114
1.5254237288135594e-06,3.213859
1.6271186440677967e-06,3.418024
1.728813559322034e-06,3.621957
1.8305084745762712e-06,3.835302
1.9322033898305084e-06,4.036038
2.033898305084746e-06,4.236046
2.135593220338983e-06,4.444436
2.2372881355932204e-06,4.640969
2.338983050847458e-06,4.837281
2.440677966101695e-06,5.036026
2.5423728813559323e-06,5.226963
2.6440677966101694e-06,5.420764
2.745762711864407e-06,5.623989
2.8474576271186443e-06,5.817834
2.9491525423728813e-06,6.007089
3.050847457627119e-06,6.204364
3.152542372881356e-06,6.392427
3.2542372881355933e-06,6.579194
3.3559322033898308e-06,6.771701
3.457627118644068e-06,6.952927
3.5593220338983053e-06,7.136597
3.6610169491525423e-06,7.329624
3.7627118644067798e-06,7.509887
3.864406779661017e-06,7.683149
3.966101694915254e-06,7.872083
4.067796610169492e-06,8.047845
4.169491525423729e-06,8.223153
4.271186440677966e-06,8.407455
4.372881355932203e-06,8.580972
4.474576271186441e-06,8.753625
4.576271186440678e-06,8.936709
4.677966101694916e-06,9.104242
4.779661016949152e-06,9.279196
4.88135593220339e-06,9.459582
4.983050847457627e-06,9.633717
5.084745762711865e-06,9.798054
5.186440677966102e-06,9.979976
5.288135593220339e-06,10.147298
5.389830508474576e-06,10.316269
5.491525423728814e-06,10.493846
5.593220338983051e-06,10.666378
5.694915254237289e-06,10.834652
5.796610169491525e-06,11.013665
5.898305084745763e-06,11.185235
6e-06,11.36771
5.898305084745763e-06,11.18956
5.796610169491525e-06,11.019362
5.694915254237289e-06,10.847593
5.593220338983051e-06,10.733958
5.491525423728814e-06,10.569102
5.389830508474576e-06,10.390684
5.288135593220339e-06,10.22168
5.186440677966102e-06,10.046173
5.084745762711865e-06,9.860899
4.983050847457627e-06,9.683379
4.88135593220339e-06,9.511245
4.779661016949152e-06,9.321071
4.677966101694916e-06,9.139856
4.576271186440678e-06,8.964106
4.474576271186441e-06,8.773446
4.372881355932203e-06,8.589842
4.271186440677967e-06,8.404657
4.169491525423729e-06,8.217789
4.067796610169492e-06,8.030447
3.966101694915254e-06,7.849144
3.864406779661017e-06,7.65542
3.7627118644067798e-06,7.467415
3.6610169491525423e-06,7.279243
3.5593220338983053e-06,7.085011
3.457627118644068e-06,6.893598
3.3559322033898308e-06,6.707551
3.2542372881355933e-06,6.510254
3.152542372881356e-06,6.316918
3.050847457627119e-06,6.131121
2.9491525423728813e-06,5.928018
2.8474576271186443e-06,5.73863
2.745762711864407e-06,5.543225
2.6440677966101694e-06,5.339458
2.5423728813559323e-06,5.1485
2.440677966101695e-06,4.953294
2.338983050847458e-06,4.748676
2.2372881355932204e-06,4.551899
2.1355932203389833e-06,4.356085
2.033898305084746e-06,4.150347
1.9322033898305084e-06,3.955916
1.830508474576271e-06,3.760688
1.7288135593220343e-06,3.552055
1.6271186440677969e-06,3.352247
1.5254237288135594e-06,3.152805
1.423728813559322e-06,2.940201
1.3220338983050845e-06,2.739388
1.2203389830508479e-06,2.536783
1.1186440677966104e-06,2.324356
1.016949152542373e-06,2.11883
9.152542372881355e-07,1.915117
8.13559322033898e-07,1.69894
7.118644067796614e-07,1.491557
6.101694915254239e-07,1.283045
5.084745762711865e-07,1.064734
4.06779661016949e-07,0.855647
3.0508474576271154e-07,0.646295
2.0338983050847493e-07,0.426104
1.0169491525423746e-07,0.216541
0.0,0.007698
-1.0169491525423729e-07,-0.199508
-2.0338983050847458e-07,-0.40635
-3.0508474576271186e-07,-0.62058
-4.0677966101694916e-07,-0.822997
-5.084745762711865e-07,-1.023658
-6.101694915254237e-07,-1.234326
-7.118644067796611e-07,-1.433978
-8.135593220338983e-07,-1.633796
-9.152542372881356e-07,-1.843237
-1.016949152542373e-06,-2.040679
-1.1186440677966102e-06,-2.23479
-1.2203389830508474e-06,-2.440592
-1.3220338983050847e-06,-2.634183
-1.4237288135593222e-06,-2.824909
-1.5254237288135594e-06,-3.028776
-1.6271186440677967e-06,-3.223882
-1.728813559322034e-06,-3.417982
-1.8305084745762712e-06,-3.616406
-1.9322033898305084e-06,-3.810915
-2.033898305084746e-06,-4.00809
-2.135593220338983e-06,-4.210852
-2.2372881355932204e-06,-4.401711
-2.338983050847458e-06,-4.592747
-2.440677966101695e-06,-4.792941
-2.5423728813559323e-06,-4.982816
-2.6440677966101694e-06,-5.181672
-2.745762711864407e-06,-5.382253
-2.8474576271186443e-06,-5.57549
-2.9491525423728813e-06,-5.763264
-3.050847457627119e-06,-5.969143
-3.152542372881356e-06,-6.159117
-3.2542372881355933e-06,-6.352377
-3.3559322033898308e-06,-6.553855
-3.457627118644068e-06,-6.746649
-3.5593220338983053e-06,-6.945793
-3.6610169491525423e-06,-7.149405
-3.7627118644067798e-06,-7.356213
-3.864406779661017e-06,-7.567611
-3.966101694915254e-06,-7.804692
-4.067796610169492e-06,-8.078582
-4.169491525423729e-06,-8.433492
-4.271186440677966e-06,-8.765604
-4.372881355932203e-06,-9.084554
-4.474576271186441e-06,-9.346897
-4.576271186440678e-06,-9.592073
-4.677966101694916e-06,-9.836288
-4.779661016949152e-06,-10.100632
-4.88135593220339e-06,-10.343088
-4.983050847457627e-06,-10.59351
-5.084745762711865e-06,-10.822793
-5.186440677966102e-06,-11.069696
-5.288135593220339e-06,-11.324495
-5.389830508474576e-06,-11.585057
-5.491525423728814e-06,-11.840675
-5.593220338983051e-06,-12.0948
-5.694915254237289e-06,-12.357265
-5.796610169491525e-06,-12.643488
-5.898305084745763e-06,-12.90947
-6e-06,-13.178438
-5.898305084745763e-06,-13.035282
-5.796610169491525e-06,-12.9004
-5.694915254237289e-06,-12.801332
-5.593220338983051e-06,-12.634828
-5.491525423728814e-06,-12.453723
-5.389830508474576e-06,-12.258661
-5.288135593220339e-06,-12.077679
-5.186440677966102e-06,-11.873105
-5.084745762711865e-06,-11.674758
-4.983050847457627e-06,-11.479707
-4.88135593220339e-06,-11.275177
-4.779661016949152e-06,-11.055693
-4.677966101694916e-06,-10.846783
-4.576271186440678e-06,-10.636148
-4.474576271186441e-06,-10.425303
-4.372881355932203e-06,-10.206448
-4.271186440677967e-06,-9.991067
-4.169491525423729e-06,-9.774216
-4.067796610169492e-06,-9.5425
-3.966101694915254e-06,-9.323681
-3.864406779661017e-06,-9.095482
-3.7627118644067798e-06,-8.876186
-3.6610169491525423e-06,-8.647478
-3.5593220338983053e-06,-8.420064
-3.457627118644068e-06,-8.19173
-3.3559322033898308e-06,-7.965533
-3.2542372881355933e-06,-7.717547
-3.152542372881356e-06,-7.489325
-3.050847457627119e-06,-7.259246
-2.9491525423728813e-06,-7.019079
-2.8474576271186443e-06,-6.792008
-2.745762711864407e-06,-6.55641
-2.6440677966101694e-06,-6.31058
-2.5423728813559323e-06,-6.076816
-2.440677966101695e-06,-5.841959
