# --- BURST CONFIG LOG ---
# Shape: PULS
# Freq: 1000.0
# Amp: 0.15
# R_lim: 1000.0
# Filter: Savitzky-Golay
# -------------------
Time_s,CH1_V_Supply,CH2_V_Resistor,CH3_V_SenseP,CH4_V_SenseN,I_Sample_Raw,V_Sample_Raw,I_Sample_Filt,V_Sample_Filt
0.0,-0.0004,-0.0016,-0.0008,-0.0004,1.2000000000000002e-06,0.0004,1.7157241885063787e-07,0.00034423162827638954
4e-07,0.0,0.0004,0.0,0.0,-4.0000000000000003e-07,0.0,1.3970164366961831e-07,0.00034576830647964016
8e-07,0.0004,0.0004,-0.0004,0.0,0.0,0.0004,1.0875470572141928e-07,0.0003472353526263318
1.2e-06,0.0,-0.0004,-0.0004,0.0,4.0000000000000003e-07,0.0004,7.872162714103238e-08,0.00034863410804966157
1.6e-06,0.0,-0.0012000000000000001,-0.0004,0.0,1.2000000000000002e-06,0.0004,4.959243006344926e-08,0.00034996591408282635
2e-06,-0.0004,-0.0008,-0.0004,0.0,4.0000000000000003e-07,0.0004,2.1357136623661506e-08,0.0003512321120590231
2.4e-06,-0.0008,0.0,-0.0004,0.0,-8.000000000000001e-07,0.0004,-5.99423104333922e-09,0.0003524340433114488
2.8e-06,-0.0012000000000000001,0.0,-0.0004,0.0,-1.2000000000000002e-06,0.0004,-3.2471650802561284e-08,0.00035357304917330045
3.2e-06,-0.0012000000000000001,-0.0008,-0.0004,0.0,-4.000000000000001e-07,0.0004,-5.808510051901306e-08,0.000354650470977775
3.6e-06,-0.0012000000000000001,-0.0008,-0.0004,0.0,-4.000000000000001e-07,0.0004,-8.284455805770291e-08,0.0003556676500580693
4e-06,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0004,-1.0676000128363927e-07,0.00035662592774738045
4.4e-06,-0.0004,0.0,-0.0004,0.0,-4.0000000000000003e-07,0.0004,-1.298414080618304e-07,0.00035752664537890537
4.8e-06,0.0,-0.0004,-0.0004,0.0,4.0000000000000003e-07,0.0004,-1.5209875625728478e-07,0.000358371144285841
5.199999999999999e-06,0.0,-0.0008,-0.0004,0.0,8.000000000000001e-07,0.0004,-1.7354202373501068e-07,0.0003591607658013843
5.6e-06,0.0,-0.0008,-0.0004,0.0,8.000000000000001e-07,0.0004,-1.941811883600166e-07,0.0003598968512587323
6e-06,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0004,-2.140262279973108e-07,0.00036058074199108185
6.4e-06,-0.0008,-0.002,-0.0004,-0.0004,1.2000000000000002e-06,0.0,-2.3308712051190165e-07,0.00036121377933163003
6.799999999999999e-06,-0.0004,0.0004,-0.0004,0.0,-8.000000000000001e-07,0.0004,-2.513738437687976e-07,0.00036179730461357375
7.2e-06,-0.0012000000000000001,0.0016,-0.0004,0.0,-2.8000000000000003e-06,0.0004,-2.6889637563300695e-07,0.00036233265917011
7.6e-06,-0.0016,-0.0012000000000000001,-0.0004,-0.0004,-4e-07,0.0,-2.8566469396953817e-07,0.00036282118433443567
8e-06,-0.0016,-0.0012000000000000001,-0.0004,0.0,-4e-07,0.0004,-3.016887766433995e-07,0.0003632642214397478
8.4e-06,-0.0012000000000000001,-0.0004,-0.0004,0.0,-8.000000000000002e-07,0.0004,-3.169786015195993e-07,0.0003636631118192433
8.8e-06,-0.0016,0.0004,-0.0004,0.0,-2e-06,0.0004,-3.3154414646314625e-07,0.0003640191968061192
9.2e-06,-0.0012000000000000001,0.0,-0.0004,0.0,-1.2000000000000002e-06,0.0004,-3.4539538933904824e-07,0.00036433381773357237
9.6e-06,-0.0012000000000000001,-0.0004,-0.0004,0.0,-8.000000000000002e-07,0.0004,-3.5854230801231405e-07,0.00036460831593479985
9.999999999999999e-06,-0.0008,-0.0008,-0.0004,0.0,0.0,0.0004,-3.709948803479517e-07,0.00036484403274299854
1.0399999999999999e-05,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0004,-3.8276308421096995e-07,0.00036504230949136547
1.08e-05,-0.0004,0.0,-0.0004,0.0,-4.0000000000000003e-07,0.0004,-3.9385689746637684e-07,0.0003652044875130976
1.12e-05,-0.0008,-0.0004,-0.0004,0.0,-4.0000000000000003e-07,0.0004,-4.0428629797918093e-07,0.00036533190814139183
1.1599999999999999e-05,-0.0008,-0.0008,-0.0004,0.0,0.0,0.0004,-4.1406126361439055e-07,0.0003654259127094452
1.2e-05,-0.0008,-0.0004,-0.0004,0.0,-4.0000000000000003e-07,0.0004,-4.2319177223701394e-07,0.0003654878425504546
1.24e-05,-0.0008,0.0,-0.0004,0.0,-8.000000000000001e-07,0.0004,-4.3168780171205966e-07,0.000365519038997617
1.28e-05,-0.0012000000000000001,-0.0004,-0.0004,0.0,-8.000000000000002e-07,0.0004,-4.3955932990453595e-07,0.00036552084338412944
