Current_A,Voltage_V
0.0,-0.000464547
1.0169491525423729e-07,0.30230835
2.0338983050847458e-07,0.60306372
3.0508474576271186e-07,0.91461915
4.0677966101694916e-07,1.2077272
5.084745762711865e-07,1.4956432
6.101694915254237e-07,1.7925911
7.118644067796611e-07,2.0700219
8.135593220338983e-07,2.3441007
9.152542372881356e-07,2.6282593
1.016949152542373e-06,2.8931246
1.1186440677966102e-06,3.1558914
1.2203389830508474e-06,3.4263361
1.3220338983050847e-06,3.6812259
1.4237288135593222e-06,3.9321441
1.5254237288135594e-06,4.1915891
1.6271186440677967e-06,4.4335976
1.728813559322034e-06,4.6730313
1.8305084745762712e-06,4.9204836
1.9322033898305084e-06,5.1489991
2.033898305084746e-06,5.3760703
2.135593220338983e-06,5.6113685
2.2372881355932204e-06,5.83006
2.338983050847458e-06,6.0484029
2.440677966101695e-06,6.2740023
2.5423728813559323e-06,6.4872706
2.6440677966101694e-06,6.6956632
2.745762711864407e-06,6.9120451
2.8474576271186443e-06,7.1156335
2.9491525423728813e-06,7.3170837
3.050847457627119e-06,7.5242897
3.152542372881356e-06,7.7283201
3.2542372881355933e-06,7.9262421
3.3559322033898308e-06,8.1367145
3.457627118644068e-06,8.3450817
3.5593220338983053e-06,8.5511954
3.6610169491525423e-06,8.7645391
3.7627118644067798e-06,8.9856856
3.864406779661017e-06,9.2154425
3.966101694915254e-06,9.4711089
4.067796610169492e-06,9.7342901
4.169491525423729e-06,10.001121
4.271186440677966e-06,10.294648
4.372881355932203e-06,10.58345
4.474576271186441e-06,10.873241
4.576271186440678e-06,11.176999
4.677966101694916e-06,11.487328
4.779661016949152e-06,11.803582
4.88135593220339e-06,9.95561
4.983050847457627e-06,10.137565
5.084745762711865e-06,10.316368
5.186440677966102e-06,10.509508
5.288135593220339e-06,10.703851
5.389830508474576e-06,10.903437
5.491525423728814e-06,11.121317
5.593220338983051e-06,11.331908
5.694915254237289e-06,11.549212
5.796610169491525e-06,11.790673
5.898305084745763e-06,12.030353
6e-06,12.284732
5.898305084745763e-06,12.146698
5.796610169491525e-06,12.003841
5.694915254237289e-06,11.83997
5.593220338983051e-06,11.677558
5.491525423728814e-06,11.503887
5.389830508474576e-06,11.319011
5.288135593220339e-06,11.136923
5.186440677966102e-06,10.951273
5.084745762711865e-06,10.750117
4.983050847457627e-06,10.555873
4.88135593220339e-06,10.362723
4.779661016949152e-06,10.152707
4.677966101694916e-06,9.961416
4.576271186440678e-06,9.768699
4.474576271186441e-06,11.833431
4.372881355932203e-06,11.633022
4.271186440677967e-06,11.422926
4.169491525423729e-06,11.191743
4.067796610169492e-06,10.960348
3.966101694915254e-06,10.728405
3.864406779661017e-06,10.480873
3.7627118644067798e-06,10.238131
3.6610169491525423e-06,9.9909285
3.5593220338983053e-06,9.7331672
3.457627118644068e-06,9.4839496
3.3559322033898308e-06,9.2333635
3.2542372881355933e-06,8.9660137
3.152542372881356e-06,8.7127914
3.050847457627119e-06,8.4563213
2.9491525423728813e-06,8.1855842
2.8474576271186443e-06,7.9320779
2.745762711864407e-06,7.6703033
2.6440677966101694e-06,7.4054599
2.5423728813559323e-06,7.1420069
2.440677966101695e-06,6.882754
2.338983050847458e-06,6.6033046
2.2372881355932204e-06,6.3423888
2.1355932203389833e-06,6.0787521
2.033898305084746e-06,5.7991599
1.9322033898305084e-06,5.5310565
1.830508474576271e-06,5.2645315
1.7288135593220343e-06,4.9808807
1.6271186440677969e-06,4.7100543
1.5254237288135594e-06,4.4354465
1.423728813559322e-06,4.1434412
1.3220338983050845e-06,3.867673
1.2203389830508479e-06,3.5897726
1.1186440677966104e-06,3.2884781
1.016949152542373e-06,3.0057469
9.152542372881355e-07,2.7166528
8.13559322033898e-07,2.4124001
7.118644067796614e-07,2.1233865
6.101694915254239e-07,1.8315003
5.084745762711865e-07,1.5206581
4.06779661016949e-07,1.2244262
3.0508474576271154e-07,0.92403012
2.0338983050847493e-07,0.6099206
1.0169491525423746e-07,0.30882342
0.0,0.009351294
