Current_A,Voltage_V
-1.0169491525423729e-07,-0.28746006
-2.0338983050847458e-07,-0.58126252
-3.0508474576271186e-07,-0.88239067
-4.0677966101694916e-07,-1.166673
-5.084745762711865e-07,-1.4496361
-6.101694915254237e-07,-1.7492714
-7.118644067796611e-07,-2.0231014
-8.135593220338983e-07,-2.3085211
-9.152542372881356e-07,-2.596772
-1.016949152542373e-06,-2.871743
-1.1186440677966102e-06,-3.1457452
-1.2203389830508474e-06,-3.4338641
-1.3220338983050847e-06,-3.7124712
-1.4237288135593222e-06,-3.9787457
-1.5254237288135594e-06,-4.2643876
-1.6271186440677967e-06,-4.5307928
-1.728813559322034e-06,-4.8058002
-1.8305084745762712e-06,-5.0879353
-1.9322033898305084e-06,-5.3390703
-2.033898305084746e-06,-5.6039424
-2.135593220338983e-06,-5.8703529
-2.2372881355932204e-06,-6.1326326
-2.338983050847458e-06,-6.3833857
-2.440677966101695e-06,-6.6497357
-2.5423728813559323e-06,-6.8977558
-2.6440677966101694e-06,-7.1516794
-2.745762711864407e-06,-7.4137674
-2.8474576271186443e-06,-7.678596
-2.9491525423728813e-06,-7.9460413
-3.050847457627119e-06,-8.2485549
-3.152542372881356e-06,-8.5599594
-3.2542372881355933e-06,-8.887613
-3.3559322033898308e-06,-9.2290281
-3.457627118644068e-06,-9.5429412
-3.5593220338983053e-06,-9.8417273
-3.6610169491525423e-06,-10.121621
-3.7627118644067798e-06,-10.415173
-3.864406779661017e-06,-10.758961
-3.966101694915254e-06,-11.088247
-4.067796610169492e-06,-11.407093
-4.169491525423729e-06,-11.725613
-4.271186440677966e-06,-9.630419
-4.372881355932203e-06,-9.856307
-4.474576271186441e-06,-10.071831
-4.576271186440678e-06,-10.285806
-4.677966101694916e-06,-10.493225
-4.779661016949152e-06,-10.703119
-4.88135593220339e-06,-10.931562
-4.983050847457627e-06,-11.173133
-5.084745762711865e-06,-11.398932
-5.186440677966102e-06,-11.655612
-5.288135593220339e-06,-11.895723
-5.389830508474576e-06,-12.141387
-5.491525423728814e-06,-12.390347
-5.593220338983051e-06,-12.638998
-5.694915254237289e-06,-12.882914
-5.796610169491525e-06,-13.139394
-5.898305084745763e-06,-13.415552
-6e-06,-13.695991
-5.898305084745763e-06,-13.563176
-5.796610169491525e-06,-13.39958
-5.694915254237289e-06,-13.230732
-5.593220338983051e-06,-13.073153
-5.491525423728814e-06,-12.889981
-5.389830508474576e-06,-12.690219
-5.288135593220339e-06,-12.516148
-5.186440677966102e-06,-12.33177
-5.084745762711865e-06,-12.123392
-4.983050847457627e-06,-11.914227
-4.88135593220339e-06,-11.709808
-4.779661016949152e-06,-11.503619
-4.677966101694916e-06,-11.293714
-4.576271186440678e-06,-11.086718
-4.474576271186441e-06,-10.861361
-4.372881355932203e-06,-10.644654
-4.271186440677967e-06,-10.425126
-4.169491525423729e-06,-10.203085
-4.067796610169492e-06,-9.996841
-3.966101694915254e-06,-9.785896
-3.864406779661017e-06,-9.557476
-3.7627118644067798e-06,-9.33984
-3.6610169491525423e-06,-11.754432
-3.5593220338983053e-06,-11.519383
-3.457627118644068e-06,-11.272432
-3.3559322033898308e-06,-10.989246
-3.2542372881355933e-06,-10.701219
-3.152542372881356e-06,-10.403973
-3.050847457627119e-06,-10.116271
-2.9491525423728813e-06,-9.8021824
-2.8474576271186443e-06,-9.5098055
-2.745762711864407e-06,-9.2104269
-2.6440677966101694e-06,-8.9048101
-2.5423728813559323e-06,-8.5970633
-2.440677966101695e-06,-8.2880015
-2.338983050847458e-06,-7.969404
-2.2372881355932204e-06,-7.6466469
-2.1355932203389833e-06,-7.3301113
-2.033898305084746e-06,-6.9932197
-1.9322033898305084e-06,-6.6622607
-1.830508474576271e-06,-6.331099
-1.7288135593220343e-06,-5.9824797
-1.6271186440677969e-06,-5.6440834
-1.5254237288135594e-06,-5.3134461
-1.423728813559322e-06,-4.9606592
-1.3220338983050845e-06,-4.6246822
-1.2203389830508479e-06,-4.2836987
-1.1186440677966104e-06,-3.9256883
-1.016949152542373e-06,-3.5863289
-9.152542372881355e-07,-3.2465649
-8.13559322033898e-07,-2.8895858
-7.118644067796614e-07,-2.5480928
-6.101694915254239e-07,-2.1985938
-5.084745762711865e-07,-1.8296636
-4.06779661016949e-07,-1.473528
-3.0508474576271154e-07,-1.1159185
-2.0338983050847493e-07,-0.73699868
-1.0169491525423746e-07,-0.37392779
0.0,-0.010120048
